"","OTU","Sample","Abundance","Condition","Site","Time","Condition_Time","Kingdom","Phylum"
"422","x1725","X3300044942.Pre_drought_6hr",0.00169930067837953,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"180","x1369","X3300045467.Pre_drought_6hr",0.00168109164066423,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2024","x514","X3300049557.Drought_48_hr",0.00167743267769164,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"481","x1730","X3300045458.Pre_Drought_48hr",0.00166634809763656,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"562","x2007","X3300048051.Drought_0hr",0.00164384834772911,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"432","x1725","X3300044944.Pre_drought_0hr",0.00163790386926262,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"536","x1772","X3300044943.Pre_Drought_48hr",0.00163575057946765,"PreDrought","Site3","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"906","x2904","X3300048053.Pre_Drought_48hr",0.00160903709393333,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2399","x684","X3300044944.Pre_drought_0hr",0.00160805996167691,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"121","x1156","X3300048051.Drought_0hr",0.00160609211359399,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"892","x2904","X3300048052.Pre_drought_0hr",0.00156836952809785,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"535","x1772","X3300045467.Pre_drought_6hr",0.0015648311741856,"PreDrought","Site2","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"545","x1772","X3300048092.Pre_drought_0hr",0.0015418173012711,"PreDrought","Site1","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"2168","x553","X3300048096.Drought_48_hr",0.00153656643812573,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"266","x1558","X3300048051.Drought_0hr",0.00153348397102645,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"308","x1560","X3300045466.Pre_drought_0hr",0.00151276046579036,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"425","x1725","X3300045472.Drought_48_hr",0.00150051580230704,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1806","x484","X3300048094.Pre_Drought_48hr",0.00149598081505684,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"300","x1560","X3300048094.Pre_Drought_48hr",0.0014829246761867,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"298","x1560","X3300048054.Drought_0hr",0.0014755050465412,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"527","x1772","X3300045459.Drought_6hr",0.00146027155137784,"Drought","Site1","6hr","Drought_6hr","Archaea","Phylum < 2%"
"429","x1725","X3300045463.Pre_Drought_48hr",0.00143911973506472,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"533","x1772","X3300048053.Pre_Drought_48hr",0.00143687674643429,"PreDrought","Site3","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"541","x1772","X3300045462.Pre_drought_6hr",0.00143567984302941,"PreDrought","Site2","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"435","x1725","X3300044943.Pre_Drought_48hr",0.00141773966822217,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"469","x1730","X3300044944.Pre_drought_0hr",0.0014070524664673,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"555","x1772","X3300048095.Drought_6hr",0.00139272430859476,"Drought","Site1","6hr","Drought_6hr","Archaea","Phylum < 2%"
"2165","x553","X3300048054.Drought_0hr",0.00136562701116047,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"198","x1369","X3300045461.Pre_drought_0hr",0.0013651662913767,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"973","x2939","X3300044945.Drought_6hr",0.00135627259775107,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"895","x2904","X3300045468.Pre_Drought_48hr",0.00134755322835252,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"444","x1725","X3300049512.Drought_0hr",0.00134522330257774,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"969","x2939","X3300048096.Drought_48_hr",0.00133834329955225,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1451","x3228","X3300048096.Drought_48_hr",0.00133294947265229,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"483","x1730","X3300048100.Pre_drought_6hr",0.00131245741137274,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"544","x1772","X3300045472.Drought_48_hr",0.00130327871954863,"Drought","Site3","48hr","Drought_48hr","Archaea","Phylum < 2%"
"475","x1730","X3300045471.Drought_6hr",0.00129959601533868,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"546","x1772","X3300048100.Pre_drought_6hr",0.00129305229752816,"PreDrought","Site1","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"792","x2733","X3300045462.Pre_drought_6hr",0.00128706668891903,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"473","x1730","X3300045462.Pre_drought_6hr",0.00128706668891903,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1815","x484","X3300044945.Drought_6hr",0.00127232062805854,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1819","x484","X3300049512.Drought_0hr",0.00126824342832436,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"284","x1560","X3300044942.Pre_drought_6hr",0.00125840882918338,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"302","x1560","X3300048093.Pre_drought_6hr",0.00123127858464592,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"442","x1725","X3300044945.Drought_6hr",0.0012152658913743,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"293","x1560","X3300045471.Drought_6hr",0.00121292680165839,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"539","x1772","X3300045463.Pre_Drought_48hr",0.00121053585007723,"PreDrought","Site2","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"1796","x484","X3300048054.Drought_0hr",0.001208658389188,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"559","x1772","X3300048099.Pre_drought_0hr",0.00119987285160164,"PreDrought","Site1","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"459","x1730","X3300044942.Pre_drought_6hr",0.00119336647796998,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"176","x1369","X3300048096.Drought_48_hr",0.0011879903747159,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"526","x1772","X3300045464.Drought_0hr",0.00118458578601334,"Drought","Site2","0hr","Drought_0hr","Archaea","Phylum < 2%"
"953","x2939","X3300045459.Drought_6hr",0.00118325700972122,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"476","x1730","X3300044943.Pre_Drought_48hr",0.00117877474301239,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"436","x1725","X3300048100.Pre_drought_6hr",0.00117326303706451,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"706","x2536","X3300048054.Drought_0hr",0.00116941623369488,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"286","x1560","X3300045461.Pre_drought_0hr",0.00116784484178978,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"194","x1369","X3300048095.Drought_6hr",0.00116124216193469,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1368","x3187","X3300048052.Pre_drought_0hr",0.00115098086336213,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1340","x3177","X3300048094.Pre_Drought_48hr",0.00113209358977275,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2357","x662","X3300045459.Drought_6hr",0.00113183899734876,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"489","x1730","X3300048099.Pre_drought_0hr",0.0011262009676261,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"485","x1730","X3300049511.Drought_6hr",0.00111856149305985,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2145","x553","X3300044943.Pre_Drought_48hr",0.00111591270111952,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2381","x684","X3300048094.Pre_Drought_48hr",0.00111566812474256,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"289","x1560","X3300049511.Drought_6hr",0.00111147301718495,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"287","x1560","X3300044944.Pre_drought_0hr",0.0011068578666346,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"183","x1369","X3300045466.Pre_drought_0hr",0.00110236437835575,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2163","x553","X3300044945.Drought_6hr",0.00109137560600281,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2395","x684","X3300048053.Pre_Drought_48hr",0.00108593449960933,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2394","x684","X3300048100.Pre_drought_6hr",0.00107437159151041,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"461","x1730","X3300048054.Drought_0hr",0.00106738662941278,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1436","x3228","X3300048094.Pre_Drought_48hr",0.00106218007195196,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1351","x3177","X3300048096.Drought_48_hr",0.00105853852911689,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1787","x484","X3300048093.Pre_drought_6hr",0.00105419290013824,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2386","x684","X3300048093.Pre_drought_6hr",0.00103911071261776,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"482","x1730","X3300048092.Pre_drought_0hr",0.00103443644212888,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"457","x1730","X3300045466.Pre_drought_0hr",0.00103427175398319,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2408","x684","X3300048099.Pre_drought_0hr",0.00103089118765774,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"437","x1725","X3300048053.Pre_Drought_48hr",0.00102634053316735,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"478","x1730","X3300048052.Pre_drought_0hr",0.00102449944980585,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"421","x1725","X3300045461.Pre_drought_0hr",0.00101485206775618,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1786","x484","X3300045471.Drought_6hr",0.00101482574181772,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2389","x684","X3300048054.Drought_0hr",0.00100459918062379,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1801","x484","X3300045466.Pre_drought_0hr",0.0010029859535958,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"612","x2123","X3300045468.Pre_Drought_48hr",0.00100103954106187,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"887","x2904","X3300048094.Pre_Drought_48hr",0.000998584040681244,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"450","x1725","X3300048099.Pre_drought_0hr",0.000997403967668862,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2401","x684","X3300048096.Drought_48_hr",0.00099448683467988,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"454","x1725","X3300049628.Drought_0hr",0.000991960389835004,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1342","x3177","X3300048054.Drought_0hr",0.000988902318426546,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2348","x662","X3300048052.Pre_drought_0hr",0.000986555025738968,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1341","x3177","X3300048093.Pre_drought_6hr",0.000985802980864345,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1131","x3157","X3300048053.Pre_Drought_48hr",0.000973368118552264,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"304","x1560","X3300044943.Pre_Drought_48hr",0.000964776302526029,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2413","x684","X3300044943.Pre_Drought_48hr",0.000963438812272989,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1122","x3157","X3300048094.Pre_Drought_48hr",0.000963206116000846,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2149","x553","X3300048094.Pre_Drought_48hr",0.000962363784460836,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"599","x2123","X3300045469.Drought_0hr",0.000957662276667776,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1789","x484","X3300045470.Drought_6hr",0.000947600229953832,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"441","x1725","X3300049557.Drought_48_hr",0.000944177050313594,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"291","x1560","X3300045462.Pre_drought_6hr",0.000941399438706579,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2409","x684","X3300048092.Pre_drought_0hr",0.000926603821058387,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1361","x3177","X3300048092.Pre_drought_0hr",0.000923576940466934,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2351","x662","X3300048094.Pre_Drought_48hr",0.000921510704770376,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"315","x1560","X3300048092.Pre_drought_0hr",0.000907685817361809,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"455","x1725","X3300048095.Drought_6hr",0.000899427871919172,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"314","x1560","X3300048099.Pre_drought_0hr",0.000895911931702557,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"311","x1560","X3300045473.Drought_48_hr",0.000894762308305358,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1143","x3157","X3300048100.Pre_drought_6hr",0.000885544906792014,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2376","x662","X3300048093.Pre_drought_6hr",0.000883868196243183,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"301","x1560","X3300048100.Pre_drought_6hr",0.000882559504662079,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2139","x553","X3300048093.Pre_drought_6hr",0.00088152785680035,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2170","x553","X3300049628.Drought_0hr",0.000877563081390389,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"531","x1772","X3300045461.Pre_drought_0hr",0.000872843390319873,"PreDrought","Site2","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"190","x1369","X3300048052.Pre_drought_0hr",0.000872721753538318,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1459","x3228","X3300048093.Pre_drought_6hr",0.000869826159586186,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2388","x684","X3300049511.Drought_6hr",0.000864794056738287,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2404","x684","X3300045470.Drought_6hr",0.000864458702466319,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1807","x484","X3300044943.Pre_Drought_48hr",0.000861789553041966,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"182","x1369","X3300045471.Drought_6hr",0.000849004542174301,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"195","x1369","X3300048053.Pre_Drought_48hr",0.000840937082014541,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"203","x1369","X3300044943.Pre_Drought_48hr",0.000834593917896823,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"480","x1730","X3300045463.Pre_Drought_48hr",0.000828553508056194,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2004","x514","X3300044942.Pre_drought_6hr",0.000826270550252751,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"297","x1560","X3300045470.Drought_6hr",0.000825730384106751,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1364","x3177","X3300048099.Pre_drought_0hr",0.000824815987726161,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"468","x1730","X3300044945.Drought_6hr",0.000824033411253802,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2239","x561","X3300045462.Pre_drought_6hr",0.000820571277738609,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"170","x122","X3300048054.Drought_0hr",0.000816236834256832,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1444","x3228","X3300048052.Pre_drought_0hr",0.000809481046760179,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"292","x1560","X3300048053.Pre_Drought_48hr",0.000801207771053224,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2360","x662","X3300048054.Drought_0hr",0.000792691540960962,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1153","x3157","X3300048099.Pre_drought_0hr",0.000788237639738305,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2412","x684","X3300045467.Pre_drought_6hr",0.000781895017839908,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"883","x2904","X3300045471.Drought_6hr",0.000777369783928344,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"310","x1560","X3300048095.Drought_6hr",0.000771394298387192,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"761","x2647","X3300048094.Pre_Drought_48hr",0.000770733359108678,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1536","x3239","X3300048054.Drought_0hr",0.000761297816566468,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2305","x569","X3300048052.Pre_drought_0hr",0.000758888481337667,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2137","x553","X3300045469.Drought_0hr",0.000755856049783762,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2159","x553","X3300045473.Drought_48_hr",0.00075477084975604,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2156","x553","X3300049557.Drought_48_hr",0.000754237339607233,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1151","x3157","X3300048092.Pre_drought_0hr",0.000754071627345596,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"968","x2939","X3300044944.Pre_drought_0hr",0.000751364261569561,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1359","x3177","X3300048100.Pre_drought_6hr",0.00075082863567869,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"205","x1369","X3300045473.Drought_48_hr",0.000749644401978178,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2152","x553","X3300045468.Pre_Drought_48hr",0.000747674694440753,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"611","x2123","X3300048054.Drought_0hr",0.000745600954369222,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"466","x1730","X3300045467.Pre_drought_6hr",0.000742331754620312,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"427","x1725","X3300045464.Drought_0hr",0.000739323347080507,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2141","x553","X3300044942.Pre_drought_6hr",0.00073829162884995,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1136","x3157","X3300048054.Drought_0hr",0.000737752523270598,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1812","x484","X3300048100.Pre_drought_6hr",0.000734782099230289,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1176","x3160","X3300048096.Drought_48_hr",0.000734234686756874,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2397","x684","X3300045469.Drought_0hr",0.000731394688949336,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"177","x1369","X3300044944.Pre_drought_0hr",0.000723275877959484,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"899","x2904","X3300048096.Drought_48_hr",0.000720075891144482,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2396","x684","X3300045471.Drought_6hr",0.000719000721653861,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"202","x1369","X3300048094.Pre_Drought_48hr",0.00071850880362809,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2007","x514","X3300049512.Drought_0hr",0.000716554329508503,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1799","x484","X3300044942.Pre_drought_6hr",0.000712474136801018,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2352","x662","X3300048100.Pre_drought_6hr",0.00070754030479463,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2400","x684","X3300045458.Pre_Drought_48hr",0.000706590328244246,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"891","x2904","X3300044943.Pre_Drought_48hr",0.000705749023520658,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"288","x1560","X3300044945.Drought_6hr",0.000700143125882311,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"893","x2904","X3300048093.Pre_drought_6hr",0.000699241417975263,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1452","x3228","X3300048054.Drought_0hr",0.000698510367777481,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1130","x3157","X3300048093.Pre_drought_6hr",0.000698461304827652,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"486","x1730","X3300049628.Drought_0hr",0.000698017475255281,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"976","x2939","X3300048092.Pre_drought_0hr",0.000697695976329794,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1350","x3177","X3300048053.Pre_Drought_48hr",0.000695262941823046,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"299","x1560","X3300045472.Drought_48_hr",0.000694324997087704,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"966","x2939","X3300045466.Pre_drought_0hr",0.000693808632120395,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2415","x684","X3300045473.Drought_48_hr",0.000689310055054106,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"963","x2939","X3300048095.Drought_6hr",0.00068550643983332,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"283","x1560","X3300048096.Drought_48_hr",0.000683667559569761,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2146","x553","X3300048053.Pre_Drought_48hr",0.000682019838169273,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"862","x2786","X3300045462.Pre_drought_6hr",0.000680915127996506,"PreDrought","Site2","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"2414","x684","X3300049628.Drought_0hr",0.00067940367591514,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1814","x484","X3300049557.Drought_48_hr",0.000675279843586857,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1469","x3228","X3300048092.Pre_drought_0hr",0.000670832411080653,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2393","x684","X3300049512.Drought_0hr",0.000669724906004366,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2367","x662","X3300045471.Drought_6hr",0.000667264507365114,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2402","x684","X3300044945.Drought_6hr",0.000663465080871014,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"956","x2939","X3300048094.Pre_Drought_48hr",0.000654070440817365,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"901","x2904","X3300045467.Pre_drought_6hr",0.000650711566111775,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"490","x1730","X3300049512.Drought_0hr",0.000650479937441022,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"196","x1369","X3300048093.Pre_drought_6hr",0.000645153573074239,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"734","x2536","X3300048052.Pre_drought_0hr",0.000645055209137017,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1370","x3187","X3300048054.Drought_0hr",0.000643571350087118,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1809","x484","X3300044944.Pre_drought_0hr",0.000642521775080513,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"147","x122","X3300048094.Pre_Drought_48hr",0.000639329638867199,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"488","x1730","X3300045473.Drought_48_hr",0.00063567952445493,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"200","x1369","X3300045470.Drought_6hr",0.000631733486635888,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
