"","OTU","Sample","Abundance","Condition","Site","Time","Condition_Time","Kingdom","Phylum"
"1261","x3173","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1262","x3173","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1263","x3173","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1264","x3173","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1265","x3173","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1266","x3173","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1267","x3173","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1268","x3173","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1269","x3173","X3300048052.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1270","x3173","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1271","x3173","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1272","x3173","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1275","x3173","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1276","x3173","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1278","x3173","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1279","x3173","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1280","x3173","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1282","x3173","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1283","x3173","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1284","x3173","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1285","x3173","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1286","x3173","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1288","x3173","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1289","x3173","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1291","x3173","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1293","x3173","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1294","x3173","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1298","x3176","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1301","x3176","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1306","x3176","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1307","x3176","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1308","x3176","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1310","x3176","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1315","x3176","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1324","x3176","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1328","x3176","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1332","x3177","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1333","x3177","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1334","x3177","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1335","x3177","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1336","x3177","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1337","x3177","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1338","x3177","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1339","x3177","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1343","x3177","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1344","x3177","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1345","x3177","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1346","x3177","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1347","x3177","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1348","x3177","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1349","x3177","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1352","x3177","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1353","x3177","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1354","x3177","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1355","x3177","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1356","x3177","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1357","x3177","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1358","x3177","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1360","x3177","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1362","x3177","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1363","x3177","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1365","x3177","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1367","x3187","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1369","x3187","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1371","x3187","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1372","x3187","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1373","x3187","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1374","x3187","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1375","x3187","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1376","x3187","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1377","x3187","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1379","x3187","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1380","x3187","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1383","x3187","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1384","x3187","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1385","x3187","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1386","x3187","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1388","x3187","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1389","x3187","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1390","x3187","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1391","x3187","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1392","x3187","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1393","x3187","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1394","x3187","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1396","x3187","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1398","x3187","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1399","x3187","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1400","x3187","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1402","x3211","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1404","x3211","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1405","x3211","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1407","x3211","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1408","x3211","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1409","x3211","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1411","x3211","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1412","x3211","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1413","x3211","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1414","x3211","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1416","x3211","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1417","x3211","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1419","x3211","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1420","x3211","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1421","x3211","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1422","x3211","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1423","x3211","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1424","x3211","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1425","x3211","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1426","x3211","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1427","x3211","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1429","x3211","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1431","x3211","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1433","x3211","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1434","x3211","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1435","x3211","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1437","x3228","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1438","x3228","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1439","x3228","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1440","x3228","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1441","x3228","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1442","x3228","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1443","x3228","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1445","x3228","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1446","x3228","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1447","x3228","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1448","x3228","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1449","x3228","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1450","x3228","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1453","x3228","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1454","x3228","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1455","x3228","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1456","x3228","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1457","x3228","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1458","x3228","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1461","x3228","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1462","x3228","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1465","x3228","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1466","x3228","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1467","x3228","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1468","x3228","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1470","x3228","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1471","x3234","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1472","x3234","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1473","x3234","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1474","x3234","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1475","x3234","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1476","x3234","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1477","x3234","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1478","x3234","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1479","x3234","X3300048052.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1481","x3234","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1482","x3234","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1483","x3234","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1484","x3234","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1485","x3234","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1486","x3234","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1487","x3234","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1488","x3234","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1489","x3234","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1490","x3234","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1491","x3234","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1494","x3234","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1495","x3234","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1496","x3234","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1498","x3234","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1500","x3234","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1503","x3234","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1505","x3234","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1506","x3239","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1507","x3239","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1508","x3239","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1509","x3239","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1512","x3239","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1513","x3239","X3300045467.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1514","x3239","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1515","x3239","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1516","x3239","X3300045471.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1517","x3239","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1518","x3239","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1519","x3239","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1521","x3239","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1522","x3239","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1523","x3239","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1524","x3239","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1527","x3239","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1528","x3239","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1529","x3239","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1530","x3239","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1531","x3239","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1534","x3239","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1535","x3239","X3300045472.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1537","x3239","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1538","x3239","X3300045463.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1539","x3239","X3300045473.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1541","x3246","X3300044945.Drought_6hr",0,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1542","x3246","X3300044944.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1543","x3246","X3300045459.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1544","x3246","X3300045461.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1546","x3246","X3300049511.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1547","x3246","X3300044943.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1549","x3246","X3300045458.Pre_Drought_48hr",0,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1551","x3246","X3300045464.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1552","x3246","X3300049512.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1553","x3246","X3300048054.Drought_0hr",0,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1554","x3246","X3300049557.Drought_48_hr",0,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1555","x3246","X3300045462.Pre_drought_6hr",0,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1556","x3246","X3300045460.Drought_48_hr",0,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1557","x3246","X3300048095.Drought_6hr",0,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1558","x3246","X3300045466.Pre_drought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1560","x3246","X3300048053.Pre_Drought_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1561","x3246","X3300044942.Pre_drought_6hr",0,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1562","x3246","X3300049628.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1563","x3246","X3300048052.Pre_drought_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1564","x3246","X3300045469.Drought_0hr",0,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1565","x3246","X3300045465.Drought_48_hr",0,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1567","x3246","X3300048051.Drought_0hr",0,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1568","x3246","X3300045470.Drought_6hr",0,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1570","x3246","X3300045468.Pre_Drought_48hr",0,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
