"","OTU","Sample","Abundance","Condition","Site","Time","Condition_time","Condition_site","Kingdom","Phylum"
"818","x2777","X3300045965_PreDrought_Site3_48hr",0.0177264360247073,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"698","x2530","X3300045975_PreDrought_Site1_6hr",0.0176340572053381,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"705","x2530","X3300045927_Drought_Site2_6hr",0.017545460130809,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"810","x2777","X3300045944_PreDrought_Site2_48hr",0.0175317080597759,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"317","x1592","X3300049732_PreDrought_0hr",0.0175190652936984,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"320","x1592","X3300045965_PreDrought_Site3_48hr",0.0174539625957614,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"809","x2777","X3300045933_PreDrought_Site2_48hr",0.0173848476754513,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"306","x1592","X3300045964_Drought_Site1_6hr",0.0173328713892967,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"305","x1592","X3300046482_Drought_Site3_6hr",0.0172060551301779,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"308","x1592","X3300049734_Drought_Site3_0hr",0.0171873503591381,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"715","x2530","X3300045968_PreDrought_Site3_48hr",0.0171752549323042,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"819","x2777","X3300045952_Drought_Site2_6hr",0.0171683121821785,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"710","x2530","X3300045952_Drought_Site2_6hr",0.0171524399221274,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"800","x2777","X3300045932_PreDrought_Site2_6hr",0.0171250956525755,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"314","x1592","X3300045977_Drought_Site1_0hr",0.0170888796260372,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"694","x2530","X3300045928_PreDrought_Site1_0hr",0.0170744114357785,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"712","x2530","X3300045884_Drought_Site1_6hr",0.0170637609098674,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"686","x2530","X3300045933_PreDrought_Site2_48hr",0.0170561989346731,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"821","x2777","X3300045940_Drought_Site1_0hr",0.0170551609701888,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"687","x2530","X3300045920_PreDrought_Site1_48hr",0.0170226373228983,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"692","x2530","X3300045932_PreDrought_Site2_6hr",0.0170120245539465,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"309","x1592","X3300045947_Drought_Site3_6hr",0.0169983760074859,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"811","x2777","X3300045936_Drought_Site2_0hr",0.0169806086803964,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"802","x2777","X3300045953_Drought_Site3_48hr",0.0169749332499319,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"605","x2133","X3300045968_PreDrought_Site3_48hr",0.0169590620882874,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"720","x2530","X3300045936_Drought_Site2_0hr",0.016790011417465,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"316","x1592","X3300045944_PreDrought_Site2_48hr",0.0167528478428369,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"297","x1592","X3300045978_Drought_Site1_48hr",0.0167252016391594,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"315","x1592","X3300045966_PreDrought_Site3_0hr",0.0166968626141364,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"301","x1592","X3300049733_Drought_Site2_48hr",0.0166895706778966,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"304","x1592","X3300045941_PreDrought_Site2_0hr",0.0165772122245173,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"312","x1592","X3300045930_PreDrought_Site2_6hr",0.0164917787234841,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"693","x2530","X3300045940_Drought_Site1_0hr",0.0164279893387445,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"97","x1171","X3300045968_PreDrought_Site3_48hr",0.0163826460177956,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"718","x2530","X3300045910_PreDrought_Site1_0hr",0.0163484415006901,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"804","x2777","X3300045931_Drought_Site2_0hr",0.0163193721339524,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"299","x1592","X3300045952_Drought_Site2_6hr",0.0162890437072783,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"293","x1592","X3300045975_PreDrought_Site1_6hr",0.016069302167577,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"298","x1592","X3300049731_Drought_Site1_48hr",0.0160634446822856,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"653","x2223","X3300045933_PreDrought_Site2_48hr",0.016030010009386,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"321","x1592","X3300045967_PreDrought_Site3_6hr",0.0159930656670684,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"307","x1592","X3300045931_Drought_Site2_0hr",0.015970240064028,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"532","x2034","X3300045947_Drought_Site3_6hr",0.015814500483541,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Phylum < 2%"
"289","x1592","X3300045932_PreDrought_Site2_6hr",0.0157913344539582,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"797","x2777","X3300045941_PreDrought_Site2_0hr",0.0157243124759332,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"310","x1592","X3300045928_PreDrought_Site1_0hr",0.0156823445657634,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"296","x1592","X3300045884_Drought_Site1_6hr",0.0156110128599812,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"716","x2530","X3300045929_PreDrought_Site1_48hr",0.0156067821070913,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"291","x1592","X3300045936_Drought_Site2_0hr",0.0155495217616147,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"300","x1592","X3300045920_PreDrought_Site1_48hr",0.0155239554709282,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"812","x2777","X3300045930_PreDrought_Site2_6hr",0.015474447763923,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"303","x1592","X3300045926_Drought_Site2_48hr",0.0154267662090301,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"295","x1592","X3300045933_PreDrought_Site2_48hr",0.0154255803924926,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"292","x1592","X3300045940_Drought_Site1_0hr",0.0154037856132656,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"311","x1592","X3300045953_Drought_Site3_48hr",0.0152736028819812,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"523","x2034","X3300049732_PreDrought_0hr",0.0152051863912474,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Archaea","Phylum < 2%"
"324","x1592","X3300045968_PreDrought_Site3_48hr",0.0151220119954629,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"294","x1592","X3300049730_PreDrought_Site1_6hr",0.0141220589301862,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"302","x1592","X3300045929_PreDrought_Site1_48hr",0.0140603300554606,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"566","x2038","X3300045926_Drought_Site2_48hr",0.0140581914111537,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"679","x2223","X3300045910_PreDrought_Site1_0hr",0.0139038858002855,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"319","x1592","X3300045910_PreDrought_Site1_0hr",0.0137870873196391,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"567","x2038","X3300045936_Drought_Site2_0hr",0.0135406725373685,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"806","x2777","X3300045926_Drought_Site2_48hr",0.0133929242825156,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"537","x2034","X3300045946_Drought_Site3_48hr",0.0124374149114471,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Phylum < 2%"
"535","x2034","X3300045966_PreDrought_Site3_0hr",0.0114941190214935,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Phylum < 2%"
"526","x2034","X3300045968_PreDrought_Site3_48hr",0.011068248899817,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Archaea","Phylum < 2%"
"539","x2034","X3300045945_PreDrought_Site3_0hr",0.0107914931060934,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Phylum < 2%"
"512","x2034","X3300045934_PreDrought_Site3_6hr",0.0107183338640873,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Archaea","Phylum < 2%"
"529","x2034","X3300049733_Drought_Site2_48hr",0.0103620076025789,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Archaea","Phylum < 2%"
"540","x2034","X3300045965_PreDrought_Site3_48hr",0.00992749596266168,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Archaea","Phylum < 2%"
"510","x2034","X3300046482_Drought_Site3_6hr",0.00991159065889166,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Phylum < 2%"
"506","x2034","X3300045936_Drought_Site2_0hr",0.00983114460315813,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Phylum < 2%"
"534","x2034","X3300045953_Drought_Site3_48hr",0.00954663527531145,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Phylum < 2%"
"524","x2034","X3300045955_Drought_Site3_0hr",0.00908613770352286,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Archaea","Phylum < 2%"
"518","x2034","X3300045927_Drought_Site2_6hr",0.00908290341618896,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Phylum < 2%"
"525","x2034","X3300045967_PreDrought_Site3_6hr",0.00845920186740369,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Archaea","Phylum < 2%"
"516","x2034","X3300045941_PreDrought_Site2_0hr",0.00740253804011851,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Archaea","Phylum < 2%"
"522","x2034","X3300045944_PreDrought_Site2_48hr",0.00724216006976004,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Phylum < 2%"
"513","x2034","X3300045932_PreDrought_Site2_6hr",0.00702354665815183,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Phylum < 2%"
"533","x2034","X3300045931_Drought_Site2_0hr",0.00647289496501193,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Phylum < 2%"
"527","x2034","X3300045910_PreDrought_Site1_0hr",0.00638559193409159,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Archaea","Phylum < 2%"
"505","x2034","X3300049730_PreDrought_Site1_6hr",0.00537262367281324,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Phylum < 2%"
"511","x2034","X3300045930_PreDrought_Site2_6hr",0.00427911904764695,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Phylum < 2%"
"514","x2034","X3300045933_PreDrought_Site2_48hr",0.00419589358724638,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Phylum < 2%"
"517","x2034","X3300049731_Drought_Site1_48hr",0.00416003875283937,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Archaea","Phylum < 2%"
"507","x2034","X3300045940_Drought_Site1_0hr",0.00371501506503346,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Archaea","Phylum < 2%"
"520","x2034","X3300045926_Drought_Site2_48hr",0.0036426029284139,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Archaea","Phylum < 2%"
"462","x1810","X3300045955_Drought_Site3_0hr",0.0036340751467362,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Archaea","Phylum < 2%"
"531","x2034","X3300045952_Drought_Site2_6hr",0.00359588788054428,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Phylum < 2%"
"457","x1810","X3300045946_Drought_Site3_48hr",0.00332431928207774,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Phylum < 2%"
"454","x1810","X3300045947_Drought_Site3_6hr",0.00328128764910269,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Phylum < 2%"
"508","x2034","X3300045978_Drought_Site1_48hr",0.00320472812682417,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Archaea","Phylum < 2%"
"461","x1810","X3300049734_Drought_Site3_0hr",0.00320271348762969,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Archaea","Phylum < 2%"
"467","x1810","X3300045945_PreDrought_Site3_0hr",0.00318754087148031,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Phylum < 2%"
"456","x1810","X3300049731_Drought_Site1_48hr",0.0031869628116756,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Archaea","Phylum < 2%"
"444","x1810","X3300045944_PreDrought_Site2_48hr",0.00317570809668594,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Phylum < 2%"
"450","x1810","X3300045965_PreDrought_Site3_48hr",0.00316917597835093,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Archaea","Phylum < 2%"
"1811","x843","X3300045944_PreDrought_Site2_48hr",0.00316503877864568,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"436","x1810","X3300045934_PreDrought_Site3_6hr",0.00313977539766361,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Archaea","Phylum < 2%"
"459","x1810","X3300045927_Drought_Site2_6hr",0.00313152206494278,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Phylum < 2%"
"1836","x843","X3300045955_Drought_Site3_0hr",0.00312767650407996,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"538","x2034","X3300045975_PreDrought_Site1_6hr",0.00309416875408859,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Phylum < 2%"
"1826","x843","X3300045964_Drought_Site1_6hr",0.00304833214108568,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"460","x1810","X3300049733_Drought_Site2_48hr",0.00304289494279432,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Archaea","Phylum < 2%"
"440","x1810","X3300045964_Drought_Site1_6hr",0.00303729390999426,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Archaea","Phylum < 2%"
"466","x1810","X3300045977_Drought_Site1_0hr",0.00301515437792339,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Archaea","Phylum < 2%"
"455","x1810","X3300046482_Drought_Site3_6hr",0.00300197047676903,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Phylum < 2%"
"1827","x843","X3300049731_Drought_Site1_48hr",0.00298141565693263,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"445","x1810","X3300045978_Drought_Site1_48hr",0.00297177552655636,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Archaea","Phylum < 2%"
"458","x1810","X3300045966_PreDrought_Site3_0hr",0.00296612732184172,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Phylum < 2%"
"448","x1810","X3300045952_Drought_Site2_6hr",0.00295935552056361,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Phylum < 2%"
"468","x1810","X3300049732_PreDrought_0hr",0.00295920312475337,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Archaea","Phylum < 2%"
"434","x1810","X3300045936_Drought_Site2_0hr",0.0029590799158249,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Phylum < 2%"
"1807","x843","X3300045931_Drought_Site2_0hr",0.00293631640485164,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"447","x1810","X3300045931_Drought_Site2_0hr",0.00293121213482351,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Phylum < 2%"
"435","x1810","X3300045932_PreDrought_Site2_6hr",0.00292113609380761,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Phylum < 2%"
"464","x1810","X3300045953_Drought_Site3_48hr",0.00291796257362779,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Phylum < 2%"
"452","x1810","X3300045967_PreDrought_Site3_6hr",0.00290679328920806,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Archaea","Phylum < 2%"
"443","x1810","X3300045884_Drought_Site1_6hr",0.00289800098870291,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Archaea","Phylum < 2%"
"1813","x843","X3300045945_PreDrought_Site3_0hr",0.00288538032877975,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1832","x843","X3300045946_Drought_Site3_48hr",0.00287519990941619,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"1803","x843","X3300045930_PreDrought_Site2_6hr",0.00286446643452456,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1824","x843","X3300045934_PreDrought_Site3_6hr",0.00286346473585179,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"463","x1810","X3300045910_PreDrought_Site1_0hr",0.00285760866060734,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Archaea","Phylum < 2%"
"465","x1810","X3300045975_PreDrought_Site1_6hr",0.00284804169410427,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Phylum < 2%"
"1830","x843","X3300045978_Drought_Site1_48hr",0.00283884148299056,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"438","x1810","X3300045941_PreDrought_Site2_0hr",0.00283067949891192,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Archaea","Phylum < 2%"
"449","x1810","X3300045930_PreDrought_Site2_6hr",0.00281172462210491,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Phylum < 2%"
"439","x1810","X3300045940_Drought_Site1_0hr",0.00281002030857242,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Archaea","Phylum < 2%"
"1831","x843","X3300045977_Drought_Site1_0hr",0.00280259356642066,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"1821","x843","X3300045920_PreDrought_Site1_48hr",0.00280232020840356,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1835","x843","X3300046482_Drought_Site3_6hr",0.00278210350707861,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"453","x1810","X3300045928_PreDrought_Site1_0hr",0.0027720674669781,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Archaea","Phylum < 2%"
"441","x1810","X3300045933_PreDrought_Site2_48hr",0.00277003938655917,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Phylum < 2%"
"1817","x843","X3300045941_PreDrought_Site2_0hr",0.00276307929661674,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1814","x843","X3300045936_Drought_Site2_0hr",0.00275332672596155,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"446","x1810","X3300049730_PreDrought_Site1_6hr",0.00275102019632749,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Phylum < 2%"
"451","x1810","X3300045929_PreDrought_Site1_48hr",0.00273896412136971,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Archaea","Phylum < 2%"
"437","x1810","X3300045920_PreDrought_Site1_48hr",0.00273730570989136,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Archaea","Phylum < 2%"
"1818","x843","X3300045884_Drought_Site1_6hr",0.00273604141472503,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"536","x2034","X3300045977_Drought_Site1_0hr",0.00270307400072981,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Archaea","Phylum < 2%"
"1834","x843","X3300045975_PreDrought_Site1_6hr",0.0027019882738938,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"245","x1411","X3300045952_Drought_Site2_6hr",0.00268487488554185,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1801","x843","X3300045966_PreDrought_Site3_0hr",0.00264795231657324,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"442","x1810","X3300045968_PreDrought_Site3_48hr",0.00264232425568839,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Archaea","Phylum < 2%"
"1805","x843","X3300045927_Drought_Site2_6hr",0.00262288245249191,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1812","x843","X3300045910_PreDrought_Site1_0hr",0.00262005758408426,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1815","x843","X3300045952_Drought_Site2_6hr",0.00261892290843293,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1825","x843","X3300049734_Drought_Site3_0hr",0.00261871508379888,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"1806","x843","X3300045929_PreDrought_Site1_48hr",0.00261298548374726,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1833","x843","X3300045947_Drought_Site3_6hr",0.00259597195005129,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"1809","x843","X3300045933_PreDrought_Site2_48hr",0.0025944707315216,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1810","x843","X3300045928_PreDrought_Site1_0hr",0.00258821556968368,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1822","x843","X3300045926_Drought_Site2_48hr",0.0025845451014842,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1820","x843","X3300045965_PreDrought_Site3_48hr",0.00257430285144259,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"433","x1810","X3300045926_Drought_Site2_48hr",0.00254340823781177,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Archaea","Phylum < 2%"
"1828","x843","X3300045953_Drought_Site3_48hr",0.00253570621861588,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"1829","x843","X3300049732_PreDrought_0hr",0.00248962806741483,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1804","x843","X3300045932_PreDrought_Site2_6hr",0.00247920327874335,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1808","x843","X3300045940_Drought_Site1_0hr",0.00247656633134729,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"1816","x843","X3300045967_PreDrought_Site3_6hr",0.0024524880340938,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1823","x843","X3300049733_Drought_Site2_48hr",0.00245010807587672,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1802","x843","X3300045968_PreDrought_Site3_48hr",0.00237223047099702,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1819","x843","X3300049730_PreDrought_Site1_6hr",0.00236776039874988,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"509","x2034","X3300045929_PreDrought_Site1_48hr",0.00208550350104918,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Archaea","Phylum < 2%"
"189","x141","X3300045955_Drought_Site3_0hr",0.00172870276190797,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"220","x1411","X3300045933_PreDrought_Site2_48hr",0.00171268209329916,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
