"","OTU","Sample","Abundance","Condition","Site","Time","Condition_time","Condition_site","Kingdom","Phylum"
"2540","x568","X3300045946_Drought_Site3_48hr",0.000674389654604777,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Candidatus_Omnitrophica"
"2804","x672","X3300045978_Drought_Site1_48hr",0.00067283362021638,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Chlorobi"
"219","x122","X3300045910_PreDrought_Site1_0hr",0.000671143996829528,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Balneolaeota"
"1332","x2586","X3300045965_PreDrought_Site3_48hr",0.00067042469352014,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Rhodothermaeota"
"2087","x492","X3300049732_PreDrought_0hr",0.000669477522648282,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Calditrichaeota"
"2085","x492","X3300045978_Drought_Site1_48hr",0.000666641899784941,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Calditrichaeota"
"1298","x2586","X3300045955_Drought_Site3_0hr",0.000661821257330354,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Rhodothermaeota"
"3000","x917","X3300045964_Drought_Site1_6hr",0.000661165955498555,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Aquificae"
"2554","x568","X3300045927_Drought_Site2_6hr",0.000660520394914625,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Candidatus_Omnitrophica"
"1305","x2586","X3300045964_Drought_Site1_6hr",0.000658677696526248,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Rhodothermaeota"
"1550","x2970","X3300045964_Drought_Site1_6hr",0.000657966765391304,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Thermodesulfobacteria"
"2791","x672","X3300049734_Drought_Site3_0hr",0.000657278734583079,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Chlorobi"
"2058","x492","X3300049730_PreDrought_Site1_6hr",0.000656799502732678,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Calditrichaeota"
"1549","x2970","X3300049731_Drought_Site1_48hr",0.000655194713738731,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Thermodesulfobacteria"
"2077","x492","X3300045941_PreDrought_Site2_0hr",0.000654905278372581,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Calditrichaeota"
"1331","x2586","X3300045931_Drought_Site2_0hr",0.000654243957584882,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Rhodothermaeota"
"1300","x2586","X3300046482_Drought_Site3_6hr",0.00065271699607323,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Rhodothermaeota"
"223","x122","X3300045920_PreDrought_Site1_48hr",0.000651872685364455,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Balneolaeota"
"3011","x917","X3300045944_PreDrought_Site2_48hr",0.000651418540874282,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Aquificae"
"1299","x2586","X3300045928_PreDrought_Site1_0hr",0.000650845592034893,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Rhodothermaeota"
"2782","x672","X3300045929_PreDrought_Site1_48hr",0.000650119416671799,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Chlorobi"
"2544","x568","X3300045910_PreDrought_Site1_0hr",0.000649886042178819,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Candidatus_Omnitrophica"
"2808","x672","X3300045884_Drought_Site1_6hr",0.000645481806294944,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Chlorobi"
"2059","x492","X3300045944_PreDrought_Site2_48hr",0.000642494999218471,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Calditrichaeota"
"2076","x492","X3300049733_Drought_Site2_48hr",0.000641422049894635,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Calditrichaeota"
"2779","x672","X3300045977_Drought_Site1_0hr",0.000640385426353966,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Chlorobi"
"2790","x672","X3300045920_PreDrought_Site1_48hr",0.000638500937972364,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Chlorobi"
"2786","x672","X3300046482_Drought_Site3_6hr",0.000638246383424437,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Chlorobi"
"2793","x672","X3300045941_PreDrought_Site2_0hr",0.000637563058675666,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Chlorobi"
"1571","x2970","X3300045965_PreDrought_Site3_48hr",0.000636545117171212,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Thermodesulfobacteria"
"2539","x568","X3300045953_Drought_Site3_48hr",0.000635023669721189,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Candidatus_Omnitrophica"
"3004","x917","X3300045945_PreDrought_Site3_0hr",0.000634561414248381,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Aquificae"
"2548","x568","X3300045931_Drought_Site2_0hr",0.000633862525884418,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Candidatus_Omnitrophica"
"2057","x492","X3300045931_Drought_Site2_0hr",0.000632503763771054,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Calditrichaeota"
"1558","x2970","X3300045947_Drought_Site3_6hr",0.000629726000741199,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Thermodesulfobacteria"
"1559","x2970","X3300045940_Drought_Site1_0hr",0.000629510971807563,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Thermodesulfobacteria"
"870","x2034","X3300045884_Drought_Site1_6hr",0.000629214623676624,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Archaea","Thaumarchaeota"
"1557","x2970","X3300049732_PreDrought_0hr",0.000629169459944696,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Thermodesulfobacteria"
"2807","x672","X3300045927_Drought_Site2_6hr",0.000626695208680955,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Chlorobi"
"2795","x672","X3300045967_PreDrought_Site3_6hr",0.000623999143709204,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Chlorobi"
"2528","x568","X3300049733_Drought_Site2_48hr",0.000623979463331148,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Candidatus_Omnitrophica"
"1308","x2586","X3300045947_Drought_Site3_6hr",0.000623858988311933,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Rhodothermaeota"
"2788","x672","X3300045944_PreDrought_Site2_48hr",0.000622632922629727,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Chlorobi"
"2084","x492","X3300045910_PreDrought_Site1_0hr",0.000622554386199336,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Calditrichaeota"
"2780","x672","X3300045952_Drought_Site2_6hr",0.000622022208678753,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Chlorobi"
"1317","x2586","X3300049731_Drought_Site1_48hr",0.000619575649500565,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Rhodothermaeota"
"1326","x2586","X3300045953_Drought_Site3_48hr",0.000618036696199906,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Rhodothermaeota"
"1323","x2586","X3300045944_PreDrought_Site2_48hr",0.000616300086615925,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Rhodothermaeota"
"3003","x917","X3300049731_Drought_Site1_48hr",0.000615981065036163,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Aquificae"
"2787","x672","X3300045968_PreDrought_Site3_48hr",0.000615812440117093,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Chlorobi"
"1315","x2586","X3300049733_Drought_Site2_48hr",0.000614676750497288,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Rhodothermaeota"
"1330","x2586","X3300045966_PreDrought_Site3_0hr",0.000614559242161089,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Rhodothermaeota"
"2527","x568","X3300045965_PreDrought_Site3_48hr",0.000614393086481528,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Candidatus_Omnitrophica"
"2533","x568","X3300049732_PreDrought_0hr",0.00061250071221013,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Candidatus_Omnitrophica"
"1561","x2970","X3300045933_PreDrought_Site2_48hr",0.000611354090222786,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Thermodesulfobacteria"
"3007","x917","X3300045941_PreDrought_Site2_0hr",0.000611076759502196,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Aquificae"
"2521","x568","X3300045945_PreDrought_Site3_0hr",0.000610579978404086,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Candidatus_Omnitrophica"
"1572","x2970","X3300045944_PreDrought_Site2_48hr",0.000609391538237232,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Thermodesulfobacteria"
"2796","x672","X3300045933_PreDrought_Site2_48hr",0.000609384521633151,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Chlorobi"
"2529","x568","X3300045964_Drought_Site1_6hr",0.000607490654810231,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Omnitrophica"
"2800","x672","X3300045928_PreDrought_Site1_0hr",0.000607096594616084,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Chlorobi"
"1320","x2586","X3300045945_PreDrought_Site3_0hr",0.000606477890693878,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Rhodothermaeota"
"2543","x568","X3300045952_Drought_Site2_6hr",0.000606451165246742,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Candidatus_Omnitrophica"
"1577","x2970","X3300045946_Drought_Site3_48hr",0.000606116236253337,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Thermodesulfobacteria"
"2556","x568","X3300045967_PreDrought_Site3_6hr",0.000605780190608206,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Candidatus_Omnitrophica"
"1313","x2586","X3300045940_Drought_Site1_0hr",0.000603722181996118,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Rhodothermaeota"
"1310","x2586","X3300049734_Drought_Site3_0hr",0.000602903857449388,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Rhodothermaeota"
"1570","x2970","X3300045910_PreDrought_Site1_0hr",0.000602511171814382,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Thermodesulfobacteria"
"2802","x672","X3300045932_PreDrought_Site2_6hr",0.000602312163087846,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Chlorobi"
"2526","x568","X3300045930_PreDrought_Site2_6hr",0.000601822238170273,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Candidatus_Omnitrophica"
"1554","x2970","X3300045945_PreDrought_Site3_0hr",0.000600482531732804,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Thermodesulfobacteria"
"2535","x568","X3300045966_PreDrought_Site3_0hr",0.000600310766747958,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Candidatus_Omnitrophica"
"1568","x2970","X3300045934_PreDrought_Site3_6hr",0.00060025519520004,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Thermodesulfobacteria"
"2061","x492","X3300045936_Drought_Site2_0hr",0.000597454011401605,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Calditrichaeota"
"2781","x672","X3300045953_Drought_Site3_48hr",0.000597435472993242,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Chlorobi"
"2773","x672","X3300049730_PreDrought_Site1_6hr",0.000597332071782172,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Chlorobi"
"2797","x672","X3300049732_PreDrought_0hr",0.000596438100756822,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Chlorobi"
"2803","x672","X3300049733_Drought_Site2_48hr",0.000593280510979411,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Chlorobi"
"1581","x2970","X3300045927_Drought_Site2_6hr",0.000592870022447286,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Thermodesulfobacteria"
"1307","x2586","X3300049732_PreDrought_0hr",0.00059280128306928,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Rhodothermaeota"
"2805","x672","X3300045931_Drought_Site2_0hr",0.000591061519313445,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Chlorobi"
"1324","x2586","X3300045926_Drought_Site2_48hr",0.000590767600503345,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Rhodothermaeota"
"2546","x568","X3300045936_Drought_Site2_0hr",0.000588283573774566,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Candidatus_Omnitrophica"
"3014","x917","X3300045927_Drought_Site2_6hr",0.000588037852985333,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Aquificae"
"1569","x2970","X3300045955_Drought_Site3_0hr",0.000586780533515165,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Thermodesulfobacteria"
"2777","x672","X3300045910_PreDrought_Site1_0hr",0.000586415863293131,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Chlorobi"
"1573","x2970","X3300045931_Drought_Site2_0hr",0.000585966161388329,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Thermodesulfobacteria"
"1303","x2586","X3300045932_PreDrought_Site2_6hr",0.000581638742308593,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Rhodothermaeota"
"2990","x917","X3300045946_Drought_Site3_48hr",0.000577289681838285,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Aquificae"
"2994","x917","X3300045955_Drought_Site3_0hr",0.000577027948470591,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Aquificae"
"2537","x568","X3300046482_Drought_Site3_6hr",0.000576977193698695,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Candidatus_Omnitrophica"
"1325","x2586","X3300045967_PreDrought_Site3_6hr",0.00057503570725027,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Rhodothermaeota"
"2074","x492","X3300045952_Drought_Site2_6hr",0.000574489549781036,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Calditrichaeota"
"1574","x2970","X3300045967_PreDrought_Site3_6hr",0.00057351746115852,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Thermodesulfobacteria"
"1304","x2586","X3300045920_PreDrought_Site1_48hr",0.000572756513294581,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Rhodothermaeota"
"2538","x568","X3300045933_PreDrought_Site2_48hr",0.000571174890994226,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Candidatus_Omnitrophica"
"3020","x917","X3300045884_Drought_Site1_6hr",0.000570327422598305,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Aquificae"
"2522","x568","X3300049730_PreDrought_Site1_6hr",0.000569093347587798,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Candidatus_Omnitrophica"
"3018","x917","X3300045926_Drought_Site2_48hr",0.000568249552950527,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Aquificae"
"1311","x2586","X3300045884_Drought_Site1_6hr",0.00056805001703174,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Rhodothermaeota"
"3009","x917","X3300046482_Drought_Site3_6hr",0.00056589332018047,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Aquificae"
"3022","x917","X3300045932_PreDrought_Site2_6hr",0.000565736110939937,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Aquificae"
"3017","x917","X3300045931_Drought_Site2_0hr",0.000564905348631183,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Aquificae"
"2551","x568","X3300045920_PreDrought_Site1_48hr",0.000564677749245193,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Candidatus_Omnitrophica"
"1551","x2970","X3300049734_Drought_Site3_0hr",0.000563666308748519,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Thermodesulfobacteria"
"1314","x2586","X3300045936_Drought_Site2_0hr",0.000563064870300208,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Rhodothermaeota"
"2997","x917","X3300045933_PreDrought_Site2_48hr",0.000562902702917758,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Aquificae"
"1302","x2586","X3300045933_PreDrought_Site2_48hr",0.000562508789199831,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Rhodothermaeota"
"1312","x2586","X3300045975_PreDrought_Site1_6hr",0.000561787539188776,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Rhodothermaeota"
"1575","x2970","X3300045953_Drought_Site3_48hr",0.000561654401107984,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Thermodesulfobacteria"
"2080","x492","X3300045932_PreDrought_Site2_6hr",0.00056096532152934,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Calditrichaeota"
"2525","x568","X3300045940_Drought_Site1_0hr",0.000560079614622905,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Candidatus_Omnitrophica"
"2991","x917","X3300049734_Drought_Site3_0hr",0.000559284450517966,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Aquificae"
"3021","x917","X3300045930_PreDrought_Site2_6hr",0.000558528480272088,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Aquificae"
"1553","x2970","X3300049730_PreDrought_Site1_6hr",0.000557133417340769,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Thermodesulfobacteria"
"1297","x2586","X3300045929_PreDrought_Site1_48hr",0.000556023185311407,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Rhodothermaeota"
"1316","x2586","X3300045941_PreDrought_Site2_0hr",0.000555896969557468,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Rhodothermaeota"
"1582","x2970","X3300045884_Drought_Site1_6hr",0.000554385583632351,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Thermodesulfobacteria"
"1327","x2586","X3300045978_Drought_Site1_48hr",0.00055423835964497,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Rhodothermaeota"
"2552","x568","X3300045928_PreDrought_Site1_0hr",0.000551617793541507,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Candidatus_Omnitrophica"
"1318","x2586","X3300045927_Drought_Site2_6hr",0.000551239024005846,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Rhodothermaeota"
"3019","x917","X3300045934_PreDrought_Site3_6hr",0.000550378499067089,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Aquificae"
"3024","x917","X3300045947_Drought_Site3_6hr",0.000548565662136355,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Aquificae"
"2999","x917","X3300045940_Drought_Site1_0hr",0.000548507721758795,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Aquificae"
"2083","x492","X3300045926_Drought_Site2_48hr",0.000547056096430227,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Calditrichaeota"
"1576","x2970","X3300045966_PreDrought_Site3_0hr",0.000545191664491899,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Thermodesulfobacteria"
"1562","x2970","X3300045928_PreDrought_Site1_0hr",0.000544960337412557,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Thermodesulfobacteria"
"1301","x2586","X3300045910_PreDrought_Site1_0hr",0.000541166788393764,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Rhodothermaeota"
"1329","x2586","X3300045930_PreDrought_Site2_6hr",0.000540586922944912,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Rhodothermaeota"
"1556","x2970","X3300045929_PreDrought_Site1_48hr",0.000539342489752065,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Thermodesulfobacteria"
"2993","x917","X3300045965_PreDrought_Site3_48hr",0.000539141335168043,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Aquificae"
"2545","x568","X3300045932_PreDrought_Site2_6hr",0.000539099203397438,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Candidatus_Omnitrophica"
"1578","x2970","X3300045930_PreDrought_Site2_6hr",0.000538636753670219,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Thermodesulfobacteria"
"2547","x568","X3300045934_PreDrought_Site3_6hr",0.000533030083020845,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Candidatus_Omnitrophica"
"1322","x2586","X3300045977_Drought_Site1_0hr",0.000532214644667981,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Rhodothermaeota"
"2998","x917","X3300045953_Drought_Site3_48hr",0.00053057185381372,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Aquificae"
"1309","x2586","X3300049730_PreDrought_Site1_6hr",0.000529226913431035,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Rhodothermaeota"
"1319","x2586","X3300045952_Drought_Site2_6hr",0.000525044657479387,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Rhodothermaeota"
"1560","x2970","X3300046482_Drought_Site3_6hr",0.000524020909111621,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Thermodesulfobacteria"
"3005","x917","X3300045929_PreDrought_Site1_48hr",0.000520095533337439,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Aquificae"
"2989","x917","X3300049730_PreDrought_Site1_6hr",0.000519924745461123,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Aquificae"
"1564","x2970","X3300045920_PreDrought_Site1_48hr",0.000519548101796884,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Thermodesulfobacteria"
"1584","x2970","X3300045926_Drought_Site2_48hr",0.000519239684747334,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Thermodesulfobacteria"
"3008","x917","X3300049732_PreDrought_0hr",0.000518246520474677,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Aquificae"
"3002","x917","X3300045952_Drought_Site2_6hr",0.000516849371462539,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Aquificae"
"3001","x917","X3300045966_PreDrought_Site3_0hr",0.000516694713665638,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Aquificae"
"2531","x568","X3300049734_Drought_Site3_0hr",0.000512079886852453,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Candidatus_Omnitrophica"
"3016","x917","X3300045977_Drought_Site1_0hr",0.00051097645458654,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Aquificae"
"1567","x2970","X3300045941_PreDrought_Site2_0hr",0.000510807198345489,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Thermodesulfobacteria"
"2553","x568","X3300045975_PreDrought_Site1_6hr",0.000510666853149169,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Candidatus_Omnitrophica"
"3015","x917","X3300049733_Drought_Site2_48hr",0.000510486366758058,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Aquificae"
"1552","x2970","X3300049733_Drought_Site2_48hr",0.000507928120728747,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Thermodesulfobacteria"
"2995","x917","X3300045920_PreDrought_Site1_48hr",0.000507569244758136,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Aquificae"
"1555","x2970","X3300045968_PreDrought_Site3_48hr",0.000507001263974149,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Thermodesulfobacteria"
"2996","x917","X3300045928_PreDrought_Site1_0hr",0.000505966665800141,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Aquificae"
"1583","x2970","X3300045977_Drought_Site1_0hr",0.000504137037441669,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Thermodesulfobacteria"
"3012","x917","X3300045975_PreDrought_Site1_6hr",0.000502746746861343,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Aquificae"
"1306","x2586","X3300045968_PreDrought_Site3_48hr",0.00050200183155677,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Rhodothermaeota"
"1563","x2970","X3300045975_PreDrought_Site1_6hr",0.000500226713042489,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Thermodesulfobacteria"
"1580","x2970","X3300045932_PreDrought_Site2_6hr",0.000498945059191582,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Thermodesulfobacteria"
"2532","x568","X3300045968_PreDrought_Site3_48hr",0.000498766904698467,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Candidatus_Omnitrophica"
"3013","x917","X3300045968_PreDrought_Site3_48hr",0.000493179303761397,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Aquificae"
"2992","x917","X3300045967_PreDrought_Site3_6hr",0.000492670856772839,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Aquificae"
"2789","x672","X3300045936_Drought_Site2_0hr",0.000491535456809302,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Chlorobi"
"3006","x917","X3300045910_PreDrought_Site1_0hr",0.000486199791368359,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Aquificae"
