"","OTU","Sample","Abundance","Condition","Site","Time","Condition_time","Condition_site","Kingdom","Phylum"
"1205","x2323","X3300045929_PreDrought_Site1_48hr",8.89637096498252e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Apicomplexa"
"15","x1076","X3300045936_Drought_Site2_0hr",8.89532449822804e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Fibrobacteres"
"3033","x937","X3300049733_Drought_Site2_48hr",8.88409075633614e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Dictyoglomi"
"2245","x520","X3300045977_Drought_Site1_0hr",8.87324382216147e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Atribacterota"
"2894","x753","X3300045932_PreDrought_Site2_6hr",8.86571698802572e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Coprothermobacterota"
"1336","x2645","X3300045929_PreDrought_Site1_48hr",8.85359995072779e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","unclassified"
"3142","x991","X3300045978_Drought_Site1_48hr",8.84304687259376e-05,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Elusimicrobia"
"753","x1923","X3300045964_Drought_Site1_6hr",8.77999951656683e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Viruses","dsDNA_viruses,_no_RNA_stage"
"2831","x689","X3300045944_PreDrought_Site2_48hr",8.77961356458931e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Chrysiogenetes"
"2233","x520","X3300045945_PreDrought_Site3_0hr",8.77215679567627e-05,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Atribacterota"
"33","x1076","X3300045944_PreDrought_Site2_48hr",8.7220423281002e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Fibrobacteres"
"3125","x961","X3300045927_Drought_Site2_6hr",8.69790503151504e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Eukaryota","Arthropoda"
"3054","x937","X3300045936_Drought_Site2_0hr",8.66606355755206e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Dictyoglomi"
"1335","x2645","X3300045947_Drought_Site3_6hr",8.63754607641914e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","unclassified"
"2910","x753","X3300045940_Drought_Site1_0hr",8.59626327048142e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Coprothermobacterota"
"2828","x689","X3300045928_PreDrought_Site1_0hr",8.59128862354875e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Chrysiogenetes"
"738","x1923","X3300045884_Drought_Site1_6hr",8.58907242247305e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Viruses","dsDNA_viruses,_no_RNA_stage"
"2820","x689","X3300049733_Drought_Site2_48hr",8.58175258923569e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Chrysiogenetes"
"1344","x2645","X3300045941_PreDrought_Site2_0hr",8.57651592283784e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","unclassified"
"2826","x689","X3300045947_Drought_Site3_6hr",8.5723570494273e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Chrysiogenetes"
"1953","x435","X3300045934_PreDrought_Site3_6hr",8.54409490277514e-05,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Chordata"
"21","x1076","X3300049733_Drought_Site2_48hr",8.53523902506639e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Fibrobacteres"
"2","x1076","X3300045929_PreDrought_Site1_48hr",8.51143183669e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Fibrobacteres"
"2843","x689","X3300045932_PreDrought_Site2_6hr",8.50790778223096e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Chrysiogenetes"
"729","x1923","X3300046482_Drought_Site3_6hr",8.49763636397224e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Viruses","dsDNA_viruses,_no_RNA_stage"
"3026","x937","X3300046482_Drought_Site3_6hr",8.49763636397224e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Dictyoglomi"
"8","x1076","X3300045941_PreDrought_Site2_0hr",8.48192199721831e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Fibrobacteres"
"2240","x520","X3300045955_Drought_Site3_0hr",8.4793308859763e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Atribacterota"
"2262","x520","X3300045920_PreDrought_Site1_48hr",8.46877334832455e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Atribacterota"
"1962","x435","X3300045955_Drought_Site3_0hr",8.45224037196359e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Chordata"
"2237","x520","X3300045952_Drought_Site2_6hr",8.4411445973533e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Atribacterota"
"1338","x2645","X3300045933_PreDrought_Site2_48hr",8.42975356363893e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Eukaryota","unclassified"
"35","x1076","X3300045932_PreDrought_Site2_6hr",8.42839462538768e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Fibrobacteres"
"1366","x2645","X3300045884_Drought_Site1_6hr",8.42640059628985e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","unclassified"
"2837","x689","X3300045884_Drought_Site1_6hr",8.42640059628985e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Chrysiogenetes"
"3166","x991","X3300045964_Drought_Site1_6hr",8.42453394909449e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Elusimicrobia"
"2242","x520","X3300049733_Drought_Site2_48hr",8.41895511464314e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Atribacterota"
"739","x1923","X3300049732_PreDrought_0hr",8.39498749540852e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Viruses","dsDNA_viruses,_no_RNA_stage"
"2911","x753","X3300045936_Drought_Site2_0hr",8.39095042874089e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Coprothermobacterota"
"1356","x2645","X3300049733_Drought_Site2_48hr",8.37244155047385e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","unclassified"
"3164","x991","X3300049734_Drought_Site3_0hr",8.36536571287555e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Elusimicrobia"
"3041","x937","X3300045920_PreDrought_Site1_48hr",8.35734212005712e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Dictyoglomi"
"726","x1923","X3300045910_PreDrought_Site1_0hr",8.35133932706426e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Viruses","dsDNA_viruses,_no_RNA_stage"
"1339","x2645","X3300045928_PreDrought_Site1_0hr",8.33767124720783e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","unclassified"
"80","x1144","X3300049732_PreDrought_0hr",8.33437386728282e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Fusobacteria"
"2822","x689","X3300045952_Drought_Site2_6hr",8.33187411712867e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Chrysiogenetes"
"3025","x937","X3300045940_Drought_Site1_0hr",8.33176286215892e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Dictyoglomi"
"1964","x435","X3300045965_PreDrought_Site3_48hr",8.30701150863147e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Chordata"
"2260","x520","X3300049734_Drought_Site3_0hr",8.30561310064073e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Atribacterota"
"3032","x937","X3300045929_PreDrought_Site1_48hr",8.29757676541638e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Dictyoglomi"
"2265","x520","X3300045941_PreDrought_Site2_0hr",8.29273414597924e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Atribacterota"
"2236","x520","X3300045944_PreDrought_Site2_48hr",8.26147243618732e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Atribacterota"
"3116","x961","X3300045926_Drought_Site2_48hr",8.25661743603329e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Arthropoda"
"2835","x689","X3300045929_PreDrought_Site1_48hr",8.25480575116166e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Chrysiogenetes"
"1976","x435","X3300045927_Drought_Site2_6hr",8.21468808531976e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Eukaryota","Chordata"
"619","x1802","X3300045965_PreDrought_Site3_48hr",8.2092819614711e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Archaea","Candidatus_Thermoplasmatota"
"1350","x2645","X3300045931_Drought_Site2_0hr",8.18654173301955e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","unclassified"
"3148","x991","X3300045928_PreDrought_Site1_0hr",8.17916038699475e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Elusimicrobia"
"34","x1076","X3300045931_Drought_Site2_0hr",8.15257268018544e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Fibrobacteres"
"3104","x961","X3300045965_PreDrought_Site3_48hr",8.14412893003086e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Arthropoda"
"4","x1076","X3300049734_Drought_Site3_0hr",8.12635526393625e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Fibrobacteres"
"2256","x520","X3300049732_PreDrought_0hr",8.1222261688429e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Atribacterota"
"3126","x961","X3300045934_PreDrought_Site3_6hr",8.11038450161904e-05,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Arthropoda"
"1972","x435","X3300045920_PreDrought_Site1_48hr",8.10662185645541e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Chordata"
"3052","x937","X3300045884_Drought_Site1_6hr",8.0685225786868e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Dictyoglomi"
"3151","x991","X3300045967_PreDrought_Site3_6hr",8.04670428627441e-05,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Elusimicrobia"
"2888","x753","X3300045944_PreDrought_Site2_48hr",8.03118749023088e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Coprothermobacterota"
"1347","x2645","X3300045968_PreDrought_Site3_48hr",8.02850029379018e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","unclassified"
"1333","x2645","X3300045920_PreDrought_Site1_48hr",8.02304843525484e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","unclassified"
"2250","x520","X3300045933_PreDrought_Site2_48hr",7.99644847391917e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Atribacterota"
"625","x1802","X3300045927_Drought_Site2_6hr",7.99166487938347e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Candidatus_Thermoplasmatota"
"1951","x435","X3300045977_Drought_Site1_0hr",7.99131897979654e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Eukaryota","Chordata"
"2912","x753","X3300045884_Drought_Site1_6hr",7.97091948297688e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Coprothermobacterota"
"2248","x520","X3300045946_Drought_Site3_48hr",7.9652321410013e-05,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Atribacterota"
"736","x1923","X3300045955_Drought_Site3_0hr",7.96461111973493e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Viruses","dsDNA_viruses,_no_RNA_stage"
"29","x1076","X3300045933_PreDrought_Site2_48hr",7.95705710212646e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Fibrobacteres"
"1337","x2645","X3300045910_PreDrought_Site1_0hr",7.95654874069395e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","unclassified"
"2809","x689","X3300045968_PreDrought_Site3_48hr",7.94027501583644e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Chrysiogenetes"
"3046","x937","X3300045910_PreDrought_Site1_0hr",7.92618023405008e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Dictyoglomi"
"636","x1802","X3300045977_Drought_Site1_0hr",7.90132664894298e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Archaea","Candidatus_Thermoplasmatota"
"2810","x689","X3300045936_Drought_Site2_0hr",7.88657635925373e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Chrysiogenetes"
"3181","x995","X3300045941_PreDrought_Site2_0hr",7.88282713496125e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Haptista"
"1969","x435","X3300045928_PreDrought_Site1_0hr",7.8621386665686e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Chordata"
"1360","x2645","X3300045926_Drought_Site2_48hr",7.85924012627768e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","unclassified"
"2824","x689","X3300045926_Drought_Site2_48hr",7.85924012627768e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Chrysiogenetes"
"1357","x2645","X3300045944_PreDrought_Site2_48hr",7.85847378076355e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Eukaryota","unclassified"
"1966","x435","X3300045931_Drought_Site2_0hr",7.84685120467849e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Chordata"
"1978","x435","X3300045884_Drought_Site1_6hr",7.84078202203032e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","Chordata"
"3034","x937","X3300045965_PreDrought_Site3_48hr",7.81836377282962e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Dictyoglomi"
"741","x1923","X3300045953_Drought_Site3_48hr",7.80677932041986e-05,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Viruses","dsDNA_viruses,_no_RNA_stage"
"1341","x2645","X3300049734_Drought_Site3_0hr",7.78775712793891e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","unclassified"
"3056","x937","X3300049732_PreDrought_0hr",7.75854440008874e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Dictyoglomi"
"2235","x520","X3300045975_PreDrought_Site1_6hr",7.75810411375721e-05,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Atribacterota"
"3149","x991","X3300045936_Drought_Site2_0hr",7.74901979484814e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Elusimicrobia"
"727","x1923","X3300045968_PreDrought_Site3_48hr",7.7050076079598e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Viruses","dsDNA_viruses,_no_RNA_stage"
"621","x1802","X3300045930_PreDrought_Site2_6hr",7.68366694229059e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Candidatus_Thermoplasmatota"
"2238","x520","X3300049731_Drought_Site1_48hr",7.67933953758612e-05,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Atribacterota"
"645","x1802","X3300049730_PreDrought_Site1_6hr",7.67428857517697e-05,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Candidatus_Thermoplasmatota"
"3145","x991","X3300045940_Drought_Site1_0hr",7.67051184135265e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Elusimicrobia"
"3030","x937","X3300045953_Drought_Site3_48hr",7.66220933300468e-05,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Dictyoglomi"
"747","x1923","X3300045978_Drought_Site1_48hr",7.65233140500932e-05,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Viruses","dsDNA_viruses,_no_RNA_stage"
"16","x1076","X3300045930_PreDrought_Site2_6hr",7.64466355679673e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Fibrobacteres"
"634","x1802","X3300045928_PreDrought_Site1_0hr",7.64022346227029e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Archaea","Candidatus_Thermoplasmatota"
"1960","x435","X3300045941_PreDrought_Site2_0hr",7.63057666664249e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Chordata"
"2254","x520","X3300045910_PreDrought_Site1_0hr",7.62249516761138e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Atribacterota"
"3114","x961","X3300049733_Drought_Site2_48hr",7.60496774168041e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Arthropoda"
"2255","x520","X3300045929_PreDrought_Site1_48hr",7.57046952308608e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Atribacterota"
"638","x1802","X3300049734_Drought_Site3_0hr",7.56866421641121e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Archaea","Candidatus_Thermoplasmatota"
"3038","x937","X3300049734_Drought_Site3_0hr",7.54874667899961e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Dictyoglomi"
"630","x1802","X3300045931_Drought_Site2_0hr",7.54112972917154e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Candidatus_Thermoplasmatota"
"692","x187","X3300045928_PreDrought_Site1_0hr",7.51341477409983e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Porifera"
"3102","x961","X3300045955_Drought_Site3_0hr",7.47698186750626e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Arthropoda"
"628","x1802","X3300045966_PreDrought_Site3_0hr",7.46170159792902e-05,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Candidatus_Thermoplasmatota"
"1349","x2645","X3300045955_Drought_Site3_0hr",7.44989135349355e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","unclassified"
"1362","x2645","X3300045940_Drought_Site1_0hr",7.43907398407046e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Eukaryota","unclassified"
"742","x1923","X3300045932_PreDrought_Site2_6hr",7.43448016484668e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Viruses","dsDNA_viruses,_no_RNA_stage"
"2905","x753","X3300045927_Drought_Site2_6hr",7.43410686454277e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Coprothermobacterota"
"3100","x961","X3300045968_PreDrought_Site3_48hr",7.41092334811401e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Arthropoda"
"2908","x753","X3300045910_PreDrought_Site1_0hr",7.40991562110429e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Coprothermobacterota"
"1975","x435","X3300045952_Drought_Site2_6hr",7.40307503521924e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Eukaryota","Chordata"
"3053","x937","X3300045952_Drought_Site2_6hr",7.40307503521924e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Dictyoglomi"
"2891","x753","X3300049731_Drought_Site1_48hr",7.38523717231686e-05,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Coprothermobacterota"
"3178","x995","X3300045955_Drought_Site3_0hr",7.36861981145544e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Haptista"
"3048","x937","X3300045947_Drought_Site3_6hr",7.36636005007821e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Dictyoglomi"
"707","x187","X3300045933_PreDrought_Site2_48hr",7.36618652523589e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Eukaryota","Porifera"
"1974","x435","X3300045932_PreDrought_Site2_6hr",7.3549670080034e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Chordata"
"3144","x991","X3300045968_PreDrought_Site3_48hr",7.35210649614485e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Elusimicrobia"
"1353","x2645","X3300045953_Drought_Site3_48hr",7.33692686132052e-05,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Eukaryota","unclassified"
"1958","x435","X3300045936_Drought_Site2_0hr",7.29049791349618e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Chordata"
"1345","x2645","X3300045964_Drought_Site1_6hr",7.287044133183e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","unclassified"
"693","x187","X3300045931_Drought_Site2_0hr",7.26937730649869e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Porifera"
"100","x1144","X3300045930_PreDrought_Site2_6hr",7.25462970185812e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Fusobacteria"
"1965","x435","X3300049732_PreDrought_0hr",7.24332856102035e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Chordata"
"1359","x2645","X3300045978_Drought_Site1_48hr",7.23955004291339e-05,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","unclassified"
"3108","x961","X3300045964_Drought_Site1_6hr",7.21595101968853e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","Arthropoda"
"2244","x520","X3300046482_Drought_Site3_6hr",7.20451778684603e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Atribacterota"
"1963","x435","X3300045929_PreDrought_Site1_48hr",7.18553039479357e-05,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Chordata"
"1334","x2645","X3300049732_PreDrought_0hr",7.18271493289465e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","unclassified"
"733","x1923","X3300045967_PreDrought_Site3_6hr",7.17371278351822e-05,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Viruses","dsDNA_viruses,_no_RNA_stage"
"58","x1086","X3300045884_Drought_Site1_6hr",7.15756035206087e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Viruses","unclassified_phages"
"2895","x753","X3300045952_Drought_Site2_6hr",7.15721645471381e-05,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Coprothermobacterota"
"3057","x937","X3300045932_PreDrought_Site2_6hr",7.1561841158952e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Dictyoglomi"
"1956","x435","X3300045975_PreDrought_Site1_6hr",7.14609590060699e-05,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Eukaryota","Chordata"
"1365","x2645","X3300045977_Drought_Site1_0hr",7.10939413743161e-05,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Eukaryota","unclassified"
"1368","x2645","X3300045936_Drought_Site2_0hr",7.10708916095539e-05,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","unclassified"
"1967","x435","X3300046482_Drought_Site3_6hr",7.08136363664353e-05,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Chordata"
"1954","x435","X3300045944_PreDrought_Site2_48hr",7.08126208816056e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Eukaryota","Chordata"
"2886","x753","X3300049730_PreDrought_Site1_6hr",7.07629206282551e-05,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Coprothermobacterota"
"2825","x689","X3300049732_PreDrought_0hr",7.06148767664327e-05,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Chrysiogenetes"
"3073","x938","X3300045910_PreDrought_Site1_0hr",7.04549354137785e-05,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Evosea"
"1968","x435","X3300045967_PreDrought_Site3_6hr",7.02188817434323e-05,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Chordata"
"2887","x753","X3300045967_PreDrought_Site3_6hr",7.02188817434323e-05,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Coprothermobacterota"
"734","x1923","X3300045933_PreDrought_Site2_48hr",7.01166417910154e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Viruses","dsDNA_viruses,_no_RNA_stage"
"3095","x938","X3300045953_Drought_Site3_48hr",7.01164438963636e-05,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Eukaryota","Evosea"
"88","x1144","X3300049733_Drought_Site2_48hr",7.00029140747952e-05,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Fusobacteria"
"3044","x937","X3300045968_PreDrought_Site3_48hr",6.9992053843299e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Dictyoglomi"
"3174","x995","X3300045932_PreDrought_Site2_6hr",6.99715780220864e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Haptista"
"631","x1802","X3300045944_PreDrought_Site2_48hr",6.9949052334269e-05,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Candidatus_Thermoplasmatota"
"2892","x753","X3300045946_Drought_Site3_48hr",6.97906054259161e-05,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Coprothermobacterota"
"1949","x435","X3300045968_PreDrought_Site3_48hr",6.96979695834532e-05,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Chordata"
"3146","x991","X3300045884_Drought_Site1_6hr",6.96235416064103e-05,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Elusimicrobia"
"83","x1144","X3300049734_Drought_Site3_0hr",6.95122055665135e-05,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Fusobacteria"
"1948","x435","X3300049730_PreDrought_Site1_6hr",6.94340394896964e-05,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Eukaryota","Chordata"
"2884","x753","X3300045930_PreDrought_Site2_6hr",6.94260261790723e-05,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Coprothermobacterota"
