"","OTU","Sample","Abundance","Condition","Site","Time","Condition_time","Condition_site","Kingdom","Phylum"
"60","x2049","X3300045965_PreDrought_Site3_48hr",0,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Phylum < 2%"
"61","x2049","X3300045947_Drought_Site3_6hr",0,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Phylum < 2%"
"63","x2049","X3300049733_Drought_Site2_48hr",0,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Phylum < 2%"
"64","x2049","X3300045978_Drought_Site1_48hr",0,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Phylum < 2%"
"65","x2049","X3300045966_PreDrought_Site3_0hr",0,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Phylum < 2%"
"66","x2049","X3300045952_Drought_Site2_6hr",0,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Eukaryota","Phylum < 2%"
"67","x2049","X3300045975_PreDrought_Site1_6hr",0,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Eukaryota","Phylum < 2%"
"68","x2049","X3300049734_Drought_Site3_0hr",0,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Phylum < 2%"
"69","x2049","X3300046482_Drought_Site3_6hr",0,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Phylum < 2%"
"70","x2049","X3300049730_PreDrought_Site1_6hr",0,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Eukaryota","Phylum < 2%"
"71","x2049","X3300049732_PreDrought_0hr",0,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Phylum < 2%"
"72","x2049","X3300049731_Drought_Site1_48hr",0,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Phylum < 2%"
