KO,p.Weighted,q.Weighted,cor.Weighted,Z.Weighted,p.Standard,q.Standard,cor.Standard,Z.Standard
KO:K00001,0.054315062,0.179889628,-0.328115829,-1.995349477,0.002053404,0.005278669,-0.503369439,-3.346526245
KO:K00003,0.636408948,0.990232565,0.082773979,0.47713768,0.093480103,0.086304249,0.287935605,1.727211939
KO:K00004,0.899208516,0.999875552,0.022213791,0.127640012,0.820177544,0.372147831,0.039855735,0.229135826
KO:K00008,0.016177124,0.065298288,0.403692821,2.534760544,0.151653562,0.121746644,0.247541761,1.467697989
KO:K00009,0.005269931,0.025056422,0.461426481,2.987779208,0.006839727,0.012680004,0.448845144,2.885397804
KO:K00010,0.98816986,0.999875552,0.002600744,0.014940188,0.909008848,0.393760015,0.02004438,0.115169335
KO:K00012,0.722912733,0.999875552,0.062131543,0.357609456,0.55778026,0.295103922,0.102538219,0.592158451
KO:K00013,0.189118055,0.474938321,-0.227306494,-1.340876151,0.01057598,0.017430267,-0.42672471,-2.710522761
KO:K00014,0.960998114,0.999875552,0.008577154,0.049273814,0.429792296,0.249454992,0.1378245,0.799370132
KO:K00015,0.001432749,0.007897443,-0.518094001,-3.479645773,0.00090024,0.002856822,-0.536179727,-3.648979984
KO:K00016,0.64480532,0.993009208,-0.080726004,-0.465254024,0.798236228,0.367101155,-0.044815306,-0.25770325
KO:K00018,0.749336779,0.999875552,-0.055999059,-0.322195685,0.956055835,0.406759458,-0.009665034,-0.055523984
KO:K00019,0.058663086,0.190704243,-0.322698581,-1.958540643,0.058289941,0.061659088,-0.323150751,-1.961604729
KO:K00020,8.76E-05,0.00064049,-0.613945578,-4.468051159,8.69E-05,0.000520703,-0.614193575,-4.470948873
KO:K00021,0.659856116,0.996988262,0.077080998,0.444117945,0.617547043,0.314790218,0.087414949,0.504090317
KO:K00023,0.000384525,0.002462864,-0.566869649,-3.952887298,0.004080615,0.008644246,-0.473332991,-3.086776827
KO:K00024,0.863139324,0.999875552,0.030228619,0.17372959,0.864001273,0.381848382,-0.030036448,-0.172624145
KO:K00026,5.52E-10,1.85E-08,0.832699244,8.638743675,1.47E-06,2.91E-05,0.713911174,5.856748111
KO:K00027,0.003551815,0.017717703,0.479623111,3.139948448,0.020389769,0.028187612,0.390473824,2.436527437
KO:K00029,0.948075573,0.999875552,-0.01142239,-0.065620916,0.437066213,0.251551453,0.135681886,0.786708213
KO:K00030,0.936464096,0.999875552,0.013981387,0.080324806,0.745152197,0.354283027,0.056965677,0.327775164
KO:K00031,0.272491779,0.611410332,0.19070179,1.115978807,0.036821681,0.043277741,0.354222939,2.175941731
KO:K00033,0.955249487,0.999875552,0.009842557,0.056543923,0.718425007,0.346151604,-0.063180115,-0.363668686
KO:K00034,4.71E-07,6.27E-06,-0.735947101,-6.244387637,6.34E-05,0.000417134,-0.623319074,-4.57908417
KO:K00036,0.275341084,0.615408409,0.189593311,1.109249436,0.013866286,0.021291901,0.412224355,2.599159766
KO:K00038,0.990948106,0.999875552,0.001989944,0.011431382,0.161896147,0.127689172,0.241682771,1.430776744
KO:K00042,1.96E-08,4.23E-07,-0.787709547,-7.345297123,7.22E-05,0.000460091,-0.619585242,-4.53447958
KO:K00046,0.97828305,0.999875552,-0.004774661,-0.027428653,0.38748777,0.233218023,-0.150709924,-0.875765567
KO:K00050,0.187395682,0.473067275,-0.228170927,-1.34625492,0.006301275,0.012083171,-0.452851929,-2.917763445
KO:K00052,0.998730779,0.999875552,0.000279017,0.001602828,0.227736067,0.162511343,0.209219396,1.229074924
KO:K00053,0.449579797,0.846722665,0.13204111,0.765218499,0.015519718,0.023064862,0.406009918,2.552171317
KO:K00054,0.882126922,0.999875552,0.026002947,0.149426086,0.50484029,0.277342341,0.116573894,0.674263149
KO:K00055,0.001194859,0.006779031,0.525280153,3.54612841,0.015670355,0.023224753,0.405471816,2.548122762
KO:K00057,0.035014233,0.126331612,0.35746274,2.198743823,0.002393612,0.005923399,0.496893593,3.289235569
KO:K00058,0.558344825,0.945210222,0.10239205,0.591305374,0.033967542,0.041086857,0.359401636,2.212433438
KO:K00059,0.71814916,0.999875552,0.063244637,0.364041573,0.122197244,0.104861155,0.266185074,1.586349234
KO:K00060,0.869561942,0.999875552,0.028797514,0.16549776,0.204055669,0.150197298,0.220031403,1.295739132
KO:K00064,0.002080667,0.011059787,-0.502817208,-3.341611664,0.000532464,0.001969246,-0.55547221,-3.837414563
KO:K00065,0.048305429,0.16338334,-0.336202751,-2.050710369,0.004471386,0.00923041,-0.469123558,-3.051534776
KO:K00066,0.947972399,0.999875552,-0.011445117,-0.065751497,0.850084036,0.379009545,-0.033143667,-0.190500531
KO:K00067,0.684012518,0.999875552,-0.071296134,-0.410610031,0.765275606,0.35899937,-0.052331859,-0.301036138
KO:K00074,0.056483666,0.185263718,0.325372563,1.976682466,0.036235797,0.042713208,0.355258678,2.183221574
KO:K00075,0.955637148,0.999875552,-0.009757209,-0.056053569,0.687502338,0.337454468,0.070466662,0.405808939
KO:K00076,0.980967525,0.999875552,0.004184341,0.024037422,0.619327653,0.31559847,0.086974357,0.501530168
KO:K00077,0.001401686,0.007741578,-0.518969909,-3.487694528,0.000294844,0.00131095,-0.57587121,-4.046439948
KO:K00087,0.00269653,0.013821485,-0.491771881,-3.244442703,0.010955298,0.017945772,-0.424872519,-2.696159291
KO:K00088,0.323425077,0.686700668,0.171904802,1.002440672,0.058289941,0.061659088,0.323150751,1.961604729
KO:K00090,0.066084974,0.210245711,-0.314144639,-1.900854036,0.046971244,0.052362252,-0.338106447,-2.063816189
KO:K00091,0.24967234,0.57656753,0.199866693,1.171789827,0.008972947,0.015518314,0.435235264,2.777062868
KO:K00096,0.373521434,0.757286066,0.155140639,0.902137848,0.815394066,0.370691357,0.04093426,0.235346677
KO:K00097,0.989161572,0.999875552,-0.002382712,-0.01368768,0.52621774,0.285692225,0.110824136,0.640582156
KO:K00099,0.998659805,0.999875552,0.000294619,0.001692457,0.573883765,0.300950487,0.098395261,0.56799398
KO:K00100,0.027107749,0.101588518,0.37348154,2.312851564,0.14814737,0.120230442,0.24961324,1.480792471
KO:K00101,0.056422252,0.185263718,0.32544909,1.97720245,0.001136196,0.003378701,0.52724506,3.564487428
KO:K00102,0.921684118,0.999875552,-0.017242856,-0.099067395,0.254388737,0.176000648,-0.197928418,-1.159960296
KO:K00104,0.27897351,0.619497049,-0.188190941,-1.100742205,0.123712381,0.105768772,-0.265149334,-1.579708915
KO:K00108,0.079132357,0.240878148,-0.300782604,-1.811762273,0.003476574,0.007728852,-0.480583168,-3.148118797
KO:K00111,0.302790759,0.656950834,0.179275332,1.046817937,0.020138998,0.027953373,0.3911936,2.441829415
KO:K00113,0.512628496,0.909956675,-0.114465423,-0.661904336,0.314570598,0.20201546,-0.175030348,-1.021237602
KO:K00114,6.22E-15,4.82E-12,-0.919505111,-13.4379286,6.56E-08,6.28E-06,-0.769554513,-6.922776044
KO:K00116,0.036785104,0.131375372,0.354287206,2.176393179,0.001362522,0.003843589,0.520098912,3.498091166
KO:K00117,2.35E-14,9.12E-12,-0.912438274,-12.80883388,7.14E-07,1.93E-05,-0.728124929,-6.102258614
KO:K00118,6.93E-06,6.87E-05,0.680296226,5.331976475,0.035657511,0.042527132,0.356294418,2.19051062
KO:K00121,1.39E-08,3.18E-07,-0.792642371,-7.468397361,1.35E-06,2.83E-05,-0.715696054,-5.886728047
KO:K00122,0.090022649,0.266288371,0.290884666,1.746528346,0.022392207,0.030326613,0.384975954,2.396201903
KO:K00123,4.55E-06,4.75E-05,-0.689854747,-5.474032481,6.53E-05,0.000424396,-0.622479491,-4.569010275
KO:K00124,7.50E-13,8.55E-11,-0.890905806,-11.26815967,7.28E-10,1.96E-07,-0.829627409,-8.536087696
KO:K00126,0.462568786,0.857584452,-0.128319518,-0.743284331,0.234756698,0.166452777,-0.206162468,-1.210313436
KO:K00127,2.66E-15,3.44E-12,-0.923733582,-13.85366125,9.15E-11,7.40E-08,-0.851299451,-9.320617813
KO:K00128,0.010949197,0.047037846,0.424901877,2.696386632,0.001078606,0.003244708,0.529262929,3.583423724
KO:K00130,0.463665772,0.858476051,0.128007784,0.74144851,0.627614872,0.318218376,0.084930646,0.48965862
KO:K00131,0.182811937,0.465437751,0.230499044,1.360757937,0.004645409,0.009456964,0.467350544,3.036770971
KO:K00132,0.633929697,0.989318396,-0.083380764,-0.480659792,0.213239341,0.154898445,-0.215740827,-1.269226128
KO:K00133,0.701975894,0.999875552,-0.067042374,-0.38599756,0.518465531,0.282969529,0.112895615,0.652708795
KO:K00134,3.62E-07,5.01E-06,0.740735275,6.334056243,1.04E-06,2.43E-05,0.720874752,5.97506443
KO:K00135,0.974683358,0.999875552,0.00556632,0.031976571,0.644551789,0.322685786,0.080787688,0.465611864
KO:K00137,0.356737992,0.733347331,-0.160596602,-0.934689392,0.204076237,0.150197298,-0.220021646,-1.295678749
KO:K00138,0.834239309,0.999875552,-0.036693411,-0.210929642,0.158846022,0.125958723,-0.243398803,-1.441573111
KO:K00140,0.063303983,0.202897382,-0.317256561,-1.921779822,0.001812557,0.004769924,-0.508548137,-3.392883582
KO:K00141,0.55311742,0.942223443,-0.103748096,-0.599221068,0.898893773,0.390760132,0.022283515,0.128040842
KO:K00145,0.979544031,0.999875552,-0.004497364,-0.025835649,0.144700604,0.118652778,0.251684719,1.493908633
KO:K00146,0.015133755,0.061794837,-0.407408921,-2.562711989,0.018242446,0.025853055,-0.39689311,-2.484001173
KO:K00147,0.873306527,0.999875552,-0.027963985,-0.160703708,0.709586687,0.34404404,-0.065251594,-0.375642422
KO:K00148,0.014577994,0.060031589,0.409476969,2.578333185,0.008621463,0.015199637,0.437272787,2.793128142
KO:K00150,0.575899802,0.957773276,0.097880344,0.564992753,0.687655502,0.337454468,0.070430292,0.405598445
KO:K00151,0.342366951,0.713264482,0.165392178,0.963373422,0.022296482,0.030247592,0.385229297,2.398053468
KO:K00153,0.786974587,0.999875552,0.047373984,0.272448717,0.309093536,0.20001895,-0.176991366,-1.033047325
KO:K00154,1.45E-07,2.27E-06,-0.756667066,-6.648392111,0.002201798,0.005559227,-0.500437583,-3.320496615
KO:K00156,5.51E-08,9.90E-07,0.772299849,6.983813943,0.014894266,0.022465408,0.408292128,2.569377566
KO:K00158,6.05E-08,1.07E-06,0.770821336,6.950823043,0.017720739,0.025313187,0.398547447,2.496305381
KO:K00161,0.138104766,0.374902393,0.255751581,1.519723116,0.967028546,0.409383098,0.007250177,0.041650191
KO:K00162,0.535266579,0.926061121,0.108424892,0.626547303,0.565805775,0.297988653,0.10046674,0.580072405
KO:K00163,0.329099566,0.693453408,0.169929669,0.990578414,0.029285359,0.036855686,0.368723293,2.278714059
KO:K00164,0.000196393,0.001363839,0.589157491,4.188583888,0.000107049,0.000610039,0.607979137,4.398968496
KO:K00166,0.98866443,0.999875552,0.00249201,0.014315555,0.794899083,0.366104571,-0.045572542,-0.2620666
KO:K00167,0.967641804,0.999875552,-0.007115255,-0.040875063,0.43003271,0.249454992,-0.137753365,-0.798949571
KO:K00169,5.74E-11,2.59E-09,-0.855742627,-9.501064223,4.59E-07,1.46E-05,-0.736410846,-6.252981345
KO:K00170,4.69E-08,8.66E-07,-0.774775,-7.039675171,1.92E-06,3.38E-05,-0.708445877,-5.76638242
KO:K00171,4.35E-06,4.58E-05,-0.690858196,-5.489255201,0.000118641,0.000659837,-0.604871918,-4.363462577
KO:K00172,0.107813514,0.30969412,-0.276530709,-1.653006846,0.005937892,0.011440576,-0.455725418,-2.941111321
KO:K00174,0.134906082,0.369703725,-0.257775356,-1.532601121,0.008653852,0.015207041,-0.437082105,-2.791622424
KO:K00175,0.014137499,0.058528642,-0.411163709,-2.591109466,0.003022151,0.006967451,-0.486797606,-3.201364611
KO:K00179,0.441904639,0.839402194,-0.13426751,-0.77835604,0.530385549,0.287088242,-0.109716606,-0.634102049
KO:K00180,0.11816569,0.334471914,-0.268988467,-1.604352067,0.179878439,0.137523425,-0.232010715,-1.370188096
KO:K00184,5.68E-05,0.000434666,-0.62646094,-4.617013433,0.030277188,0.037809893,-0.366651814,-2.263917522
KO:K00185,1.36E-07,2.19E-06,-0.757709944,-6.66988824,0.019782468,0.027624343,-0.392229875,-2.449472062
KO:K00198,0.341694929,0.712247363,0.165619395,0.964734213,0.020576869,0.028410192,0.389941582,2.432610253
KO:K00200,0.937006895,0.999875552,-0.013861703,-0.079637073,0.365536945,0.224344827,0.157717621,0.917501978
KO:K00201,0.129435374,0.359542706,-0.261320196,-1.555210419,0.146201337,0.119443296,-0.250778414,-1.488167418
KO:K00202,0.935004965,0.999875552,-0.014303148,-0.082173737,0.882092016,0.387104394,0.026010702,0.149470677
KO:K00203,1.10E-05,0.000103898,-0.669352364,-5.17553265,0.001020927,0.003123347,-0.531381485,-3.603395817
KO:K00208,0.829809295,0.999875552,-0.037688393,-0.216657262,1,0.417660309,0,0
KO:K00215,0.701698262,0.999875552,-0.067107825,-0.386376099,0.2808559,0.187718055,-0.187468865,-1.096364586
KO:K00217,0.993138116,0.999875552,-0.001508485,-0.008665598,0.954722123,0.406298831,-0.009958665,-0.057211013
KO:K00219,1.83E-07,2.80E-06,-0.752732572,-6.568351635,2.12E-05,0.000187174,-0.6530248,-4.953335479
KO:K00220,0.000272365,0.001825974,0.578509704,4.0742737,0.000532464,0.001969246,0.55547221,3.837414563
KO:K00226,0.538794851,0.929991113,-0.107494696,-0.621108935,0.63143258,0.319108651,-0.083992891,-0.484213465
KO:K00227,0.87538668,0.999875552,-0.027501212,-0.158042213,0.185521068,0.140897958,-0.229118148,-1.352152681
KO:K00228,0.180001823,0.459793713,-0.231946783,-1.369789063,0.459790621,0.26028004,-0.129110762,-0.747945029
KO:K00230,0.516794467,0.91358511,-0.113344132,-0.65533559,0.711167353,0.344397728,0.064880493,0.373497
KO:K00231,0.995849328,0.999875552,0.000912458,0.005241674,0.792795635,0.366104571,0.046050254,0.264819512
KO:K00232,0.000209327,0.001444292,0.587109602,4.166345693,0.001554387,0.004233731,0.514817133,3.449666647
KO:K00239,0.086801927,0.258736513,0.293711068,1.765092363,0.004668606,0.009480337,0.467118553,3.034842678
KO:K00240,0.859481202,0.999875552,0.031044586,0.178423569,0.981155723,0.412665146,-0.004142958,-0.023799688
KO:K00241,0.211032707,0.5152815,0.216759928,1.275516467,0.008653852,0.015207041,0.437082105,2.791622424
KO:K00242,0.116688728,0.331016706,0.270033389,1.611073555,0.006344793,0.012137856,0.452517414,2.915052882
KO:K00243,0.943471478,0.999875552,-0.012436758,-0.07144926,0.828015524,0.373804247,-0.038091603,-0.218978522
KO:K00244,5.61E-10,1.86E-08,-0.832532985,-8.633122009,4.56E-06,6.65E-05,-0.689802565,-5.4732425
KO:K00245,9.36E-10,2.92E-08,-0.826778587,-8.443109952,4.01E-05,0.000301592,-0.636127793,-4.736071901
KO:K00246,2.24E-07,3.29E-06,-0.749218964,-6.498248221,0.000792188,0.002584885,-0.540984765,-3.695126253
KO:K00247,3.36E-05,0.000273177,-0.640924153,-4.796519975,0.000425202,0.001690815,-0.563392418,-3.917313509
KO:K00248,0.468050873,0.86161384,0.126765548,0.734135113,0.252109728,0.174756689,0.198862001,1.165656288
KO:K00249,0.823700532,0.999875552,-0.039062332,-0.224567411,0.8223868,0.372510078,-0.039358104,-0.226270417
KO:K00252,0.023363547,0.089233551,-0.38245473,-2.377809988,0.020029729,0.027897408,-0.391509564,-2.444158518
KO:K00253,0.052449334,0.174605816,-0.330546585,-2.011937205,0.083848804,0.079638339,-0.296374489,-1.782632261
KO:K00254,0.781173321,0.999875552,-0.048695785,-0.280068246,0.358157492,0.220951481,0.160129294,0.931897926
KO:K00256,0.747378349,0.999875552,-0.056451243,-0.324805649,0.961926791,0.408030782,0.008372774,0.048099608
KO:K00257,0.992142382,0.999875552,0.001727389,0.009923109,0.727299401,0.348955073,0.061108636,0.35169967
KO:K00259,0.000303115,0.002014703,0.574945473,4.036719243,0.003396956,0.00761461,0.481618908,3.156949729
KO:K00260,0.326330065,0.68943396,0.170890997,0.99635041,0.263030822,0.179487888,0.194437734,1.138691831
KO:K00261,0.566343785,0.951321583,-0.100328358,-0.57926529,0.089840039,0.083996708,-0.291042824,-1.747565812
KO:K00262,0.952239785,0.999875552,-0.010505251,-0.060351402,0.310626603,0.200770192,-0.176440276,-1.029727252
KO:K00263,0.005071164,0.024230283,-0.463243089,-3.002747787,0.001298326,0.003738888,-0.522012752,-3.51577263
KO:K00265,0.26493854,0.600601171,0.193677402,1.13406519,0.022271664,0.030247592,0.385295126,2.398534689
KO:K00266,0.962023911,0.999875552,-0.0083514,-0.047976814,0.317460549,0.203461074,0.174004251,1.015063207
KO:K00271,7.99E-05,0.000592133,0.616637871,4.499623595,0.013840796,0.021291901,0.412324935,2.599923827
KO:K00274,0.718281969,0.999875552,0.063213571,0.363862036,0.704598358,0.342729522,-0.066424575,-0.382424734
KO:K00275,0.040506096,0.141661661,-0.347999455,-2.132390288,0.005455545,0.010715337,-0.459782602,-2.974275053
KO:K00276,0.629155998,0.98654313,-0.084551816,-0.48745875,0.207010949,0.151873751,-0.218636394,-1.287110294
KO:K00278,1.75E-07,2.70E-06,0.753445357,6.582729654,0.00163807,0.004418512,0.512691095,3.430326398
KO:K00281,0.248410792,0.574655321,0.200389271,1.174981632,0.107797925,0.095335407,0.27654247,1.653082971
KO:K00282,0.97395215,0.999875552,-0.005727143,-0.032900473,0.636060645,0.320492522,-0.082859167,-0.477632125
KO:K00283,0.66693241,0.997382236,-0.075378327,-0.434250961,0.060751731,0.06362192,-0.320208801,-1.941695634
KO:K00284,0.473820567,0.868110968,-0.1251404,-0.724572702,0.674614736,0.332871714,-0.073537511,-0.423587721
KO:K00285,0.797340994,0.999875552,0.045018366,0.258873279,0.116274769,0.101228082,0.270328032,1.612969966
KO:K00286,0.940675599,0.999875552,0.013052934,0.074989783,0.85471838,0.379857751,-0.032107927,-0.184541147
KO:K00287,0.447212517,0.846166261,0.132725591,0.769256221,0.062675008,0.064859257,0.317975266,1.926622451
KO:K00290,0.540120584,0.930035171,0.107145933,0.619070325,0.74067633,0.353400805,0.058001417,0.333754648
KO:K00294,0.004307166,0.020941366,0.470852215,3.065974772,0.00510002,0.010115251,0.462975595,3.000540662
KO:K00297,0.02991474,0.110085108,0.367402262,2.269273449,0.000942417,0.002938804,0.534441627,3.632411067
KO:K00299,0.002170006,0.011456095,0.501050851,3.325928652,0.000565319,0.002038068,0.553330384,3.816070276
KO:K00301,0.186139842,0.470622258,-0.228804746,-1.350200872,0.008709398,0.015271489,-0.43675649,-2.789052279
KO:K00302,0.581708976,0.959200971,-0.096401131,-0.556373609,0.676694868,0.333614054,-0.073040417,-0.420708973
KO:K00303,0.204856772,0.504332905,0.219651874,1.29339073,0.157025259,0.12488205,0.244434542,1.448096394
KO:K00311,0.946598119,0.999875552,-0.011747859,-0.067490971,0.338351038,0.21191901,-0.166754073,-0.97153211
KO:K00313,0.119787446,0.33814893,0.267852299,1.597050563,0.0295687,0.037125663,0.368125727,2.274441646
KO:K00315,0.053369582,0.177212621,-0.329339187,-2.003692214,0.098356132,0.089478852,-0.28391517,-1.700964171
KO:K00316,0.013927223,0.057843505,-0.411984533,-2.597338404,0.003490119,0.007741358,-0.48040902,-3.146635659
KO:K00318,1.31E-05,0.000120945,0.665061004,5.115882038,0.001264706,0.003668178,0.523048491,3.52537195
KO:K00320,0.983595847,0.999875552,-0.003606414,-0.020717406,0.366164998,0.224645099,0.157513715,0.916285577
KO:K00322,0.660944691,0.997240555,-0.076818619,-0.442597207,0.311993836,0.201252027,-0.175950241,-1.026775846
KO:K00324,0.73821946,0.999875552,0.058570771,0.337042079,0.067322049,0.068225594,0.312793355,1.891788706
KO:K00325,0.927473125,0.999875552,-0.015964789,-0.091722421,0.661666513,0.328586493,0.076644729,0.4415894
KO:K00330,0.970762304,0.999875552,-0.006428778,-0.036931283,0.808614782,0.369269021,0.042465323,0.24416496
KO:K00331,0.007380174,0.03392429,0.445086545,2.855235134,0.032343436,0.0394764,0.362508855,2.234440758
KO:K00332,0.133010615,0.366844224,-0.258991331,-1.540349188,0.003094093,0.007088033,-0.485761866,-3.192446624
KO:K00333,0.026538904,0.099842963,-0.374776155,-2.322176142,0.095968782,0.087899893,-0.285864126,-1.713675794
KO:K00334,0.863922146,0.999875552,0.030054088,0.172725615,0.781243583,0.363435165,0.048679761,0.279975863
KO:K00335,0.448869596,0.846722665,-0.132246254,-0.766428517,0.565805775,0.297988653,0.10046674,0.580072405
KO:K00336,0.883605681,0.999875552,-0.025674485,-0.147537321,0.480567796,0.267365801,-0.123253011,-0.713474687
KO:K00337,0.506515029,0.903658258,-0.116119132,-0.671596784,0.025580831,0.033756271,-0.377009209,-2.338297112
KO:K00338,0.215240237,0.521610956,-0.214822999,-1.263564622,0.008307497,0.014758653,-0.439153585,-2.808004865
KO:K00339,0.167941645,0.434828238,-0.238349065,-1.409843455,0.028710695,0.036528318,-0.369949974,-2.28749472
KO:K00340,0.009406525,0.041752902,-0.432813425,-2.75803581,0.000638306,0.002221625,-0.548941981,-3.772677096
KO:K00341,0.926229717,0.999875552,-0.016239232,-0.093299587,0.320394433,0.204631865,-0.172968511,-1.008834248
KO:K00342,0.013545105,0.056437939,-0.413503233,-2.608883376,0.003725217,0.008114425,-0.477475949,-3.121728421
KO:K00343,0.377008613,0.761683199,-0.154025377,-0.895494456,0.05334963,0.057715801,-0.329365188,-2.003869651
KO:K00344,0.006160846,0.028902272,-0.453945094,-2.926632138,0.001812557,0.004769924,-0.508548137,-3.392883582
KO:K00346,0.448089889,0.846722665,-0.132471678,-0.767758265,0.235610796,0.166588227,-0.205794815,-1.208059525
KO:K00347,0.550954993,0.939265551,-0.104310801,-0.602506757,0.305564334,0.198982546,-0.178266591,-1.040733838
KO:K00348,0.805831416,0.999875552,-0.043094821,-0.247791098,0.538830966,0.289721658,-0.10748519,-0.621053366
KO:K00356,0.384196654,0.769386064,0.151745479,0.881924447,0.081051334,0.077757089,0.298965175,1.799736906
KO:K00362,0.554929222,0.943550125,0.103277421,0.596473204,0.031202593,0.038694494,0.364768602,2.250499545
KO:K00363,0.685458189,0.999875552,0.070952338,0.40861999,0.072703526,0.071791237,0.307132077,1.853946435
KO:K00364,0.792031386,0.999875552,-0.046223903,-0.265820243,0.142548489,0.117467046,-0.252996466,-1.502225652
KO:K00365,0.000465027,0.002925291,0.560263894,3.885567994,0.001402136,0.003924349,0.518957104,3.487576753
KO:K00366,0.493802406,0.890924061,-0.11959039,-0.69196047,0.26500903,0.180393244,-0.193649377,-1.133894696
KO:K00367,0.704126857,0.999875552,-0.066535592,-0.383066733,0.924605537,0.397715368,-0.016597775,-0.095360095
KO:K00368,0.344534605,0.716240126,-0.164661121,-0.958996231,0.045162141,0.050652758,-0.340758324,-2.082120523
KO:K00370,3.39E-07,4.75E-06,-0.741912412,-6.356424467,1.09E-06,2.53E-05,-0.719839013,-5.957233487
KO:K00371,5.94E-05,0.000451192,-0.625182661,-4.601537525,0.000354461,0.001474736,-0.569656772,-3.981625411
KO:K00372,0.587392802,0.963244649,0.094960197,0.547981088,0.045162141,0.050652758,0.340758324,2.082120523
KO:K00373,0.878553649,0.999875552,-0.026797006,-0.153992377,0.24377885,0.17057497,0.202323328,1.18680358
KO:K00374,0.800564808,0.999875552,-0.044287398,-0.254661599,0.70115681,0.341799942,-0.067235496,-0.387114508
KO:K00375,0.517737366,0.914001045,0.113090968,0.653852855,0.038925964,0.045290504,0.350609892,2.150618301
KO:K00376,5.53E-05,0.000426185,-0.627184069,-4.625795349,0.045021081,0.050599746,-0.340968661,-2.083574756
KO:K00380,0.080499787,0.244464479,0.299484091,1.803168209,0.006364168,0.012146208,0.45236911,2.913851673
KO:K00381,0.345638504,0.718149706,-0.164289899,-0.956774167,0.767652115,0.35938503,-0.051786979,-0.297893274
KO:K00382,9.25E-07,1.16E-05,0.723146389,6.014465083,1.16E-05,0.000121896,0.668052033,5.157360107
KO:K00383,0.587120714,0.963206082,-0.095029034,-0.548381941,0.600665403,0.309696441,0.09161906,0.528534378
KO:K00384,7.84E-08,1.34E-06,0.76673288,6.861022579,3.74E-05,0.000286702,0.638015585,4.759751797
KO:K00389,0.119557431,0.337975218,0.26801274,1.59808119,0.01610635,0.02365432,0.403938439,2.536603352
KO:K00390,0.301210666,0.654989523,0.179852629,1.050301362,0.014673442,0.022152979,0.409117137,2.575611736
KO:K00392,0.019701743,0.077506857,0.392466663,2.451219948,0.017335464,0.024895995,0.39979548,2.50560684
KO:K00394,0.005109222,0.024382062,-0.462890571,-2.99983934,0.028888301,0.036612215,-0.369568722,-2.284764209
KO:K00395,9.72E-05,0.000705205,-0.610872094,-4.432314188,0.00010491,0.000603041,-0.60858509,-4.405929833
KO:K00404,0.119577813,0.337975218,-0.267998515,-1.597989802,0.749134553,0.355341326,0.056045735,0.322465084
KO:K00405,0.147695448,0.392807043,-0.249882826,-1.482498198,0.532376157,0.287894338,-0.109189122,-0.631016607
KO:K00406,0.337974134,0.706010657,-0.166882397,-0.972301152,0.857898117,0.380710507,0.031397901,0.180456179
KO:K00407,0.40314445,0.790685185,-0.145851931,-0.846912069,0.937990891,0.401850964,-0.013644753,-0.078390437
KO:K00410,0.06351315,0.203399551,-0.317018801,-1.920178609,0.027791729,0.035782872,-0.371954167,-2.301870715
KO:K00411,2.96E-05,0.000243826,-0.644286806,-4.839465903,0.00028583,0.001277891,-0.57690695,-4.057343349
KO:K00412,0.9351792,0.999875552,-0.014264724,-0.081952941,0.598424789,0.309096895,0.092180823,0.531802779
KO:K00413,0.002151804,0.011391038,-0.501405513,-3.329073129,0.016803804,0.02443472,-0.401556345,-2.518758608
KO:K00425,0.546179329,0.935353124,0.105557209,0.609786738,0.093920303,0.086511078,0.287566156,1.724795837
KO:K00426,0.192963665,0.482098133,0.225396214,1.329001626,0.005256302,0.010399727,0.461549141,2.988788401
KO:K00428,5.51E-07,7.22E-06,-0.733017348,-6.190535898,4.69E-05,0.000335805,-0.631801148,-4.682335709
KO:K00432,0.865367638,0.999875552,0.029731887,0.170872231,0.553787416,0.294051252,-0.103573959,-0.598204384
KO:K00433,0.049417477,0.166226324,-0.334647933,-2.040027409,0.028320341,0.036232881,-0.370794772,-2.293549888
KO:K00435,0.921533463,0.999875552,-0.017276128,-0.099258614,0.647013665,0.323417548,-0.080189124,-0.46213969
KO:K00441,0.845703641,0.999875552,0.034123666,0.196139764,0.476074451,0.266375169,0.124508373,0.720855445
KO:K00446,0.401377218,0.788710305,-0.146394776,-0.850133082,0.177897538,0.136624681,-0.233041407,-1.376623802
KO:K00448,0.088890317,0.26374424,-0.291869373,-1.75299027,0.23651278,0.167007091,-0.205407525,-1.205685802
KO:K00449,0.056591483,0.185369399,-0.325238372,-1.975770782,0.028952287,0.036635932,-0.369431837,-2.283784176
KO:K00450,0.00011737,0.000842241,-0.605198869,-4.367183712,6.53E-05,0.000424396,-0.622479491,-4.569010275
KO:K00451,0.606996981,0.973959959,-0.090036467,-0.519329398,0.082887322,0.07901973,-0.297257261,-1.788455768
KO:K00452,0.695228698,0.999875552,-0.068635566,-0.395213299,0.853211888,0.37985248,0.032444497,0.186477621
KO:K00453,0.873463165,0.999875552,-0.027929131,-0.160503252,0.44654905,0.255194219,0.13291778,0.770390133
KO:K00456,0.5716648,0.95482806,-0.098962954,-0.571303347,0.458557977,0.259763977,-0.129462646,-0.750018212
KO:K00457,0.918507377,0.999875552,0.017944568,0.103100294,0.96232147,0.408030782,-0.008285917,-0.047600602
KO:K00459,0.856980999,0.999875552,0.03160264,0.181634067,0.63376914,0.319935537,0.083420092,0.480888096
KO:K00463,0.879485593,0.999875552,0.026589858,0.15280113,0.560343044,0.296075111,0.101875249,0.588289512
