KO,p.Weighted,q.Weighted,cor.Weighted,Z.Weighted,p.Standard,q.Standard,cor.Standard,Z.Standard
KO:K00001,0.809332136,0.999810126,-0.042303168,-0.243230935,0.452974492,0.284283622,-0.131062951,-0.759450318
KO:K00003,0.440438316,0.849522718,0.134695248,0.780881409,0.067414182,0.074320404,0.312693498,1.891119306
KO:K00004,0.808217648,0.999810126,0.042555108,0.244682139,0.376835236,0.252720801,0.154080682,0.895823816
KO:K00008,0.015826788,0.063160458,0.404917578,2.543956125,0.075380014,0.081397115,0.304437564,1.836011938
KO:K00009,2.84E-05,0.000242698,0.645332936,4.852923833,0.000334317,0.001625498,0.571644677,4.002246807
KO:K00010,0.975673176,0.999810126,-0.005348625,-0.030725953,0.462847443,0.28855678,-0.128240294,-0.742817754
KO:K00012,0.805765427,0.999810126,0.043109751,0.247877108,0.920321286,0.440412171,-0.01754386,-0.100797314
KO:K00013,0.522126332,0.922169342,-0.111915529,-0.646970211,0.175571513,0.147209199,-0.234262126,-1.384252398
KO:K00014,0.979946221,0.999810126,0.004408922,0.025327575,0.591353487,0.337833934,0.093959744,0.542156136
KO:K00015,0.366538409,0.767951405,-0.15739258,-0.915563008,0.359302417,0.244273922,-0.159753186,-0.929651714
KO:K00016,0.815088208,0.999810126,-0.041003271,-0.235744117,0.417799209,0.270649333,-0.141401613,-0.820534901
KO:K00018,0.712750421,0.999810126,-0.064509107,-0.371350085,0.221784609,0.174198538,-0.21186133,-1.245319766
KO:K00019,0.002305151,0.011989878,-0.498495993,-3.303342807,0.0011332,0.003952432,-0.527347781,-3.565449367
KO:K00020,0.004109771,0.019758512,-0.473007148,-3.084039163,0.001194748,0.004103116,-0.525283798,-3.54616239
KO:K00021,0.481758383,0.888958921,0.122921406,0.711525638,0.845461151,0.420122955,0.034177946,0.196452127
KO:K00023,0.003728976,0.018107495,-0.477430379,-3.121342519,0.010679728,0.020328608,-0.42621259,-2.706547194
KO:K00024,0.667532828,0.999810126,0.075234172,0.433415758,0.701818561,0.376534107,-0.067079463,-0.38621207
KO:K00026,4.59E-10,1.80E-08,0.834719968,8.707684497,0.000150931,0.000985608,0.597468461,4.280119079
KO:K00027,5.29E-07,7.00E-06,0.733785062,6.204574404,0.00019572,0.00115865,0.589267286,4.189779637
KO:K00029,0.919609985,0.999810126,-0.017700982,-0.101700332,0.575277436,0.33201912,-0.098039216,-0.5659187
KO:K00030,0.8271124,0.999810126,0.038294683,0.220147684,0.310542154,0.221371725,0.176470588,1.029909843
KO:K00031,0.0312372,0.113231196,0.364699068,2.25000472,0.003531847,0.008850728,0.479876161,3.142100551
KO:K00033,0.845982656,0.999810126,0.034061213,0.195780376,0.316325367,0.224510411,0.174406605,1.01748391
KO:K00034,0.001187585,0.006718091,-0.52551911,-3.548356889,0.004213509,0.010229437,-0.47186377,-3.074445612
KO:K00036,0.01217268,0.05082881,0.41927382,2.652991854,0.000584742,0.002433163,0.552115583,3.804012795
KO:K00038,0.718416109,0.999810126,0.063182196,0.363680713,0.21040456,0.16814206,0.217051371,1.277316183
KO:K00042,0.000297759,0.001972338,-0.575542312,-4.042983695,0.005210361,0.011967561,-0.461964636,-2.992208531
KO:K00046,0.924954345,0.999810126,0.016520769,0.094917547,0.816567405,0.411812553,-0.040669573,-0.233822362
KO:K00050,0.770637156,0.999810126,-0.051103253,-0.293949919,0.215366826,0.170262362,-0.214765129,-1.263207777
KO:K00052,0.986521935,0.999810126,-0.002963056,-0.017021534,0.293594713,0.212507898,0.182662539,1.067272543
KO:K00053,0.980117526,0.999810126,-0.004371252,-0.025111173,0.3462437,0.238277943,0.164086687,0.955557961
KO:K00054,0.765410283,0.999810126,0.052300968,0.30085795,0.49292697,0.301737353,0.119831094,0.693373473
KO:K00055,0.000104202,0.000773533,0.608788206,4.408266012,0.000703064,0.002778246,0.545406222,3.738040357
KO:K00057,0.004509507,0.021440907,0.468730132,3.04825467,0.001066887,0.003795123,0.529685151,3.587396639
KO:K00058,0.112924526,0.325824675,0.272742051,1.628525777,0.004840655,0.011321866,0.465428277,3.0208173
KO:K00059,0.472620994,0.882074138,0.125477423,0.726555263,0.040640512,0.05246519,0.347781218,2.13086896
KO:K00060,0.825590293,0.999810126,0.03863706,0.222118867,0.526865456,0.314223381,0.110651736,0.639573295
KO:K00064,0.506265893,0.909073371,-0.116186735,-0.671993128,0.557797176,0.325946585,-0.102533838,-0.592132883
KO:K00065,0.716647183,0.999810126,-0.063596105,-0.366072845,0.97648246,0.45490117,-0.005170642,-0.029703473
KO:K00066,0.683392004,0.999810126,-0.071443779,-0.411464711,0.106395527,0.103899963,-0.277605779,-1.659968732
KO:K00067,0.700559479,0.999810126,-0.067376383,-0.387929374,0.467219697,0.290113007,-0.127000533,-0.735518269
KO:K00074,0.010854958,0.046478411,0.425357121,2.6999133,0.056721035,0.065646257,0.325077399,1.974677318
KO:K00075,0.940471471,0.999810126,-0.013097927,-0.075248316,0.543151784,0.320441167,-0.10635004,-0.614418989
KO:K00076,0.724307331,0.999810126,0.061806125,0.355729252,0.107757045,0.105014268,0.276573317,1.653282637
KO:K00077,0.297591655,0.670595561,-0.181182147,-1.058327993,0.063687167,0.071444131,-0.316821465,-1.918849943
KO:K00087,0.02114839,0.08081855,-0.388340313,-2.420842584,0.011278844,0.021087639,-0.423335111,-2.684268304
KO:K00088,0.307166368,0.683128367,0.177686573,1.037237068,0.08406,0.087905224,0.296181631,1.781360671
KO:K00090,0.024677105,0.092211939,-0.379179734,-2.354012213,0.005283271,0.012028573,-0.46130669,-2.986793831
KO:K00091,0.009397174,0.041285772,0.432864641,2.758437426,0.000420747,0.001965611,0.563758464,3.921043876
KO:K00096,0.088020753,0.267724031,0.292632132,1.757999893,0.05665762,0.065646257,0.325156158,1.975212292
KO:K00097,0.867095702,0.999810126,0.029346827,0.168657328,0.167866274,0.142959398,0.238390093,1.410100758
KO:K00099,0.974065438,0.999810126,0.005702226,0.032757329,0.397550918,0.261708977,0.147574819,0.857137686
KO:K00100,0.070840327,0.224820859,0.309053879,1.866767864,0.175571513,0.147209199,0.234262126,1.384252398
KO:K00101,0.631069511,0.999810126,0.084081973,0.484730672,0.083389901,0.087614124,0.296794844,1.785404646
KO:K00102,0.227251114,0.554554356,-0.209432902,-1.230386686,0.008709152,0.017469735,-0.436757931,-2.789063653
KO:K00104,0.559451549,0.956274703,-0.102105711,-0.589634348,0.322175523,0.227220434,-0.172342621,-1.005071808
KO:K00108,0.819985611,0.999810126,-0.039898982,-0.229384854,0.567219672,0.329408572,-0.100103199,-0.577952118
KO:K00111,0.420128874,0.832466233,0.14070231,0.816394774,0.077321014,0.082767329,0.302529725,1.823342898
KO:K00113,0.575806759,0.968997436,-0.09790409,-0.56513115,0.159607898,0.138430077,-0.242967953,-1.438861082
KO:K00114,2.93E-14,1.44E-11,-0.91119886,-12.70597304,1.47E-07,1.55E-05,-0.756449948,-6.643931792
KO:K00116,0.106147261,0.310196559,0.277795119,1.661195545,0.010998593,0.020846851,0.424664579,2.69454933
KO:K00117,1.56E-10,7.35E-09,-0.846052864,-9.11688752,0.000131835,0.000890147,-0.601651187,-4.326991219
KO:K00118,0.000128029,0.000930792,0.602549503,4.337130132,0.039383581,0.051473899,0.349845201,2.145272776
KO:K00121,0.016239212,0.064606723,-0.403478087,-2.53314998,0.021637989,0.03321092,-0.386996904,-2.410989843
KO:K00122,0.072633085,0.228823742,0.30720403,1.854426026,0.129574421,0.119016078,0.261228739,1.554626257
KO:K00123,1.28E-05,0.000120261,-0.665672329,-5.124323367,0.000100378,0.000764269,-0.609907121,-4.421160199
KO:K00124,8.80E-10,3.16E-08,-0.827479396,-8.465788788,1.38E-06,4.58E-05,-0.715170279,-5.877872398
KO:K00126,0.657091837,0.999810126,-0.077748017,-0.447984385,0.385225238,0.256329884,-0.15142128,-0.879995981
KO:K00127,8.51E-09,2.06E-07,-0.79934164,-7.641945975,5.62E-05,0.000501025,-0.626742469,-4.620430072
KO:K00128,0.114679659,0.330151321,0.271470788,1.620329707,0.033562448,0.045806409,0.360165119,2.21783303
KO:K00130,0.278436454,0.641082151,0.188397532,1.101995013,0.195927231,0.159856934,0.223942208,1.319974189
KO:K00131,0.002293302,0.011944282,0.498714678,3.305271557,0.000116355,0.000829444,0.60546237,4.370185239
KO:K00132,0.342100131,0.732623685,-0.165482359,-0.963913496,0.031212329,0.043790136,-0.364749032,-2.250360276
KO:K00133,0.809111043,0.999810126,-0.042353142,-0.243518785,0.460182605,0.287406587,0.128998968,0.747286435
KO:K00134,7.00E-05,0.000547613,0.620500541,4.545367097,0.000552084,0.002344366,0.554179567,3.824519647
KO:K00135,0.231852797,0.56222127,0.207419274,1.218022397,0.009108336,0.017988135,0.434468524,2.771031013
KO:K00137,0.440655655,0.849522718,-0.1346318,-0.780506781,0.214285576,0.169802591,-0.215260175,-1.266260846
KO:K00138,0.961120161,0.999810126,-0.008550294,-0.049119496,0.527724993,0.314223381,-0.110423117,-0.638235533
KO:K00140,0.245097534,0.58699193,-0.201770231,-1.183421293,0.021637989,0.03321092,-0.386996904,-2.410989843
KO:K00141,0.631590909,0.999810126,-0.08395405,-0.48398796,0.535352121,0.317278414,-0.108402305,-0.626415229
KO:K00145,0.956068586,0.999810126,0.009662226,0.055507855,0.142807262,0.127696359,0.252837977,1.501220298
KO:K00146,0.000663471,0.004036028,-0.5475318,-3.758828367,0.000687936,0.002753696,-0.546205545,-3.745845574
KO:K00147,0.806343686,0.999810126,-0.042978924,-0.247123469,0.855238535,0.422063284,0.031991744,0.183872696
KO:K00148,1.64E-05,0.000149211,0.659510969,5.040079262,9.68E-05,0.000746186,0.611004069,4.433842121
KO:K00150,0.35568168,0.751144052,0.160945072,0.936771397,0.111917985,0.1076041,0.273477812,1.633273571
KO:K00151,0.322720295,0.704739214,0.172151614,1.003923849,0.037340818,0.049748858,0.35331632,2.169576949
KO:K00153,0.525088432,0.924936889,0.111124966,0.642342715,0.740284985,0.388664313,0.058092068,0.334278041
KO:K00154,3.88E-06,4.20E-05,-0.693403686,-5.52814468,0.000834739,0.003111607,-0.539027202,-3.676265382
KO:K00156,9.49E-07,1.16E-05,0.722635533,6.005569122,0.015874439,0.027025329,0.404749667,2.542694463
KO:K00158,9.49E-07,1.16E-05,0.722643358,6.00570523,0.015407829,0.026585081,0.406412451,2.555201964
KO:K00161,0.008867496,0.039180782,0.435839312,2.781820095,0.106395527,0.103899963,0.277605779,1.659968732
KO:K00162,0.250443721,0.597947886,0.199548026,1.169843983,0.183525058,0.152307722,0.230134159,1.358483261
KO:K00163,0.228791287,0.557588829,0.20875589,1.226227807,0.027523678,0.040038395,0.37254902,2.306144742
KO:K00164,0.000286272,0.001902753,0.576855438,4.056800383,0.0011332,0.003952432,0.527347781,3.565449367
KO:K00166,0.920146928,0.999810126,0.017582373,0.101018659,0.3462437,0.238277943,0.164086687,0.955557961
KO:K00167,0.94281278,0.999810126,0.012581913,0.072283308,0.371373167,0.25018298,0.155830753,0.906250489
KO:K00169,7.09E-09,1.75E-07,-0.801785593,-7.707189812,9.92E-06,0.000169032,-0.671826625,-5.210349924
KO:K00170,2.60E-08,5.39E-07,-0.783613596,-7.245920423,1.51E-05,0.000229484,-0.661506708,-5.067166089
KO:K00171,0.003257984,0.016164774,-0.483478355,-3.172847042,0.008747784,0.017507971,-0.436532508,-2.787285133
KO:K00172,0.647490058,0.999810126,-0.080073401,-0.461468455,0.160406257,0.138585093,-0.24251806,-1.436030152
KO:K00174,0.223350862,0.54812197,-0.211161409,-1.241013295,0.015071673,0.026105767,-0.407636739,-2.564430504
KO:K00175,0.397521337,0.807758354,-0.147583968,-0.857192004,0.179517062,0.149582518,-0.232198142,-1.371358039
KO:K00179,0.519504722,0.920475902,-0.112617053,-0.651077569,0.301500366,0.216737171,-0.179746641,-1.049661746
KO:K00180,0.068255163,0.218224933,-0.31178693,-1.885045202,0.016982934,0.02824072,-0.400957923,-2.514285319
KO:K00184,0.001855917,0.009892269,-0.507573017,-3.384117217,0.032487011,0.04478271,-0.362229102,-2.232455873
KO:K00185,7.26E-06,7.31E-05,-0.679192071,-5.315900498,0.007390341,0.015497166,-0.445018128,-2.85468785
KO:K00198,0.293322396,0.665081501,0.182763867,1.067885045,0.02880391,0.041263333,0.369749637,2.286059749
KO:K00200,0.949110343,0.999810126,-0.011194462,-0.064311319,0.990437044,0.458989113,-0.0021023,-0.01207682
KO:K00201,0.269589187,0.625169419,-0.191838805,-1.122886015,0.078387556,0.083585411,-0.301497201,-1.816496476
KO:K00202,0.989437045,0.999810126,-0.002322149,-0.013339767,0.643723326,0.357366839,0.080989318,0.4667816
KO:K00203,8.29E-05,0.000633514,-0.61557089,-4.487080919,0.00187582,0.0056695,-0.507132101,-3.38015912
KO:K00208,0.809946352,0.999810126,-0.042164355,-0.242431375,0.995305587,0.459578862,0.001031992,0.005928344
KO:K00215,0.761309306,0.999810126,-0.053242322,-0.306288284,0.800175436,0.408132276,0.044375645,0.255170037
KO:K00217,0.945023361,0.999810126,0.012094806,0.069484454,0.701080986,0.376534107,0.067253378,0.387217931
KO:K00219,3.45E-06,3.79E-05,-0.695958884,-5.567583438,6.82E-05,0.00057563,-0.62122962,-4.554061113
KO:K00220,7.49E-05,0.000579619,0.618510105,4.521729126,0.002374577,0.006604539,0.49723399,3.292228609
KO:K00226,0.629420796,0.999810126,-0.084486763,-0.487081009,0.684119852,0.370962945,0.071270599,0.410462222
KO:K00227,0.726436627,0.999810126,-0.061309664,-0.352861009,0.092336322,0.094462203,-0.288901813,-1.733534681
KO:K00228,0.403043362,0.814103276,-0.145882946,-0.847096075,0.869974767,0.426704416,-0.028705591,-0.164969046
KO:K00230,0.669336558,0.999810126,-0.074801404,-0.430908566,0.670044591,0.366857134,-0.074631646,-0.429925156
KO:K00231,0.744550252,0.999810126,0.057104859,0.32857862,0.119572736,0.113084037,0.268002058,1.598012563
KO:K00232,1.59E-05,0.000145958,0.660282134,5.05052325,0.004781662,0.011272296,0.466001924,3.025572492
KO:K00239,0.067568126,0.216743782,0.312526888,1.890002569,0.007121877,0.015062581,0.446852425,2.869382628
KO:K00240,0.576397185,0.968997436,0.097753432,0.564253111,0.061885544,0.070037825,0.318885449,1.932760559
KO:K00241,0.490938187,0.894806083,0.120378729,0.696588716,0.044606944,0.055667284,0.341589267,2.087867568
KO:K00242,0.047383581,0.160639873,0.337513522,2.059731197,0.005409355,0.012282721,0.460187127,2.977594541
KO:K00243,0.918056793,0.999810126,-0.018044119,-0.103672452,0.447802049,0.282424293,-0.13255495,-0.768249508
KO:K00244,7.78E-05,0.000598348,-0.617412344,-4.50875279,0.003697589,0.009188856,-0.477812178,-3.124576726
KO:K00245,0.000380234,0.002451591,-0.5672553,-3.956851758,0.040167131,0.052230922,-0.348552406,-2.136246671
KO:K00246,0.000862467,0.005071411,-0.537798524,-3.664470185,0.023669711,0.035619385,-0.381678038,-2.37215672
KO:K00247,0.035306296,0.125092772,-0.356930148,-2.194989168,0.038158249,0.050462245,-0.351909278,-2.159712838
KO:K00248,0.144599976,0.393486592,0.251745735,1.494295299,0.056721035,0.065646257,0.325077399,1.974677318
KO:K00249,0.854973417,0.999810126,-0.03205096,-0.184213389,0.519989869,0.312110383,-0.1124871,-0.650316633
KO:K00252,0.312922069,0.692503151,-0.175618318,-1.024777175,0.452974492,0.284283622,-0.131062951,-0.759450318
KO:K00253,0.192504201,0.491729583,-0.225623037,-1.330410736,0.165753257,0.141834979,-0.239545721,-1.41735147
KO:K00254,0.812277991,0.999810126,-0.041637631,-0.239397591,0.707691089,0.379002925,0.065697002,0.378217641
KO:K00256,0.847158521,0.999810126,-0.033798063,-0.194266078,0.853737318,0.422063284,0.032327096,0.185802142
KO:K00257,0.999154458,0.999810126,-0.000185878,-0.001067787,0.920321286,0.440412171,0.01754386,0.100797314
KO:K00259,1.61E-05,0.000147345,0.659986075,5.046510347,0.000733173,0.002858046,0.543859649,3.722979576
KO:K00260,0.004673939,0.022033473,0.467065352,3.034400584,0.003320319,0.008499197,0.48263597,3.165638176
KO:K00261,0.731401395,0.999810126,-0.060153907,-0.346184789,0.167866274,0.142959398,-0.238390093,-1.410100758
KO:K00262,0.675317953,0.999810126,0.073369398,0.422614119,0.09278487,0.094812659,0.288521817,1.731047345
KO:K00263,0.031682432,0.114523718,-0.363810054,-2.243682092,0.043251618,0.054575967,-0.343653251,-2.102166706
KO:K00265,0.43002003,0.837350562,0.137757116,0.798971748,0.175571513,0.147209199,0.234262126,1.384252398
KO:K00266,0.893153654,0.999810126,-0.023555704,-0.135354773,0.892341437,0.433280235,-0.02373581,-0.136390274
KO:K00271,9.95E-09,2.37E-07,0.797213519,7.585990376,4.54E-05,0.000438078,0.632682712,4.693224793
KO:K00274,0.644206046,0.999810126,0.080871821,0.466099951,0.574482722,0.33201912,-0.098242196,-0.567101782
KO:K00275,0.512142837,0.91596101,-0.114596434,-0.662671992,0.226129125,0.176606516,-0.20992806,-1.233429608
KO:K00276,0.850642612,0.999810126,-0.033018772,-0.189781884,0.447018181,0.282286517,-0.132781869,-0.76958825
KO:K00278,5.26E-06,5.50E-05,0.686583626,5.424823731,0.004049388,0.009911682,0.473684211,3.08972953
KO:K00281,0.078951566,0.244358879,0.300955582,1.812907948,0.081820978,0.086117429,0.298245614,1.794981743
KO:K00282,0.95674699,0.999810126,-0.009512878,-0.054649797,0.519989869,0.312110383,-0.1124871,-0.650316633
KO:K00283,0.359105495,0.757084474,-0.159817824,-0.930037717,0.020452711,0.032073071,-0.390294322,-2.435206017
KO:K00284,0.425720997,0.835275373,-0.139032512,-0.806513987,0.231827336,0.179489898,-0.207430341,-1.218090305
KO:K00285,0.996500644,0.999810126,-0.000769276,-0.004419155,0.791082219,0.405123958,0.046439628,0.26706349
KO:K00286,0.875225925,0.999810126,0.027536969,0.158247854,0.352426995,0.241232786,0.162022704,0.943212206
KO:K00287,0.53751558,0.939077038,0.107831626,0.623078594,0.295913701,0.213495489,0.181802074,1.062072691
KO:K00290,0.319981747,0.702509501,0.173113841,1.00970806,0.438742453,0.279967075,0.135190918,0.7838084
KO:K00294,0.002437415,0.01259331,0.496119198,3.282433975,0.001895142,0.005679926,0.506707946,3.376354864
KO:K00297,0.040495441,0.13998201,0.348016779,2.132511072,0.003072668,0.008061328,0.486068111,3.19508164
KO:K00299,0.00018225,0.001279383,0.5915398,4.214609243,0.000572056,0.002398287,0.552904873,3.811842894
KO:K00301,0.886618613,0.999810126,-0.025005516,-0.143690683,0.508332391,0.307174165,-0.115626494,-0.668708829
KO:K00302,0.646569097,0.999810126,-0.080297147,-0.462766275,0.559391162,0.326031342,-0.102121328,-0.589725482
KO:K00303,0.198761096,0.504057098,0.222566144,1.311439211,0.293594713,0.212507898,0.182662539,1.067272543
KO:K00311,0.944383483,0.999810126,-0.012235796,-0.070294557,0.364991932,0.247000097,-0.157894737,-0.918558654
KO:K00313,2.41E-05,0.000210094,0.649638391,4.908807689,3.33E-05,0.000356037,0.641091524,4.798646367
KO:K00315,0.000106727,0.000789248,-0.608069681,-4.400007904,0.000139929,0.000923875,-0.599816078,-4.306358941
KO:K00316,0.449090097,0.858098681,-0.132182543,-0.766052713,0.359325203,0.244273922,-0.159745708,-0.929607059
KO:K00318,3.06E-07,4.44E-06,0.743771333,6.392014913,0.000304258,0.001533516,0.574819401,4.035397218
KO:K00320,0.097047959,0.289055221,0.284978595,1.707897265,0.003127601,0.008181456,0.48528659,3.188360273
KO:K00322,0.804698551,0.999810126,-0.043351186,-0.249267939,0.758262553,0.394170441,-0.053942634,-0.310328669
KO:K00324,0.745500386,0.999810126,0.056885184,0.32731051,0.142807262,0.127696359,0.252837977,1.501220298
KO:K00325,0.906964519,0.999810126,-0.020496663,-0.117769104,0.467451473,0.290113007,-0.126934985,-0.735132428
KO:K00330,0.954824331,0.999810126,-0.009936162,-0.057081722,0.719402675,0.383096409,0.062951496,0.362347499
KO:K00331,0.02482647,0.092680706,0.378816518,2.351379294,0.109130417,0.105776558,0.275541796,1.646608829
KO:K00332,0.945663526,0.999810126,-0.011953761,-0.068674037,0.559213871,0.326031342,-0.102167183,-0.589993072
KO:K00333,0.085722757,0.262797218,-0.294676155,-1.77144269,0.09850142,0.098571255,-0.28379773,-1.700198929
KO:K00334,0.681527928,0.999810126,0.071887611,0.4140341,0.754990884,0.393464958,-0.054695562,-0.314673126
KO:K00335,0.576287187,0.968997436,-0.097781495,-0.564416658,0.910982551,0.437501257,0.019607843,0.112660142
KO:K00336,0.937246828,0.999810126,-0.013808801,-0.079333089,0.976531036,0.45490117,-0.005159959,-0.029642101
KO:K00337,0.941385691,0.999810126,-0.012896424,-0.074090478,0.2826318,0.207212857,-0.186790506,-1.092253678
KO:K00338,0.894088786,0.999810126,-0.02334837,-0.13416275,0.364991932,0.247000097,-0.157894737,-0.918558654
KO:K00339,0.502463663,0.906698441,-0.117220552,-0.678055381,0.407389641,0.266032521,-0.144553452,-0.839210598
KO:K00340,0.636515005,0.999810126,-0.082748044,-0.476987147,0.25639678,0.193267394,-0.197110423,-1.154972235
KO:K00341,0.946687717,0.999810126,-0.011728121,-0.067377558,0.5046888,0.305798627,-0.116615067,-0.674504577
KO:K00342,0.176076003,0.458839618,-0.233996393,-1.382591177,0.081820978,0.086117429,-0.298245614,-1.794981743
KO:K00343,0.671879888,0.999810126,-0.074191927,-0.427378032,0.53551564,0.317278414,-0.108359133,-0.626162792
KO:K00344,0.477054543,0.885728079,-0.124234028,-0.719242163,0.310542154,0.221371725,-0.176470588,-1.029909843
KO:K00346,0.438285067,0.847482353,-0.135324784,-0.784598993,0.102264113,0.101140828,-0.280801151,-1.68070119
KO:K00347,0.635927808,0.999810126,-0.082891661,-0.47782073,0.322895966,0.227244434,-0.172090064,-1.003553952
KO:K00348,0.855738838,0.999810126,-0.031880008,-0.183229836,0.86398896,0.424945581,0.030039193,0.172639934
KO:K00356,0.126696298,0.355759532,0.263136827,1.566823145,0.034011849,0.046278557,0.359318582,2.211846356
KO:K00362,0.979204838,0.999810126,-0.004571953,-0.026264147,0.841318089,0.418779624,0.035105838,0.201792073
KO:K00363,0.962248478,0.999810126,0.00830198,0.047692887,0.934008018,0.444465514,0.014523017,0.08343718
KO:K00364,0.540771939,0.93994993,-0.10697473,-0.618069681,0.044235148,0.055464976,-0.342150383,-2.091751538
KO:K00365,4.75E-06,5.00E-05,0.688907964,5.459724611,0.000546172,0.002326779,0.554564738,3.828357779
KO:K00366,0.001460477,0.008084781,-0.517326112,-3.472601929,0.000196012,0.00115865,-0.589219544,-4.189259648
KO:K00367,0.65231618,0.999810126,-0.078902934,-0.454680404,0.174486353,0.147209199,-0.234835565,-1.38783836
KO:K00368,0.703538777,0.999810126,-0.066674095,-0.383867694,0.809294559,0.410792787,0.042311662,0.243279857
KO:K00370,0.006558184,0.029968119,-0.450905026,-2.902009434,0.005058135,0.011708095,-0.463364293,-3.003748201
KO:K00371,0.001061429,0.00605749,-0.52988321,-3.589261564,0.009481456,0.018460134,-0.432404541,-2.754830706
KO:K00372,0.923017866,0.999810126,0.016948323,0.097374689,0.559213871,0.326031342,0.102167183,0.589993072
KO:K00373,0.772491983,0.999810126,0.050678777,0.291501988,0.059198062,0.067898191,0.322054262,1.954177071
KO:K00374,0.852197459,0.999810126,-0.032671198,-0.187781993,0.988817173,0.458357145,0.002458429,0.014122645
KO:K00375,0.477721725,0.885728079,0.124047439,0.718145031,0.046414895,0.057078124,0.338913108,2.069378185
KO:K00376,0.001179382,0.006681442,-0.52579014,-3.550885884,0.046921109,0.057440336,-0.338178823,-2.064315016
KO:K00380,0.130051133,0.363388503,0.260915736,1.552627347,0.041450904,0.053202063,0.34647769,2.121790275
KO:K00381,0.263587792,0.616789066,-0.194215376,-1.137338559,0.241456301,0.185579875,-0.203302374,-1.192793519
KO:K00382,5.93E-09,1.50E-07,0.804142183,7.771126507,3.01E-07,2.07E-05,0.744066047,6.397687782
KO:K00383,0.686571755,0.999810126,-0.070687697,-0.407088239,0.494873411,0.302550414,0.11929621,0.690233715
KO:K00384,5.15E-11,3.27E-09,0.856759043,9.543425465,2.68E-07,2.01E-05,0.746130031,6.437652563
KO:K00389,0.165588352,0.437094593,0.239636352,1.417920384,0.106395527,0.103899963,0.277605779,1.659968732
KO:K00390,0.811172252,0.999810126,0.041887376,0.240836026,0.948395539,0.447669646,0.011351909,0.065215956
KO:K00392,0.008244567,0.036721491,0.439537835,2.811049821,0.012961793,0.023192116,0.415892673,2.627100849
KO:K00394,0.006465605,0.029614919,-0.451598944,-2.907618509,0.008075629,0.016570483,-0.440581888,-2.819332984
KO:K00395,0.013321566,0.054625468,-0.414408483,-2.615777453,0.004112327,0.010024596,-0.472978673,-3.083799999
KO:K00404,0.231219337,0.561215149,-0.207694849,-1.219713549,0.772520337,0.399268061,-0.05067229,-0.291464581
KO:K00405,0.226348916,0.553376686,-0.20983093,-1.232832633,0.189634477,0.156146726,-0.227048389,-1.339270788
KO:K00406,0.470703262,0.881673034,-0.126017149,-0.729730772,0.539118996,0.3189908,-0.107409385,-0.620610247
KO:K00407,0.515196668,0.918301328,-0.113773656,-0.657851525,0.693224525,0.373724884,-0.069109846,-0.397957331
KO:K00410,0.050458542,0.169287317,-0.333217523,-2.030215812,0.009430264,0.018420596,-0.432683589,-2.757017841
KO:K00411,0.036048925,0.127454002,-0.355591896,-2.185565596,0.032487011,0.04478271,-0.362229102,-2.232455873
KO:K00412,0.96298392,0.999810126,-0.008140136,-0.046763071,0.728248797,0.385056742,0.060887513,0.350422294
KO:K00413,0.023741667,0.08914628,-0.381496703,-2.370837689,0.041816872,0.053367744,-0.345895761,-2.117741832
KO:K00425,0.006078104,0.028173029,0.454599245,2.931947123,0.000473511,0.002091944,0.559628366,3.879148971
KO:K00426,0.111889524,0.323319841,0.273498689,1.633408329,0.003979544,0.009794319,0.474478351,3.096412884
KO:K00428,1.02E-08,2.40E-07,-0.796864315,-7.576883241,3.11E-05,0.000337576,-0.642930857,-4.822091373
KO:K00432,0.723886809,0.999810126,0.061904229,0.356296066,0.328092544,0.229980085,0.170278638,0.99267335
KO:K00433,0.003889687,0.018793688,-0.475517983,-3.105177004,0.016230328,0.027370783,-0.403508772,-2.533380095
KO:K00435,0.999343169,0.999810126,-0.000144393,-0.000829474,0.522339579,0.313100607,0.111858541,0.646636599
KO:K00441,0.484863773,0.889671346,0.122058481,0.706454815,0.064333188,0.072123616,0.316092572,1.91394468
KO:K00446,0.421417482,0.833584861,-0.140316438,-0.814110804,0.114758774,0.109687052,-0.271413829,-1.619962696
KO:K00448,0.051968415,0.17330259,-0.331184299,-2.01629645,0.02926594,0.04172478,-0.368764422,-2.279008242
KO:K00449,0.289416554,0.659699499,-0.1842239,-1.076714451,0.231580988,0.179489898,-0.207537457,-1.218747626
KO:K00450,0.267028753,0.620717708,-0.192848456,-1.129023438,0.077481575,0.082767329,-0.302373581,-1.82230709
KO:K00451,0.864757838,0.999810126,0.0298678,0.171654031,0.120602157,0.113394397,0.267285862,1.593413074
KO:K00452,0.832931914,0.999810126,-0.036986933,-0.21261924,0.891219569,0.433280235,-0.02398462,-0.137820799
KO:K00453,0.883469926,0.999810126,-0.025704635,-0.147710694,0.555080529,0.324918783,-0.103238147,-0.596243931
KO:K00456,0.668528072,0.999810126,-0.07499533,-0.432032021,0.283854832,0.207811894,-0.186324932,-1.089433204
KO:K00457,0.260400209,0.613032084,0.195492157,1.145111567,0.016230328,0.027370783,0.403508772,2.533380095
KO:K00459,0.664851012,0.999810126,0.075878431,0.437148667,0.199950226,0.162150624,0.221992802,1.307885519
KO:K00463,0.214340109,0.531053658,0.215235166,1.266106589,0.012997179,0.023209014,0.415745164,2.625974317
