KO,p.Weighted,q.Weighted,cor.Weighted,Z.Weighted,p.Standard,q.Standard,cor.Standard,Z.Standard
KO:K00001,0.999593378,0.999829032,-8.94E-05,-0.0005135,0.485204511,0.37452882,-0.121963971,-0.705899544
KO:K00003,4.83E-05,0.000776213,0.630994524,4.67239879,0.008119238,0.031505935,0.440310607,2.817179371
KO:K00004,0.520569848,0.928956891,0.112331824,0.649407459,0.381086611,0.335355374,0.152728827,0.887775578
KO:K00008,0.400509771,0.813553198,-0.146661732,-0.851717377,0.135550766,0.18288182,-0.25736465,-1.529985916
KO:K00009,0.848979002,0.999829032,0.033390795,0.191922536,0.558778641,0.400619492,0.102279779,0.590650161
KO:K00010,0.998303166,0.999829032,-0.00037302,-0.002142838,0.563474887,0.402022668,0.101066967,0.583573638
KO:K00012,0.930557879,0.999829032,-0.015284087,-0.087810654,0.924878615,0.511007205,0.016537488,0.095013627
KO:K00013,0.84533586,0.999829032,0.034205993,0.196613527,0.562601713,0.401539108,-0.101292111,-0.584887113
KO:K00014,0.723404811,0.999829032,0.062016698,0.356945886,0.281619264,0.2812965,0.187176936,1.094595273
KO:K00015,0.890755338,0.999829032,0.024087591,0.138412838,0.737654895,0.456270158,0.058701687,0.337798027
KO:K00016,0.011677135,0.064733762,0.42149298,2.670057655,0.315695009,0.301295157,0.174630419,1.018830681
KO:K00018,4.71E-05,0.000763255,0.631692967,4.681001543,0.00812643,0.031505935,0.44026599,2.816825264
KO:K00019,0.907001129,0.999829032,0.020488562,0.11772254,0.281872178,0.2812965,-0.187080328,-1.094009825
KO:K00020,0.477697859,0.901645983,-0.124054112,-0.718184262,0.035494097,0.078931912,-0.356589576,-2.192589495
KO:K00021,0.517597487,0.928737781,0.113128511,0.654072727,0.231450313,0.2514981,0.207594308,1.219096513
KO:K00023,0.098526101,0.326873837,0.283777792,1.700069026,0.554613852,0.399084291,0.103359297,0.596951179
KO:K00024,0.381423892,0.791653766,0.152621957,0.887139551,0.284587265,0.282906842,0.186046735,1.087748235
KO:K00026,0.341464552,0.740098519,0.16569735,0.965201118,0.176163618,0.214510987,0.233950299,1.382303052
KO:K00027,0.771893226,0.999829032,0.050815771,0.292292008,0.790765249,0.473582147,-0.046511684,-0.267478761
KO:K00029,0.00366853,0.025659845,0.478168171,3.127594409,0.118527233,0.170076219,0.268734173,1.602717238
KO:K00030,0.980383153,0.999829032,0.004312842,0.024775619,0.892175368,0.501706987,-0.023772638,-0.136602015
KO:K00031,0.277043417,0.652016756,0.188934605,1.105252636,0.040946094,0.087550283,0.347287239,2.127426897
KO:K00033,0.987984928,0.999829032,0.002641403,0.015173756,0.850391241,0.491112851,-0.033074975,-0.190105278
KO:K00034,0.638325282,0.994806071,0.082305617,0.474419413,0.76574849,0.465381851,-0.052223399,-0.30041052
KO:K00036,0.872426953,0.999829032,0.028159719,0.161829447,0.250600245,0.263123192,0.199483444,1.169449679
KO:K00038,0.089127295,0.304557556,0.291662497,1.751632184,0.253086184,0.264547782,0.198461317,1.16321123
KO:K00042,0.008802988,0.052245194,0.43621185,2.784756362,0.578836361,0.406768113,0.097131765,0.560630431
KO:K00046,0.765543143,0.999829032,0.052270495,0.300682176,0.331219272,0.308656529,0.169197268,0.986182885
KO:K00050,0.993638112,0.999829032,-0.001398566,-0.008034158,0.572461158,0.405373575,-0.098759101,-0.570114926
KO:K00052,0.38686002,0.797305923,0.15090705,0.876937731,0.055492835,0.105482322,0.32661538,1.985132458
KO:K00053,0.14310687,0.420742885,0.25265474,1.500058117,0.029158352,0.068801811,0.368992692,2.280641248
KO:K00054,0.003663113,0.025659845,0.478234804,3.128159466,0.011760896,0.040261861,0.421112361,2.667126494
KO:K00055,0.725077966,0.999829032,-0.061626392,-0.354690832,0.538596993,0.393853039,0.107546782,0.621413411
KO:K00057,0.014211146,0.075539354,0.410878653,2.588948059,0.003038759,0.017960955,0.48655662,3.199288087
KO:K00058,0.136453418,0.406111365,0.256792013,1.526341073,0.045638368,0.093181735,0.340052088,2.077240334
KO:K00059,0.947239016,0.999829032,-0.011606671,-0.06667974,0.786222154,0.472375794,-0.047545277,-0.273436054
KO:K00060,0.084819353,0.292936715,0.295491282,1.776810898,0.054150652,0.104086511,0.328327336,1.996791045
KO:K00064,0.5249593,0.931243662,0.111159385,0.642544158,0.392731816,0.340286781,-0.149070381,-0.866020544
KO:K00065,0.60583176,0.973299366,0.090327184,0.521020024,0.305896804,0.295651539,0.178146062,1.040007111
KO:K00066,0.575948362,0.953353226,-0.097867951,-0.564920528,0.078064135,0.131371904,-0.301809148,-1.818564182
KO:K00067,0.000198036,0.002413179,0.588890668,4.185679468,0.007063399,0.029290615,0.447259805,2.872652319
KO:K00074,0.560048505,0.94345853,0.101951372,0.588733709,0.345485575,0.317203741,0.164341283,0.957081718
KO:K00075,0.777296669,0.999829032,0.049580541,0.285169243,0.875822143,0.497549022,0.027404358,0.157485198
KO:K00076,0.218578325,0.5583329,0.213304748,1.25420717,0.030169335,0.069732052,0.36687435,2.265505223
KO:K00077,0.529653744,0.931468814,0.109910765,0.635237891,0.795315135,0.47506088,-0.045478091,-0.261522329
KO:K00087,0.830329672,0.999829032,0.037571457,0.215984085,0.168861975,0.209428705,-0.237849145,-1.406708893
KO:K00088,0.551158512,0.94098272,0.104257797,0.602197239,0.076999922,0.13000743,0.302842741,1.825419825
KO:K00090,0.695970098,0.999829032,0.068460238,0.394198978,0.235749515,0.254013038,-0.205735187,-1.207694024
KO:K00091,0.06393398,0.233628098,0.316542307,1.916970831,0.006025919,0.027107604,0.455015755,2.935334391
KO:K00096,0.875548408,0.999829032,0.02746524,0.157835336,0.676074757,0.437541705,-0.073188547,-0.421566786
KO:K00097,0.164035884,0.461782652,0.240492777,1.42329831,0.114174808,0.167266792,0.271834952,1.622676603
KO:K00099,0.282948073,0.661776031,0.186669985,1.091523482,0.02635731,0.064705931,0.375194249,2.325190877
KO:K00100,0.354648758,0.755920757,-0.161286429,-0.938811249,0.615769132,0.417721766,-0.087855403,-0.50664996
KO:K00101,0.333621849,0.729562453,0.168370614,0.981223722,0.344473964,0.316841235,0.164681534,0.959118435
KO:K00102,0.984527629,0.999829032,0.003401539,0.019540465,0.594880107,0.412255211,-0.093071404,-0.536985332
KO:K00104,0.056399876,0.214685187,0.325476989,1.977392025,0.096689787,0.151662347,0.285271661,1.709809135
KO:K00108,0.90981174,0.999829032,0.019866785,0.114148519,0.333315967,0.30948754,-0.168475655,-0.981853752
KO:K00111,0.164288666,0.461987358,0.240352934,1.422419922,0.033442219,0.075430185,0.360393161,2.219446808
KO:K00113,0.48438305,0.906317875,0.122191876,0.707238584,0.831480566,0.48578266,-0.037312891,-0.214495606
KO:K00114,0.639910937,0.995845334,-0.0819185,-0.472172915,0.073874839,0.126392704,-0.30594352,-1.84602945
KO:K00116,0.000401998,0.004291302,0.565337687,3.937176583,0.001310188,0.010640981,0.521652938,3.512442856
KO:K00117,0.792675089,0.999829032,0.046077641,0.26497734,0.662326164,0.432732712,-0.07648588,-0.440668796
KO:K00118,0.618898239,0.979269365,-0.087080563,-0.502147268,0.603313958,0.414583613,-0.090956182,-0.52467833
KO:K00121,0.517623684,0.928737781,0.113121479,0.654031546,0.445115766,0.360244445,-0.133333494,-0.772843147
KO:K00122,0.045347834,0.181719603,0.340482236,2.080212243,0.023094616,0.059766621,0.383143948,2.382831513
KO:K00123,0.444800638,0.863095879,-0.133424992,-0.773383109,0.049247241,0.097892648,-0.334884123,-2.041649032
KO:K00124,0.054461382,0.209156184,-0.327928022,-1.994069716,0.005555723,0.025815712,-0.45891528,-2.967165816
KO:K00126,0.053818091,0.207714244,0.328756729,1.999718707,0.989304637,0.52691512,-0.002351259,-0.013506994
KO:K00127,0.891183895,0.999829032,-0.023992533,-0.137866294,0.102309649,0.157354294,-0.280765403,-1.680468915
KO:K00128,0.929556167,0.999829032,0.015505107,0.089080767,0.976494632,0.523889327,0.005167965,0.029688094
KO:K00130,0.908611902,0.999829032,0.02013219,0.115674068,0.701377123,0.44439904,0.067183543,0.386814028
KO:K00131,6.95E-12,3.37E-09,0.874165647,10.34063259,9.39E-09,6.07E-06,0.798007925,7.606786168
KO:K00132,0.385813128,0.796073413,0.15123621,0.87889524,0.696094784,0.443312576,0.068430759,0.394028435
KO:K00133,0.03607025,0.152756521,0.355553801,2.185297571,0.013820888,0.043758227,0.412403596,2.60052146
KO:K00134,0.620964919,0.980937245,0.086569699,0.499179081,0.17488312,0.213486951,0.234625605,1.386525212
KO:K00135,0.18020553,0.490376706,0.2318413,1.369130723,0.013561537,0.04351213,0.413437189,2.608380774
KO:K00137,0.024607995,0.115723277,0.379348406,2.355235326,0.773297935,0.467756432,0.050494424,0.290438883
KO:K00138,0.99115596,0.999829032,0.001944248,0.011168878,0.906172783,0.505703191,-0.020671859,-0.118776173
KO:K00140,0.009880998,0.057062397,-0.430269598,-2.738129473,0.002053878,0.014453078,-0.503359778,-3.346440221
KO:K00141,0.001896123,0.014665625,0.506686499,3.376162593,0.021566608,0.056960097,0.387191184,2.4124136
KO:K00145,8.92E-07,3.68E-05,0.723848905,6.026732395,0.000111621,0.002730454,0.606719075,4.38453159
KO:K00146,0.507306366,0.92508808,0.115904513,0.670338578,0.43602402,0.358089489,-0.135987663,-0.788514532
KO:K00147,0.932301494,0.999829032,0.014899428,0.085600197,0.284587265,0.282906842,0.186046735,1.087748235
KO:K00148,0.443465887,0.86093703,0.133812931,0.775672695,0.061818515,0.113414612,0.318963148,1.933284822
KO:K00150,0.490205182,0.911489962,0.120580857,0.697775602,0.050753211,0.099892179,0.332816937,2.027470912
KO:K00151,0.590735504,0.962813634,0.09411565,0.54306376,0.577087942,0.406768113,0.09757726,0.563226428
KO:K00153,0.944849088,0.999829032,0.012133205,0.069705085,0.486665071,0.3750926,-0.121559245,-0.703521893
KO:K00154,0.019649136,0.097615902,0.392621407,2.452362528,0.657158855,0.431440349,-0.077731833,-0.447890564
KO:K00156,0.556438113,0.941982389,-0.102885984,-0.594188247,0.356100887,0.322057333,-0.160806704,-0.935944647
KO:K00158,0.524989518,0.931243662,-0.11115133,-0.642497017,0.392490525,0.340286781,-0.14914554,-0.866467115
KO:K00161,0.696610895,0.999829032,0.068308754,0.39332263,0.481484813,0.373763696,-0.122997564,-0.711973243
KO:K00162,0.858285915,0.999829032,0.03131134,0.179958193,0.882861264,0.499595459,-0.025839824,-0.14848807
KO:K00163,0.435749373,0.852792333,0.136068311,0.788990982,0.117062859,0.168681738,0.269767766,1.60936435
KO:K00164,0.004804256,0.031877554,0.465781504,3.023744766,0.003554661,0.019600704,0.47958714,3.139642612
KO:K00166,0.001089828,0.009468801,0.528862389,3.579658248,0.000479663,0.005730283,0.559173799,3.874563826
KO:K00167,0.408479203,0.820558275,0.144221431,0.837242042,0.065090097,0.117218926,0.315245857,1.908251235
KO:K00169,0.987510988,0.999829032,0.002745602,0.015772342,0.103155323,0.157828015,-0.280103696,-1.676170764
KO:K00170,0.01461921,0.077074066,-0.409321345,-2.577156009,0.002813797,0.017310707,-0.489923069,-3.228383333
KO:K00171,0.962569953,0.999829032,-0.008231234,-0.047286443,0.562601713,0.401539108,-0.101292111,-0.584887113
KO:K00172,0.167863388,0.469452678,-0.238391664,-1.410110614,0.010339626,0.037078204,-0.427907491,-2.719716855
KO:K00174,0.956110989,0.999829032,0.009652891,0.055454223,0.445115766,0.360244445,-0.133333494,-0.772843147
KO:K00175,0.942286313,0.999829032,0.012697935,0.072949962,0.929561661,0.511805599,-0.015503895,-0.0890738
KO:K00179,0.030436149,0.135097455,0.366325003,2.261586683,0.211926038,0.238816168,0.216346476,1.272963932
KO:K00180,0.222647663,0.564205954,0.211475236,1.24294396,0.544661811,0.396446431,-0.105954344,-0.612106921
KO:K00184,0.000380089,0.004091239,0.56726835,3.956985974,0.321413817,0.304349977,0.172610027,1.00667912
KO:K00185,0.002583545,0.018892517,0.493620629,3.260559399,0.511432871,0.385647567,0.114788066,0.663794915
KO:K00198,0.006956601,0.043200047,0.448011319,2.87868995,0.007309612,0.029911566,0.445563635,2.859053267
KO:K00200,0.01277619,0.069241588,0.41667198,2.633056605,0.013226907,0.043140604,0.414795676,2.618729046
KO:K00201,0.386830327,0.797305923,0.150916379,0.876993205,0.172707882,0.212263759,0.235780891,1.393753243
KO:K00202,0.202649018,0.532022321,0.220700324,1.299879704,0.017553708,0.050979966,0.399085701,2.500314902
KO:K00203,0.555308917,0.94098272,0.103178874,0.595897922,0.738244009,0.456428156,-0.05856508,-0.337009213
KO:K00208,0.985526963,0.999829032,0.003181815,0.01827823,0.611605436,0.416133671,0.088888996,0.51265774
KO:K00215,0.223842257,0.565617352,0.210942507,1.239666846,0.018572721,0.052333364,0.395866109,2.47637728
KO:K00217,0.337591492,0.734041246,0.167012764,0.97308249,0.04129512,0.088057442,0.346726663,2.123523218
KO:K00219,0.212033504,0.550321385,0.216296819,1.272657418,0.488434372,0.375577315,-0.121069804,-0.700647036
KO:K00220,0.600011562,0.97079115,0.091782896,0.529487543,0.385677693,0.336970772,0.151278831,0.879148728
KO:K00226,0.161137744,0.45677305,0.242107265,1.433446105,0.066540662,0.118451352,0.313644589,1.897497873
KO:K00227,0.364219485,0.767455413,-0.158146033,-0.920058048,0.030622951,0.070306013,-0.365942737,-2.258861554
KO:K00228,0.000156323,0.001973135,0.596373574,4.267939947,0.018151789,0.051659561,0.397177721,2.486115932
KO:K00230,6.89E-06,0.000166823,0.680422981,5.333826274,0.001275747,0.010443817,0.522705719,3.522192732
KO:K00231,0.740429307,0.999829032,0.058058635,0.334085012,0.628965452,0.422351294,0.084598634,0.487730612
KO:K00232,0.616993803,0.978664033,0.08755195,0.504886449,0.657739845,0.431440349,0.077591556,0.447077392
KO:K00239,0.086850595,0.298621168,0.293667763,1.76480755,0.013055117,0.042715901,0.415504375,2.62413595
KO:K00240,0.947562984,0.999829032,0.011535304,0.066269687,0.315563318,0.301295157,0.174677213,1.019112275
KO:K00241,0.147382369,0.429403519,0.25006994,1.483682327,0.018910137,0.052937946,0.394832516,2.468715575
KO:K00242,4.35E-06,0.000116169,0.690882653,5.489626983,0.000171441,0.003387269,0.593474963,4.235874662
KO:K00243,0.522266128,0.929445197,0.111878169,0.6467515,0.491300589,0.376546777,0.120278853,0.696002281
KO:K00244,0.804504572,0.999829032,0.043395092,0.249520873,0.47041512,0.371058179,-0.126098343,-0.73020854
KO:K00245,0.581036396,0.9582177,0.096572053,0.557369355,0.931550779,0.512626064,0.015065035,0.086551858
KO:K00246,0.053009044,0.20520484,0.329810235,2.006907552,0.657158855,0.431440349,0.077731833,0.447890564
KO:K00247,0.756108326,0.999829032,0.054438291,0.31318859,0.453288005,0.364118002,-0.130972814,-0.758918894
KO:K00248,0.861691097,0.999829032,0.03055158,0.175587429,0.554613852,0.399084291,0.103359297,0.596951179
KO:K00249,0.350561449,0.750926267,0.162643098,0.94692176,0.065090097,0.117218926,0.315245857,1.908251235
KO:K00252,0.394071344,0.805352868,0.148653614,0.863544558,0.370622243,0.32938799,0.156072539,0.907691698
KO:K00253,1.32E-05,0.000272142,0.664884484,5.113448036,0.124320268,0.173895605,0.264736439,1.577063412
KO:K00254,1.24E-06,4.49E-05,0.717337681,5.914510481,0.005981787,0.027107604,0.455370424,2.938220648
KO:K00256,0.485496637,0.907525069,0.121882972,0.705423668,0.134595689,0.182431746,0.257973612,1.533863854
KO:K00257,0.532678816,0.932669921,0.109109006,0.630548021,0.276492436,0.278634247,0.189147514,1.106544326
KO:K00259,0.955048781,0.999829032,0.009886745,0.056797804,0.841155992,0.48824943,-0.035142161,-0.202001117
KO:K00260,0.44190458,0.860229314,0.134267527,0.778356142,0.062899826,0.11447851,0.317717725,1.924886716
KO:K00261,0.527086672,0.931243662,0.11059288,0.639228889,0.967096843,0.522531053,0.007235151,0.041563865
KO:K00262,0.609555075,0.973437212,0.089399066,0.51562315,0.971736899,0.523393376,0.006214398,0.035699685
KO:K00263,0.614456256,0.977410113,-0.088180992,-0.508542276,0.137183233,0.184253965,-0.256331057,-1.52340834
KO:K00265,0.000226593,0.002676981,0.584545459,4.138673384,0.002053878,0.014453078,0.503359778,3.346440221
KO:K00266,0.085426251,0.294507759,0.294942955,1.773199296,0.064167068,0.1159632,0.31627945,1.91520196
KO:K00271,0.912853295,0.999829032,-0.019194185,-0.110282516,0.87746297,0.4978746,-0.027039482,-0.155386812
KO:K00274,0.932399369,0.999829032,0.014877837,0.085476129,0.220750616,0.244000659,-0.212325249,-1.24817527
KO:K00275,0.219810065,0.560509105,0.212748536,1.250781448,0.929416189,0.511805599,-0.015535994,-0.089258262
KO:K00276,0.70944622,0.999829032,0.065284586,0.375833162,0.446307143,0.360594917,0.132987892,0.770803818
KO:K00278,0.963341098,0.999829032,-0.008061537,-0.046311507,0.306913516,0.296216207,0.177777991,1.03778813
KO:K00281,0.045463786,0.181996043,0.3403103,2.079024153,0.013561537,0.04351213,0.413437189,2.608380774
KO:K00282,0.952897249,0.999829032,0.010360475,0.05951959,0.562601713,0.401539108,0.101292111,0.584887113
KO:K00283,0.663289275,0.999829032,-0.076254063,-0.439325374,0.102970014,0.157828015,-0.28024834,-1.677110086
KO:K00284,0.247702329,0.607861489,0.200683518,1.176779293,0.105831379,0.160370037,0.27803651,1.66275993
KO:K00285,0.166646922,0.466786584,0.239055687,1.414276087,0.154310417,0.198842423,0.245995128,1.457935219
KO:K00286,0.93353729,0.999829032,-0.01462684,-0.084033787,0.327331399,0.306982596,-0.170542841,-0.994259675
KO:K00287,7.04E-06,0.000169371,0.679926606,5.326587475,0.000162117,0.003308112,0.595234172,4.255304901
KO:K00290,0.900758494,0.999829032,0.021870479,0.125666394,0.538798753,0.393853039,-0.107493669,-0.621102931
KO:K00294,0.566045102,0.946257451,-0.100405175,-0.579713321,0.723409608,0.452085864,-0.062015578,-0.356939419
KO:K00297,0.011238968,0.062748528,0.423522556,2.685716568,0.00592692,0.027003557,0.455814501,2.941836993
KO:K00299,0.262925211,0.632424081,0.194479931,1.138948666,0.041853006,0.088567808,0.345838527,2.117343806
KO:K00301,0.795702398,0.999829032,0.045390187,0.261015791,0.263530895,0.271974847,0.194238077,1.137476706
KO:K00302,0.020474036,0.101066103,0.390233608,2.434759146,0.434712479,0.357297982,0.136373039,0.790791387
KO:K00303,0.905577863,0.999829032,0.020803517,0.119532977,0.477779969,0.373569182,0.124031157,0.718049295
KO:K00311,0.634694971,0.992984396,0.083193365,0.479571969,0.786222154,0.472375794,-0.047545277,-0.273436054
KO:K00313,0.784367167,0.999829032,0.047967754,0.275871329,0.272745667,0.277283713,0.190602713,1.115377149
KO:K00315,0.095889629,0.320597337,0.285929374,1.714101761,0.778190471,0.469609914,-0.049376445,-0.283992484
KO:K00316,0.472855724,0.896603297,0.125411439,0.726167092,0.520554581,0.389665888,-0.11233591,-0.649431384
KO:K00318,0.899583596,0.999829032,-0.022130706,-0.127162368,0.599186388,0.413654083,0.091989775,0.53069118
KO:K00320,0.498534713,0.918602954,0.118292977,0.684346393,0.11832983,0.170076219,0.268872946,1.603609351
KO:K00322,0.030201322,0.134517384,0.366808282,2.265033809,0.088205645,0.142937306,0.292469466,1.756931231
KO:K00324,7.52E-11,1.93E-08,0.853186069,9.396315238,5.91E-05,0.001758158,0.625323749,4.603242658
KO:K00325,0.09276262,0.313114245,0.288540632,1.731170486,0.154310417,0.198842423,0.245995128,1.457935219
KO:K00330,0.00049952,0.005084778,0.557741137,3.860145999,0.000223349,0.003990751,0.585013623,4.143711682
KO:K00331,0.877795828,0.999829032,0.026965477,0.154961219,0.327331399,0.306982596,0.170542841,0.994259675
KO:K00332,0.701346016,0.999829032,0.067190878,0.386856452,0.420574997,0.351013537,0.140568644,0.815603565
KO:K00333,0.219968262,0.560509105,0.212677253,1.250342513,0.147282816,0.193130804,0.2501295,1.484059277
KO:K00334,0.014041733,0.074747364,0.411536254,2.593935633,0.034366595,0.077092033,0.358656762,2.207170361
KO:K00335,0.000637334,0.00614346,0.548997399,3.773222269,0.040308808,0.086367394,0.348320832,2.134631322
KO:K00336,0.001270901,0.010823605,0.522855854,3.523584947,0.004263782,0.022041739,0.471318396,3.069876673
KO:K00337,0.988946471,0.999829032,0.002430003,0.013959345,0.827342485,0.485026836,0.03824294,0.219849791
KO:K00338,0.842845263,0.999829032,0.0347637,0.199823034,0.273827771,0.277283713,0.190181107,1.112817285
KO:K00339,0.200632495,0.528506592,0.221664916,1.305853858,0.11832983,0.170076219,0.268872946,1.603609351
KO:K00340,0.47210328,0.896140369,0.125623014,0.727411795,0.80443471,0.476079575,0.043410905,0.249611971
KO:K00341,0.759548949,0.999829032,0.053646849,0.308622112,0.723409608,0.452085864,-0.062015578,-0.356939419
KO:K00342,0.195680483,0.519507702,0.22406268,1.320721804,0.333315967,0.30948754,0.168475655,0.981853752
KO:K00343,0.30547013,0.692873638,0.178300757,1.040939853,0.076999922,0.13000743,0.302842741,1.825419825
KO:K00344,0.713365493,0.999829032,0.064364886,0.370516414,0.088163171,0.142937306,-0.292506811,-1.757176563
KO:K00346,0.014950852,0.078289934,0.408082376,2.567793781,0.23055489,0.2514981,0.207984454,1.221491131
KO:K00347,0.011719107,0.064873631,0.421301965,2.668586428,0.153914458,0.198782296,0.246224396,1.459381671
KO:K00348,0.002506942,0.018538935,0.494914572,3.271874249,0.030466906,0.070104413,0.366261931,2.26113696
KO:K00356,0.03034328,0.1349945,0.366515764,2.262947086,0.019184856,0.053367382,0.394002279,2.462569331
KO:K00362,6.48E-05,0.000987997,0.622685462,4.571479262,0.014296897,0.044970669,0.410548306,2.586444376
KO:K00363,0.018861744,0.094675206,0.394979807,2.469806721,0.121746177,0.172288853,0.266495268,1.5883391
KO:K00364,0.662806736,0.999829032,0.076370192,0.439998355,0.333233848,0.30948754,0.168503865,0.98202296
KO:K00365,0.527401097,0.931243662,0.110509245,0.638739499,0.173799317,0.212825946,0.235199934,1.390117712
KO:K00366,0.393557344,0.805192559,0.148813438,0.864494006,0.542602104,0.395462187,-0.106494211,-0.615261458
KO:K00367,0.000486624,0.005015072,0.558665673,3.869444456,0.029768608,0.069271176,0.367706939,2.271449376
KO:K00368,0.94834363,0.999829032,-0.011363343,-0.065281653,0.373838613,0.331104159,-0.155038946,-0.901531939
KO:K00370,0.244485027,0.602658702,-0.202026887,-1.184990644,0.022574268,0.058790227,-0.384496586,-2.39270017
KO:K00371,0.117423561,0.36707937,-0.269512279,-1.607720739,0.012564735,0.041956338,-0.417571561,-2.639940271
KO:K00372,1.21E-06,4.45E-05,0.717910836,5.924258046,0.000119503,0.002797472,0.604651889,4.360960315
KO:K00373,0.013731295,0.073798571,0.41275879,2.60322094,0.032314468,0.073613748,0.362565423,2.234842199
KO:K00374,0.005808101,0.037017089,0.456788433,2.949777926,0.129925931,0.17847355,0.26099786,1.553151759
KO:K00375,0.786396916,0.999829032,0.047505488,0.273206708,0.271395623,0.276612572,0.191130247,1.118581071
KO:K00376,0.012157923,0.066542305,0.419338792,2.653490685,0.206869719,0.23575975,0.218702745,1.28752052
KO:K00380,0.004400229,0.029966408,0.469865742,3.057728932,0.008002141,0.031505935,0.441041877,2.822986888
KO:K00381,0.055805699,0.213261423,0.326221058,1.982450198,0.013820888,0.043758227,0.412403596,2.60052146
KO:K00382,0.059877068,0.225274194,0.321243079,1.948687731,0.005319522,0.025228748,0.460982466,2.98412787
KO:K00383,0.004787699,0.031822183,0.465942943,3.025083354,0.006627279,0.028370204,0.450392588,2.897871533
KO:K00384,0.592780924,0.963930752,0.093599901,0.540061423,0.150766858,0.195958592,0.248062314,1.470986542
KO:K00389,0.889647176,0.999829032,0.024333426,0.139826293,0.534878964,0.39322595,-0.108527262,-0.627145911
KO:K00390,0.555604765,0.94098272,0.103102111,0.595449818,0.924878615,0.511007205,-0.016537488,-0.095013627
KO:K00392,0.752579282,0.999829032,0.055251175,0.317879404,0.253114165,0.264547782,0.198449851,1.163141267
KO:K00394,0.121464513,0.374550756,0.266689401,1.589584709,0.337344807,0.312522257,0.167096859,0.973586527
KO:K00395,0.898327382,0.999829032,0.022408994,0.128762204,0.964849702,0.522531053,-0.007729575,-0.044404356
KO:K00404,2.76E-06,8.23E-05,0.700797603,5.643398601,0.036822979,0.081120479,0.354220659,2.175925716
KO:K00405,1.06E-07,6.35E-06,0.761788257,6.755115891,0.110869662,0.164819065,0.274249425,1.638256044
KO:K00406,1.03E-07,6.27E-06,0.762248485,6.764852331,0.039360716,0.085134942,0.349883238,2.145538557
KO:K00407,2.30E-07,1.24E-05,0.748777198,6.489523541,0.014388755,0.044970669,0.410196277,2.58377771
KO:K00410,0.591353922,0.962813634,0.093959634,0.542155498,0.217927153,0.242182578,-0.213599663,-1.256024078
KO:K00411,0.029213123,0.131476019,0.368876397,2.279809236,0.692629584,0.442229464,0.069250729,0.398772491
KO:K00412,0.968276265,0.999829032,0.006975672,0.04007316,0.23108768,0.2514981,-0.207752188,-1.220065467
KO:K00413,1.97E-05,0.000375919,0.654868969,4.977801465,0.209046196,0.236534715,0.217683674,1.281222007
KO:K00425,0.038184566,0.159967398,0.351864386,2.159398401,0.003918599,0.02085989,0.475181226,3.102336299
KO:K00426,0.029530764,0.132597579,0.368205461,2.275011526,0.01791495,0.05140159,0.397926907,2.491686704
KO:K00428,0.029656514,0.133008093,-0.367941479,-2.273124986,0.006186052,0.027449032,-0.453747315,-2.925026354
KO:K00432,0.909504587,0.999829032,0.019934723,0.114539026,0.380320561,0.334824645,0.15297176,0.889221498
KO:K00433,0.442213366,0.860229314,-0.13417755,-0.777824976,0.127602496,0.176801718,-0.262532615,-1.562958774
KO:K00435,0.232040664,0.58047616,0.207337644,1.217521509,0.207250011,0.235944986,0.218524151,1.28641638
KO:K00441,0.011857184,0.065285386,0.420677633,2.663780726,0.001872125,0.013738686,0.507213653,3.380890946
KO:K00446,0.466010983,0.892631022,0.127342649,0.737532233,0.199473254,0.23034373,0.222222489,1.309308997
KO:K00448,0.000713294,0.006757983,0.544874288,3.732854192,0.06571587,0.11782952,0.314551666,1.90358716
KO:K00449,0.876082326,0.999829032,0.027346493,0.157152414,0.677258032,0.437801733,-0.072905934,-0.419930212
KO:K00450,0.700013508,0.999829032,0.067505193,0.388674408,0.250600245,0.263123192,-0.199483444,-1.169449679
KO:K00451,0.941425104,0.999829032,0.012887737,0.074040564,0.619944657,0.419170476,0.08682181,0.500643828
KO:K00452,0.238365324,0.59020168,0.204615199,1.200831432,0.4156717,0.348762784,0.142042151,0.824328217
KO:K00453,0.000248681,0.002850998,0.581508891,4.106146047,0.003739465,0.020114748,0.477303403,3.12026741
KO:K00456,0.041860039,0.172012355,0.345827393,2.117266378,0.144571001,0.191283802,0.251763309,1.494406678
KO:K00457,0.391032075,0.802993794,0.149600405,0.869170068,0.130739237,0.179214349,0.260465429,1.549752513
KO:K00459,0.026754733,0.122837193,0.374282291,2.318617187,0.01498314,0.046312975,0.40796299,2.566892539
KO:K00463,0.79830577,0.999829032,0.044799535,0.257612377,0.427727918,0.353991202,0.138436232,0.802987293
KO:K00466,0.205934467,0.538095792,0.219142928,1.290242505,0.019240297,0.053367382,0.39383593,2.461338711
KO:K00469,0.50451377,0.922600688,-0.116662646,-0.674783571,0.045496408,0.093181735,-0.34026199,-2.078690369
KO:K00472,0.064429111,0.234866234,0.315984835,1.913219956,0.97786362,0.524213178,-0.004866899,-0.027958536
KO:K00479,0.993089499,0.999829032,-0.001519173,-0.008726996,0.623952194,0.420617581,-0.085832517,-0.49489665
KO:K00480,0.966981625,0.999829032,-0.0072605,-0.041709498,0.184230735,0.220065933,0.229774067,1.356239059
KO:K00481,0.062120108,0.230093783,0.318614065,1.930929771,0.40672127,0.345493688,-0.144757374,-0.840419794
