"","name","xend","yend","coord","cos2","contrib"
"KO:K00135","KO:K00135",-16.1101312049536,1.76348021775405,0.0903293984557363,0.0903293984557363,0.00673735252071114
"KO:K00137","KO:K00137",-20.314116192136,1.94479735439679,0.14322414629855,0.14322414629855,0.0106825859530559
"KO:K00138","KO:K00138",-21.8493561662284,11.8473185206919,0.212458006331544,0.212458006331544,0.0158464963674536
"KO:K00140","KO:K00140",-15.1267395531548,2.16840862240831,0.0803123902401535,0.0803123902401535,0.00599021906576722
"KO:K00141","KO:K00141",-13.4291014325956,13.2779330826442,0.122657262165117,0.122657262165117,0.00914857431311942
"KO:K00143","KO:K00143",-0.777633161680952,-0.219272299914298,0.000224509101220219,0.000224509101220219,1.67453452019815e-05
"KO:K00145","KO:K00145",-16.704813017581,1.92549991357468,0.0972463741912967,0.0972463741912967,0.00725326544279832
"KO:K00146","KO:K00146",-15.2018514079953,5.95637565849628,0.0916804924923411,0.0916804924923411,0.00683812587876354
"KO:K00147","KO:K00147",-17.0458949967449,5.48155582798542,0.110264335427313,0.110264335427313,0.00822422944175567
"KO:K00148","KO:K00148",-22.7851805506839,-3.34169951219942,0.182391821917585,0.182391821917585,0.0136039652888389
"KO:K00150","KO:K00150",-23.9122013022957,-2.69015327277634,0.199140365672387,0.199140365672387,0.0148531803330413
"KO:K00151","KO:K00151",-13.6517152388152,14.2798569738115,0.134226530430173,0.134226530430173,0.0100114853923575
"KO:K00153","KO:K00153",-19.7946762961566,7.61413541043503,0.154696890666074,0.154696890666074,0.0115382976538472
"KO:K00154","KO:K00154",-16.8856888469342,9.8490946931775,0.131422722304203,0.131422722304203,0.00980235919348925
"KO:K00156","KO:K00156",-22.6225355936361,-10.6799226132307,0.215239133816953,0.215239133816953,0.0160539308970151
"KO:K00158","KO:K00158",-22.8067561618267,-15.4050186396859,0.260506929133462,0.260506929133462,0.0194302967324653
"KO:K00161","KO:K00161",-17.6200238385456,2.11794254541654,0.108318065525158,0.108318065525158,0.00807906400663223
"KO:K00162","KO:K00162",-17.4893470642442,2.51995813528075,0.107381408139974,0.107381408139974,0.00800920202257167
"KO:K00163","KO:K00163",-12.8519961630112,4.66122194593177,0.0642790075305101,0.0642790075305101,0.00479434537169766
"KO:K00164","KO:K00164",-13.3046943827976,3.7979231025058,0.065839827638255,0.065839827638255,0.00491076146066835
"KO:K00166","KO:K00166",-19.4685831852025,3.60601570619853,0.134826821705427,0.134826821705427,0.0100562590098688
"KO:K00167","KO:K00167",-16.2620181903082,0.958880021911444,0.0912670964203046,0.0912670964203046,0.00680729211793259
"KO:K00169","KO:K00169",-16.9366293573996,5.87149001809658,0.110509832209779,0.110509832209779,0.00824254018437606
"KO:K00170","KO:K00170",-17.6625947535863,5.38014457451428,0.117247027686054,0.117247027686054,0.00874504392845718
"KO:K00171","KO:K00171",-19.0719560846141,-0.0781059956400294,0.125099557323619,0.125099557323619,0.00933073652967085
"KO:K00172","KO:K00172",-18.381669572122,7.23199467032696,0.134193472457176,0.134193472457176,0.010009019714278
"KO:K00174","KO:K00174",-15.0950786324401,4.14278500725815,0.0842687896754706,0.0842687896754706,0.00628531300156417
"KO:K00175","KO:K00175",-15.936274076246,3.38322069134484,0.0912802779152289,0.0912802779152289,0.0068082752793349
"KO:K00176","KO:K00176",-29.2362966662436,2.62175552629965,0.296333783395091,0.296333783395091,0.0221024959388734
"KO:K00177","KO:K00177",-36.5985030276231,-7.08818645525582,0.477943790855641,0.477943790855641,0.0356481484337285
"KO:K00179","KO:K00179",-12.9627042952017,7.1383006515421,0.0753141231319609,0.0753141231319609,0.00561741588013468
"KO:K00180","KO:K00180",-12.4819661544888,3.47994452930193,0.0577475100748992,0.0577475100748992,0.00430718392039958
"KO:K00183","KO:K00183",-17.50020781201,7.40031277331091,0.124162818816474,0.124162818816474,0.00926086849500819
"KO:K00184","KO:K00184",-14.8349253745935,0.47408495412176,0.0757655973479696,0.0757655973479696,0.00565108975596319
"KO:K00185","KO:K00185",-16.0827703588612,-0.640030044776775,0.0890978024208262,0.0890978024208262,0.00664549209883127
"KO:K00186","KO:K00186",-34.383919069892,0.79132062090374,0.406816660877034,0.406816660877034,0.030343025664787
"KO:K00187","KO:K00187",-26.1573793558267,2.42058310932067,0.23732840678731,0.23732840678731,0.0177014921724335
"KO:K00188","KO:K00188",-6.88889332054917,10.8099039771898,0.0565098717751286,0.0565098717751286,0.0042148728272091
"KO:K00189","KO:K00189",-25.2135884281502,10.4430241545977,0.256145697511869,0.256145697511869,0.019105007785993
"KO:K00194","KO:K00194",-55.8617839044895,34.3416363426958,1.47881907638491,1.47881907638491,0.11029992009567
"KO:K00196","KO:K00196",2.6251357652102,-1.09626155227676,0.00278339202152396,0.00278339202152396,0.000207603433355432
"KO:K00197","KO:K00197",-48.0668319159784,37.3398604858585,1.27411714530567,1.27411714530567,0.0950319221356587
"KO:K00198","KO:K00198",-54.395962426894,48.8509976450502,1.83837203217773,1.83837203217773,0.137117712026687
"KO:K00200","KO:K00200",-16.3780675927301,-1.19343961083517,0.0927434471006954,0.0927434471006954,0.00691740792904207
"KO:K00201","KO:K00201",-18.3632549660559,-3.57279325422394,0.120363213768739,0.120363213768739,0.00897746930179196
"KO:K00202","KO:K00202",-18.596968453288,-4.46467017706897,0.1257994031321,0.1257994031321,0.00938293557009938
"KO:K00203","KO:K00203",-17.4929124117693,-5.71849921176261,0.116486966498924,0.116486966498924,0.00868835363446044
"KO:K00207","KO:K00207",-24.584011348878,21.3601751115132,0.364772596450381,0.364772596450381,0.0272071065920539
"KO:K00208","KO:K00208",-16.3542595938272,1.90442967513166,0.0932329363914931,0.0932329363914931,0.00695391721575932
"KO:K00209","KO:K00209",-21.5956363959069,13.1994095267485,0.220314044584318,0.220314044584318,0.0164324506639506
"KO:K00210","KO:K00210",-28.4108434280011,-27.2715395584718,0.533390675994877,0.533390675994877,0.0397837368218375
"KO:K00213","KO:K00213",-16.976509600549,5.20758245495221,0.108445272261343,0.108445272261343,0.00808855191023101
"KO:K00214","KO:K00214",7.07310511228879,23.4275623260918,0.205966910539022,0.205966910539022,0.015362348334282
"KO:K00215","KO:K00215",-16.482840694849,0.731679173837614,0.0936218184452067,0.0936218184452067,0.00698292256207667
"KO:K00216","KO:K00216",-37.7256574668761,10.9116683143952,0.530424995711695,0.530424995711695,0.0395625371473892
"KO:K00217","KO:K00217",-13.7596736034788,2.56063189277176,0.0673690152295394,0.0673690152295394,0.0050248181913553
"KO:K00218","KO:K00218",-18.0883040011691,8.18375495678323,0.135559890339123,0.135559890339123,0.0101109360241247
"KO:K00219","KO:K00219",-13.660537324874,4.78819886605613,0.0720641055824801,0.0720641055824801,0.00537500848781622
"KO:K00220","KO:K00220",-11.8989757186478,-3.05647323063987,0.0519071074217526,0.0519071074217526,0.00387156880273191
"KO:K00221","KO:K00221",-23.4532913753701,13.0556313801005,0.247796888078448,0.247796888078448,0.0184822994181435
"KO:K00222","KO:K00222",-53.0106053151322,16.2445254949154,1.05721454959501,1.05721454959501,0.0788539194594192
"KO:K00223","KO:K00223",-9.23401530121167,-5.15928972124835,0.0384796469428583,0.0384796469428583,0.00287006169374173
"KO:K00226","KO:K00226",-17.4374216835143,-2.68166530446072,0.107046964076941,0.107046964076941,0.00798425701474884
"KO:K00227","KO:K00227",-16.6041091447285,-4.63928529423547,0.102219835704697,0.102219835704697,0.00762421846625264
"KO:K00228","KO:K00228",-16.3346408150685,3.86360580185006,0.0968988812505901,0.0968988812505901,0.00722734716502803
"KO:K00230","KO:K00230",-19.1889336968392,-3.7925374019477,0.131583457746347,0.131583457746347,0.00981434788548557
"KO:K00231","KO:K00231",-20.1741383264409,-2.14860679183445,0.141561915070461,0.141561915070461,0.0105586059648568
"KO:K00232","KO:K00232",-31.1113283122326,57.8354472045086,1.48327862936837,1.48327862936837,0.110632542487139
"KO:K00239","KO:K00239",-13.9989178825177,3.47052600900815,0.0715403574627788,0.0715403574627788,0.00533594395539585
"KO:K00240","KO:K00240",-16.5196613242322,2.15795741994599,0.0954571839278767,0.0954571839278767,0.00711981602613702
"KO:K00241","KO:K00241",-18.9073374857314,2.79314697419673,0.125630388710223,0.125630388710223,0.00937032937808733
"KO:K00242","KO:K00242",-15.3696715565867,7.55615721580414,0.100879545720445,0.100879545720445,0.0075242509445127
"KO:K00243","KO:K00243",-15.5264459173367,9.79701200182177,0.115919067532239,0.115919067532239,0.00864599604545715
"KO:K00244","KO:K00244",-12.4689351315822,6.7397069785524,0.0690929303292109,0.0690929303292109,0.00515339896285191
"KO:K00245","KO:K00245",-13.9201107709433,3.33502099232482,0.0704664989232187,0.0704664989232187,0.00525584861919212
"KO:K00246","KO:K00246",-13.857351515075,3.230295628006,0.0696304805478161,0.0696304805478161,0.00519349294534536
"KO:K00247","KO:K00247",-15.7643450551482,-0.792924251208933,0.0856854796797615,0.0856854796797615,0.00639097893242003
"KO:K00248","KO:K00248",-19.3307460458103,1.8307869989109,0.1296681672345,0.1296681672345,0.0096714930942604
"KO:K00249","KO:K00249",-16.3832821158227,5.25469265306738,0.101808616625451,0.101808616625451,0.00759354707966663
"KO:K00252","KO:K00252",-15.7417364891709,4.35961170385254,0.0917608958294253,0.0917608958294253,0.00684412288123492
"KO:K00253","KO:K00253",-13.3089534270015,5.99472109722747,0.0732773861076065,0.0732773861076065,0.00546550282016026
"KO:K00254","KO:K00254",-17.4202973117604,5.34513761329424,0.114194405318732,0.114194405318732,0.00851735954936397
"KO:K00255","KO:K00255",-35.398750160648,-20.7297655674867,0.578747525055604,0.578747525055604,0.04316674486324
"KO:K00256","KO:K00256",-21.5901805856529,-7.0605169465269,0.177458416675043,0.177458416675043,0.0132359999219178
"KO:K00257","KO:K00257",-15.3453205723056,5.61897532768929,0.0918445597423219,0.0918445597423219,0.00685036307860237
"KO:K00259","KO:K00259",-21.7144915285753,2.82455478232799,0.164908915500901,0.164908915500901,0.0122999767133641
"KO:K00260","KO:K00260",-22.1195921560232,3.27009671581495,0.171949874447546,0.171949874447546,0.0128251371076364
"KO:K00261","KO:K00261",-18.6711931117722,-0.258855141525403,0.119918343579579,0.119918343579579,0.00894428799712739
"KO:K00262","KO:K00262",-25.1996245107735,-4.83553480333424,0.226438425068964,0.226438425068964,0.0168892466905093
"KO:K00263","KO:K00263",-22.9482885703598,-7.98524677939314,0.203046551898769,0.203046551898769,0.0151445290419733
"KO:K00264","KO:K00264",4.91475915812673,5.49280369214638,0.0186837369242495,0.0186837369242495,0.00139355430474366
"KO:K00265","KO:K00265",-11.253725525014,6.72896102412448,0.0591286126680548,0.0591286126680548,0.00441019551127071
"KO:K00266","KO:K00266",-16.3761970821241,3.82511627409782,0.0972646079988995,0.0972646079988995,0.0072546254384555
"KO:K00270","KO:K00270",0.346752428525432,0.666080135985567,0.000193936745417145,0.000193936745417145,1.44650605775372e-05
"KO:K00271","KO:K00271",-0.353804459699821,-3.07823041663714,0.00330187031416207,0.00330187031416207,0.000246274907887073
"KO:K00273","KO:K00273",-19.0875103398977,-5.10447347246703,0.134262661424898,0.134262661424898,0.0100141802763326
"KO:K00274","KO:K00274",-15.8756461573194,-2.49327758657643,0.0888183440601342,0.0888183440601342,0.00662464828139165
"KO:K00275","KO:K00275",-17.6428996980806,0.775332335865045,0.107259522815071,0.107259522815071,0.00800011102434725
"KO:K00276","KO:K00276",-18.9611320546268,-3.80746001805651,0.128633570869673,0.128633570869673,0.00959432618574947
"KO:K00278","KO:K00278",-18.1023387075,-0.582394555081654,0.112817552623398,0.112817552623398,0.00841466494344226
"KO:K00279","KO:K00279",-15.9790597223665,12.2520642820519,0.139440290533117,0.139440290533117,0.0104003614434823
"KO:K00280","KO:K00280",-1.59496383013307,-0.991008121822527,0.00121266585207657,0.00121266585207657,9.04484860404774e-05
"KO:K00281","KO:K00281",-13.6256356357579,2.13535460365014,0.0654197539883847,0.0654197539883847,0.00487942964276385
"KO:K00282","KO:K00282",-20.9120140631093,-0.283071583834757,0.150428216629896,0.150428216629896,0.0112199122525337
"KO:K00283","KO:K00283",-20.7783059446589,-0.203580762811987,0.148497784677063,0.148497784677063,0.0110759281144144
"KO:K00284","KO:K00284",-13.9185897005316,0.883087045007957,0.0668949307171373,0.0668949307171373,0.0049894578929445
"KO:K00285","KO:K00285",-14.52905973764,6.6544516359949,0.0878287918316748,0.0878287918316748,0.00655084105678079
"KO:K00286","KO:K00286",-18.9268744189224,3.68740800409232,0.127877727408724,0.127877727408724,0.00953795047713246
"KO:K00287","KO:K00287",-18.0768068731182,3.37170562214818,0.116293039260817,0.116293039260817,0.00867388928299976
"KO:K00288","KO:K00288",-58.2286051784639,9.05073258628002,1.19425905861931,1.19425905861931,0.089075587976087
"KO:K00289","KO:K00289",2.28592902515529,9.10089021942204,0.0302827723274613,0.0302827723274613,0.00225868561025037
"KO:K00290","KO:K00290",-16.28135878052,13.4173120829336,0.153081372300256,0.153081372300256,0.0114178018139515
"KO:K00292","KO:K00292",-27.7553725168951,-23.1504605053193,0.449264853200397,0.449264853200397,0.0335090872177108
"KO:K00293","KO:K00293",-3.5153633644227,2.23161709148665,0.00596285662684174,0.00596285662684174,0.000444748529407927
"KO:K00294","KO:K00294",-16.4451542616308,-0.273042897596947,0.0930365550103323,0.0930365550103323,0.0069392698183892
"KO:K00297","KO:K00297",-15.6463365329762,3.66757752173421,0.0888205443755174,0.0888205443755174,0.00662481239518679
"KO:K00299","KO:K00299",-17.5588104013644,-9.88540277736256,0.139643059845513,0.139643059845513,0.0104154852942037
"KO:K00301","KO:K00301",-20.2758754857869,-3.15664401592887,0.144816489341345,0.144816489341345,0.0108013532270179
"KO:K00302","KO:K00302",-17.4167586951934,-1.98984507412154,0.105687777725499,0.105687777725499,0.00788288007935951
"KO:K00303","KO:K00303",-20.3156885008938,-1.05450623943684,0.142327762073702,0.142327762073702,0.0106157278025528
"KO:K00304","KO:K00304",-15.3124757734019,4.04161469090948,0.0862575087328844,0.0862575087328844,0.00643364457006253
"KO:K00305","KO:K00305",-11.146512575589,-1.79300296106431,0.0438359650263076,0.0438359650263076,0.00326957064385326
"KO:K00306","KO:K00306",-0.024200265954336,18.0339813518531,0.111851555353664,0.111851555353664,0.00834261460045862
"KO:K00311","KO:K00311",-14.2529305470541,2.80575738331406,0.072573512068875,0.072573512068875,0.00541300332818772
"KO:K00313","KO:K00313",-19.0227189870697,-6.83861364597106,0.14053638067976,0.14053638067976,0.0104821149571629
"KO:K00314","KO:K00314",-7.19861750793714,2.75125962450542,0.0204252722578014,0.0204252722578014,0.00152344930758886
"KO:K00315","KO:K00315",-18.8597643172013,0.00131489735764743,0.12232931323206,0.12232931323206,0.00912411375422531
"KO:K00316","KO:K00316",-10.8051480735886,0.530084203582283,0.0402497729276814,0.0402497729276814,0.00300208917283169
"KO:K00317","KO:K00317",-25.2561866639124,-8.69353303399436,0.245370905600561,0.245370905600561,0.0183013539071358
"KO:K00318","KO:K00318",-17.7305295949843,-4.49495700857634,0.1150676412718,0.1150676412718,0.00858249115159049
"KO:K00320","KO:K00320",-22.9858778282619,0.310797807311086,0.181743795450276,0.181743795450276,0.0135556312710369
"KO:K00322","KO:K00322",-20.4428747157065,1.5732068084256,0.144579383060081,0.144579383060081,0.0107836683024079
"KO:K00324","KO:K00324",-14.5487812818832,2.38278045039025,0.0747492821406258,0.0747492821406258,0.00557528637477063
