"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"KO:K00001",85.7202706351212,-0.0195551406821283,0.581955525390832,0.956975735769599,0.982965127894559
"KO:K00002",1.28814899271557,-0.009655642084539,0.806976456714381,0.97599276044916,NA
"KO:K00003",356.903898973736,0.165427297745926,0.653602414857614,0.675704967526593,0.876052043350251
"KO:K00004",2.05202084985564,0.114456235532999,0.800740096196417,0.94667160825424,NA
"KO:K00005",0.2951152538905,-0.0357583317549262,0.807638721778379,0.524354889962505,NA
"KO:K00006",2.12346025441502,0.0432261148149167,0.806793530529744,0.65758355936093,NA
"KO:K00007",0.0826935429112074,-0.0303979298396548,0.807446320261909,0.680662264538916,NA
"KO:K00008",100.071109463848,0.945109272680123,0.695906274452618,0.0501384562769691,0.250088322106741
"KO:K00009",20.7478337333586,7.45047821289991,2.56320982456129,6.96781284029885e-05,0.00244193073852675
"KO:K00010",14.9474212622912,0.0040433488649881,0.707578240289283,0.982701669572776,0.992837973490612
"KO:K00011",0.267800681574491,-0.011052480370998,0.806636910763548,0.972982951273659,NA
"KO:K00012",297.513590234236,-0.17310164956497,0.360268089450942,0.587919791631671,0.831246557137765
"KO:K00013",78.3177608320549,-0.298785866243168,0.632866392144332,0.475488169605693,0.774899662070711
"KO:K00014",58.9234561496719,0.270068073535224,0.71592022545926,0.450668905479444,0.760431657144423
"KO:K00015",39.8856381141648,-0.00416209467084361,0.661510526877987,0.990480136289601,0.995806655202116
"KO:K00016",9.60812191046227,0.591882512605565,0.769339619533585,0.20890447797451,0.53187737876194
"KO:K00018",5.13578447411498,-0.068117199820373,0.696101700268973,0.760309420128346,0.919981623341869
"KO:K00019",81.6784980249159,-0.644744960347368,0.5670382539443,0.126254866784134,0.416562984316503
"KO:K00020",77.7217140515227,-0.638742786864352,0.645392458319879,0.13519047095593,0.432310074524562
"KO:K00021",11.9941253812768,0.203923030805294,0.790346533124101,0.459968883882319,0.766786784425081
"KO:K00022",0.482493481129889,-0.0106945051538554,0.806547054806238,0.954243748659682,NA
"KO:K00023",200.889167966096,-0.973330691542568,0.641048018622063,0.0387920852983847,0.214141280115361
"KO:K00024",887.060286824719,-0.116857863434165,0.568238696908502,0.767140243774356,0.921240671488941
"KO:K00025",0.831590040695327,-0.0513501584620742,0.808226421463074,0.000812899584866027,NA
"KO:K00026",31.082102649265,0.391566924381274,0.954641238991691,0.0016147450691785,0.0269533608319055
"KO:K00027",212.452804566618,2.00862360788756,1.00837392451335,0.00164787270833373,0.0272452265882281
"KO:K00029",163.562028164057,-0.606785372694887,0.590288586739943,0.155448874188548,0.463020321512406
"KO:K00030",59.761988786761,1.03972978366198,0.798422184587386,0.041456773617346,0.222422577553739
"KO:K00031",707.017193731905,0.473686216510526,0.376165312794125,0.144700034508118,0.447936897747983
"KO:K00032",0.429913699604996,-0.00946087531933592,0.806625751620295,0.976177732781507,NA
"KO:K00033",133.529266237548,1.12128229789662,0.656954693966242,0.0207655692267182,0.146345254765989
"KO:K00034",88.6746892274455,-1.17073320360679,1.12416436803316,0.0350177734264089,0.199792164464024
"KO:K00035",1.26200159482356,-0.0278299075018057,0.807819022143288,0.709411978828294,NA
"KO:K00036",249.383542179233,1.09746883639108,0.435376345410518,0.0033657223881097,0.0455924096545357
"KO:K00038",5.91160289295975,0.101546393539598,0.728958654353813,0.76329583504682,0.920782840567738
"KO:K00039",1.03922663615954,-0.00894041142886757,0.806951967477974,0.908271072956784,NA
"KO:K00040",0.3579078229627,0.0534162111542814,0.808042629781225,0.773915317117838,NA
"KO:K00041",0.407751278747512,-0.0701120929788129,0.811086796805971,0.523792973267852,NA
"KO:K00042",36.7506970926441,-0.371025066073558,0.75983079989047,0.325092868153628,0.655884393305546
"KO:K00045",9.91965752307866,0.198535196371968,0.841138322585761,0.0707470117880668,0.305026619673155
"KO:K00046",20.4272318792699,0.368793726368434,0.754594297272021,0.3578673648906,0.682808444842595
"KO:K00048",0.0359136750113027,-0.00877042807278755,0.806989692329524,0.972123434568919,NA
"KO:K00050",19.6889292806425,-0.402992078113418,0.709938072926685,0.306031789864771,0.640483678715579
"KO:K00052",184.704596099065,0.192452447606059,0.409463144077022,0.585658987029442,0.831246557137765
"KO:K00053",809.799804492025,0.03110298382026,0.382135918099151,0.929113088184467,0.974509479333261
"KO:K00054",14.0852868844262,-0.11462605918882,0.696270314291113,0.742665003303466,0.910163719159204
"KO:K00055",27.0741030779121,0.133401678949201,0.732613122579463,0.638239551998244,0.854265973592603
"KO:K00057",4578.88197325356,8.00417847568637,1.32815845946716,7.79114643211892e-13,2.28939841313033e-10
"KO:K00058",234.25184963923,0.261568823712928,0.499453501372726,0.503242449261399,0.795842097403738
"KO:K00059",1003.43327675539,0.221280870630585,0.351577835977468,0.483361877324445,0.781066992969281
"KO:K00060",13.7212164138022,-0.243610883916491,0.615641692480126,0.555111527461539,0.823638098265877
"KO:K00064",4.72864048464404,0.0436246019316562,0.74141961056647,0.910741847522796,0.974100234774702
"KO:K00065",26.746253226517,0.0283451398347036,0.648560703511924,0.939947573447214,0.977033940290709
"KO:K00066",138.905159097603,1.06679757734304,0.613013055889717,0.0220423285906052,0.15087578307165
"KO:K00067",64.1930186754463,-0.0710860508445816,0.643003860126908,0.843895794329026,0.953752051578958
"KO:K00068",0.0395148464572519,-0.00724198189136047,0.807043572963798,0.980920202929832,NA
"KO:K00069",0.0826904714929994,-0.00803132387085157,0.806983209182123,0.972876320230483,NA
"KO:K00073",0.398585280599318,-0.0633893584972359,0.809420770925852,0.648986902532466,NA
"KO:K00074",163.084299583619,0.423872125812334,0.457984631190383,0.273239946268835,0.607282967540598
"KO:K00075",46.0501142341683,0.0569945405947265,0.634841580187766,0.880488910611374,0.964450517978464
"KO:K00076",2.69882078159227,0.139157587083061,0.800972377360725,0.636078000909776,NA
"KO:K00077",86.0787696629917,-0.0411392923003117,0.554668008388169,0.916928978622643,0.974100234774702
"KO:K00079",0.129992163070775,-0.00972673622402562,0.806648201817358,0.972255147653481,NA
"KO:K00082",0.377019217380168,-0.00847307151985332,0.806985924848397,0.982514539509247,NA
"KO:K00083",1.15766660090199,-0.0109507303799069,0.806968043886387,0.972064474339946,NA
"KO:K00086",1.07412888903547,-0.0625631790883048,0.804158376285365,0.682818848447568,NA
"KO:K00087",241.383630106297,-0.362701323551539,0.734502946286256,0.371491165996841,0.697137464890186
"KO:K00088",785.640512034938,0.976476357925747,0.47815699330968,0.0116672563222853,0.105548171832752
"KO:K00090",2.15043292776288,-0.119766725581535,0.792140342275397,0.559087790444901,NA
"KO:K00091",80.386170281206,1.21533496074097,1.54055237616433,0.025421709342714,0.166571062931676
"KO:K00096",11.3866234841227,0.248673502481583,0.849777793209031,0.160843563214976,0.470838108804216
"KO:K00097",51.4410365160236,-0.0683906951428073,0.59565560779184,0.861725354567142,0.961456488278687
"KO:K00098",0.787920921554113,-0.055444024137013,0.807938503998819,0.67014767910348,NA
"KO:K00099",204.265160737119,-0.349757751461682,0.617538108633725,0.40325579252398,0.722442250097521
"KO:K00100",153.723976941927,1.11434780138798,0.499089509220911,0.00706195187451062,0.0757771240467151
"KO:K00101",32.2993605285266,0.138734098318375,0.673414824624504,0.712551366701085,0.89541109072524
"KO:K00102",64.7379116236319,-0.379776338959542,0.663287253543746,0.366302815286237,0.6927112645512
"KO:K00103",1.50572379498198,-0.0165805852959536,0.804103260621318,0.927852423599555,NA
"KO:K00104",105.938008213138,-0.215350701423884,0.525883847811177,0.589197123379168,0.831246557137765
"KO:K00106",2.07695923561038,0.168123730383581,0.82966225018632,0.117712091747981,NA
"KO:K00107",0.368988990586525,-0.00676264546576107,0.806890814684322,0.980103925957679,NA
"KO:K00108",116.238788439424,0.0751359077672659,0.602614734702944,0.849579289236086,0.957548804511178
"KO:K00111",120.615070288507,0.0993057061614553,0.655272242266962,0.806690220040709,0.938068992558754
"KO:K00112",0.394289069026599,-0.0477647690070612,0.808926587200674,0.579264715462422,NA
"KO:K00113",8.40057668349106,-0.00585754359229237,0.735322204659204,0.965403423737437,0.988167491606916
"KO:K00114",688.455395953962,-0.80721931609439,0.729868028578184,0.0814625972017243,0.326534230126534
"KO:K00116",36.6681706018541,0.0937953616629128,0.719770950480979,0.779748013803025,0.924408478151691
"KO:K00117",727.56357429297,-1.07671399662313,0.984322174208727,0.0421498077706726,0.224563829405815
"KO:K00118",432.073785825034,-0.0784949401820308,0.645032780068178,0.800697427167666,0.936132123699009
"KO:K00121",161.753781596488,-0.394174618604693,0.603823224552458,0.350517158780981,0.675567884229741
"KO:K00122",33.5562451528231,0.306526194592372,0.566998583063664,0.466584204507527,0.771034269409517
"KO:K00123",1350.48194705533,0.562476928619834,0.604233333887256,0.185733761495185,0.503550723145213
"KO:K00124",188.508503055242,-0.575084895393821,0.661205310665536,0.186349518866455,0.504032537443731
"KO:K00125",1.58872708361793,0.00278974707101214,0.802603221363987,0.833342078172233,NA
"KO:K00126",4.45969895662081,-0.119543763608287,0.780633369249549,0.507019619030738,0.796891958860711
"KO:K00127",81.7027167978305,-0.368941713284608,0.664106949906211,0.37704833727347,0.702254826126111
"KO:K00128",333.668150856745,0.507988188182303,0.45853306399536,0.183584842053329,0.501961120765532
"KO:K00129",1.75668071302961,-0.0371664377501326,0.805299631129846,0.640235527038459,NA
"KO:K00130",360.949367320624,-0.0458215748817669,0.678655919973378,0.879232739471655,0.964244122940547
"KO:K00131",16.0802708140461,-0.1000181597148,0.715946513868925,0.741088559140807,0.909106710314028
"KO:K00132",5.39968969865492,-1.36547858162343,1.69825347610544,0.0198249929526281,0.143976184560911
"KO:K00133",265.42778162749,0.190495948365134,0.351386514688104,0.548759169588618,0.818212344976004
"KO:K00134",999.144064562613,0.696449922922228,0.360814575277414,0.0312250648193141,0.188435620236619
"KO:K00135",770.44970913439,-0.00532777736260695,0.571948747030632,0.983446542274571,0.993117424722788
"KO:K00137",7.47893574443137,-0.0376560788120921,0.762972617312299,0.775498104088577,0.923059008066174
"KO:K00138",253.230054533493,0.0504088910571591,0.626599484660018,0.905744907634613,0.973834146886668
"KO:K00140",351.344222141676,-0.775810697356528,0.598258221936407,0.0785959847752457,0.321359799182113
"KO:K00141",8.26459733806344,-0.173523517909128,0.814373766247938,0.223334180903701,0.548288284737878
"KO:K00143",0.822356975168788,0.0760200273995804,0.810276390510925,0.42415188194175,NA
"KO:K00145",165.314609406432,0.0384015222855078,0.428956847723766,0.919767843103246,0.974100234774702
"KO:K00146",33.6196535777369,-0.208356694746242,0.679533055801219,0.564281638335056,0.826288441368158
"KO:K00147",84.9420178597206,0.0574759479158018,0.490674864213204,0.890072572121043,0.966947308897994
"KO:K00148",25.2386385298533,0.662580443907569,0.870837576414614,0.115607573452361,0.400018872932048
"KO:K00150",315.927696884071,1.27510737357871,0.576520247100546,0.00611047510295541,0.0692641391492275
"KO:K00151",3.2983678578269,-0.0511789745772616,0.780818306609246,0.689310593978326,NA
"KO:K00153",24.4236686090618,0.86363696748171,1.10694985897981,0.0714852129624961,0.306479813150095
"KO:K00154",22.0681922445219,-1.42633000500561,1.72384926671715,0.0197203698879915,0.143489167565957
"KO:K00156",211.435890536601,0.567240380049249,0.90315298116444,0.128928920329242,0.422391488557207
"KO:K00158",187.651868403795,0.497101453260349,0.872030592775297,0.16430196157288,0.475299192160165
"KO:K00161",383.882487044706,0.736898663059729,0.493505271310422,0.0680299478761052,0.297339131449338
"KO:K00162",241.22637035333,0.632518061101994,0.577774974189744,0.148463054984056,0.453917260496247
"KO:K00163",737.535952016861,0.307866037186073,0.41096150957644,0.379568135585636,0.704522504167303
"KO:K00164",994.387110862598,0.1178126312163,0.536122507546509,0.774328766903761,0.922732964996009
"KO:K00166",71.02061253238,-0.38837162818699,0.671978334260141,0.318193773422879,0.648663838364851
"KO:K00167",43.6709095835345,0.118470873922585,0.573107912101002,0.773286371498525,0.922732964996009
"KO:K00169",384.981769088185,-1.33504138672664,0.959791840484368,0.0183017526327098,0.136777024045441
"KO:K00170",328.660707096719,-0.754590222388045,0.596123493960934,0.0883311105141979,0.346056665043348
"KO:K00171",139.740485877087,-0.443929150863909,0.62225613827414,0.297781930364508,0.631091345355824
"KO:K00172",71.6882396281363,-0.841581149429789,0.555257003565363,0.0498945879868162,0.250088322106741
"KO:K00174",1439.94407408089,-0.65219129600033,0.381608876911898,0.0474784569277031,0.242146469244093
"KO:K00175",773.095067523278,0.0253769970179798,0.253726537205694,0.91591598467758,0.974100234774702
"KO:K00176",8.00660285036144,-0.0649922990666967,0.810003310752596,3.91168906668378e-05,0.00166128132472159
"KO:K00177",5.48683245531779,-0.0746348975733616,0.812257831372806,0.29852933535549,0.631091345355824
"KO:K00179",34.8096273020526,-0.280829844995388,0.774938608749662,0.356039749119827,0.680579296936657
"KO:K00180",2.2477275182065,-0.25789644250029,0.846466796701322,0.161718163806697,NA
"KO:K00183",4.97364055959354,-0.0721298242438416,0.810538696653471,6.49494726115938e-06,0.000435846799871508
"KO:K00184",409.239040153057,-1.75705427073239,1.11092015869884,0.00807079812984448,0.083309073608974
"KO:K00185",203.04645661402,-2.09863183868293,1.17383720613467,0.00276815710416349,0.0400543944617597
"KO:K00186",0.340488944953758,-0.0313842129779151,0.807602883823013,0.582806614212316,NA
"KO:K00187",10.3882492066019,-0.0160968631808881,0.804235250645064,0.782330803156406,0.924882917530633
"KO:K00189",0.0731137188423325,-0.0316063245719928,0.807140685105941,0.693134174687573,NA
"KO:K00192",0.453305056822462,-0.0368155358297008,0.807731014185102,0.474965942336061,NA
"KO:K00193",0.116981950147732,-0.0329750007335507,0.807337515806091,0.635772566018085,NA
"KO:K00194",1.62599837677794,-0.034767396514085,0.807669455663358,0.433179553402274,NA
"KO:K00196",1.72589451375798,-0.0209955219039063,0.79451561745597,0.813781580563833,NA
"KO:K00197",2.3521989604961,-0.0465226386258768,0.808585152576753,0.440517490147088,NA
"KO:K00198",9.04271173017274,0.117667032361039,0.783299345042112,0.690195541028472,0.884153912383891
"KO:K00200",5.66790333058156,-0.019633128585074,0.691598374117521,0.930120827656824,0.974509479333261
"KO:K00201",38.0618181011484,0.0143928223577919,0.642991908927903,0.973032884716092,0.992519524596922
"KO:K00202",2.36363320621349,0.105244408921303,0.794058413222384,0.62062548248128,NA
"KO:K00203",14.0840468925732,-0.0274889918083543,0.71206131259091,0.933725346566612,0.975816561416912
"KO:K00204",0.126112513261362,-0.00796098054224638,0.807014023576894,0.980379576652666,NA
"KO:K00205",0.208110716080407,-0.0135331256591234,0.806456973366877,0.974584302524159,NA
"KO:K00207",17.2168452331651,-0.0456321055219155,0.808869077956669,0.000154406433614479,0.00491527147006092
"KO:K00208",12153.687699662,0.030525863780624,0.665645609337911,0.934433764833263,0.975816561416912
