"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"KO:K00001",85.7202706351212,0.156425583613697,0.422342149983238,0.664312218760581,0.804257246219457
"KO:K00002",1.28814899271557,0.081601640827921,0.810781176179788,NA,NA
"KO:K00003",356.903898973736,0.482982647489339,0.680902400869292,NA,NA
"KO:K00004",2.05202084985564,-0.15102406832703,0.739512864966175,0.586056065727867,NA
"KO:K00005",0.2951152538905,-0.0841370582365264,0.810240138175495,0.607315284086265,NA
"KO:K00006",2.12346025441502,-0.0144223968281749,0.794058815300467,0.970217778698673,NA
"KO:K00007",0.0826935429112074,-0.077614023011058,0.809180402233186,0.82205180780297,NA
"KO:K00008",100.071109463848,1.20509855780226,0.479256973111264,0.0027013019150718,0.0197362562399625
"KO:K00009",20.7478337333586,5.94375729812123,1.98615430795034,1.7661638331598e-05,0.000445347797540296
"KO:K00010",14.9474212622912,0.310571589195588,0.63007184720281,0.517699197290826,0.697044990638005
"KO:K00011",0.267800681574491,-0.0057626391507808,0.800817403088677,0.886344214342649,NA
"KO:K00012",297.513590234236,0.267338346691953,0.267565024030794,0.276091629584786,0.475498146886543
"KO:K00013",78.3177608320549,-0.0882311872058697,0.446477858315532,0.801242414201298,0.895258893375208
"KO:K00014",58.9234561496719,0.925004015904922,0.718967325935179,0.0446978274751458,0.150724240223064
"KO:K00015",39.8856381141648,-0.661689569614761,0.617984545475426,0.136865323745653,0.306949595788882
"KO:K00016",9.60812191046227,-0.292180216232153,0.553947900276106,0.467579340256474,0.658372577946003
"KO:K00018",5.13578447411498,-0.346217737946708,0.642814186114299,0.378759141213263,0.578775036386008
"KO:K00019",81.6784980249159,-1.00094098898718,0.400386363565456,0.00444113147848149,0.0287188090460981
"KO:K00020",77.7217140515227,-0.975110336327056,0.426592038841712,0.0068311326444399,0.0394990338489853
"KO:K00021",11.9941253812768,0.339409105396938,0.760696217620132,0.304398246554893,0.507330410924821
"KO:K00022",0.482493481129889,-0.150810290293752,0.823935976525501,0.471365831595162,NA
"KO:K00023",200.889167966096,-0.739816371608912,0.386176876598633,0.0301691118337392,0.113623927685511
"KO:K00024",887.060286824719,-1.18599486271814,0.590803599638154,NA,NA
"KO:K00025",0.831590040695327,0.0400136944998024,0.800066353406646,0.785738869020947,NA
"KO:K00026",31.082102649265,3.3600049480544,3.74545129744381,0.000682214365320835,0.00714430043683208
"KO:K00027",212.452804566618,1.12458668709511,0.562405765121689,NA,NA
"KO:K00029",163.562028164057,-0.671898447293685,0.435697310087062,0.0534412451589409,0.169465158309997
"KO:K00030",59.761988786761,0.0594514711530751,0.439923749152076,0.872298050215522,0.933715340744788
"KO:K00031",707.017193731905,0.367013533909303,0.25484549209232,0.122603157836868,0.283664345851435
"KO:K00032",0.429913699604996,-0.0685303799174964,0.797180279502652,0.768976913243073,NA
"KO:K00033",133.529266237548,0.267407127431978,0.383759461551354,0.431935903480013,0.628482576657525
"KO:K00034",88.6746892274455,-1.52550608352013,0.683573352109301,0.00253549949997715,0.0188537142305994
"KO:K00035",1.26200159482356,-0.0410194098901985,0.795609382188252,0.750189934333099,NA
"KO:K00036",249.383542179233,0.479586756845989,0.272106002882213,0.0582102261402819,0.178808715458421
"KO:K00038",5.91160289295975,-0.200887793386792,0.648314911232647,0.574285660482668,0.739432015034037
"KO:K00039",1.03922663615954,-0.0430433435679212,0.796951734556805,0.745531047508919,NA
"KO:K00040",0.3579078229627,0.079082544917008,0.798404579016041,0.785746396967986,NA
"KO:K00041",0.407751278747512,-0.0790888570562236,0.80612729696144,0.614730902425808,NA
"KO:K00042",36.7506970926441,-1.1053685445817,0.679213197862148,0.0234406716067943,0.0947173975965859
"KO:K00045",9.91965752307866,0.179301167537962,0.816754191861152,0.155406448811055,0.333076925535917
"KO:K00046",20.4272318792699,0.244787853196955,0.548484253310452,0.553295687877584,0.725539041147302
"KO:K00048",0.0359136750113027,-0.0638242882301675,0.806262288764997,0.978997587816364,NA
"KO:K00050",19.6889292806425,-0.480879610990845,0.502444479736159,0.209315408454899,0.403309468298658
"KO:K00052",184.704596099065,0.00225767110647595,0.256883579285811,0.994299845432451,0.996679185663478
"KO:K00053",809.799804492025,-0.364719231312284,0.303972971063046,0.188419185960032,0.377038392287325
"KO:K00054",14.0852868844262,-0.0782833222524963,0.571556582655193,0.845410300194458,0.916407737850187
"KO:K00055",27.0741030779121,1.48342073159979,0.951498329352088,0.00886242807262669,0.0481431611438078
"KO:K00057",4578.88197325356,4.69754798423653,1.63652621112114,NA,NA
"KO:K00058",234.25184963923,-0.14231981610581,0.321542329914857,0.623832147487815,0.775931110534168
"KO:K00059",1003.43327675539,0.290320883273863,0.227579467291758,0.182122705031003,0.368942825344912
"KO:K00060",13.7212164138022,-0.200276542941329,0.450460905982342,0.592199746685108,0.753556976571257
"KO:K00064",4.72864048464404,-0.193750691130334,0.635574780536611,0.623094590204803,0.775269506624458
"KO:K00065",26.746253226517,-0.0562965193771338,0.499869243242968,0.884365027487228,0.939170747500521
"KO:K00066",138.905159097603,0.436462797252615,0.382276844854935,0.19036547828695,0.379522926040086
"KO:K00067",64.1930186754463,0.328286105139846,0.521398642133173,0.405456113715942,0.603081344988787
"KO:K00068",0.0395148464572519,-0.0718067010182208,0.807491671174198,0.899837088276494,NA
"KO:K00069",0.0826904714929994,0.0486142309496905,0.805143510845673,0.859004552040999,NA
"KO:K00073",0.398585280599318,-0.220037061144301,0.846340738135372,0.422042020461472,NA
"KO:K00074",163.084299583619,0.22982323824355,0.292984112319845,0.399044714606473,0.597220553420564
"KO:K00075",46.0501142341683,0.0607540516710057,0.486397903289563,0.873497705557186,0.934139607594561
"KO:K00076",2.69882078159227,0.402689806123814,0.839099617749677,0.307127886759169,0.509851225487479
"KO:K00077",86.0787696629917,-0.0648838299075966,0.392514747477576,0.845310564320616,0.916407737850187
"KO:K00079",0.129992163070775,0.0203686511995071,0.801443502671059,0.831486956970504,NA
"KO:K00082",0.377019217380168,0.078139311291961,0.809869325097197,NA,NA
"KO:K00083",1.15766660090199,0.0660627862706306,0.808143957241436,NA,NA
"KO:K00086",1.07412888903547,0.154859844633188,0.777647772803785,0.65878173409168,NA
"KO:K00087",241.383630106297,-1.61103988007713,0.953899724835005,NA,NA
"KO:K00088",785.640512034938,0.395987568272251,0.289695954046976,0.14037991593297,0.310947287348588
"KO:K00090",2.15043292776288,-2.79502709962314,2.11213872487968,0.0135357083995756,NA
"KO:K00091",80.386170281206,1.99656250895763,0.906169888171496,0.000577113201674199,0.00632475805323177
"KO:K00096",11.3866234841227,1.69086866662606,2.89119989015828,0.00695431682300962,0.0399661195468693
"KO:K00097",51.4410365160236,0.53696254029629,0.464299697545726,0.162674247838475,0.342320879241707
"KO:K00098",0.787920921554113,-0.0387945002250531,0.794173235259991,0.717492962740834,NA
"KO:K00099",204.265160737119,0.683324857022233,0.574441106549417,NA,NA
"KO:K00100",153.723976941927,1.44015365847332,0.391516758035019,2.54132854778718e-05,0.000595081281065694
"KO:K00101",32.2993605285266,-0.131732529778745,0.558472186611147,NA,NA
"KO:K00102",64.7379116236319,0.345621230202432,0.526921590327661,NA,NA
"KO:K00103",1.50572379498198,-0.123080659307249,0.812535753248598,0.479588615640918,NA
"KO:K00104",105.938008213138,-0.283589402348401,0.341243221009161,0.359337002326205,0.560064435214777
"KO:K00106",2.07695923561038,0.553342682671363,1.07230421527312,0.0329399500659818,NA
"KO:K00107",0.368988990586525,-0.145582922854482,0.821992692096816,0.549080578755572,NA
"KO:K00108",116.238788439424,-0.190281353709321,0.443036802536739,0.606222663735826,0.763669593798128
"KO:K00111",120.615070288507,0.220434483768961,0.55524939859048,0.556356823931562,0.726017731471786
"KO:K00112",0.394289069026599,-0.14667476460293,0.822438753110393,NA,NA
"KO:K00113",8.40057668349106,-0.386807698941164,0.672525674092875,0.358337600108682,0.559564833220386
"KO:K00114",688.455395953962,-2.24415442590087,0.490590558184423,3.87730400489542e-07,2.08820515692225e-05
"KO:K00116",36.6681706018541,0.381116053936814,0.665560456389625,0.324194660362246,0.527726195840098
"KO:K00117",727.56357429297,-2.70758520787316,0.642370075053634,8.12011905981122e-07,3.87504415892257e-05
"KO:K00118",432.073785825034,1.91178342645106,0.879427854437806,0.000154602576211318,0.00232211837576363
"KO:K00121",161.753781596488,-0.96735756442454,0.462034811775049,0.0124793236817564,0.0618905576873666
"KO:K00122",33.5562451528231,0.0369595971479967,0.39094586528918,0.914918491407533,0.956234687026594
"KO:K00123",1350.48194705533,-0.427419907519358,0.40949660682472,0.209984900596081,0.403899528187361
"KO:K00124",188.508503055242,-1.27744069831806,0.519010853985415,0.00322945070081418,0.0226952774175197
"KO:K00125",1.58872708361793,0.141778423664094,0.809528286099335,0.497562012280716,NA
"KO:K00126",4.45969895662081,-0.140771720255494,0.652716663488183,0.706739046299123,0.833839907232982
"KO:K00127",81.7027167978305,-1.51937741567311,0.593127784908682,0.00182523844496149,0.0145478835888051
"KO:K00128",333.668150856745,0.257104543052786,0.29129686551288,0.345907451247791,0.547929029917719
"KO:K00129",1.75668071302961,0.000466052529822485,0.800992622042282,0.852932768333528,NA
"KO:K00130",360.949367320624,1.01414017161891,0.952945237836675,NA,NA
"KO:K00131",16.0802708140461,0.26925385422441,0.628254072298622,0.514989831651932,0.694637447344466
"KO:K00132",5.39968969865492,-1.23215901770269,0.814711774224229,0.0150476497077291,0.0708235198478634
"KO:K00133",265.42778162749,-0.201774836245043,0.224571570270577,0.34549071851501,0.547929029917719
"KO:K00134",999.144064562613,0.178034173755877,0.22554670033982,0.410265610520456,0.60654954967142
"KO:K00135",770.44970913439,0.933926768291252,0.647592176961834,NA,NA
"KO:K00137",7.47893574443137,-0.341506867760616,0.770617512264274,0.254379556721136,0.454108811552914
"KO:K00138",253.230054533493,0.0467698925378257,0.477003269040147,0.903581823550873,0.949836986266393
"KO:K00140",351.344222141676,-0.238740577217493,0.35773344987837,0.452663217318691,0.64597350110248
"KO:K00141",8.26459733806344,-0.257085317828146,0.790750182784193,0.27071586961554,0.470973155722467
"KO:K00143",0.822356975168788,0.0320706443229597,0.801224919507715,NA,NA
"KO:K00145",165.314609406432,-0.00415303178273778,0.290422319078566,0.983790836159623,0.991152178600154
