"","X1","X2","X3"
"726",NA,NA,NA
"727","S3P5.C1",-0.00473,0.28663
"728",NA,NA,NA
"729","S1P2.C2",-0.00932,-0.38377
"730",NA,NA,NA
"731","S1P4.C2",0.00849,-0.58242
"732",NA,NA,NA
"733",NA,NA,NA
"734","S2P2.C2",0.01269,0.20841
"735",NA,NA,NA
"736","S2P4.C2",0.01986,0.22064
"737",NA,NA,NA
"738","S2P6.C2",-0.00233,0.22075
"739",NA,NA,NA
"740","S3P2.C2",0.02637,0.28683
"741",NA,NA,NA
"742","S3P4.C2",0.03017,0.22042
"743",NA,NA,NA
"744","S3P6.C2",0.009,0.22032
"745",NA,NA,NA
"746","S1P2.W",0.00837,0.21788
"747",NA,NA,NA
"748","S1P4.W",0.00417,0.225
"749",NA,NA,NA
"750","S1P1.C1",0.03902,0.24948
"751",NA,NA,NA
"752",NA,NA,NA
"753","S1P5.C1",-0.01515,-0.36971
"754",NA,NA,NA
"755","S2P1.C1",0.00963,0.24183
"756",NA,NA,NA
"757","S2P3.C1",0.03317,0.24199
"758",NA,NA,NA
"759","S2P5.C1",0.02601,0.22959
"760",NA,NA,NA
"761","S3P1.C1",0.07358,0.24164
"762",NA,NA,NA
"763","S3P3.C1",0.01225,0.24149
"764",NA,NA,NA
"765","S3P5.C1",-0.01159,0.32222
"766",NA,NA,NA
"767","S1P2.C2",0.00181,-0.36954
"768",NA,NA,NA
"769","S1P4.C2",0.00565,-0.50404
"770",NA,NA,NA
"771",NA,NA,NA
"772","S2P2.C2",0.02384,0.22976
"773",NA,NA,NA
"774","S2P4.C2",0.05092,0.242
"775",NA,NA,NA
"776","S2P6.C2",0.00491,0.24215
"777",NA,NA,NA
"778","S3P2.C2",-0.000364,0.32242
"779",NA,NA,NA
"780","S3P4.C2",0.01743,0.24182
"781",NA,NA,NA
"782","S3P6.C2",0.02004,0.24168
"783",NA,NA,NA
"784","S1P2.W",-0.00614,0.23924
"785",NA,NA,NA
"786","S1P4.W",0.000462,0.24638
"787",NA,NA,NA
"788","S1P1.C1",0.02153,0.28852
"789",NA,NA,NA
"790",NA,NA,NA
"791","S1P5.C1",0.00441,-0.35547
"792",NA,NA,NA
"793","S2P1.C1",0.01027,0.28213
"794",NA,NA,NA
"795","S2P3.C1",0.06149,0.30049
"796",NA,NA,NA
"797","S2P5.C1",0.02026,0.258
"798",NA,NA,NA
"799","S3P1.C1",0.04693,0.27527
"800",NA,NA,NA
"801","S3P3.C1",0.00923,0.27263
"802",NA,NA,NA
"803","S3P5.C1",-0.00388,0.36493
"804",NA,NA,NA
"805","S1P2.C2",0.00406,-0.3553
"806",NA,NA,NA
"807","S1P4.C2",0.000335,-0.42568
"808",NA,NA,NA
"809","S1P6.C2",0.01047,0.30943
"810",NA,NA,NA
"811","S2P2.C2",0.03176,0.25817
"812",NA,NA,NA
"813","S2P4.C2",0.05405,0.2823
"814",NA,NA,NA
"815","S2P6.C2",0.00309,0.30069
"816",NA,NA,NA
"817","S3P2.C2",0.0091,0.36513
"818",NA,NA,NA
"819","S3P4.C2",0.00644,0.27543
"820",NA,NA,NA
"821","S3P6.C2",0.01783,0.27281
"822",NA,NA,NA
"823","S1P2.W",0.01326,0.26766
"824",NA,NA,NA
"825","S1P4.W",0.00979,0.27479
"826",NA,NA,NA
"827","S1P1.C1",0.03252,0.3242
"828",NA,NA,NA
"829","S1P3.C1",0.03546,0.30926
"830",NA,NA,NA
"831","S1P5.C1",0.00365,-0.34124
"832",NA,NA,NA
"833","S2P1.C1",0.0033,0.31774
"834",NA,NA,NA
"835","S2P3.C1",0.03098,0.33616
"836",NA,NA,NA
"837","S2P5.C1",0.02471,0.27683
"838",NA,NA,NA
"839","S3P1.C1",0.0736,0.31093
"840",NA,NA,NA
"841","S3P3.C1",0.0224,0.30825
