"","Label","Time","Time_Flux"
"174","S2P6.C2","Flux",0.00334
"175","S3P2.C2","time",-0.23808
"176","S3P2.C2","Flux",-0.0051
"177","S3P4.C2","time",-0.21884
"178","S3P4.C2","Flux",0.00131
"179","S3P6.C2","time",-0.24769
"180","S3P6.C2","Flux",0.00257
"181","S1P1.C1","time",-0.17954
"182","S1P1.C1","Flux",0.00412
"183","S1P3.C1","time",-0.1298
"184","S1P3.C1","Flux",-0.00977
"185","S1P5.C1","time",-1.49675
"186","S1P5.C1","Flux",-0.01256
"187","S2P1.C1","time",-0.19699
"188","S2P1.C1","Flux",-0.00295
"189","S2P3.C1","time",-0.15382
"190","S2P3.C1","Flux",-0.01716
"191","S2P7.C1","time",-0.15837
"192","S2P7.C1","Flux",-0.00749
"193","S3P1.C1","time",-0.24753
"194","S3P1.C1","Flux",0.0127
"195","S3P3.C1","time",-0.20163
"196","S3P3.C1","Flux",-0.00777
"197","S3P5.C1","time",-0.19205
"198","S3P5.C1","Flux",0.01732
"199","S1P2.C2","time",-1.49659
"200","S1P2.C2","Flux",-0.000326
"201","S1P4.C2","time",-0.15082
"202","S1P4.C2","Flux",0.00487
"203","S1P6.C2","time",-0.10104
"204","S1P6.C2","Flux",-0.0047
"205","S2P8.C2","time",-0.12279
"206","S2P8.C2","Flux",0.00255
"207","S2P4.C2","time",-0.16826
"208","S2P4.C2","Flux",0.0069
"209","S2P6.C2","time",-0.1369
"210","S2P6.C2","Flux",0.01164
"211","S3P2.C2","time",-0.16334
"212","S3P2.C2","Flux",-0.00661
"213","S3P4.C2","time",-0.14403
"214","S3P4.C2","Flux",0.00662
"215","S3P6.C2","time",-0.17293
"216","S3P6.C2","Flux",0.00186
"217","S1P1.C1","time",-0.10471
"218","S1P1.C1","Flux",0.01187
