"","X1","X2","X3"
"620","S3P1.C1",0.00466,0.1989
"621",NA,NA,NA
"622","S3P3.C1",0.00512,0.19877
"623",NA,NA,NA
"624","S3P5.C1",-0.00909,0.24229
"625",NA,NA,NA
"626",NA,NA,NA
"627","S1P4.C2",0.000759,-0.66071
"628",NA,NA,NA
"629",NA,NA,NA
"630","S2P2.C2",0.01322,0.18707
"631",NA,NA,NA
"632","S2P4.C2",0.07013,0.19921
"633",NA,NA,NA
"634","S2P6.C2",0.01018,0.19939
"635",NA,NA,NA
"636","S3P2.C2",0.05318,0.24249
"637",NA,NA,NA
"638","S3P4.C2",0.06281,0.19906
"639",NA,NA,NA
"640","S3P6.C2",0.02926,0.19896
"641",NA,NA,NA
"642","S1P2.W",-0.000892,0.19653
"643",NA,NA,NA
"644","S1P4.W",0.00699,0.20363
"645",NA,NA,NA
"646","S1P1.C1",-0.01111,0.2281
"647",NA,NA,NA
"648",NA,NA,NA
"649",NA,NA,NA
"650","S2P1.C1",-0.00494,0.22045
"651",NA,NA,NA
"652","S2P3.C1",-0.00654,0.22056
"653",NA,NA,NA
"654",NA,NA,NA
"655","S3P1.C1",0.00108,0.22025
"656",NA,NA,NA
"657","S3P3.C1",-0.01054,0.22015
"658",NA,NA,NA
"659","S3P5.C1",-0.00497,0.28663
"660",NA,NA,NA
"661",NA,NA,NA
"662","S1P4.C2",0.00352,-0.58242
"663",NA,NA,NA
"664",NA,NA,NA
"665","S2P2.C2",0.01226,0.20841
"666",NA,NA,NA
"667","S2P4.C2",0.08263,0.22064
"668",NA,NA,NA
"669","S2P6.C2",0.00556,0.22075
"670",NA,NA,NA
"671","S3P2.C2",0.04634,0.28683
"672",NA,NA,NA
"673","S3P4.C2",0.12584,0.22042
"674",NA,NA,NA
"675","S3P6.C2",0.02143,0.22032
"676",NA,NA,NA
"677","S1P2.W",-0.00509,0.21788
"678",NA,NA,NA
"679","S1P4.W",-0.00826,0.225
"680",NA,NA,NA
"681","S1P1.C1",-3.38e-05,0.24948
"682",NA,NA,NA
"683",NA,NA,NA
"684",NA,NA,NA
"685","S2P1.C1",-0.00254,0.24183
"686",NA,NA,NA
"687","S2P3.C1",0.00458,0.24199
"688",NA,NA,NA
"689",NA,NA,NA
"690","S3P1.C1",0.0046,0.24164
"691",NA,NA,NA
"692","S3P3.C1",-0.0078,0.24149
"693",NA,NA,NA
"694","S3P5.C1",-0.000896,0.32222
"695",NA,NA,NA
"696",NA,NA,NA
"697","S1P4.C2",0.01733,-0.50404
"698",NA,NA,NA
"699",NA,NA,NA
"700","S2P2.C2",0.02426,0.22976
"701",NA,NA,NA
"702","S2P4.C2",0.10612,0.242
"703",NA,NA,NA
"704","S2P6.C2",0.02273,0.24215
"705",NA,NA,NA
"706","S3P2.C2",0.04931,0.32242
"707",NA,NA,NA
"708","S3P4.C2",0.18115,0.24182
"709",NA,NA,NA
"710","S3P6.C2",0.03063,0.24168
"711",NA,NA,NA
"712","S1P2.W",0.0026,0.23924
"713",NA,NA,NA
"714","S1P4.W",-0.00672,0.24638
"715",NA,NA,NA
"716","S1P1.C1",0.00338,0.28852
"717",NA,NA,NA
"718",NA,NA,NA
"719",NA,NA,NA
"720","S2P1.C1",-0.00048,0.28213
"721",NA,NA,NA
"722","S2P3.C1",0.00717,0.30049
"723",NA,NA,NA
"724","S2P5.C1",-0.00489,0.258
"725",NA,NA,NA
"726","S3P1.C1",0.01065,0.27527
"727",NA,NA,NA
"728","S3P3.C1",-0.00654,0.27263
"729",NA,NA,NA
"730","S3P5.C1",0.000598,0.36493
"731",NA,NA,NA
"732",NA,NA,NA
"733","S1P4.C2",0.01022,-0.42568
"734",NA,NA,NA
"735","S1P6.C2",0.06185,0.30943
"736",NA,NA,NA
"737","S2P2.C2",0.02025,0.25817
"738",NA,NA,NA
"739","S2P4.C2",0.09941,0.2823
"740",NA,NA,NA
"741","S2P6.C2",0.01548,0.30069
"742",NA,NA,NA
"743","S3P2.C2",0.0901,0.36513
"744",NA,NA,NA
"745","S3P4.C2",0.17301,0.27543
"746",NA,NA,NA
"747","S3P6.C2",0.03197,0.27281
"748",NA,NA,NA
"749","S1P2.W",0.00609,0.26766
"750",NA,NA,NA
"751","S1P4.W",-0.01157,0.27479
"752",NA,NA,NA
"753","S1P1.C1",0.02337,0.3242
"754",NA,NA,NA
"755","S1P3.C1",-0.00777,0.30926
"756",NA,NA,NA
"757",NA,NA,NA
"758","S2P1.C1",-0.00739,0.31774
"759",NA,NA,NA
"760","S2P3.C1",-0.00106,0.33616
"761",NA,NA,NA
"762","S2P5.C1",-0.0123,0.27683
"763",NA,NA,NA
"764","S3P1.C1",0.02312,0.31093
"765",NA,NA,NA
"766","S3P3.C1",-0.00398,0.30825
"767",NA,NA,NA
"768","S3P5.C1",-0.000707,0.40057
"769",NA,NA,NA
"770",NA,NA,NA
"771",NA,NA,NA
"772",NA,NA,NA
"773","S2P2.C2",0.02238,0.27701
"774",NA,NA,NA
"775","S2P4.C2",0.12839,0.31792
"776",NA,NA,NA
"777","S2P6.C2",0.01931,0.33637
"778",NA,NA,NA
"779","S3P2.C2",0.07096,0.40076
"780",NA,NA,NA
"781","S3P4.C2",0.1717,0.31109
"782",NA,NA,NA
"783","S3P6.C2",0.04161,0.30844
"784",NA,NA,NA
"785","S1P2.W",-0.00512,0.28903
"786",NA,NA,NA
"787","S1P4.W",-0.00204,0.29615
"788",NA,NA,NA
"789","S1P1.C1",0.01573,0.36685
"790",NA,NA,NA
"791",NA,NA,NA
"792",NA,NA,NA
"793","S2P1.C1",-0.00171,0.36037
"794",NA,NA,NA
"795","S2P3.C1",-0.00713,0.37888
"796",NA,NA,NA
"797","S2P5.C1",-0.0071,0.31245
"798",NA,NA,NA
"799","S3P1.C1",0.01252,0.35156
"800",NA,NA,NA
"801","S3P3.C1",-0.00944,0.35086
"802",NA,NA,NA
"803","S3P5.C1",0.00502,0.44319
"804",NA,NA,NA
"805",NA,NA,NA
"806",NA,NA,NA
"807","S1P6.C2",0.08251,0.38769
"808",NA,NA,NA
"809","S2P2.C2",0.03,0.31264
"810",NA,NA,NA
"811","S2P4.C2",0.11432,0.36054
"812",NA,NA,NA
"813","S2P6.C2",0.01465,0.37907
"814",NA,NA,NA
"815","S3P2.C2",0.08717,0.44339
"816",NA,NA,NA
"817","S3P4.C2",0.1977,0.35172
"818",NA,NA,NA
"819","S3P6.C2",0.04885,0.35104
"820",NA,NA,NA
"821","S1P2.W",-0.00376,0.31041
"822",NA,NA,NA
"823","S1P4.W",-0.000343,0.31751
"824",NA,NA,NA
"825","S1P1.C1",0.00949,0.40251
"826",NA,NA,NA
"827","S1P3.C1",0.00612,0.38751
"828",NA,NA,NA
"829",NA,NA,NA
"830","S2P1.C1",0.00343,0.39601
"831",NA,NA,NA
"832","S2P3.C1",-0.00722,0.41454
"833",NA,NA,NA
"834","S2P5.C1",-0.02374,0.35509
"835",NA,NA,NA
"836","S3P1.C1",0.00967,0.38725
"837",NA,NA,NA
"838","S3P3.C1",-0.00558,0.38642
"839",NA,NA,NA
"840","S3P5.C1",0.00535,0.47883
"841",NA,NA,NA
"842",NA,NA,NA
"843",NA,NA,NA
"844","S1P6.C2",0.07162,0.43038
"845",NA,NA,NA
"846","S2P2.C2",0.0368,0.35528
"847",NA,NA,NA
"848","S2P4.C2",0.10738,0.39618
"849",NA,NA,NA
"850","S2P6.C2",-0.0019,0.41473
"851",NA,NA,NA
"852","S3P2.C2",0.08103,0.47904
"853",NA,NA,NA
"854","S3P4.C2",0.23561,0.38741
"855",NA,NA,NA
"856","S3P6.C2",0.05805,0.38661
"857",NA,NA,NA
"858","S1P2.W",0.00333,0.33176
"859",NA,NA,NA
"860","S1P4.W",0.000251,0.33888
"861",NA,NA,NA
"862","S1P1.C1",0.00776,0.44519
"863",NA,NA,NA
"864","S1P3.C1",-0.00527,0.43021
"865",NA,NA,NA
"866",NA,NA,NA
"867","S2P1.C1",0.000924,0.43867
"868",NA,NA,NA
