"","Label","Flux","Time"
"652","S1P3.C1",0.0206,1.3651
"653","S1P5.C1",0.0047,0.09189
"654","S2P1.C1",0.0077,1.41677
"655","S2P3.C1",0.01447,1.40175
"656","S2P5.C1",0.01858,1.32707
"657","S3P1.C1",0.01847,1.39317
"658","S3P3.C1",-0.01451,1.40497
"659","S3P5.C1",-0.00192,1.48863
"660","S1P2.C2",-0.00625,0.09205
"661","S1P6.C2",0.23742,1.44344
"662","S2P2.C2",0.13897,1.39127
"663","S2P4.C2",0.31904,1.41694
"664","S2P6.C2",0.03067,1.40194
"665","S3P2.C2",0.15056,1.48884
"666","S3P4.C2",0.3348,1.39333
"667","S3P6.C2",0.13441,1.40515
"668","S1P1.C1",0.00928,1.44218
"669","S1P3.C1",0.03597,1.40067
"670","S1P5.C1",0.00773,0.1061
"671","S2P1.C1",-0.00453,1.45944
"672","S2P3.C1",0.0233,1.44444
"673","S2P5.C1",0.000488,1.37685
"674","S3P1.C1",0.01654,1.42883
"675","S3P3.C1",-0.00344,1.44764
"676","S3P5.C1",-0.00602,1.53133
"677","S1P2.C2",-0.00254,0.10626
"678","S1P6.C2",0.24736,1.47903
"679","S2P2.C2",0.05955,1.43403
"680","S2P4.C2",0.33365,1.45962
"681","S2P6.C2",0.0271,1.44464
"682","S3P2.C2",0.13122,1.53153
"683","S3P4.C2",0.31713,1.429
"684","S3P6.C2",0.11351,1.44782
"685","S1P1.C1",0.00414,1.47785
"686","S1P3.C1",0.00751,1.44325
"687","S1P5.C1",-0.000372,0.12034
"688","S2P1.C1",0.00221,1.49513
"689","S2P3.C1",0.01585,1.48006
"690","S2P5.C1",0.0151,1.41959
"691","S3P1.C1",0.01371,1.47155
"692","S3P3.C1",-0.00519,1.48326
"693","S1P2.C2",-0.00249,0.12049
"694","S1P4.C2",0.05752,0.71603
"695","S1P6.C2",0.25361,1.52164
"696","S2P2.C2",0.09337,1.48383
"697","S2P4.C2",0.27547,1.4953
"698","S2P6.C2",0.02662,1.48027
"699","S3P4.C2",0.32269,1.47171
"700","S3P6.C2",0.13302,1.48345
"701","S1P1.C1",-0.01164,1.51855
"702","S1P3.C1",0.02083,1.47885
"703","S1P5.C1",0.00381,0.13454
"704","S2P1.C1",-0.01606,1.53781
"705","S2P3.C1",0.000112,1.52279
"706","S2P5.C1",0.00825,1.46941
"707","S3P1.C1",0.01421,1.50721
"708","S3P3.C1",-0.01317,1.52594
"709","S1P2.C2",0.0028,0.1347
"710","S1P4.C2",0.04638,0.75866
"711","S2P2.C2",0.089,1.52659
"712","S2P6.C2",0.01315,1.52299
"713","S3P4.C2",0.30023,1.50737
"714","S3P6.C2",0.12449,1.52612
"715","S1P2.W",-0.00538,0.95789
"716","S1P4.W",0.00632,0.96501
"717","S1P3.C1",0.02754,1.52147
"718","S1P5.C1",-0.00509,0.14875
"719","S2P5.C1",0.00674,1.51216
"720","S1P2.C2",0.00395,0.14891
"721","S1P4.C2",0.04869,0.79429
"722","S1P2.W",0.00291,0.97927
"723","S1P4.W",-0.00217,0.98639
"724","S1P5.C1",0.00148,0.16296
"725","S1P2.C2",0.00348,0.16314
"726","S1P4.C2",0.04725,0.83696
"727","S1P2.W",-0.01107,1.00771
"728","S1P4.W",0.00577,1.01481
"729","S1P5.C1",-0.00895,0.18421
"730","S1P2.C2",0.00859,0.18438
"731","S1P4.C2",0.06151,0.8726
"732","S1P2.W",-0.00762,1.0599
"733","S1P4.W",0.0075,1.06701
"734","S1P5.C1",-0.000684,0.19843
"735","S1P2.C2",0.00817,0.1986
"736","S1P4.C2",0.04434,0.91525
"737","S1P6.C2",0.25317,1.71382
"738","S1P2.W",-0.0031,1.11903
"739","S1P4.W",0.00121,1.12613
"740","S1P5.C1",-0.00647,0.21267
"741","S2P1.C1",-0.02462,1.73009
"742","S2P3.C1",0.01413,1.71508
"743","S3P3.C1",-0.00517,1.71804
"744","S1P2.C2",0.00198,0.21282
"745","S1P4.C2",0.0711,0.95091
"746","S1P6.C2",0.28107,1.7565
"747","S2P4.C2",0.23187,1.73027
"748","S2P6.C2",0.0457,1.71528
"749","S3P4.C2",0.34288,1.70674
"750","S3P6.C2",0.13061,1.71823
"751","S1P2.W",-0.000401,1.17814
"752","S1P4.W",0.000352,1.18524
"753","S1P1.C1",0.00929,1.74774
"754","S1P3.C1",0.00433,1.71363
"755","S1P5.C1",0.00614,0.22689
"756","S2P1.C1",0.00997,1.77272
"757","S2P3.C1",0.01059,1.75775
"758","S3P1.C1",0.00755,1.74223
"759","S3P3.C1",-0.00168,1.76069
"760","S1P2.C2",0.01556,0.22705
"761","S1P4.C2",0.06736,1.0212
"762","S1P6.C2",0.26612,1.79218
"763","S2P4.C2",0.2527,1.77289
"764","S2P6.C2",0.03449,1.75792
"765","S3P4.C2",0.30314,1.74241
"766","S3P6.C2",0.12623,1.76088
"767","S1P2.W",0.00157,1.24434
"768","S1P4.W",0.00302,1.25145
"769","S1P1.C1",-0.00125,1.78341
"770","S1P3.C1",0.01921,1.75632
"771","S1P5.C1",-0.00199,0.24111
"772","S2P1.C1",0.0019,1.80836
"773","S2P3.C1",0.00491,1.79333
"774","S3P1.C1",0.02275,1.78493
"775","S3P3.C1",-0.00566,1.79631
"776","S1P2.C2",0.03753,0.24128
"777","S1P4.C2",0.05756,1.06392
"778","S1P6.C2",0.24579,1.83479
"779","S2P4.C2",0.23226,1.80853
"780","S2P6.C2",0.03439,1.7935
"781","S3P4.C2",0.34893,1.7851
"782","S3P6.C2",0.12586,1.79649
"783","S1P2.W",0.0039,1.30344
"784","S1P4.W",-0.00536,1.31054
"785","S1P1.C1",0.00887,1.82413
"786","S1P3.C1",0.03094,1.79199
"787","S1P5.C1",-0.00767,0.25534
"788","S2P1.C1",-0.00547,1.85102
"789","S2P3.C1",0.01085,1.83597
"790","S3P1.C1",0.00389,1.82059
"791","S3P3.C1",-0.00902,1.83899
"792","S1P2.C2",0.03342,0.2555
"793","S1P4.C2",0.05991,1.11366
"794","S1P6.C2",0.26374,1.87046
"795","S2P4.C2",0.19937,1.85119
"796","S2P6.C2",0.02661,1.83617
"797","S3P4.C2",0.33749,1.82075
"798","S3P6.C2",0.10499,1.83918
"799","S1P2.W",0.00413,1.36259
"800","S1P4.W",-8.15e-05,1.3697
"801","S1P1.C1",0.00707,1.85981
"802","S1P3.C1",0.01972,1.83464
"803","S1P5.C1",-0.0065,0.27657
"804","S2P1.C1",-0.000347,1.88667
"805","S2P3.C1",-0.000256,1.87161
"806","S3P1.C1",0.00944,1.8633
"807","S3P3.C1",0.00619,1.87462
"808","S3P5.C1",-0.00893,1.95865
"809","S1P2.C2",0.05232,0.27674
"810","S1P4.C2",0.0719,1.1564
"811","S2P4.C2",0.23635,1.88684
"812","S2P6.C2",0.000351,1.87181
"813","S3P2.C2",0.10694,1.95884
"814","S3P4.C2",0.1896,1.86347
"815","S3P6.C2",0.12256,1.87481
"816","S1P2.W",-0.00176,1.42877
"817","S1P4.W",0.01487,1.43589
"818","S1P1.C1",-0.00507,1.9005
"819","S1P3.C1",0.02284,1.87028
"820","S1P5.C1",-0.00706,0.29079
"821","S2P1.C1",0.01215,1.92932
"822","S2P3.C1",0.003,1.91428
"823","S3P1.C1",0.01022,1.89898
"824","S3P3.C1",0.00249,1.91726
"825","S1P2.C2",0.03953,0.29095
"826","S1P4.C2",0.08339,1.20617
"827","S2P2.C2",0.11821,1.989
"828","S2P4.C2",0.27287,1.92949
"829","S2P6.C2",0.01292,1.91444
"830","S3P4.C2",0.24651,1.89916
"831","S3P6.C2",0.11843,1.91744
"832","S1P2.W",-0.000405,1.48791
"833","S1P4.W",0.000884,1.49501
"834","S1P1.C1",0.00949,1.93617
"835","S1P5.C1",-0.00344,0.30501
"836","S2P1.C1",9.86e-06,1.96498
"837","S2P3.C1",0.00577,1.94984
"838","S2P5.C1",0.01034,1.97457
"839","S3P1.C1",0.01716,1.94168
"840","S3P3.C1",-0.00639,1.95284
"841","S1P2.C2",0.06309,0.30517
"842","S1P4.C2",0.08167,1.24894
"843","S2P4.C2",0.20504,1.96515
"844","S2P6.C2",0.03713,1.95
"845","S3P4.C2",0.49261,1.94185
"846","S3P6.C2",0.15008,1.95302
"847","S1P2.W",0.0038,1.54704
"848","S1P4.W",-0.000853,1.55414
"849","S1P1.C1",-0.00223,1.97689
"850","S1P5.C1",0.00512,0.31922
"851","S2P5.C1",0.00622,2.02438
"852","S3P1.C1",0.00907,1.97733
"853","S1P2.C2",0.05431,0.31939
"854","S1P4.C2",0.07427,1.2897
"855","S1P2.W",0.00524,1.61324
"856","S1P4.W",0.00254,1.62037
"857","S1P5.C1",0.00221,0.33345
"858","S1P2.C2",0.07051,0.33361
"859","S1P4.C2",0.09008,1.32536
"860","S1P2.W",0.00034,1.67236
"861","S1P4.W",-0.000543,1.67948
"862","S1P5.C1",-0.00287,0.34767
"863","S1P2.C2",0.0755,0.34785
"864","S1P4.C2",0.09,1.36601
"865","S1P2.W",-0.00341,1.7315
"866","S1P4.W",-0.00125,1.73862
"867","S1P5.C1",0.00567,0.37656
"868","S1P2.C2",0.0963,0.37672
"869","S1P4.C2",0.05637,1.40169
"870","S1P2.W",-0.00558,1.79767
"871","S1P4.W",-0.000734,1.80479
"872","S1P5.C1",-0.01165,0.39079
"873","S1P2.C2",0.10445,0.39096
"874","S1P4.C2",0.07586,1.44237
"875","S1P2.W",0.00247,1.85679
"876","S1P4.W",0.00717,1.8639
"877","S1P5.C1",0.00166,0.41215
"878","S1P2.C2",0.11919,0.41231
"879","S1P4.C2",0.06385,1.47804
"880","S1P2.W",0.00886,1.91595
"881","S1P4.W",0.000365,1.92306
"882","S1P5.C1",0.00386,0.42638
"883","S1P2.C2",0.10744,0.42655
"884","S1P4.C2",0.06276,1.51875
"885","S1P5.C1",-0.00687,0.45475
"886","S1P2.C2",0.11494,0.45491
"887","S1P5.C1",-0.000467,0.46897
"888","S1P2.C2",0.09397,0.46914
"889","S1P5.C1",-0.000604,0.49034
"890","S1P2.C2",0.13836,0.49051
"891","S1P5.C1",-0.000627,0.50457
"892","S1P2.C2",0.10117,0.50473
"893","S1P5.C1",-8.23e-05,0.53296
"894","S1P2.C2",0.09463,0.53313
"895","S1P4.C2",0.06395,1.70721
"896","S1P4.C2",0.07657,1.74793
"897","S1P4.C2",0.05604,1.78362
"898","S1P4.C2",0.05646,1.82433
"899","S1P4.C2",-0.00511,1.86
"900","S1P4.C2",0.06421,1.90069
"901","S1P4.C2",0.06575,1.93635
"902","S1P5.C1",-0.00222,0.72491
"903","S1P2.C2",0.14484,0.72508
"904","S1P5.C1",-0.01806,0.73914
"905","S1P2.C2",0.14325,0.73931
"906","S1P5.C1",-0.02018,0.76752
"907","S1P5.C1",-0.000189,1.00744
"908","S1P2.C2",0.12771,1.02184
"909","S1P5.C1",-0.00671,1.05015
"910","S1P2.C2",0.10421,1.06456
"911","S1P5.C1",0.00474,1.09988
"912","S1P2.C2",0.11836,1.11429
"913","S1P5.C1",0.000471,1.14266
"914","S1P2.C2",0.13225,1.15707
"915","S1P5.C1",-0.00926,1.19242
"916","S1P2.C2",0.15749,1.2069
"917","S1P5.C1",0.00281,1.23519
"918","S1P2.C2",0.16262,1.24959
"919","S1P2.C2",0.16262,1.30104
"920","S1P2.C2",0.09073,1.30104
"921","S1P2.C2",0.09073,1.33664
"922","S1P2.C2",0.08619,1.33664
"923","S1P2.C2",0.08619,1.37934
"924","S1P2.C2",0.12044,1.37934
"925","S1P2.C2",0.12044,1.41498
"926","S1P2.C2",0.14282,1.41498
"927","S1P2.C2",0.14282,1.45762
"928","S1P2.C2",0.12019,1.45762
"929","S1P2.C2",0.12019,1.49326
"930","S1P2.C2",0.1316,1.49326
"931","S1P2.C2",0.1316,1.53593
"932","S1P2.C2",0.05071,1.53593
"933","S1P2.C2",0.05071,1.57156
