"","Label","Pyr","Flux","Time","Condition"
"635","S3P6","C2",0.17118,1.32689,"Drought"
"636","S1P1","C1",0.01782,1.3658,"Drought"
"637","S1P3","C1",0.02601,1.3225,"Drought"
"638","S1P5","C1",-0.00127,0.07061,"Drought"
"639","S2P1","C1",-0.00671,1.38111,"Drought"
"640","S2P5","C1",0.01967,1.28434,"Drought"
"641","S3P1","C1",0.0138,1.35047,"Drought"
"642","S3P3","C1",-0.01857,1.36935,"Drought"
"643","S3P5","C1",0.000713,1.45295,"Drought"
"644","S1P2","C2",0.000504,0.07078,"Drought"
"645","S1P6","C2",0.28625,1.40086,"Drought"
"646","S2P2","C2",0.15712,1.34148,"Drought"
"647","S2P4","C2",0.37241,1.38128,"Drought"
"648","S3P2","C2",0.15914,1.45316,"Drought"
"649","S3P4","C2",0.36625,1.35064,"Drought"
"650","S3P6","C2",0.1382,1.36954,"Drought"
"651","S1P1","C1",0.01014,1.40149,"Drought"
"652","S1P3","C1",0.0206,1.3651,"Drought"
"653","S1P5","C1",0.0047,0.09189,"Drought"
"654","S2P1","C1",0.0077,1.41677,"Drought"
"655","S2P3","C1",0.01447,1.40175,"Drought"
"656","S2P5","C1",0.01858,1.32707,"Drought"
"657","S3P1","C1",0.01847,1.39317,"Drought"
"658","S3P3","C1",-0.01451,1.40497,"Drought"
"659","S3P5","C1",-0.00192,1.48863,"Drought"
"660","S1P2","C2",-0.00625,0.09205,"Drought"
"661","S1P6","C2",0.23742,1.44344,"Drought"
"662","S2P2","C2",0.13897,1.39127,"Drought"
"663","S2P4","C2",0.31904,1.41694,"Drought"
"664","S2P6","C2",0.03067,1.40194,"Drought"
"665","S3P2","C2",0.15056,1.48884,"Drought"
"666","S3P4","C2",0.3348,1.39333,"Drought"
"667","S3P6","C2",0.13441,1.40515,"Drought"
"668","S1P1","C1",0.00928,1.44218,"Drought"
"669","S1P3","C1",0.03597,1.40067,"Drought"
"670","S1P5","C1",0.00773,0.1061,"Drought"
"671","S2P1","C1",-0.00453,1.45944,"Drought"
"672","S2P3","C1",0.0233,1.44444,"Drought"
"673","S2P5","C1",0.000488,1.37685,"Drought"
"674","S3P1","C1",0.01654,1.42883,"Drought"
