"","X1","X2","X3"
"327","S1P3.C1",-0.0054,0.01385
"328",NA,NA,NA
"329","S1P5.C1",-0.01383,-1.45409
"330",NA,NA,NA
"331","S2P1.C1",-0.00522,-0.00742
"332",NA,NA,NA
"333","S2P3.C1",-0.00289,-0.00565
"334",NA,NA,NA
"335","S2P7.C1",0.00923,0.01391
"336",NA,NA,NA
"337","S3P1.C1",-0.00663,-0.02315
"338",NA,NA,NA
"339","S3P3.C1",-0.01003,-0.02834
"340",NA,NA,NA
"341","S3P5.C1",-0.01213,0.01333
"342",NA,NA,NA
"343","S1P2.C2",-0.00467,-1.45391
"344",NA,NA,NA
"345","S1P4.C2",0.0026,0.01488
"346",NA,NA,NA
"347","S1P6.C2",-0.00244,0.03545
"348",NA,NA,NA
"349","S2P8.C2",-0.00278,0.02105
"350",NA,NA,NA
"351","S2P4.C2",-0.00723,0.01417
"352",NA,NA,NA
"353","S2P6.C2",-0.04802,-0.01727
"354",NA,NA,NA
"355","S3P2.C2",-0.0071,0.01354
"356",NA,NA,NA
"357","S3P4.C2",0.00745,0.01422
"358",NA,NA,NA
"359","S3P6.C2",0.00146,-0.00682
"360",NA,NA,NA
"361","S1P1.C1",0.02394,0.01469
"362",NA,NA,NA
"363","S1P3.C1",0.00981,0.03525
"364",NA,NA,NA
"365","S1P5.C1",0.017,-1.43986
"366",NA,NA,NA
"367","S2P1.C1",0.0052,0.01398
"368",NA,NA,NA
"369","S2P3.C1",0.01794,0.01573
"370",NA,NA,NA
"371","S2P7.C1",0.00619,0.0353
"372",NA,NA,NA
"373","S3P1.C1",0.00852,-0.00731
"374",NA,NA,NA
"375","S3P3.C1",0.00243,-0.00703
"376",NA,NA,NA
"377","S3P5.C1",-0.00816,0.03475
"378",NA,NA,NA
"379","S1P2.C2",-0.00145,-1.43969
"380",NA,NA,NA
"381","S1P4.C2",0.00902,0.0363
"382",NA,NA,NA
"383","S1P6.C2",0.00354,0.05686
"384",NA,NA,NA
"385","S2P8.C2",-0.00486,0.04244
"386",NA,NA,NA
"387","S2P4.C2",0.00382,0.03558
"388",NA,NA,NA
"389","S2P6.C2",0.00769,0.01428
"390",NA,NA,NA
"391","S3P2.C2",-0.0054,0.03495
"392",NA,NA,NA
"393","S3P4.C2",-0.00363,0.03561
"394",NA,NA,NA
"395","S3P6.C2",-0.00492,0.01455
"396",NA,NA,NA
"397","S1P1.C1",0.00419,0.0361
"398",NA,NA,NA
"399","S1P3.C1",0.01181,0.05667
"400",NA,NA,NA
"401","S1P5.C1",0.03036,-1.42565
"402",NA,NA,NA
"403","S2P1.C1",0.01074,0.03539
"404",NA,NA,NA
"405","S2P3.C1",0.00232,0.02591
"406",NA,NA,NA
"407","S2P7.C1",-0.00194,0.05667
"408",NA,NA,NA
"409","S3P1.C1",-0.01675,0.01405
"410",NA,NA,NA
"411","S3P3.C1",0.00855,0.01434
"412",NA,NA,NA
"413","S3P5.C1",0.00922,0.05618
"414",NA,NA,NA
"415","S1P2.C2",0.01496,-1.42546
"416",NA,NA,NA
"417","S1P4.C2",0.00151,0.0577
"418",NA,NA,NA
"419","S1P6.C2",0.00643,0.08181
"420",NA,NA,NA
"421","S2P8.C2",-0.00584,0.06381
"422",NA,NA,NA
"423","S2P4.C2",0.00309,0.05697
"424",NA,NA,NA
"425","S2P6.C2",0.00496,0.03568
"426",NA,NA,NA
"427","S3P2.C2",-0.00786,0.05638
"428",NA,NA,NA
"429","S3P4.C2",-0.01952,0.05701
"430",NA,NA,NA
"431","S3P6.C2",0.00991,0.03595
"432",NA,NA,NA
"433","S1P1.C1",-0.0086,0.0575
"434",NA,NA,NA
"435","S1P3.C1",0.00747,0.08161
"436",NA,NA,NA
"437","S1P5.C1",0.02368,-1.40788
"438",NA,NA,NA
"439","S2P1.C1",0.00312,0.05678
"440",NA,NA,NA
"441","S2P3.C1",0.01014,0.0473
"442",NA,NA,NA
"443","S2P7.C1",-0.01321,0.0816
"444",NA,NA,NA
"445","S3P1.C1",0.02388,0.03544
"446",NA,NA,NA
"447","S3P3.C1",0.00326,0.03574
"448",NA,NA,NA
"449","S3P5.C1",0.00479,0.07759
"450",NA,NA,NA
"451","S1P2.C2",-0.01641,-1.40769
"452",NA,NA,NA
"453","S1P4.C2",0.011,0.08265
"454",NA,NA,NA
"455","S1P6.C2",-0.00679,0.10321
"456",NA,NA,NA
"457","S2P8.C2",-0.00636,0.08874
"458",NA,NA,NA
"459","S2P4.C2",0.00102,0.0819
"460",NA,NA,NA
"461","S2P6.C2",-0.00648,0.05706
"462",NA,NA,NA
"463","S3P2.C2",-0.00416,0.0778
"464",NA,NA,NA
"465","S3P4.C2",-0.00808,0.08193
"466",NA,NA,NA
"467","S3P6.C2",-0.00866,0.06083
"468",NA,NA,NA
"469","S1P1.C1",0.00523,0.08245
"470",NA,NA,NA
"471","S1P3.C1",0.00878,0.10301
"472",NA,NA,NA
"473","S1P5.C1",0.01562,-1.39363
"474",NA,NA,NA
"475","S2P1.C1",0.00573,0.08171
"476",NA,NA,NA
"477","S2P3.C1",0.00341,0.06868
"478",NA,NA,NA
"479","S2P7.C1",0.00355,0.10296
"480",NA,NA,NA
"481","S3P1.C1",0.000851,0.05684
"482",NA,NA,NA
"483","S3P3.C1",0.01166,0.06062
"484",NA,NA,NA
"485","S3P5.C1",0.00766,0.10253
"486",NA,NA,NA
"487","S1P2.C2",0.00814,-1.39345
"488",NA,NA,NA
"489","S1P4.C2",0.00859,0.10404
"490",NA,NA,NA
"491","S1P6.C2",-0.00434,0.12461
"492",NA,NA,NA
"493","S2P8.C2",0.01007,0.1101
"494",NA,NA,NA
"495","S2P4.C2",0.00716,0.1033
"496",NA,NA,NA
"497","S2P6.C2",0.00802,0.07846
"498",NA,NA,NA
"499","S3P2.C2",0.0127,0.10272
"500",NA,NA,NA
"501","S3P4.C2",0.000307,0.10334
"502",NA,NA,NA
"503","S3P6.C2",0.00996,0.08222
"504",NA,NA,NA
"505","S1P1.C1",-0.00742,0.10384
"506",NA,NA,NA
"507","S1P3.C1",0.00407,0.12441
"508",NA,NA,NA
"509","S1P5.C1",0.02062,-1.37941
"510",NA,NA,NA
"511","S2P1.C1",0.01024,0.10311
"512",NA,NA,NA
"513","S2P3.C1",0.00341,0.09008
"514",NA,NA,NA
"515","S2P7.C1",-0.00134,0.1244
"516",NA,NA,NA
"517","S3P1.C1",0.0051,0.08177
"518",NA,NA,NA
"519","S3P3.C1",0.01409,0.08201
"520",NA,NA,NA
"521","S3P5.C1",0.00671,0.12394
"522",NA,NA,NA
"523","S1P2.C2",-0.00522,-1.37922
"524",NA,NA,NA
"525","S1P4.C2",0.00587,0.12547
"526",NA,NA,NA
"527","S1P6.C2",0.00421,0.14601
"528",NA,NA,NA
"529","S2P8.C2",0.00621,0.13154
"530",NA,NA,NA
"531","S2P4.C2",-0.0023,0.12471
"532",NA,NA,NA
"533","S2P6.C2",0.00424,0.10339
"534",NA,NA,NA
"535","S3P2.C2",0.0029,0.12414
"536",NA,NA,NA
"537","S3P4.C2",-0.00716,0.12472
"538",NA,NA,NA
"539","S3P6.C2",0.01249,0.1036
"540",NA,NA,NA
"541","S1P1.C1",-0.00167,0.12527
"542",NA,NA,NA
"543","S1P3.C1",-0.0109,0.14581
"544",NA,NA,NA
"545","S1P5.C1",-0.00402,-1.36516
"546",NA,NA,NA
"547","S2P1.C1",-0.00977,0.12453
"548",NA,NA,NA
"549","S2P3.C1",0.01824,0.11501
"550",NA,NA,NA
"551","S2P7.C1",0.000583,0.14576
"552",NA,NA,NA
"553","S3P1.C1",0.00606,0.10317
"554",NA,NA,NA
"555","S3P3.C1",0.00488,0.10339
"556",NA,NA,NA
"557","S3P5.C1",-0.01694,0.14536
"558",NA,NA,NA
"559","S1P2.C2",0.00424,-1.36498
"560",NA,NA,NA
"561","S1P4.C2",-0.00792,0.14685
"562",NA,NA,NA
"563","S1P6.C2",0.00165,0.17093
"564",NA,NA,NA
"565","S2P8.C2",0.01143,0.15291
"566",NA,NA,NA
"567","S2P4.C2",0.00457,0.14608
"568",NA,NA,NA
"569","S2P6.C2",0.00703,0.12477
"570",NA,NA,NA
"571","S3P2.C2",-2.91e-05,0.14557
"572",NA,NA,NA
"573","S3P4.C2",0.01661,0.14611
"574",NA,NA,NA
"575","S3P6.C2",0.00486,0.12501
"576",NA,NA,NA
"577","S1P1.C1",0.01814,0.14666
"578",NA,NA,NA
"579","S1P3.C1",-0.00919,0.17073
"580",NA,NA,NA
"581","S1P5.C1",0.00154,-1.35091
"582",NA,NA,NA
"583","S2P1.C1",-0.0038,0.1459
"584",NA,NA,NA
"585","S2P3.C1",-0.01345,0.13639
"586",NA,NA,NA
"587","S2P7.C1",0.00249,0.17072
"588",NA,NA,NA
"589","S3P1.C1",0.01321,0.12455
"590",NA,NA,NA
"591","S3P3.C1",0.00338,0.1248
"592",NA,NA,NA
"593","S3P5.C1",0.00214,0.16678
"594",NA,NA,NA
"595","S1P2.C2",0.0022,-1.35072
"596",NA,NA,NA
"597","S1P4.C2",0.00867,0.17178
"598",NA,NA,NA
"599","S1P6.C2",0.01909,0.19233
"600",NA,NA,NA
"601","S2P8.C2",0.01174,0.17786
"602",NA,NA,NA
"603","S2P4.C2",-0.00588,0.171
"604",NA,NA,NA
"605","S2P6.C2",-0.0051,0.14615
"606",NA,NA,NA
"607","S3P2.C2",0.00222,0.16698
"608",NA,NA,NA
"609","S3P4.C2",0.01374,0.17102
"610",NA,NA,NA
"611","S3P6.C2",0.00566,0.14993
"612",NA,NA,NA
"613","S1P1.C1",0.01324,0.17159
"614",NA,NA,NA
"615","S1P3.C1",0.00484,0.19213
"616",NA,NA,NA
"617","S1P5.C1",0.000581,-1.33666
"618",NA,NA,NA
"619","S2P1.C1",-0.00681,0.17081
"620",NA,NA,NA
"621","S2P3.C1",-0.00928,0.15777
"622",NA,NA,NA
"623","S2P7.C1",-0.00494,0.19207
"624",NA,NA,NA
"625","S3P1.C1",0.00317,0.14594
"626",NA,NA,NA
"627","S3P3.C1",0.01254,0.14972
"628",NA,NA,NA
"629","S3P5.C1",-0.01417,0.19174
"630",NA,NA,NA
"631","S1P2.C2",-0.03979,-1.33646
"632",NA,NA,NA
"633","S1P4.C2",0.000938,0.19318
"634",NA,NA,NA
"635","S1P6.C2",0.00315,0.21373
"636",NA,NA,NA
"637","S2P8.C2",-0.00732,0.19921
"638",NA,NA,NA
"639","S2P4.C2",-0.00698,0.19236
"640",NA,NA,NA
"641","S2P6.C2",0.00288,0.16755
"642",NA,NA,NA
"643","S3P2.C2",0.00165,0.19192
"644",NA,NA,NA
"645","S3P4.C2",0.00929,0.19242
"646",NA,NA,NA
"647","S3P6.C2",0.00907,0.17134
"648",NA,NA,NA
"649","S1P1.C1",0.000317,0.193
"650",NA,NA,NA
"651","S1P3.C1",0.0023,0.21353
"652",NA,NA,NA
"653","S1P5.C1",-0.01656,-1.31887
"654",NA,NA,NA
"655","S2P1.C1",-0.0123,0.19218
"656",NA,NA,NA
"657","S2P3.C1",-0.00382,0.17917
"658",NA,NA,NA
"659","S2P7.C1",0.02931,0.21347
"660",NA,NA,NA
"661","S3P1.C1",0.000497,0.17086
"662",NA,NA,NA
"663","S3P3.C1",0.0056,0.17113
"664",NA,NA,NA
"665","S3P5.C1",0.000349,0.21314
"666",NA,NA,NA
"667","S1P2.C2",0.00247,-1.31868
"668",NA,NA,NA
"669","S1P4.C2",0.00843,0.21457
"670",NA,NA,NA
"671","S1P6.C2",-0.00944,0.23512
"672",NA,NA,NA
"673","S2P8.C2",0.00227,0.2206
"674",NA,NA,NA
"675","S2P4.C2",0.00229,0.21375
"676",NA,NA,NA
"677","S2P6.C2",-0.000804,0.19243
"678",NA,NA,NA
"679","S3P2.C2",-0.0227,0.2133
"680",NA,NA,NA
"681","S3P4.C2",0.01033,0.21381
"682",NA,NA,NA
"683","S3P6.C2",0.00473,0.19274
"684",NA,NA,NA
"685","S1P1.C1",-0.012,0.21438
"686",NA,NA,NA
"687","S1P3.C1",0.02084,0.23492
"688",NA,NA,NA
"689","S1P5.C1",0.00725,-1.30458
"690",NA,NA,NA
"691","S2P1.C1",-0.00835,0.21356
"692",NA,NA,NA
"693","S2P3.C1",-0.01546,0.20405
"694",NA,NA,NA
"695","S2P7.C1",0.00192,0.23481
"696",NA,NA,NA
"697","S3P1.C1",0.00691,0.19225
"698",NA,NA,NA
"699","S3P3.C1",0.01381,0.19253
"700",NA,NA,NA
"701","S3P5.C1",-0.0207,0.23451
"702",NA,NA,NA
"703","S1P2.C2",-0.00394,-1.30439
"704",NA,NA,NA
"705","S1P4.C2",-0.00828,0.23598
"706",NA,NA,NA
"707","S1P6.C2",0.01845,0.26002
"708",NA,NA,NA
"709","S2P8.C2",-0.00549,0.24196
"710",NA,NA,NA
"711","S2P4.C2",-0.00258,0.23514
"712",NA,NA,NA
"713","S2P6.C2",-0.000859,0.21383
"714",NA,NA,NA
"715","S3P2.C2",0.00885,0.23471
"716",NA,NA,NA
"717","S3P4.C2",0.00127,0.23521
"718",NA,NA,NA
"719","S3P6.C2",-0.0021,0.21414
"720",NA,NA,NA
"721","S1P1.C1",0.00903,0.23578
"722",NA,NA,NA
"723","S1P3.C1",-0.00549,0.25983
"724",NA,NA,NA
"725","S1P5.C1",-0.00771,-1.2903
"726",NA,NA,NA
"727","S2P1.C1",-0.01717,0.23495
"728",NA,NA,NA
"729","S2P3.C1",0.01169,0.22545
"730",NA,NA,NA
"731","S2P7.C1",-0.00687,0.25977
"732",NA,NA,NA
"733","S3P1.C1",1.13e-05,0.21363
"734",NA,NA,NA
"735","S3P3.C1",0.00872,0.21394
"736",NA,NA,NA
"737","S3P5.C1",-0.01282,0.2559
"738",NA,NA,NA
"739","S1P2.C2",0.00552,-1.29012
"740",NA,NA,NA
"741","S1P4.C2",-0.00174,0.26093
"742",NA,NA,NA
"743","S1P6.C2",0.01048,0.28142
"744",NA,NA,NA
"745","S2P8.C2",-0.00221,0.26691
"746",NA,NA,NA
"747","S2P4.C2",0.00904,0.26007
"748",NA,NA,NA
"749","S2P6.C2",0.00197,0.2352
"750",NA,NA,NA
"751","S3P2.C2",0.00871,0.2561
"752",NA,NA,NA
"753","S3P4.C2",-0.00157,0.26014
"754",NA,NA,NA
"755","S3P6.C2",0.01212,0.23906
"756",NA,NA,NA
"757","S1P1.C1",0.002,0.26072
"758",NA,NA,NA
"759","S1P3.C1",-0.00193,0.28123
"760",NA,NA,NA
"761","S1P5.C1",0.0251,-1.27603
"762",NA,NA,NA
"763","S2P1.C1",-0.0024,0.25988
"764",NA,NA,NA
"765","S2P3.C1",0.01056,0.24683
"766",NA,NA,NA
"767","S2P7.C1",0.01216,0.28113
"768",NA,NA,NA
"769","S3P1.C1",0.01401,0.23503
"770",NA,NA,NA
"771","S3P3.C1",0.01197,0.23885
"772",NA,NA,NA
"773","S3P5.C1",-0.00128,0.28087
"774",NA,NA,NA
"775","S1P2.C2",0.000607,-1.27587
"776",NA,NA,NA
"777","S1P4.C2",-0.00327,0.29495
"778",NA,NA,NA
"779","S1P6.C2",-0.00636,0.30277
"780",NA,NA,NA
"781","S2P8.C2",0.000368,0.28828
"782",NA,NA,NA
"783","S2P4.C2",0.00355,0.28146
"784",NA,NA,NA
"785","S2P6.C2",0.01004,0.2566
"786",NA,NA,NA
"787","S3P2.C2",0.00574,0.28106
"788",NA,NA,NA
"789","S3P4.C2",0.00861,0.28153
"790",NA,NA,NA
"791","S3P6.C2",-0.00148,0.34396
"792",NA,NA,NA
"793","S1P1.C1",-0.000397,0.28212
"794",NA,NA,NA
"795","S1P3.C1",-0.00587,0.3026
"796",NA,NA,NA
"797","S1P5.C1",0.000651,-1.26178
"798",NA,NA,NA
"799","S2P1.C1",0.00786,0.28127
"800",NA,NA,NA
"801","S2P3.C1",0.01043,0.26822
"802",NA,NA,NA
"803","S2P7.C1",0.0074,0.30252
"804",NA,NA,NA
"805","S3P1.C1",-0.00203,0.25998
"806",NA,NA,NA
"807","S3P3.C1",-0.00165,0.26025
"808",NA,NA,NA
"809","S3P5.C1",0.0092,0.30227
"810",NA,NA,NA
"811","S1P2.C2",0.00509,-1.26161
"812",NA,NA,NA
"813","S1P4.C2",0.00659,0.33061
"814",NA,NA,NA
"815","S1P6.C2",0.00629,0.32416
"816",NA,NA,NA
"817","S2P8.C2",0.0149,0.30966
"818",NA,NA,NA
"819","S2P4.C2",0.00928,0.30286
"820",NA,NA,NA
"821","S2P6.C2",0.0031,0.28152
"822",NA,NA,NA
"823","S3P2.C2",0.00058,0.30247
"824",NA,NA,NA
