"","Label","Flux","Time"
"365","S2P3.C1",0.01169,0.22545
"366","S2P7.C1",-0.00687,0.25977
"367","S3P1.C1",1.13e-05,0.21363
"368","S3P3.C1",0.00872,0.21394
"369","S3P5.C1",-0.01282,0.2559
"370","S1P2.C2",0.00552,-1.29012
"371","S1P4.C2",-0.00174,0.26093
"372","S1P6.C2",0.01048,0.28142
"373","S2P8.C2",-0.00221,0.26691
"374","S2P4.C2",0.00904,0.26007
"375","S2P6.C2",0.00197,0.2352
"376","S3P2.C2",0.00871,0.2561
"377","S3P4.C2",-0.00157,0.26014
"378","S3P6.C2",0.01212,0.23906
"379","S1P1.C1",0.002,0.26072
"380","S1P3.C1",-0.00193,0.28123
"381","S1P5.C1",0.0251,-1.27603
"382","S2P1.C1",-0.0024,0.25988
"383","S2P3.C1",0.01056,0.24683
"384","S2P7.C1",0.01216,0.28113
"385","S3P1.C1",0.01401,0.23503
"386","S3P3.C1",0.01197,0.23885
"387","S3P5.C1",-0.00128,0.28087
"388","S1P2.C2",0.000607,-1.27587
"389","S1P4.C2",-0.00327,0.29495
"390","S1P6.C2",-0.00636,0.30277
"391","S2P8.C2",0.000368,0.28828
"392","S2P4.C2",0.00355,0.28146
"393","S2P6.C2",0.01004,0.2566
"394","S3P2.C2",0.00574,0.28106
"395","S3P4.C2",0.00861,0.28153
"396","S3P6.C2",-0.00148,0.34396
"397","S1P1.C1",-0.000397,0.28212
"398","S1P3.C1",-0.00587,0.3026
"399","S1P5.C1",0.000651,-1.26178
"400","S2P1.C1",0.00786,0.28127
"401","S2P3.C1",0.01043,0.26822
"402","S2P7.C1",0.0074,0.30252
"403","S3P1.C1",-0.00203,0.25998
"404","S3P3.C1",-0.00165,0.26025
"405","S3P5.C1",0.0092,0.30227
"406","S1P2.C2",0.00509,-1.26161
"407","S1P4.C2",0.00659,0.33061
"408","S1P6.C2",0.00629,0.32416
"409","S2P8.C2",0.0149,0.30966
"410","S2P4.C2",0.00928,0.30286
"411","S2P6.C2",0.0031,0.28152
"412","S3P2.C2",0.00058,0.30247
"413","S3P4.C2",-0.00891,0.30292
"414","S3P6.C2",-0.00317,0.37954
"415","S1P1.C1",0.01185,0.29477
"416","S1P3.C1",-0.00301,0.32397
"417","S1P5.C1",0.01013,-1.24755
"418","S2P1.C1",0.00148,0.30267
"419","S2P3.C1",0.0111,0.29314
"420","S2P7.C1",0.00463,0.32389
"421","S3P1.C1",0.00325,0.28135
"422","S3P3.C1",-0.00247,0.34375
"423","S3P5.C1",0.000274,0.32558
"424","S1P2.C2",0.00237,-1.24737
"425","S1P4.C2",-0.00178,0.34993
"426","S1P6.C2",0.00277,0.34215
"427","S2P8.C2",0.0047,0.33103
"428","S2P4.C2",0.00327,0.32426
"429","S2P6.C2",0.00253,0.30757
"430","S3P2.C2",0.00488,0.32579
"431","S3P4.C2",-0.00109,0.32431
"432","S3P6.C2",0.01314,0.41865
"433","S1P1.C1",0.000101,0.33043
"434","S1P3.C1",0.02111,0.34196
"435","S1P5.C1",-0.00282,-1.22977
"436","S2P1.C1",0.00117,0.32407
"437","S2P3.C1",-0.00156,0.3192
"438","S2P7.C1",-0.01177,0.3488
"439","S3P1.C1",-0.00174,0.30275
"440","S3P3.C1",0.01797,0.37933
"441","S3P5.C1",-0.000684,0.36125
"442","S1P2.C2",0.00251,-1.22959
"443","S1P4.C2",0.00625,0.38561
"444","S1P6.C2",-0.00048,0.37781
"445","S2P8.C2",0.00417,0.35594
"446","S2P4.C2",-0.00523,0.34347
"447","S2P6.C2",0.0168,0.34316
"448","S3P2.C2",-0.00719,0.36145
"449","S3P4.C2",0.01112,0.34922
"450","S3P6.C2",0.00923,0.45426
"451","S1P1.C1",0.01393,0.34973
"452","S1P3.C1",0.00959,0.37762
"453","S1P5.C1",-0.00124,-1.21551
"454","S2P1.C1",0.00318,0.34326
"455","S2P3.C1",0.01092,0.3548
"456","S2P7.C1",-0.00297,0.37016
"457","S3P1.C1",-0.00562,0.32414
"458","S3P3.C1",-0.000185,0.41844
"459","S3P5.C1",0.00156,0.40043
"460","S1P2.C2",-0.01145,-1.21531
"461","S1P4.C2",-0.00218,0.4248
"462","S1P6.C2",-0.00166,0.41703
"463","S2P8.C2",0.01085,0.37727
"464","S2P4.C2",0.01257,0.3791
"465","S2P6.C2",-0.00646,0.39405
"466","S3P2.C2",0.0023,0.4006
"467","S3P4.C2",0.0359,0.36887
"468","S3P6.C2",0.00524,0.49346
"469","S1P1.C1",0.00803,0.38542
"470","S1P3.C1",-0.00671,0.41683
"471","S1P5.C1",-0.0153,-1.20125
"472","S2P1.C1",0.0155,0.37892
"473","S2P3.C1",-0.00883,0.40569
"474","S2P7.C1",-0.00503,0.3915
"475","S3P1.C1",-0.00172,0.34906
"476","S3P3.C1",0.00779,0.45405
"477","S3P5.C1",0.01344,0.43609
"478","S1P2.C2",0.00712,-1.20104
"479","S1P4.C2",0.00208,0.46047
"480","S1P6.C2",0.00236,0.45263
"481","S2P8.C2",-0.00156,0.39861
"482","S2P4.C2",0.00243,0.41819
"483","S2P6.C2",-0.00896,0.42963
"484","S3P2.C2",-0.00112,0.4363
"485","S3P4.C2",-0.00127,0.40442
"486","S3P6.C2",0.00724,0.52911
"487","S1P1.C1",0.0142,0.42461
"488","S1P3.C1",0.00348,0.45247
"489","S1P5.C1",-0.00582,-1.18696
"490","S2P1.C1",0.000885,0.41803
"491","S2P3.C1",0.00516,0.44126
"492","S2P7.C1",0.00239,0.41285
"493","S3P1.C1",0.00327,0.36872
"494","S3P3.C1",-0.001,0.49325
"495","S3P5.C1",0.01356,0.47529
"496","S1P2.C2",-0.0225,-1.18678
"497","S1P4.C2",-0.00154,0.49965
"498","S1P6.C2",0.00958,0.49179
"499","S2P8.C2",0.00265,0.41995
"500","S2P4.C2",-0.00244,0.45376
"501","S2P6.C2",-0.00582,0.48088
"502","S3P2.C2",0.00128,0.47547
"503","S3P4.C2",0.00421,0.44353
"504","S3P6.C2",0.01405,0.56826
"505","S1P1.C1",-0.00864,0.46028
"506","S1P3.C1",0.01016,0.4916
"507","S1P5.C1",0.00932,-1.17272
"508","S2P1.C1",-0.00596,0.45358
"509","S2P3.C1",-0.00745,0.4925
"510","S2P7.C1",0.00903,0.43779
"511","S3P1.C1",0.000217,0.40426
"512","S3P3.C1",0.01106,0.5289
"513","S3P5.C1",0.0146,0.51091
"514","S1P2.C2",-0.004,-1.17252
"515","S1P4.C2",-0.01116,0.53531
"516","S1P6.C2",0.01929,0.52743
"517","S2P8.C2",-0.00325,0.44492
"518","S2P4.C2",0.01029,0.49292
"519","S2P6.C2",-0.00323,0.51648
"520","S3P2.C2",-0.01055,0.5111
"521","S3P4.C2",0.0065,0.47916
"522","S3P6.C2",0.000103,0.6039
"523","S1P1.C1",-0.00938,0.49946
"524","S1P3.C1",-0.00391,0.52723
"525","S1P5.C1",-0.01275,-1.15844
"526","S2P1.C1",0.01555,0.49273
"527","S2P3.C1",-0.00595,0.52811
"528","S2P7.C1",-0.000424,0.45918
"529","S3P1.C1",-0.01854,0.44337
"530","S3P3.C1",-0.01694,0.56806
"531","S3P5.C1",0.01188,0.5501
"532","S1P2.C2",-0.00414,-1.15825
"533","S1P4.C2",-0.00127,0.57449
"534","S1P6.C2",-0.00388,0.56659
"535","S2P8.C2",-0.01138,0.46632
"536","S2P4.C2",-0.00285,0.52856
"537","S2P6.C2",0.00602,0.56767
"538","S3P2.C2",0.00883,0.55029
"539","S3P4.C2",0.0054,0.51837
"540","S3P6.C2",-0.00472,0.643
"541","S1P1.C1",-0.00314,0.53512
"542","S1P3.C1",0.00771,0.5664
"543","S1P5.C1",-0.0109,-1.14065
"544","S2P1.C1",-0.00756,0.52838
"545","S2P3.C1",-0.00307,0.57931
"546","S2P7.C1",-0.00435,0.48056
"547","S3P1.C1",0.00329,0.47899
"548","S3P3.C1",0.01034,0.60369
"549","S3P5.C1",0.0106,0.58575
"550","S1P2.C2",0.00334,-1.14046
"551","S1P4.C2",0.01867,0.61014
"552","S1P6.C2",-0.00593,0.60221
"553","S2P8.C2",0.01701,0.4877
"554","S2P4.C2",-0.00579,0.56771
"555","S2P6.C2",-0.00529,0.60326
"556","S3P2.C2",-8.85e-05,0.58594
"557","S3P4.C2",0.000792,0.55405
"558","S3P6.C2",-0.01504,0.67859
"559","S1P1.C1",0.00417,0.57429
"560","S1P3.C1",-0.00159,0.60204
"561","S1P5.C1",0.00145,-1.12638
"562","S2P1.C1",-0.00245,0.56753
"563","S2P3.C1",0.00178,0.6149
"564","S2P7.C1",0.000924,0.50192
"565","S3P1.C1",0.01355,0.51819
"566","S3P3.C1",0.00852,0.64279
"567","S3P5.C1",-0.00812,0.62495
"568","S1P2.C2",0.01295,-1.12619
"569","S1P4.C2",0.01166,0.64929
"570","S1P6.C2",-6.46e-05,0.64137
"571","S2P8.C2",0.01192,0.50906
"572","S2P4.C2",-0.00474,0.60334
"573","S2P6.C2",-0.0063,0.6545
"574","S3P2.C2",0.00424,0.62514
"575","S3P4.C2",-0.00293,0.59331
"576","S3P6.C2",0.00532,0.71773
"577","S1P1.C1",-0.00232,0.60994
"578","S1P3.C1",-0.000278,0.64118
"579","S1P5.C1",-0.01334,-1.11214
"580","S2P1.C1",0.01415,0.60317
"581","S2P3.C1",-0.00147,0.66611
"582","S2P7.C1",-0.0028,0.52686
"583","S3P1.C1",0.00154,0.55388
"584","S3P3.C1",-0.00137,0.67838
"585","S3P5.C1",-0.0059,0.66054
"586","S1P2.C2",0.0068,-1.11194
"587","S1P4.C2",-0.00927,0.68497
"588","S1P6.C2",0.0024,0.67696
"589","S2P8.C2",0.01616,0.534
"590","S2P4.C2",-0.01413,0.6425
"591","S2P6.C2",-0.00169,0.69012
"592","S3P2.C2",-0.00976,0.66074
"593","S3P4.C2",-0.01505,0.62891
"594","S3P6.C2",-0.00313,0.75333
"595","S1P1.C1",-0.00905,0.6491
"596","S1P3.C1",0.00163,0.67679
"597","S1P5.C1",-0.00369,-1.09789
"598","S2P1.C1",0.00483,0.64233
"599","S2P3.C1",0.01802,0.70174
"600","S2P7.C1",-0.01243,0.54823
"601","S3P1.C1",0.01708,0.59311
"602","S3P3.C1",0.00547,0.71752
"603","S3P5.C1",0.00718,0.69971
"604","S1P2.C2",-0.00745,-1.0977
"605","S1P4.C2",0.0117,0.72416
"606","S1P6.C2",-0.00431,0.71612
"607","S2P8.C2",0.00994,0.55537
"608","S2P4.C2",0.0016,0.67815
"609","S2P6.C2",0.00265,0.7413
"610","S3P2.C2",-0.00159,0.69988
"611","S3P4.C2",0.004,0.66813
"612","S3P6.C2",0.00207,0.7925
"613","S1P1.C1",-0.00042,0.68477
"614","S1P3.C1",0.00567,0.71596
"615","S1P5.C1",-0.0115,-1.08365
"616","S2P1.C1",0.0167,0.67797
"617","S2P3.C1",-0.0152,0.75292
"618","S2P7.C1",0.01151,0.56962
"619","S3P1.C1",-0.00931,0.62876
"620","S3P3.C1",0.00653,0.75313
"621","S3P5.C1",0.00455,0.73531
"622","S1P2.C2",-0.00743,-1.08346
"623","S1P4.C2",-0.0152,0.75979
"624","S1P6.C2",0.02723,0.75174
"625","S2P8.C2",-0.00753,0.57676
"626","S2P4.C2",-0.00775,0.7173
"627","S2P6.C2",-0.01406,0.77691
"628","S3P2.C2",-0.01052,0.7355
"629","S3P4.C2",-0.00218,0.70377
"630","S3P6.C2",-0.00538,0.82811
"631","S1P1.C1",-0.00422,0.72396
"632","S1P3.C1",0.00881,0.75157
"633","S1P5.C1",0.0129,-1.06941
"634","S2P1.C1",0.01316,0.71714
"635","S2P3.C1",0.011,0.78853
"636","S2P7.C1",0.00268,0.59098
"637","S3P1.C1",-0.0099,0.66795
"638","S3P3.C1",-0.00757,0.79229
"639","S3P5.C1",-0.000529,0.77448
"640","S1P2.C2",0.00669,-1.0692
"641","S1P4.C2",-0.00736,0.79897
