"","Label","Flux","Time"
"642","S1P6.C2",0.00349,0.79089
"643","S2P8.C2",-0.00235,0.59809
"644","S2P4.C2",-0.000382,0.75297
"645","S2P6.C2",-0.01043,0.8281
"646","S3P2.C2",-0.000113,0.77468
"647","S3P4.C2",0.00827,0.74299
"648","S3P6.C2",0.0103,0.86721
"649","S1P1.C1",0.00137,0.75959
"650","S1P3.C1",-0.0072,0.79073
"651","S1P5.C1",0.00707,-1.05161
"652","S2P1.C1",0.00872,0.75279
"653","S2P3.C1",0.01049,0.83972
"654","S2P7.C1",-0.00129,0.61587
"655","S3P1.C1",-0.00958,0.7036
"656","S3P3.C1",-0.00688,0.82791
"657","S3P5.C1",-0.01278,0.81014
"658","S1P2.C2",-0.01203,-1.05141
"659","S1P4.C2",-0.00417,0.83462
"660","S1P6.C2",0.00167,0.82649
"661","S2P8.C2",0.00748,0.62299
"662","S2P4.C2",-0.00929,0.79212
"663","S2P6.C2",0.01577,0.86568
"664","S3P2.C2",0.0154,0.81032
"665","S3P4.C2",-0.000233,0.77863
"666","S3P6.C2",-0.00668,0.90284
"667","S1P1.C1",-0.00168,0.79877
"668","S1P3.C1",-0.00512,0.82633
"669","S1P5.C1",0.0072,-1.03736
"670","S2P1.C1",0.00631,0.79194
"671","S2P3.C1",-0.00924,0.8773
"672","S3P1.C1",0.00691,0.74282
"673","S3P3.C1",-0.000932,0.867
"674","S3P5.C1",-0.0234,0.84935
"675","S1P2.C2",0.01196,-1.03716
"676","S1P4.C2",0.01475,0.87376
"677","S1P6.C2",-0.01066,0.86565
"678","S2P8.C2",0.00873,0.64431
"679","S2P4.C2",-0.000682,0.82779
"680","S2P6.C2",0.01202,0.91491
"681","S3P2.C2",-0.0137,0.84953
"682","S3P4.C2",0.00749,0.81784
"683","S3P6.C2",0.00538,0.94201
"684","S1P1.C1",-0.000233,0.83443
"685","S1P3.C1",-0.00656,0.86547
"686","S1P5.C1",-0.00398,-1.02311
"687","S2P1.C1",-0.00946,0.8276
"688","S2P3.C1",-0.00684,0.92653
"689","S2P7.C1",-0.01035,0.65855
"690","S3P1.C1",0.0087,0.77847
"691","S3P3.C1",0.00341,0.90263
"692","S3P5.C1",0.000929,0.88497
"693","S1P2.C2",-0.0014,-1.02291
"694","S1P4.C2",0.000694,0.90942
"695","S1P6.C2",0.01228,0.90126
"696","S2P8.C2",-0.00688,0.66568
"697","S2P4.C2",0.00263,0.86696
"698","S2P6.C2",-0.00843,0.95056
"699","S3P2.C2",-0.01332,0.88516
"700","S3P4.C2",0.00101,0.85351
"701","S3P6.C2",-0.000952,1.00041
"702","S1P1.C1",-0.0072,0.87356
"703","S1P3.C1",-0.01155,0.90111
"704","S1P5.C1",-0.0026,-1.00883
"705","S2P1.C1",-0.00251,0.86679
"706","S2P3.C1",0.00364,0.96218
"707","S2P7.C1",-0.000261,0.67991
"708","S3P1.C1",-0.00151,0.81766
"709","S3P3.C1",-0.00303,0.94181
"710","S3P5.C1",0.00525,0.9242
"711","S1P2.C2",-0.0032,-0.99909
"712","S1P4.C2",0.00468,0.94854
"713","S1P6.C2",-0.01536,0.94044
"714","S2P8.C2",0.00363,0.68704
"715","S2P4.C2",-0.00231,0.90262
"716","S2P6.C2",0.00565,1.00938
"717","S3P2.C2",0.00339,0.9244
"718","S3P4.C2",0.01713,0.8927
"719","S3P6.C2",0.00247,1.04316
"720","S1P1.C1",0.00295,0.90922
"721","S1P3.C1",-0.00564,0.94025
"722","S1P5.C1",-0.03585,-0.99928
"723","S2P1.C1",0.01045,0.90243
"724","S2P3.C1",-0.02264,1.00672
"725","S2P7.C1",0.00297,0.70483
"726","S3P1.C1",0.01311,0.85333
"727","S3P3.C1",-0.00255,0.98595
"728","S3P5.C1",0.00837,0.95986
"729","S1P2.C2",-0.01184,-0.98481
"730","S1P4.C2",0.00518,1.02135
"731","S1P6.C2",-0.00606,1.02112
"732","S2P8.C2",-0.01299,0.71196
"733","S2P4.C2",-0.00218,0.94181
"734","S2P6.C2",-0.00149,1.0522
"735","S3P2.C2",-0.00699,0.96006
"736","S3P4.C2",-0.01568,0.92836
"737","S3P6.C2",-0.00827,1.08949
"738","S1P1.C1",0.000976,0.94838
"739","S1P3.C1",-0.00127,0.97589
"740","S1P5.C1",-0.00315,-0.98501
"741","S2P1.C1",-0.01202,0.94162
"742","S2P3.C1",0.016,1.04954
"743","S2P7.C1",-0.0029,0.72618
"744","S3P1.C1",0.00221,0.89252
"745","S3P3.C1",0.0224,1.0287
"746","S3P5.C1",0.00011,1.00684
"747","S1P2.C2",0.01317,-0.97057
"748","S1P4.C2",-0.00125,1.06413
"749","S1P6.C2",0.00498,1.06388
"750","S2P8.C2",0.000545,0.73332
"751","S2P4.C2",-0.00399,1.02203
"752","S2P6.C2",0.01535,1.09853
"753","S3P2.C2",-0.00292,1.02131
"754","S3P4.C2",0.00699,1.00166
"755","S3P6.C2",0.00413,1.13229
"756","S1P1.C1",0.00744,1.0069
"757","S1P3.C1",0.00737,1.00672
"758","S1P5.C1",0.000826,-0.97076
"759","S2P1.C1",-0.00639,0.97728
"760","S2P3.C1",-0.00423,1.09588
"761","S2P7.C1",0.00465,0.74757
"762","S3P1.C1",0.000369,0.92818
"763","S3P3.C1",0.01406,1.075
"764","S3P5.C1",-0.000914,1.04965
"765","S1P2.C2",-0.00571,-0.9563
"766","S1P4.C2",-0.01792,1.11046
"767","S1P6.C2",-0.00146,1.11016
"768","S2P8.C2",0.00492,0.7547
"769","S2P4.C2",0.00598,1.06484
"770","S2P6.C2",-0.00237,1.14133
"771","S3P2.C2",0.00355,1.06411
"772","S3P4.C2",0.00779,1.05462
"773","S3P6.C2",-0.00766,1.17856
"774","S1P1.C1",0.03521,1.04969
"775","S1P3.C1",0.00393,1.04944
"776","S1P5.C1",-0.00742,-0.95649
"777","S2P1.C1",0.00806,1.00757
"778","S2P3.C1",0.01029,1.13868
"779","S2P7.C1",0.00369,0.76892
"780","S3P1.C1",-0.00346,0.98723
"781","S3P3.C1",0.00202,1.1178
"782","S3P5.C1",-0.00687,1.09597
"783","S1P2.C2",-0.00599,-0.94204
"784","S1P4.C2",0.00592,1.15325
"785","S1P6.C2",-0.00359,1.15297
"786","S2P8.C2",0.00767,0.77605
"787","S2P4.C2",0.01691,1.11119
"788","S2P6.C2",0.00342,1.18765
"789","S3P2.C2",0.00191,1.11045
"790","S3P4.C2",0.00547,1.0974
"791","S3P6.C2",0.00263,1.22134
"792","S1P1.C1",-0.00537,1.09602
"793","S1P3.C1",-0.00177,1.09572
"794","S1P5.C1",0.00482,-0.94223
"795","S2P1.C1",0.00321,1.05038
"796","S2P3.C1",0.00609,1.185
"797","S2P7.C1",0.0019,0.79382
"798","S3P1.C1",-2.37e-05,1.04019
"799","S3P3.C1",0.000659,1.16412
"800","S3P5.C1",0.000929,1.13878
"801","S1P2.C2",-0.00544,-0.89126
"802","S1P4.C2",-0.01673,1.19955
"803","S1P6.C2",0.000378,1.19931
"804","S2P8.C2",0.00999,0.80095
"805","S2P4.C2",-0.00884,1.15398
"806","S2P6.C2",0.0091,1.23044
"807","S3P2.C2",0.01122,1.15322
"808","S3P4.C2",-0.000763,1.14369
"809","S3P6.C2",0.01052,1.26763
"810","S1P3.C1",-0.00164,1.13851
"811","S1P5.C1",0.0101,-0.92795
"812","S2P1.C1",-0.01734,1.09672
"813","S2P3.C1",-0.00831,1.2278
"814","S2P7.C1",0.00177,0.81517
"815","S3P1.C1",0.000301,1.08296
"816","S3P3.C1",0.01216,1.20686
"817","S3P5.C1",0.021,1.18507
"818","S1P2.C2",-0.01146,-0.87701
"819","S1P4.C2",-0.00385,1.24234
"820","S1P6.C2",0.01514,1.24209
"821","S2P8.C2",0.00486,0.8223
"822","S2P4.C2",-0.0133,1.20032
"823","S2P6.C2",0.0019,1.27672
"824","S3P2.C2",-0.01877,1.1995
"825","S3P4.C2",-0.02054,1.18647
"826","S3P6.C2",0.00774,1.31038
"827","S1P1.C1",0.00224,1.18509
"828","S1P3.C1",0.00813,1.18484
"829","S1P5.C1",0.000552,-0.89146
"830","S2P1.C1",8.32e-05,1.13954
"831","S2P3.C1",0.01081,1.2741
"832","S2P7.C1",-0.00672,0.83655
"833","S3P1.C1",-0.00408,1.12927
"834","S3P3.C1",-0.01462,1.25317
"835","S3P5.C1",0.01032,1.22782
"836","S1P2.C2",-0.000307,-0.86273
"837","S1P4.C2",0.00107,1.28867
"838","S1P6.C2",0.00402,1.379
"839","S2P8.C2",-0.01013,0.84368
"840","S2P4.C2",0.00349,1.24311
"841","S2P6.C2",-0.0103,1.34462
"842","S3P2.C2",0.01113,1.24228
"843","S3P4.C2",0.0026,1.23275
"844","S3P6.C2",0.00336,1.35662
"845","S1P1.C1",-0.0081,1.22788
"846","S1P3.C1",-0.01765,1.22764
"847","S1P5.C1",-0.000834,-0.87721
"848","S2P1.C1",0.01756,1.18587
"849","S2P3.C1",0.00843,1.31684
"850","S2P7.C1",-4.2e-05,0.85791
"851","S3P1.C1",-0.00116,1.17205
"852","S3P3.C1",0.0071,1.29593
"853","S3P5.C1",0.00298,1.27414
"854","S1P2.C2",-0.0028,-0.84848
"855","S1P4.C2",0.00694,1.33145
"856","S1P6.C2",0.0114,1.41459
"857","S2P8.C2",0.00296,0.86502
"858","S2P4.C2",-0.00528,1.30921
"859","S2P6.C2",-0.00638,1.38025
"860","S3P2.C2",0.000439,1.2886
"861","S3P4.C2",0.0164,1.27552
"862","S3P6.C2",-0.00819,1.39934
"863","S1P1.C1",-0.00235,1.2742
"864","S1P3.C1",-0.01131,1.27396
"865","S1P5.C1",-0.00015,-0.86294
"866","S2P1.C1",0.00923,1.22866
"867","S2P3.C1",-0.00102,1.35624
"868","S2P7.C1",0.00221,0.88278
"869","S3P1.C1",0.00487,1.21833
"870","S3P3.C1",-0.0092,1.3422
"871","S3P5.C1",0.00259,1.31694
"872","S1P2.C2",-0.00301,-0.83419
"873","S1P4.C2",-0.00684,1.38308
"874","S1P6.C2",-0.0119,1.45369
"875","S2P8.C2",0.00541,0.88991
"876","S2P4.C2",-0.01096,1.36419
"877","S2P6.C2",0.0017,1.41949
"878","S3P2.C2",0.02184,1.35771
"879","S3P4.C2",-0.00204,1.33362
"880","S3P6.C2",0.00207,1.44567
"881","S1P1.C1",0.0228,1.317
"882","S1P3.C1",-0.00689,1.37884
"883","S1P5.C1",0.00375,-0.84869
"884","S2P1.C1",-0.01514,1.275
"885","S2P3.C1",0.00423,1.3919
"886","S2P7.C1",0.00935,0.90413
"887","S3P1.C1",0.0075,1.2611
"888","S3P3.C1",0.00241,1.38488
"889","S3P5.C1",0.0049,1.35753
"890","S1P2.C2",0.00555,-0.81991
"891","S1P4.C2",-0.00488,1.41868
"892","S1P6.C2",-0.0159,1.48934
"893","S2P8.C2",0.00262,0.91127
"894","S2P4.C2",-0.00869,1.39985
"895","S2P6.C2",0.000933,1.45508
"896","S3P2.C2",0.0036,1.39333
"897","S3P4.C2",0.0075,1.36922
"898","S3P6.C2",0.00894,1.48845
"899","S1P1.C1",0.000499,1.38292
"900","S1P3.C1",0.00268,1.41443
"901","S1P5.C1",-0.02257,-0.8344
"902","S2P1.C1",-0.011,1.30904
"903","S2P3.C1",0.01535,1.43111
"904","S2P7.C1",-0.0085,0.92551
"905","S3P1.C1",-0.01116,1.30742
"906","S3P3.C1",-0.00243,1.43122
"907","S3P5.C1",0.000996,1.39316
"908","S1P2.C2",-0.00404,-0.80208
"909","S1P4.C2",-0.00566,1.4578
"910","S1P6.C2",0.00708,1.52854
"911","S2P8.C2",-0.00284,0.93264
"912","S2P4.C2",-0.000621,1.43906
"913","S2P6.C2",0.00304,1.49424
"914","S3P2.C2",-0.0085,1.43242
"915","S3P4.C2",-0.01051,1.42009
"916","S3P6.C2",0.00682,1.53472
"917","S1P1.C1",0.00428,1.4185
"918","S1P3.C1",0.00862,1.45353
"919","S1P5.C1",-0.00511,-0.8201
"920","S2P1.C1",0.000547,1.36402
"921","S2P3.C1",-0.0182,1.46671
"922","S2P7.C1",-0.00757,0.94686
"923","S3P1.C1",0.009,1.33347
"924","S3P3.C1",0.01295,1.47396
"925","S3P5.C1",0.00997,1.43225
"926","S1P2.C2",-0.000106,-0.78781
"927","S1P4.C2",0.00668,1.49343
"928","S1P6.C2",-0.0101,1.56419
"929","S2P8.C2",-0.00909,0.95399
"930","S2P4.C2",0.02774,1.47472
"931","S2P6.C2",-0.01193,1.52986
"932","S3P2.C2",0.01586,1.468
"933","S3P4.C2",-0.02059,1.45569
"934","S3P6.C2",-0.01218,1.57744
"935","S1P1.C1",-0.00778,1.4576
"936","S1P3.C1",-0.00218,1.48914
"937","S1P5.C1",-0.0146,-0.80229
"938","S2P1.C1",0.01466,1.39968
"939","S2P3.C1",-0.01118,1.50587
"940","S2P7.C1",0.000915,0.97179
"941","S3P1.C1",-0.00228,1.36906
"942","S3P3.C1",0.01388,1.52027
"943","S3P5.C1",0.00732,1.46782
"944","S1P2.C2",-0.01322,-0.77356
"945","S1P4.C2",0.00403,1.53264
"946","S1P6.C2",-0.00139,1.60333
"947","S2P8.C2",-0.00384,0.97892
"948","S2P4.C2",-0.00612,1.5139
"949","S2P6.C2",-0.03254,1.56904
"950","S3P2.C2",-0.01289,1.50716
"951","S3P4.C2",-0.01168,1.50694
"952","S3P6.C2",0.00136,1.62366
"953","S1P1.C1",0.00607,1.49323
"954","S1P3.C1",-0.01213,1.52836
"955","S1P5.C1",0.01733,-0.78801
"956","S2P1.C1",-0.01905,1.43889
"957","S2P3.C1",0.01081,1.54148
"958","S2P7.C1",0.000219,0.99315
"959","S3P1.C1",-0.00115,1.41993
"960","S3P3.C1",-0.00689,1.56302
"961","S3P5.C1",-0.01639,1.50699
"962","S1P2.C2",0.00532,-0.75931
"963","S1P4.C2",-0.01579,1.56832
"964","S1P6.C2",-0.00183,1.63896
"965","S2P8.C2",0.0103,1.00028
"966","S2P4.C2",0.00435,1.54956
"967","S2P6.C2",0.00121,1.60466
"968","S3P2.C2",0.0052,1.54281
"969","S3P4.C2",0.00811,1.54256
"970","S3P6.C2",-0.003,1.66639
"971","S1P1.C1",-0.00901,1.53244
"972","S1P3.C1",0.00624,1.564
"973","S1P5.C1",0.00163,-0.77376
"974","S2P1.C1",-0.01291,1.47455
"975","S2P3.C1",-0.0064,1.58066
"976","S2P7.C1",-0.00311,1.01453
"977","S3P1.C1",0.00524,1.45553
"978","S3P3.C1",0.00643,1.60925
"979","S3P5.C1",-0.02446,1.54264
"980","S1P2.C2",0.01818,-0.74502
"981","S1P4.C2",-0.00275,1.60757
"982","S1P6.C2",-0.00656,1.67806
"983","S2P8.C2",-0.0265,1.02166
"984","S2P6.C2",-0.00272,1.64381
"985","S3P2.C2",0.00298,1.58196
"986","S3P4.C2",0.00482,1.59373
"987","S3P6.C2",-0.00419,1.71267
"988","S1P1.C1",-2.2e-05,1.56813
"989","S1P3.C1",0.01824,1.60315
"990","S1P5.C1",-0.00489,-0.75949
"991","S2P1.C1",-0.00294,1.51373
"992","S2P3.C1",0.00115,1.61631
"993","S2P7.C1",0.00319,1.03588
"994","S3P1.C1",0.01004,1.50678
"995","S3P3.C1",0.0093,1.65194
"996","S3P5.C1",0.0126,1.58177
"997","S1P2.C2",0.00737,-0.73075
"998","S1P4.C2",0.01816,1.64316
"999","S1P6.C2",0.00542,1.71366
"1000","S2P8.C2",-0.00297,1.04301
"1001","S2P4.C2",0.00936,1.62437
"1002","S2P6.C2",-0.01644,1.6794
"1003","S3P2.C2",0.00204,1.61762
"1004","S3P4.C2",-0.00345,1.62934
"1005","S3P6.C2",-0.0121,1.75541
"1006","S1P1.C1",-0.00185,1.60741
"1007","S1P5.C1",0.01274,-0.74522
"1008","S2P1.C1",-0.00463,1.54939
"1009","S2P3.C1",0.000965,1.65544
"1010","S2P7.C1",0.0014,1.06082
"1011","S3P1.C1",0.00919,1.54238
"1012","S3P3.C1",-0.00098,1.69822
"1013","S3P5.C1",0.00177,1.61743
"1014","S1P2.C2",0.01631,-0.71293
"1015","S1P4.C2",0.00803,1.6824
"1016","S1P6.C2",-0.00991,1.75278
"1017","S2P8.C2",-0.00551,1.06796
"1018","S2P4.C2",-0.0182,1.66355
"1019","S2P6.C2",-0.00564,1.71858
"1020","S3P2.C2",0.00393,1.65676
"1021","S3P4.C2",-0.00625,1.68057
"1022","S3P6.C2",-0.01363,1.80166
"1023","S1P1.C1",0.01,1.64296
"1024","S1P3.C1",-0.01727,1.67789
"1025","S1P5.C1",-0.00588,-0.73095
"1026","S2P1.C1",0.00381,1.58854
"1027","S2P3.C1",0.000457,1.69103
"1028","S2P7.C1",-0.01215,1.08219
"1029","S3P1.C1",-0.01714,1.59356
"1030","S3P3.C1",-0.00763,1.74096
"1031","S3P5.C1",0.00539,1.65657
"1032","S1P2.C2",-0.01001,-0.69867
"1033","S1P4.C2",-0.00668,1.71804
"1034","S1P6.C2",-0.00417,1.7884
"1035","S2P8.C2",-0.01233,1.08932
"1036","S2P4.C2",0.00347,1.69921
"1037","S2P6.C2",0.01436,1.75419
"1038","S3P2.C2",0.000936,1.69242
"1039","S3P4.C2",-2.49e-05,1.71619
"1040","S3P6.C2",-0.02062,1.84438
"1041","S1P1.C1",0.01189,1.6822
"1042","S1P3.C1",-0.00793,1.71348
"1043","S1P5.C1",0.08649,-0.71312
"1044","S2P1.C1",-0.00836,1.6242
"1045","S2P3.C1",0.00663,1.7302
"1046","S2P7.C1",-0.01125,1.10358
"1047","S3P1.C1",0.02374,1.62918
"1048","S3P3.C1",-0.0142,1.78721
"1049","S3P5.C1",0.00285,1.69222
"1050","S1P2.C2",0.0015,-0.68439
"1051","S1P4.C2",-0.00566,1.75726
"1052","S1P6.C2",-0.00211,1.82757
"1053","S2P8.C2",-0.01251,1.11071
"1054","S2P4.C2",0.0016,1.73838
"1055","S2P6.C2",0.016,1.79334
"1056","S3P2.C2",0.01217,1.73159
"1057","S3P4.C2",0.00183,1.76736
"1058","S3P6.C2",-0.00212,1.89063
"1059","S1P1.C1",-0.000121,1.71785
"1060","S1P3.C1",0.01251,1.75262
"1061","S1P5.C1",-0.00916,-0.69888
"1062","S2P1.C1",0.00851,1.66338
"1063","S2P3.C1",-0.01078,1.76581
"1064","S2P7.C1",0.00918,1.12493
"1065","S3P1.C1",-0.002,1.68041
"1066","S3P3.C1",-0.0165,1.82994
"1067","S3P5.C1",0.00509,1.73138
"1068","S1P2.C2",0.00229,-0.6701
"1069","S1P4.C2",-0.00453,1.79291
"1070","S1P6.C2",-0.00499,1.86315
"1071","S2P8.C2",-0.0104,1.13206
"1072","S2P4.C2",0.00515,1.77404
"1073","S2P6.C2",0.000302,1.82895
"1074","S3P2.C2",-0.01021,1.76723
"1075","S3P4.C2",-0.00153,1.80319
"1076","S3P6.C2",0.00176,1.93334
"1077","S1P1.C1",0.00137,1.75706
"1078","S1P3.C1",-0.02058,1.78823
"1079","S1P5.C1",0.00298,-0.68461
"1080","S2P1.C1",0.02326,1.69904
"1081","S2P3.C1",0.00199,1.80497
"1082","S2P7.C1",0.00165,1.14985
"1083","S3P1.C1",0.00141,1.71602
"1084","S3P3.C1",-0.00802,1.87617
"1085","S3P5.C1",-0.00852,1.76704
"1086","S1P2.C2",-0.00689,-0.65588
"1087","S1P4.C2",0.000102,1.83211
"1088","S1P6.C2",-0.01003,1.90225
"1089","S2P8.C2",-0.00209,1.15698
"1090","S2P4.C2",-0.00423,1.81322
"1091","S2P6.C2",0.01343,1.86811
"1092","S3P2.C2",-0.00205,1.80638
"1093","S3P4.C2",-0.00629,1.85612
"1094","S3P6.C2",0.00178,1.97963
"1095","S1P1.C1",0.00135,1.79271
"1096","S1P3.C1",0.00673,1.8274
"1097","S1P5.C1",0.00338,-0.6703
"1098","S2P1.C1",0.00972,1.73821
"1099","S2P3.C1",-0.00226,1.84057
"1100","S2P7.C1",-0.00343,1.1691
"1101","S3P1.C1",-0.0102,1.7672
"1102","S3P3.C1",-0.00118,1.9189
"1103","S3P5.C1",0.00391,1.80619
"1104","S1P2.C2",-0.01014,-0.64166
"1105","S1P4.C2",0.00532,1.86778
"1106","S1P6.C2",-0.0076,1.93792
"1107","S2P8.C2",-0.01414,1.17623
"1108","S2P4.C2",-0.00608,1.84884
"1109","S2P6.C2",-0.0052,1.90374
"1110","S3P2.C2",-0.00789,1.84204
"1111","S3P4.C2",0.00532,1.89184
"1112","S3P6.C2",0.00293,2.02236
"1113","S1P1.C1",0.01375,1.83191
"1114","S1P3.C1",0.00527,1.863
"1115","S1P5.C1",0.01865,-0.65606
"1116","S2P1.C1",0.00297,1.77385
"1117","S2P3.C1",0.00551,1.87972
"1118","S2P7.C1",-0.0081,1.19045
"1119","S3P1.C1",0.00442,1.80303
"1120","S3P3.C1",0.00638,1.96519
"1121","S3P5.C1",-0.00711,1.84185
"1122","S1P2.C2",0.00268,-0.62392
"1123","S1P4.C2",0.00605,1.90696
"1124","S2P8.C2",-0.01699,1.19758
"1125","S2P4.C2",0.01249,1.88801
"1126","S2P6.C2",-0.00502,1.94289
"1127","S3P2.C2",0.00917,1.88122
"1128","S3P4.C2",0.00814,1.94097
"1129","S3P6.C2",0.00423,2.06867
"1130","S1P1.C1",-0.0081,1.86758
"1131","S1P3.C1",-0.00242,1.90208
"1132","S1P5.C1",0.01008,-0.64183
"1133","S2P1.C1",0.01447,1.81303
"1134","S2P3.C1",0.00573,1.91535
"1135","S2P7.C1",0.000502,1.21184
"1136","S3P1.C1",-0.000315,1.85595
"1137","S3P3.C1",-0.00461,2.00792
"1138","S3P5.C1",0.00377,1.88102
"1139","S1P2.C2",-0.00167,-0.60971
"1140","S1P4.C2",0.01335,1.9426
"1141","S2P8.C2",-0.00273,1.21897
"1142","S2P4.C2",0.00124,1.92365
"1143","S3P2.C2",0.00995,1.9169
"1144","S3P6.C2",0.00414,2.11141
"1145","S1P1.C1",0.00029,1.90677
"1146","S1P3.C1",-0.00546,1.93772
"1147","S1P5.C1",0.00982,-0.62409
"1148","S2P1.C1",-0.00821,1.84867
"1149","S2P3.C1",0.00111,1.95451
"1150","S2P7.C1",0.00911,1.23319
"1151","S3P1.C1",0.00127,1.89168
"1152","S3P3.C1",0.00204,2.05422
"1153","S3P5.C1",-0.00236,1.91668
"1154","S1P2.C2",0.00993,-0.5955
"1155","S2P8.C2",-0.00776,1.24032
"1156","S2P4.C2",-0.01305,1.96277
"1157","S3P2.C2",-0.01569,1.95606
"1158","S3P6.C2",0.00731,2.17693
"1159","S1P1.C1",0.00163,1.94243
"1160","S1P3.C1",0.01326,1.97691
"1161","S1P5.C1",0.00312,-0.60988
"1162","S2P1.C1",0.00398,1.88784
"1163","S2P7.C1",0.00658,1.2581
"1164","S3P1.C1",0.00545,1.94081
"1165","S3P3.C1",0.0036,2.09697
"1166","S3P5.C1",-0.00254,1.95587
"1167","S1P2.C2",-0.000651,-0.58131
"1168","S2P8.C2",-0.00328,1.26524
"1169","S3P6.C2",-0.00836,2.21968
"1170","S1P3.C1",-0.0071,4.0574
"1171","S1P5.C1",0.00463,-0.59567
"1172","S2P1.C1",0.0238,1.92347
"1173","S2P7.C1",0.02283,1.27944
"1174","S3P1.C1",-0.01632,1.97646
"1175","S3P3.C1",-0.0051,2.16249
"1176","S1P2.C2",0.01344,-0.56709
"1177","S2P8.C2",-0.00502,1.28657
"1178","S3P6.C2",-0.000986,2.26593
"1179","S1P3.C1",0.00776,4.07171
"1180","S1P5.C1",0.00784,-0.58146
"1181","S2P1.C1",-0.000457,1.96259
"1182","S2P7.C1",0.000144,1.30082
"1183","S3P3.C1",0.000213,2.20523
"1184","S1P2.C2",-0.00931,-0.55289
"1185","S2P8.C2",0.01808,1.30795
"1186","S3P6.C2",-0.00553,2.30863
"1187","S1P3.C1",-0.01204,4.08598
"1188","S1P5.C1",0.0108,-0.56726
"1189","S2P1.C1",0.000513,9.36006
"1190","S2P7.C1",-0.00496,1.32218
"1191","S3P3.C1",-0.00903,2.2515
"1192","S1P2.C2",-0.00219,-0.53514
"1193","S2P8.C2",-0.00834,1.32928
"1194","S3P6.C2",-0.00677,2.35485
"1195","S1P3.C1",-0.00619,4.10027
"1196","S1P5.C1",0.0104,-0.55306
"1197","S2P1.C1",0.01187,9.45264
"1198","S2P7.C1",0.00637,1.34705
"1199","S3P3.C1",0.00276,2.29421
"1200","S1P2.C2",0.00306,-0.52093
"1201","S2P8.C2",-0.00182,1.35416
"1202","S3P6.C2",0.00122,2.39752
"1203","S1P3.C1",-0.000498,4.11455
"1204","S1P5.C1",-0.01513,-0.53531
"1205","S2P1.C1",-0.0102,9.54519
"1206","S2P7.C1",0.00481,1.36839
"1207","S3P3.C1",0.00804,2.34043
"1208","S1P2.C2",0.000268,-0.50672
"1209","S2P8.C2",-0.00875,1.3755
"1210","S3P6.C2",0.00686,2.4438
"1211","S1P3.C1",-0.000512,4.12883
"1212","S1P5.C1",0.00703,-0.52109
"1213","S2P1.C1",0.00132,9.63778
"1214","S2P7.C1",0.01485,1.38975
"1215","S3P3.C1",0.00505,2.38311
"1216","S1P2.C2",0.00135,-0.49245
"1217","S2P8.C2",-0.00289,1.39685
"1218","S3P6.C2",0.000447,2.48657
"1219","S1P3.C1",0.00867,4.14313
"1220","S1P5.C1",0.01526,-0.50689
"1221","S2P1.C1",0.01171,9.73039
"1222","S2P7.C1",-0.00632,1.41106
"1223","S3P3.C1",-0.01132,2.42932
"1224","S1P2.C2",0.00339,-0.47819
"1225","S2P8.C2",0.00153,1.41817
"1226","S3P6.C2",-0.0055,2.53287
"1227","S1P3.C1",0.00683,4.15745
"1228","S1P5.C1",0.00152,-0.49266
"1229","S2P1.C1",0.000776,9.82293
"1230","S2P7.C1",0.00366,1.43595
"1231","S3P3.C1",-0.0078,2.47209
"1232","S1P2.C2",-0.00491,-0.46398
"1233","S2P8.C2",-0.02459,1.44306
"1234","S3P6.C2",-0.000556,2.5756
"1235","S1P3.C1",0.00541,4.17178
"1236","S1P5.C1",-0.0089,-0.47837
"1237","S2P1.C1",-0.00875,9.9155
"1238","S2P7.C1",0.00261,1.45728
"1239","S3P3.C1",-0.00455,2.51843
"1240","S1P2.C2",-0.000931,-0.44625
"1241","S2P8.C2",0.00485,1.46441
"1242","S3P6.C2",-0.000334,2.62189
"1243","S1P5.C1",-0.00298,-0.46416
"1244","S2P1.C1",-0.0123,10.05635
"1245","S2P7.C1",-0.00328,1.4787
"1246","S3P3.C1",-0.00224,2.56116
"1247","S1P2.C2",0.00924,-0.43201
"1248","S2P8.C2",0.00491,1.48583
"1249","S3P6.C2",0.00468,2.66463
"1250","S1P5.C1",-0.01111,-0.44641
"1251","S2P1.C1",0.00835,10.15161
"1252","S2P7.C1",0.00747,1.50006
"1253","S3P3.C1",0.00268,2.60743
"1254","S1P2.C2",-0.00557,-0.41777
"1255","S2P8.C2",0.00113,1.50719
"1256","S3P6.C2",0.00357,2.71088
"1257","S1P5.C1",-0.00716,-0.43221
"1258","S2P1.C1",0.00998,10.24424
"1259","S2P7.C1",0.000972,1.525
"1260","S3P3.C1",0.00638,2.65017
"1261","S1P2.C2",-0.00648,-0.40352
"1262","S2P8.C2",0.003,1.53213
"1263","S3P6.C2",0.011,2.75362
"1264","S1P5.C1",0.014,-0.41797
"1265","S2P1.C1",0.01378,10.33694
"1266","S2P7.C1",-0.00502,1.54639
"1267","S3P3.C1",-0.00394,2.69646
"1268","S1P2.C2",-0.00202,-0.38924
"1269","S2P8.C2",0.00741,1.55352
"1270","S3P6.C2",0.00842,2.79988
"1271","S1P5.C1",-0.00189,-0.4037
"1272","S2P1.C1",0.02034,10.42949
"1273","S2P7.C1",0.00544,1.56777
"1274","S3P3.C1",-0.00857,2.73918
"1275","S1P2.C2",0.01533,-0.37498
