"","Label","Pyr","Flux","Time","Condition"
"309","S3P2","C2",0.01232,0.22113,"Drought"
"310","S3P4","C2",0.01245,0.17769,"Drought"
"311","S3P6","C2",0.00913,0.17762,"Drought"
"312","S1P2","W",-0.0021,0.1752,"Drought"
"313","S1P4","W",-0.000687,0.18228,"Drought"
"314","S1P1","C1",0.0102,0.20671,"Drought"
"315","S1P5","C1",-0.0045,-0.39818,"Drought"
"316","S2P1","C1",0.000823,0.19904,"Drought"
"317","S2P3","C1",0.02914,0.19922,"Drought"
"318","S2P5","C1",0.01832,0.1869,"Drought"
"319","S3P1","C1",0.03577,0.1989,"Drought"
"320","S3P3","C1",0.0078,0.19877,"Drought"
"321","S3P5","C1",-0.00291,0.24229,"Drought"
"322","S1P2","C2",0.00101,-0.39801,"Drought"
"323","S1P4","C2",-0.00867,-0.66071,"Drought"
"324","S2P2","C2",0.02079,0.18707,"Drought"
"325","S2P4","C2",0.00801,0.19921,"Drought"
"326","S2P6","C2",-0.000856,0.19939,"Drought"
"327","S3P2","C2",0.0199,0.24249,"Drought"
"328","S3P4","C2",0.03578,0.19906,"Drought"
"329","S3P6","C2",0.0139,0.19896,"Drought"
"330","S1P2","W",-0.00601,0.19653,"Drought"
"331","S1P4","W",0.00747,0.20363,"Drought"
"332","S1P1","C1",0.01914,0.2281,"Drought"
"333","S1P5","C1",0.00178,-0.38395,"Drought"
"334","S2P1","C1",0.00928,0.22045,"Drought"
"335","S2P3","C1",0.03059,0.22056,"Drought"
"336","S2P5","C1",0.01852,0.20826,"Drought"
"337","S3P1","C1",0.04239,0.22025,"Drought"
"338","S3P3","C1",0.02377,0.22015,"Drought"
"339","S3P5","C1",-0.00473,0.28663,"Drought"
"340","S1P2","C2",-0.00932,-0.38377,"Drought"
"341","S1P4","C2",0.00849,-0.58242,"Drought"
"342","S2P2","C2",0.01269,0.20841,"Drought"
"343","S2P4","C2",0.01986,0.22064,"Drought"
"344","S2P6","C2",-0.00233,0.22075,"Drought"
"345","S3P2","C2",0.02637,0.28683,"Drought"
"346","S3P4","C2",0.03017,0.22042,"Drought"
"347","S3P6","C2",0.009,0.22032,"Drought"
"348","S1P2","W",0.00837,0.21788,"Drought"
"349","S1P4","W",0.00417,0.225,"Drought"
"350","S1P1","C1",0.03902,0.24948,"Drought"
"351","S1P5","C1",-0.01515,-0.36971,"Drought"
"352","S2P1","C1",0.00963,0.24183,"Drought"
"353","S2P3","C1",0.03317,0.24199,"Drought"
"354","S2P5","C1",0.02601,0.22959,"Drought"
"355","S3P1","C1",0.07358,0.24164,"Drought"
"356","S3P3","C1",0.01225,0.24149,"Drought"
"357","S3P5","C1",-0.01159,0.32222,"Drought"
"358","S1P2","C2",0.00181,-0.36954,"Drought"
"359","S1P4","C2",0.00565,-0.50404,"Drought"
"360","S2P2","C2",0.02384,0.22976,"Drought"
"361","S2P4","C2",0.05092,0.242,"Drought"
"362","S2P6","C2",0.00491,0.24215,"Drought"
"363","S3P2","C2",-0.000364,0.32242,"Drought"
"364","S3P4","C2",0.01743,0.24182,"Drought"
"365","S3P6","C2",0.02004,0.24168,"Drought"
"366","S1P2","W",-0.00614,0.23924,"Drought"
"367","S1P4","W",0.000462,0.24638,"Drought"
"368","S1P1","C1",0.02153,0.28852,"Drought"
"369","S1P5","C1",0.00441,-0.35547,"Drought"
"370","S2P1","C1",0.01027,0.28213,"Drought"
"371","S2P3","C1",0.06149,0.30049,"Drought"
"372","S2P5","C1",0.02026,0.258,"Drought"
"373","S3P1","C1",0.04693,0.27527,"Drought"
"374","S3P3","C1",0.00923,0.27263,"Drought"
"375","S3P5","C1",-0.00388,0.36493,"Drought"
"376","S1P2","C2",0.00406,-0.3553,"Drought"
"377","S1P4","C2",0.000335,-0.42568,"Drought"
"378","S1P6","C2",0.01047,0.30943,"Drought"
"379","S2P2","C2",0.03176,0.25817,"Drought"
"380","S2P4","C2",0.05405,0.2823,"Drought"
"381","S2P6","C2",0.00309,0.30069,"Drought"
