Mass,Soil_Drought_P11_Site1_0,Soil_Drought_P11_Site1_48,Soil_Drought_P11_Site1_6,Soil_Drought_P12_Site1_0_CTRL,Soil_Drought_P12_Site1_48_CTRL,Soil_Drought_P12_Site1_6_CTRL,Soil_Drought_P15_Site1_0,Soil_Drought_P15_Site1_48,Soil_Drought_P15_Site1_6,Soil_Drought_P24_Site2_0,Soil_Drought_P24_Site2_48,Soil_Drought_P24_Site2_6,Soil_Drought_P26_Site2_0,Soil_Drought_P26_Site2_48,Soil_Drought_P26_Site2_6,Soil_Drought_P34_Site3_0,Soil_Drought_P34_Site3_48,Soil_Drought_P34_Site3_6,Soil_Drought_P35_Site3_0,Soil_Drought_P35_Site3_48,Soil_Drought_P35_Site3_6,Soil_PreDrought_P11_Site1_0,Soil_PreDrought_P11_Site1_48,Soil_PreDrought_P11_Site1_6,Soil_PreDrought_P15_Site1_0,Soil_PreDrought_P15_Site1_48,Soil_PreDrought_P15_Site1_6,Soil_PreDrought_P24_Site2_0,Soil_PreDrought_P24_Site2_48,Soil_PreDrought_P24_Site2_6,Soil_PreDrought_P26_Site2_0,Soil_PreDrought_P26_Site2_48,Soil_PreDrought_P26_Site2_6,Soil_PreDrought_P34_Site3_0,Soil_PreDrought_P34_Site3_48,Soil_PreDrought_P34_Site3_6,Soil_PreDrought_P35_Site3_0,Soil_PreDrought_P35_Site3_48,Soil_PreDrought_P35_Site3_6
309.2071721,-0.00139394,-0.003049538,-0.001157603,0,0,-0.004647973,-0.003136664,0,-0.001366405,-0.001890285,-0.002469448,-0.001287946,-0.003899266,-0.002340002,-0.001614771,0,0,-0.001588038,0,0,-0.002071427,-0.002106525,0,0,-0.008043627,0,-0.000212361,-0.003702276,0.002688731,-0.005222609,-0.001859744,-0.005153349,-0.002129931,-0.003772265,-0.004149761,0.002847411,-0.004614677,-0.003003618,-0.000700431
310.0204562,-0.008767806,-0.003037533,0,-0.005634683,-0.005043815,0,-0.005883851,-0.002255357,0,0,-0.002477504,-0.002170693,-0.004204038,0,0,-0.006604323,-0.003296319,-0.001536827,0,0,0,0,0,0,0,0,0,0,0,0,-0.002386153,-0.006140806,0,-0.006998574,-0.004740468,-0.004790028,-0.005391722,0,0
310.0568316,-0.00564925,-0.001734531,-0.000962576,-0.000703558,-0.000582039,-0.001023887,-0.000840291,-0.000890315,-0.001329765,-0.000906497,-0.001249504,0.001850124,-0.000607545,-0.002287602,0,-0.001102245,-0.002388802,-0.001457499,-0.004120928,-0.007016389,-0.002000501,-0.002432122,-0.003530869,-0.001234804,0,-0.002386079,-0.001015696,-0.000802938,-0.002513164,-0.006500814,-0.001423694,-0.003398371,-0.00198332,-0.004059828,-0.002509879,-0.003413083,-0.002453252,-0.002704665,-0.001556486
310.0931875,0,-0.003075693,-0.001178703,-0.006470169,-0.004830485,-0.003596126,-0.005761062,-0.002153508,0,-0.002094914,-0.002469343,-0.00254232,-0.00442461,0,0,-0.004795939,-0.00309473,0,0,0,0,-0.003395518,-0.004675721,-0.001428703,0,-0.004453767,-0.000425836,-0.00398856,-0.003198015,0,0,0,0,-0.006067103,-0.005378005,0,-0.006217855,0,0
311.004462,-0.006376385,-0.002811522,-0.001001212,-0.000657476,-0.004005457,-0.004619641,-0.004963759,-0.001065328,-0.001433783,0,-0.00241818,-0.003672921,-0.004290896,-0.002154224,0,0,-0.003284339,0,0,0,0,-0.005213957,-0.005129383,-0.001365177,0,-0.004418057,0,0,0,-0.005396434,0,0,0,0,0,-0.003829742,0,-0.004872256,0
311.0408325,0.003789166,0.000470688,-0.000331379,0.019199149,0.005967758,0.002131688,0.006322489,0.001764213,-0.001004921,-0.000121546,-8.85E-05,0.003388155,0.000312477,-0.001633513,-0.001491465,0.003851434,-0.001982979,-0.001210099,-0.00059103,0.003421149,-0.001644029,0.003032293,0.003465715,1.99E-05,-0.001740639,0.002759657,-0.001011711,0.002476831,-0.001099554,-0.001038662,-0.001022316,0.001274555,-0.001465241,4.60E-05,-0.000731755,-0.002388279,-0.000474688,-0.000575932,-0.001189479
311.0772317,0.006191512,0.003460109,7.41E-05,0.035257139,0.013295633,0.008355114,0.022278225,0.002935818,-0.000742994,0.002622659,0.002166739,0.013032917,0.007225151,-0.000852386,-0.001339673,0.010795359,-0.000539274,-0.00113924,0.009716804,0.007809422,-0.000978826,0.013052077,0.008029899,0.001265602,0.006768849,0.006751607,0.000286893,0.013452432,0.003326146,0.007677628,0.002478769,0.008068176,-0.000575199,0.006872715,0.005371077,0.001445669,0.008488699,0.004289174,-0.000208999
311.0884727,0,0,0,-0.007207949,-0.005962681,-0.004765454,0,-0.002456772,0,-0.002088219,0,-0.003751712,-0.004510193,0,0,-0.005860563,0,0,0,-0.01003828,0,0,-0.004967373,0,0,-0.003503628,-0.001457712,0,0,-0.007205473,0,-0.005840284,-0.002269944,0,-0.005087845,0,-0.006046507,-0.004271893,0
311.1136407,0.001081275,0.000698674,-0.000331872,0.026507287,0.009756092,0.00674447,0.015102241,0.001427079,-0.00117782,0.001262876,0.001340669,0.007793207,0.004728714,-0.001179748,-0.001442535,0.013614991,-0.001108646,-0.001361353,0.007042381,9.53E-05,-0.00104918,0.007752718,0.0032721,-0.000282855,0.003033354,0.003032064,-0.000595549,0.007326165,0.002124769,0.001964237,0.001331931,0.002975368,-0.000914359,0.005961543,0.004454445,0.000840513,0.003697314,0.004192986,-0.000416727
311.1322428,0,0,0,-0.009957231,0,0,-0.006968316,0,-0.001431958,0,-0.002660461,-0.002761631,0,-0.002112413,-0.001431697,-0.007261339,0,0,-0.005457846,-0.007123277,-0.002053651,0.02572156,0.007715066,0.002414183,0,0.005510159,-0.000276774,-0.004406358,0.006963687,-0.006933927,-0.001685757,-0.00514122,0.000830665,0.021408158,-0.002511508,0.016542145,0.005427476,-0.001706583,-0.001653798
311.1500393,-0.001422889,-0.001516734,-0.000874455,0.009970128,0.00337595,0.003001379,0.007763566,3.35E-05,-0.001324537,-0.001203383,-0.001416201,0.00314449,0.001793621,-0.001665662,-0.001405134,0.002035608,-0.00256464,-0.001439651,0.001880095,-0.002731077,-0.001027485,0.002275299,-0.000621907,-0.000834132,0.002917502,0.001334629,-0.000636551,0.001151404,0.002719581,0.000305924,-1.46E-05,-5.00E-05,-0.001721063,0.001604666,0.001124796,-0.001440484,0.002565032,0.001147011,-0.000452879
311.168566,0.990517123,0.302992433,0.070959104,0.942831685,0.934637916,0.994919028,0.9925234,0.350725178,0.041209111,0.136774829,0.173896012,0.995654877,0.86666963,0.123418538,0.049846623,0.992201038,0.928190992,0.031646305,0.857688969,0.633201224,0.121808194,0.993812167,0.311415886,0.128962298,0.850475169,0.463410209,0.185563707,0.36960535,0.350721918,0.763066891,0.183986043,0.38837391,0.142348706,0.89726163,0.588861017,0.744621989,0.726632529,0.609451931,0.119847251
311.1864294,0,-0.003163044,0,-0.00682368,-0.002709434,-0.002805312,-0.00292924,0,0,0,-0.002283114,-0.001291364,-0.003544772,0,0,-0.005183317,-0.003409205,0,-0.004279016,0,0,-0.003482184,0,-0.001334444,-0.003257217,-0.004453837,0,-0.001369207,0.000748688,-0.003796051,-0.001229683,0,-0.001786555,-0.002676143,-0.001578042,-0.002152216,0.000150623,-0.002021404,-0.000977025
311.2227964,0.00587581,-0.001045397,-0.000640162,0.006572267,-0.000600107,0.000347172,0.005410344,-0.001471003,-0.000956282,-0.001499199,-0.001081547,0.010015563,-0.003437634,-0.001361439,-0.001422797,-0.005058009,-0.003310988,0,-0.004823631,0,-0.001529297,0.005712742,0,-0.000548362,-0.003888862,-0.003205656,0.001227224,0.000282603,0.009687437,0.002524266,-0.001391266,-0.002663512,-0.00143524,0.00042809,0.002554134,0.01055912,-0.00079006,0.001601817,0.000309464
312.0360916,0,-0.003308815,0,-0.007558447,-0.005198877,0,-0.005173774,-0.002526379,-0.001461661,-0.002020397,-0.002357119,-0.002002728,-0.003952833,0,0,-0.006492474,0,0,-0.006198117,0,0,-0.005313325,0,-0.00155381,0,0,-0.001429226,-0.004199357,0,0,-0.002124078,0,0,0,0,0,0,0,0
312.072497,-0.008047824,-0.001938933,-0.001140377,0.002288804,-0.002647416,-0.001766364,-0.001440487,-0.001692651,-0.001387208,-0.00100627,-0.001821879,0.000202083,-0.002217033,0,0,0.001542285,-0.003019038,-0.001601464,-0.005060064,-0.006390933,0,-0.003787699,-0.00316955,-0.001240893,0,-0.003610746,-0.001294338,-0.001693616,-0.002587316,-0.004921534,-0.002169383,-0.004204155,0,-0.005266733,-0.003008281,-0.004353553,-0.003744161,-0.004197446,-0.001730961
312.1089122,0,-0.003326924,0,-0.009138063,-0.006172964,-0.004086767,-0.003948435,0,0,-0.002078587,-0.002686568,-0.003810518,-0.004576283,0,0,-0.005202144,0,0,0,-0.010069343,0,0,-0.005022501,0,0,0,-0.001220362,-0.004580702,-0.002968753,0,0,0,0,0,0,0,0,-0.005262528,0
313.0201126,-0.008141243,-0.002589916,-0.001128807,-0.003449795,-0.00521391,-0.00450265,-0.006034223,-0.001633999,-0.001448489,-0.00206398,-0.002303967,-0.003048751,-0.003312889,-0.002338893,0,-0.005112247,0,-0.00151258,0,-0.008039205,0,-0.005193967,0,-0.001379776,0,-0.004269305,0,0,0,0,0,0,-0.002277491,0,0,-0.004852381,-0.005695538,0,0
313.0516608,0,-0.003279857,-0.000920983,0,0,0,0,0,0.00016671,-0.00059366,-0.001437705,0,0,-0.001518785,-0.000598173,0,-0.002379348,0.000176906,0,0,-0.001521048,0,0,0.000827243,0,0,-0.001280819,0,0,0,0,0,-0.001148758,0,0,-0.004289573,0,0,-0.001594691
313.0564781,0.015297149,0.003405672,-9.17E-05,0.04654495,0.014306536,0.009745536,0.013813478,0.003606754,-0.000513603,0.003248516,0.003771702,0.014343644,0.006485776,-0.000924996,-0.001369963,0.011387102,-0.001586596,-0.00121253,0.005628339,0.011021011,-0.001239617,0.011621617,0.006127945,0.000909613,0.011560437,0.007574581,-0.000261051,0.017150908,0.003622027,0.013192376,0.001327929,0.009012955,-0.000232429,0.008944005,0.003587114,0.001008482,0.005911335,0.003826507,-0.000138054
313.092869,0.006026161,0.002628939,-4.67E-05,0.044793346,0.014209548,0.010651434,0.028005719,0.003106527,-0.000753396,0.001628385,0.002066199,0.013039821,0.006758469,-0.000623655,-0.001331435,0.013164144,-0.000557444,-0.001310597,0.00570401,0.009124133,-0.000698583,0.007647693,0.007771958,0.000459804,0.008897431,0.006409728,-6.38E-05,0.007539206,0.002985026,0.005186849,0.001209987,0.005141983,-0.000578662,0.00716372,0.007522065,0.000132187,0.006277269,0.00502468,-0.000206199
313.1041186,0,0,0,-0.008448484,-0.006222192,0,0,0,0,0,0,-0.003369726,0,0,0,-0.006436311,0,0,0,0,0,-0.004369651,0,0,0,-0.00281135,-0.001448267,0,-0.003095145,0,0,0,0,0,0,0,0,-0.004400646,0
313.111551,0,0,0,0,0,-0.004396398,0,0,0,0,0,-0.00345921,0,0,0,0,0,0,0,0,0,0.003705598,-0.001808456,-0.001026878,0,0.007535699,0.000571267,-0.002505406,-0.001707636,-0.005270811,-0.001830896,0,-0.001398436,-0.001503132,-0.003896228,0.001279638,-0.000309104,-0.004487475,-0.001672202
313.1292781,0.017656738,0.002065344,-7.33E-05,0.037481155,0.020146971,0.017066907,0.022340476,0.002942713,-0.000803212,0.001160468,0.001251988,0.011417654,0.010123779,0.000491346,-0.001028668,0.016539637,2.06E-05,-0.001076885,0.019711697,0.007704648,0.000466909,0.010409428,0.007373522,0.000403667,0.015391462,0.010081887,8.48E-07,0.009600175,0.005302413,0.009835755,0.002289607,0.007914451,-0.000284694,0.015168659,0.015417494,0.001014219,0.013356364,0.010821824,0.001099792
313.1404692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006898181,0,0,0,0,0,0,-0.004739758,-0.00128917,-0.006350242,-0.001169811,-0.001127428,-0.003637907,0,-0.005589229,-0.001772507,0,0,-0.005575163,-0.004845203,-0.0039153,0,-0.004456852,-0.00175544
313.1479145,0,0,0,0,-0.005395111,0,0,0,0,0,-0.002691049,-0.002914279,0,0,-0.001642779,0,0,0,-0.007292921,0,0,0.008751466,0.002511221,0.000305883,0,-0.003141455,-0.001218122,0,0.000187205,0,0,0,-0.001754816,0.000484364,-0.003920954,0.000822303,-0.001382321,-0.002883253,0
313.1656788,0.003028936,-0.001075122,-0.000820878,0.013809419,0.006141731,0.003879087,0.00925809,0.000414859,-0.001246826,-0.000504227,-0.000798372,0.005311258,0.003283113,-0.001064139,-0.001353983,0.004906971,-0.001366644,-0.001487601,0.007272421,0.002510278,-0.000845965,0.005578216,-0.000571947,-0.000395409,0.009992706,0.001991039,-0.000222668,0.005680339,0.00680808,0.003919302,0.001647978,0.003336932,-0.001226848,0.010601383,0.004457542,0.000606704,0.006983209,0.004292574,0.000325406
313.2020739,-0.004280875,-0.003103211,-0.001218796,-0.007373269,-0.005321083,-0.003556381,-0.004742357,-0.002390537,0,-0.001893988,-0.002031879,-0.002444357,-0.002816154,-0.002207976,-0.001527697,-0.005257567,0,0,-0.005779575,-0.00774889,0,0.003324763,-0.00297243,-0.00109808,-0.004107507,-0.001293806,-0.000663201,0.002332318,0.002790709,0.004133156,-0.000220699,-0.00014204,-0.000915354,0.004935171,-0.000595231,0.000322507,-9.73E-05,0.000273331,-0.00033131
313.2384493,0.008147416,-0.002054271,-0.00090864,-0.00082323,-0.002773042,0.001077222,0.001367437,-0.001606357,-0.001240585,-0.001357677,-0.001425165,0.001975533,0.00048014,-0.000536791,-0.001091935,-0.002281688,-0.002782661,-0.001400624,-0.002564661,-0.006204425,-0.001041457,0.006134846,0,-0.000917346,-0.000591218,-0.001650057,-7.47E-05,0.00399423,0.0132626,0.008768217,-0.000180984,0.004206329,-0.00069826,0.008733725,0.006310077,0.00578207,0.006807504,0.006738894,0.000645774
314.0306134,-0.008723103,-0.003224673,-0.001168679,-0.009946924,-0.005810658,-0.003814896,0,0,0,0,-0.002693078,-0.00367379,0,-0.002418616,0,0,0,0,0,0,0,-0.005661245,0,0,0,0,0,-0.004519468,0,0,0,0,0,0,0,0,0,0,0
314.0517846,0,-0.003284681,0,-0.007719677,-0.006236923,0,-0.005635561,0,0,-0.001990136,-0.002382392,-0.003413508,-0.004238283,0,0,-0.005807082,0,0,-0.005520938,0,0,0,0,0,0,0,0,0,0,0,-0.002374967,0,0,0,0,0,0,-0.005049592,0
314.0881509,0,-0.002821593,0,-0.007866824,-0.004720527,-0.004215045,-0.003071279,0,0,-0.00192336,-0.002151659,-0.001952387,-0.003602935,-0.002400214,-0.001654605,-0.004555657,-0.003420286,-0.001563511,0,-0.010318028,0,-0.004996726,-0.003923454,-0.001409818,0,-0.004368006,-0.001460655,-0.003033838,-0.003333676,-0.007197695,-0.002267136,-0.005933386,0,-0.00615799,-0.005412217,-0.00474723,0,-0.00522855,-0.00162643
314.1357928,0,0,0,-0.008576323,0,-0.004280023,0,-0.002570117,0,0,0,0,0,0,0,0,0,0,0,-0.009895897,0,0,-0.004920269,-0.001397619,-0.006559512,-0.003799073,-0.001251886,0,-0.002154978,-0.007046905,-0.00164122,-0.005416092,0,-0.006951004,-0.004738661,0,0,-0.005222906,0
314.1721511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009385258,0,-0.005628735,-0.00491328,-0.001526117,-0.006969614,-0.004378754,-0.001350267,0,-0.002352746,0,-0.001464488,0,0,0,-0.00495582,-0.004816216,0,-0.005429975,0
315.014618,0.029949135,-0.002723984,-0.00120824,-0.008458453,-0.004814858,-0.0035434,-0.006519607,-0.001960775,0,-0.001788763,-0.002050092,-0.003446426,-0.004388004,-0.002256446,0,-0.005591845,-0.003358207,0,0,-0.009852805,0,-0.005545999,0,0,0,-0.00431478,0,0,0,0,0,0,0,0,0,0,0,0,0
315.0357685,-0.006553703,-0.002259252,-0.000914386,-0.00344936,-0.003288832,-0.00341702,-0.003396797,-0.001291417,-0.001399759,-0.00174405,-0.001964616,-0.001152324,-0.002488136,-0.002168783,-0.001630002,-0.005009332,-0.00332619,-0.00157952,-0.005674458,-0.009476552,0,-0.002527794,-0.003819074,-0.001321088,-0.007860089,-0.002840745,-0.001330658,-0.003251619,-0.002633754,-0.006075591,-0.002043266,-0.004996683,0,-0.006962536,-0.005522888,0,-0.005904513,-0.004570012,-0.00177464
315.048738,0,0,0,0,0,0,0,0,-0.001035013,-0.002029976,0,0,0,0,-0.001543676,0,-0.003487071,-0.00115296,0,0,-0.002079806,0,0,-0.001076623,0,0,0,0,0,0,0,0,-0.002250119,0,0,0,0,0,0
315.0510446,-0.006783428,-0.002636632,-0.001194603,-0.007977141,-0.004766334,-0.003702141,-0.003781008,-0.001896229,0,-0.002083775,-0.002244089,-0.002485477,-0.004240641,-0.002405483,0,-0.0056019,-0.003451078,-0.001596412,0,0,0,-0.004362049,0,0,0,0,-0.001391537,0,-0.003161687,0,0,0,-0.002065162,0,0,0,0,0,0
315.0543343,0,-0.001771998,-0.000740528,0,0,0,0,-0.001885441,0.000130536,-0.000616609,0.000602706,0,0,0.001957206,-0.00035213,0,0.001904829,0.000596288,0,-0.009203843,-0.001582297,0,0,-0.000920166,0,0,-0.001017258,0,0,0,0,0,-0.001474621,0,0,-0.00368852,0,0,-0.001218607
315.0721495,0.00277593,0.000156403,-0.000489999,0.01388517,0.0035596,0.001847983,0.007283705,0.00057459,-0.000729372,0.000263824,0.005830559,0.005561849,7.95E-05,-0.001583249,-0.001566384,0.025742871,-0.00203125,-0.001275772,0.000694408,-0.002615157,-0.001823263,0.00646254,0.000212209,-0.000354275,-0.001513183,0.001835172,-0.000368081,0.001399687,-0.000358572,-0.002735048,-0.001114225,-0.002462101,-0.001465548,0.004043031,0.038268346,-0.000594087,-0.000760134,-0.001191357,-0.001358079
315.0874417,0,-0.002904692,0,0,0,-0.004288005,-0.005639628,-0.002540712,0,0,-0.002608168,-0.003075883,-0.004390515,0,0,0,0,0,0,0,-0.002085433,0,0,-0.001475929,0,0,0,0,-0.003219834,0,0,0,0,0,0,0,0,0,0
315.1085273,0.009685418,0.002485539,-0.000288558,0.030889205,0.012733118,0.011846222,0.019726977,0.002553954,-0.00089913,0.000985353,0.001199541,0.01024106,0.007851667,-0.000220222,-0.001278777,0.011451882,-0.000623357,-0.001226189,0.011967132,0.006679837,-0.000537356,0.007745543,0.004692803,0.000511302,0.009658209,0.004696299,-0.000202816,0.007669446,0.003810952,0.009347912,0.001912514,0.005046761,-0.000397006,0.009495655,0.006453614,-6.16E-05,0.008615263,0.005740226,0.0007051
315.1197858,0,0,0,-0.004559557,-0.005389388,-0.003367162,-0.00400467,-0.002215812,-0.001450894,-0.002037518,-0.002471761,-0.00285063,-0.004027424,0,0,-0.005088836,-0.003205266,0,0,0,-0.002033844,-0.004953089,-0.002855615,-0.001214321,-0.002865108,-0.001018615,-0.000635975,-0.004376264,-0.00270514,0,-0.001616084,-0.005958848,-0.002214364,-0.004862524,-0.004144642,-0.004159729,-0.005321016,-0.004752696,-0.001716345
315.144927,0.01684757,0.001620366,-0.000400742,0.028480745,0.012994316,0.011770144,0.02038359,0.002739719,-0.000970165,0.000798306,0.001088876,0.012513653,0.008823841,-0.000130867,-0.000995619,0.011955923,-0.000214225,-0.001211486,0.015732568,0.012743732,-8.02E-05,0.010226627,0.005159551,0.00082813,0.017783694,0.007602416,0.000478364,0.010748769,0.008194446,0.010086343,0.003567719,0.007937779,-0.000141475,0.016613676,0.010442863,0.00189193,0.014320033,0.008036604,0.001543478
315.1561347,0,0,0,-0.008533741,0,-0.004206899,-0.006198122,-0.002492159,0,-0.002122098,0,-0.003988807,0,0,0,-0.006410772,-0.003380072,0,0,0,0,-0.005712775,-0.003173942,-0.00120546,-0.005595143,-0.003376304,-0.001062631,-0.003490997,-0.003067805,-0.007266187,0,0,0,-0.00621877,0,-0.004676477,0,0,0
315.1813306,0.009487838,-0.000918043,-0.000853142,0.007329043,0.003793474,0.003171523,0.006178321,0.000305842,-0.001118339,-0.000583759,-0.000905489,0.004967857,0.003503233,-0.00140729,-0.001172778,0.002136277,-0.001865919,-0.001406206,0.009529754,-0.000250171,-0.000621055,0.008538016,-0.000749737,-0.00020448,0.009631011,0.002580601,8.43E-05,0.008330196,0.008033485,0.004743695,0.001767844,0.003670067,-0.000814265,0.009456861,0.003197456,0.001053203,0.008816995,0.001915904,0.000420682
315.2177293,0.004611927,-0.001786787,-0.000926712,0,-0.005611023,-0.002295009,-0.004035113,-0.002101708,-0.001389598,-0.00151051,-0.001949441,-0.000782877,-0.001672144,-0.001868051,-0.001321559,-0.005701146,-0.003345788,-0.00156246,-0.001801752,0.005924379,-0.001296956,0.012601602,-6.56E-05,5.62E-05,-0.001436927,0.002203679,-0.000657471,0.005733817,0.004956415,0.004974472,0.001145087,0.000385514,-0.000730315,0.006603538,0.002704022,0.001306387,0.004130775,0.005757766,0.000237715
315.2540989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004365174,0,0,0,0,0,-0.00415571,-0.000993576,-0.006170048,0,-0.005472719,0,0,0,-0.004288521,-0.005813968,-0.004587092,-0.001759337
316.0462956,-0.006858425,-0.002739916,-0.001143671,-0.006574884,-0.005549003,-0.003787553,-0.000626705,-0.002397217,0,0,-0.00268491,-0.003465219,-0.003685359,0,0,-0.00597597,0,0,0,0,0,-0.005543038,0,-0.001463297,0,0,-0.001194157,-0.004401845,0,0,0,-0.005865816,0,0,0,0,0,0,-0.001867322
316.0673788,0,-0.003141328,-0.001153153,0,-0.006155915,-0.004752082,-0.006134347,-0.002582973,0,0,0,-0.002588242,-0.004557372,0,0,-0.006521372,0,0,0,0,0,0,0,-0.001554408,0,0,-0.001357294,-0.004031318,0,0,0,0,0,0,0,0,0,0,0
316.1037089,0,0,0,-0.009537425,-0.006096198,0,0,-0.002510199,0,0,0,-0.003924052,0,0,0,-0.006033171,0,0,0,0,0,0,0,0,0,0,-0.001443572,-0.004601852,-0.003102059,0,-0.002294406,0,0,-0.006652273,0,0,0,0,0
316.1513932,-7.67E-05,-0.002975684,-0.001156062,-0.00430058,-0.006174524,-0.003598631,-0.003396081,-0.001906292,-0.001349172,-0.001451625,-0.002150731,-0.002917212,-0.002198075,-0.001975061,-0.001561475,-0.006290905,-0.003332269,0,-0.003379513,0.005214323,-0.001657959,-0.001011854,0.004757546,0.000202631,0.002978876,0.002668662,-0.000417653,-0.000750676,0.003956461,-0.001659764,0.001854508,0.000212213,-0.001796435,-0.003898022,0.000774006,-0.002755944,-0.002324602,-0.000282563,-0.00094767
317.0302614,-0.003605024,-0.000953255,-0.000862664,0.001862809,-0.000630569,-0.001561832,-0.002457108,-0.001177191,-0.001305378,-0.001336747,-0.00142434,-0.001137766,-0.00324567,-0.00210798,-0.001579191,-0.002140785,-0.003022312,-0.001407635,-0.004373165,-0.005269716,-0.002014587,-0.002852675,-0.002310358,-0.000912152,-0.00543771,-0.003213586,-0.001234045,-0.003633069,-0.002145467,-0.004473551,-0.002090684,-0.006128386,-0.00219999,-0.0052553,-0.005170419,-0.003458437,-0.003699763,-0.004169604,-0.001578015
317.0415425,-0.008511521,0,0,-0.008380486,-0.006018253,0,-0.006779407,0,0,0,0,-0.003682607,-0.004232855,0,0,0,0,0,0,0,-0.002082928,-0.005597284,0,-0.00138618,-0.008843754,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001812478
317.0514389,-0.007419366,-0.002322436,-0.0009896,-0.002135141,-0.003974233,-0.00320917,-0.00329381,-0.001707222,0,-0.001989299,-0.00207716,-0.00150827,-0.003448476,-0.002277291,0,-0.004220196,-0.003315227,0,-0.005446459,-0.006918433,0,-0.002918108,-0.003987075,-0.00102443,-0.006589704,-0.002563047,-0.001353335,-0.004575642,-0.00317778,0,-0.001952485,-0.005325011,-0.002193376,-0.006934845,0,0,-0.005589084,0,0
317.0666484,-0.005866711,-0.002395217,-0.001105876,-0.004331893,-0.003701233,-0.002770716,-0.000698672,-0.001737388,-0.001397679,-0.00176699,-0.001887438,-0.002489188,-0.003128369,-0.002283547,0,-0.003940815,-0.003008018,0,-0.005121176,-0.01025068,0,-0.002844398,-0.00308705,-0.000954483,-0.008002441,-0.002687064,-0.000781383,-0.004032361,-0.002550092,-0.006906419,0,-0.006134686,-0.001988661,0,0,-0.004476427,-0.005418724,-0.004260168,0
317.0778753,0,-0.003057559,0,-0.007928608,-0.005272014,-0.004478073,-0.004590993,0,0,-0.002120972,-0.001394526,-0.003329976,0,0,0,-0.005488137,-0.003272537,-0.001537568,0,0,0,-0.00558606,-0.004733472,0,0,0,-0.00135924,0,-0.003189798,0,0,0,0,-0.005304225,0,-0.004605051,-0.006095434,0,0
317.0878339,-0.003739451,-0.001067774,-0.000784689,0.007725022,0.000772353,0.000690217,0.003900375,-0.000659213,-0.001244676,-0.001321495,-0.001306087,0.000488248,0.000186973,-0.001453366,-0.00154633,-0.000159241,-0.002767458,-0.001490634,-0.000983412,-0.005761256,-0.001647429,-0.000770152,-0.00186519,-0.000610392,-0.003924357,-0.001576292,-0.000961646,-0.001239709,-0.001010321,-0.005451899,-0.000910608,-0.003858943,-0.001756809,-0.003674022,-0.003576202,-0.003690155,-0.001501379,-0.001785759,-0.00132481
317.0990619,-0.00870453,0,0,-0.004494017,-0.00448039,-0.004422352,-0.00583879,-0.002399606,0,0,-0.002652573,-0.002643777,0,0,0,-0.007120773,-0.00335266,0,0,-0.010416616,0,-0.003823125,0,-0.000843235,-0.006204517,-0.001485698,-0.000148331,-0.004054319,-0.001355324,-0.006194912,-0.002184539,-0.005036514,0,-0.005990034,-0.005145612,0,-0.005956763,-0.004854858,0
317.1030767,-0.008081534,-0.003285933,-0.001164013,-0.007015078,-0.005134883,-0.003609548,-0.004666514,-0.002562693,0,0,0,-0.003536927,-0.003868482,0,0,-0.006123539,0,0,0,0,0,-0.004541263,-0.00389091,-0.00149299,0,-0.00454105,0,0,-0.003246843,0,-0.002350844,0,-0.002244029,0,0,0,0,0,0
317.1241824,0.00895373,-0.00010233,-0.000777993,0.021289835,0.00677818,0.010616892,0.014057206,0.002247118,-0.00090379,3.39E-05,0.000554232,0.008147552,0.006868463,-0.000364895,-0.001127075,0.010796654,-0.000887134,-0.001199532,0.015797907,0.002929885,-9.91E-05,0.004476773,0.00095191,0.000507817,0.007599229,0.005142407,-7.88E-05,0.004869922,0.004084289,0.005405001,0.002221891,0.004162839,-0.000408141,0.007092013,0.006303457,0.000671578,0.010806343,0.005216415,0.000545758
317.1395121,-0.007899646,-0.00312195,-0.001222894,-0.009229888,-0.005563937,-0.003673396,-0.006327575,-0.002345572,0,0,-0.002488209,-0.003836025,-0.003484007,0,0,-0.006835615,-0.003485141,0,-0.007170665,0,0,-0.005233439,0,-0.001542569,0,0,0,0,-0.003233706,0,-0.002030315,0,-0.002272852,0,0,0,0,0,-0.001800637
317.1605489,0.006323239,-0.00173985,-0.000799251,0.011391517,0.004050776,0.005585636,0.008537226,0.000700716,-0.001231605,-0.000475944,-0.000175001,0.007782006,0.003456607,-0.001140508,-0.001241651,0.004878091,-0.001553813,-0.001411053,0.009188293,-0.001138973,-0.000768229,0.00409591,0.000748524,-9.45E-05,0.008221852,0.00086718,-2.39E-05,0.004813365,0.004248212,0.002688309,0.001531511,0.002207608,-0.000971155,0.00916367,0.005123327,0.000395549,0.007259631,0.002561497,2.49E-05
