Sample,Pyruv,Condition,Type,Time,Flux
S1P2,C2,drought,sample,0.45491,160.91872
S2P4,C2,drought,sample,1.80853,161.00051
S2P4,C2,drought,sample,1.4953,161.82969
S1P2,C2,drought,sample,1.72814,163.03061
S2P4,C2,drought,sample,1.16424,164.72293
S1P2,C2,drought,sample,1.92738,166.6565
S1P6,C2,drought,sample,1.79218,167.04684
S3P4,C2,drought,sample,0.81006,167.35976
S2P4,C2,drought,sample,1.38128,168.09177
S2P4,C2,drought,sample,1.96515,168.15323
S2P4,C2,drought,sample,1.33863,168.55374
S3P4,C2,drought,sample,1.86347,168.89842
S1P2,C2,drought,sample,0.39096,170.80296
S3P6,C2,drought,sample,1.95302,172.48882
S2P4,C2,drought,sample,1.73027,172.50011
S3P2,C2,drought,sample,1.53153,173.80657
S1P2,C2,drought,sample,1.84905,173.94319
S3P4,C2,drought,sample,0.35172,174.12538
S1P2,C2,drought,sample,1.88469,174.35468
S1P2,C2,drought,sample,1.37934,174.48378
S3P2,C2,drought,sample,1.33216,174.55411
S3P4,C2,drought,sample,1.74241,174.90766
S1P6,C2,drought,sample,1.7565,175.39138
S2P4,C2,drought,sample,1.30296,175.64901
S1P6,C2,drought,sample,1.87046,175.81687
S2P4,C2,drought,sample,1.41694,176.57341
S3P4,C2,drought,sample,0.73367,176.76214
S2P4,C2,drought,sample,0.51722,177.0914
S3P2,C2,drought,sample,1.15661,177.43142
S1P2,C2,drought,sample,1.02184,177.68163
S1P2,C2,drought,sample,0.42655,178.69838
S2P4,C2,drought,sample,1.77289,178.72679
S3P2,C2,drought,sample,1.29655,178.84783
S1P2,C2,drought,sample,0.37672,179.53945
S3P4,C2,drought,sample,1.82075,180.06546
S1P2,C2,drought,sample,1.77076,180.07479
S3P2,C2,drought,sample,1.41046,180.30855
S3P2,C2,drought,sample,0.91312,181.18752
S3P6,C2,drought,sample,0.85619,184.87936
S3P2,C2,drought,sample,1.48884,187.49
S1P2,C2,drought,sample,0.41231,188.94961
S3P4,C2,drought,sample,1.39333,189.45979
S3P4,C2,drought,sample,1.70674,190.68037
S1P2,C2,drought,sample,0.49051,190.74865
S2P4,C2,drought,sample,1.92949,191.20598
S3P4,C2,drought,sample,0.42811,193.18568
S3P4,C2,drought,sample,0.50449,194.01714
S3P4,C2,drought,sample,0.92211,195.09542
S1P2,C2,drought,sample,1.45762,196.32899
S3P4,C2,drought,sample,1.94185,196.74987
S2P4,C2,drought,sample,1.45962,198.56572
S3P2,C2,drought,sample,1.45316,199.0723
S3P2,C2,drought,sample,1.24918,199.61192
S3P4,C2,drought,sample,1.429,201.40548
S3P4,C2,drought,sample,1.7851,202.84297
S1P2,C2,drought,sample,1.49326,205.47657
S3P4,C2,drought,sample,0.46377,205.80437
S3P4,C2,drought,sample,1.50737,207.76268
S3P4,C2,drought,sample,0.96282,208.94518
S3P4,C2,drought,sample,0.76934,210.25895
S3P4,C2,drought,sample,1.24926,211.6868
S1P2,C2,drought,sample,0.72508,212.75557
S3P2,C2,drought,sample,1.37481,213.48857
S3P2,C2,drought,sample,1.20639,215.38717
S3P4,C2,drought,sample,0.38741,217.03533
S3P4,C2,drought,sample,1.47171,226.41361
S3P4,C2,drought,sample,0.84574,229.11878
S1P2,C2,drought,sample,0.73931,229.33081
S1P2,C2,drought,sample,1.41498,236.80813
S3P4,C2,drought,sample,1.35064,241.74131
S3P4,C2,drought,sample,1.31495,247.72351
