S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_Time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
,,,,,,,,,,,,,,,,,,1.45762,0.12019,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,0.1316,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,0.05071,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,0.07169,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,0.06735,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,0.0604,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,0.06946,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,0.05946,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,0.06109,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,0.05992,,,,,,,,,,,,,,,,,,,,
