S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
,,,,0.39079,2.19E-02,,,,,,,,,,,,,0.39096,6.79E-04,1.44237,0.0175,,,,,,,,,,,,,,,1.85679,,1.8639,-0.02711
,,,,0.41215,0.01596,,,,,,,,,,,,,0.41231,-0.01613,1.47804,0.00992,,,,,,,,,,,,,,,1.91595,5.23E-04,1.92306,0.00348
,,,,0.42638,0.00474,,,,,,,,,,,,,0.42655,0.01645,1.51875,1.16E-02,,,,,,,,,,,,,,,,,,
,,,,0.45475,0.02313,,,,,,,,,,,,,0.45491,0.01033,1.55442,-0.00702,,,,,,,,,,,,,,,,,,
,,,,0.46897,0.00409,,,,,,,,,,,,,0.46914,3.71E-04,1.59515,,,,,,,,,,,,,,,,,,,
,,,,0.49034,0.02069,,,,,,,,,,,,,0.49051,3.01E-03,1.63087,,,,,,,,,,,,,,,,,,,
,,,,0.50457,0.02239,,,,,,,,,,,,,0.50473,8.09E-04,1.67155,0.01113,,,,,,,,,,,,,,,,,,
,,,,0.53296,0.00311,,,,,,,,,,,,,0.53313,0.01223,1.70721,-0.00731,,,,,,,,,,,,,,,,,,
,,,,0.54719,0.0066,,,,,,,,,,,,,0.54735,0.00455,1.74793,5.37E-04,,,,,,,,,,,,,,,,,,
,,,,0.56853,0.00564,,,,,,,,,,,,,0.56869,0.00564,1.78362,0.00774,,,,,,,,,,,,,,,,,,
,,,,0.58275,0.00909,,,,,,,,,,,,,0.58292,-0.00391,1.82433,0.00734,,,,,,,,,,,,,,,,,,
,,,,0.61113,0.01824,,,,,,,,,,,,,0.61131,0.00896,1.86,8.98E-04,,,,,,,,,,,,,,,,,,
,,,,0.62537,0.00974,,,,,,,,,,,,,0.62553,0.00281,1.90069,3.47E-03,,,,,,,,,,,,,,,,,,
,,,,0.64671,0.01027,,,,,,,,,,,,,0.64687,-0.00118,1.93635,-1.96E-04,,,,,,,,,,,,,,,,,,
,,,,0.66094,0.01524,,,,,,,,,,,,,0.66111,-0.00165,,,,,,,,,,,,,,,,,,,,
,,,,0.68932,0.01016,,,,,,,,,,,,,0.68948,0.0027,,,,,,,,,,,,,,,,,,,,
,,,,0.70354,0.01386,,,,,,,,,,,,,0.70372,0.00665,,,,,,,,,,,,,,,,,,,,
,,,,0.72491,8.57E-03,,,,,,,,,,,,,0.72508,0.00437,,,,,,,,,,,,,,,,,,,,
,,,,0.73914,0.00362,,,,,,,,,,,,,0.73931,-0.00798,,,,,,,,,,,,,,,,,,,,
,,,,0.76752,0.01324,,,,,,,,,,,,,0.7677,,,,,,,,,,,,,,,,,,,,,
,,,,0.78176,,,,,,,,,,,,,,0.78192,,,,,,,,,,,,,,,,,,,,,
,,,,0.80313,,,,,,,,,,,,,,0.80329,,,,,,,,,,,,,,,,,,,,,
,,,,0.81735,,,,,,,,,,,,,,0.81752,,,,,,,,,,,,,,,,,,,,,
,,,,0.84576,,,,,,,,,,,,,,0.84594,,,,,,,,,,,,,,,,,,,,,
,,,,0.86001,,,,,,,,,,,,,,0.86019,,,,,,,,,,,,,,,,,,,,,
,,,,0.88138,,,,,,,,,,,,,,0.88155,,,,,,,,,,,,,,,,,,,,,
,,,,0.89563,,,,,,,,,,,,,,0.89579,,,,,,,,,,,,,,,,,,,,,
,,,,0.95986,,,,,,,,,,,,,,0.96002,,,,,,,,,,,,,,,,,,,,,
,,,,0.97407,,,,,,,,,,,,,,0.97424,,,,,,,,,,,,,,,,,,,,,
,,,,1.00744,8.01E-05,,,,,,,,,,,,,1.02184,0.00677,,,,,,,,,,,,,,,,,,,,
,,,,1.05015,0.0104,,,,,,,,,,,,,1.06456,-0.00543,,,,,,,,,,,,,,,,,,,,
,,,,1.09988,0.00394,,,,,,,,,,,,,1.11429,0.0092,,,,,,,,,,,,,,,,,,,,
,,,,1.14266,0.00176,,,,,,,,,,,,,1.15707,0.0046,,,,,,,,,,,,,,,,,,,,
,,,,1.19242,0.01051,,,,,,,,,,,,,1.2069,0.0132,,,,,,,,,,,,,,,,,,,,
,,,,1.23519,0.00938,,,,,,,,,,,,,1.24959,-4.01E-03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.30104,-1.99E-03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.33664,0.00367,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.37934,-0.00879,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,0.00254,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,0.00113,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,-6.25E-03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,-0.00395,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,0.00585,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,-8.30E-03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,0.00884,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,-0.00239,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,-2.68E-04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,0.0053,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,8.42E-04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,-0.00168,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,0.00553,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,0.00669,,,,,,,,,,,,,,,,,,,,
