S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
1.86758,0.00788,1.90208,-0.00176,-0.64183,0.00307,1.81303,0.00276,1.91535,6.53E-04,1.21184,-0.00252,1.85595,0.0029,2.00792,-0.00581,1.88102,0.00423,-0.60971,0.00559,1.9426,-0.00482,,,1.21897,-7.23E-04,1.92365,0.01285,,,1.9169,0.00218,,,2.11141,-0.00244
1.90677,7.89E-04,1.93772,-0.00583,-0.62409,-0.00692,1.84867,-0.01922,1.95451,-0.00165,1.23319,-0.00726,1.89168,-0.00482,2.05422,-0.0017,1.91668,-0.00185,-0.5955,0.00365,,,,,1.24032,0.00272,1.96277,-0.00267,,,1.95606,0.00116,,,2.17693,-0.00172
1.94243,0.01034,1.97691,0.00769,-0.60988,-4.89E-04,1.88784,0.00257,,,1.2581,-0.00271,1.94081,0.00126,2.09697,0.01048,1.95587,0.00447,-0.58131,0.00129,,,,,1.26524,-0.01045,,,,,,,,,2.21968,0.01281
,,4.0574,0.00861,-0.59567,-0.00345,1.92347,-0.00316,,,1.27944,0.002,1.97646,-0.00723,2.16249,-0.00516,,,-0.56709,-0.002,,,,,1.28657,0.01021,,,,,,,,,2.26593,-0.00387
,,4.07171,0.00612,-0.58146,0.00299,1.96259,-0.01437,,,1.30082,0.01498,,,2.20523,-0.00737,,,-0.55289,0.00105,,,,,1.30795,0.00523,,,,,,,,,2.30863,0.00903
,,4.08598,9.92E-05,-0.56726,0.00181,9.36006,-0.01381,,,1.32218,-0.00752,,,2.2515,0.02158,,,-0.53514,0.00561,,,,,1.32928,0.00229,,,,,,,,,2.35485,0.00458
,,4.10027,2.45E-04,-0.55306,-2.29E-04,9.45264,0.00939,,,1.34705,-0.00393,,,2.29421,-4.23E-04,,,-0.52093,0.00131,,,,,1.35416,-3.99E-04,,,,,,,,,2.39752,-2.29E-04
,,4.11455,-0.00446,-0.53531,-0.00743,9.54519,,,,1.36839,0.01186,,,2.34043,0.00429,,,-0.50672,0.00458,,,,,1.3755,-0.00955,,,,,,,,,2.4438,0.00151
,,4.12883,0.01128,-0.52109,0.01839,9.63778,,,,1.38975,-9.77E-04,,,2.38311,-0.00658,,,-0.49245,-0.0037,,,,,1.39685,4.12E-04,,,,,,,,,2.48657,-0.00169
,,4.14313,0.00905,-0.50689,0.01204,9.73039,-0.00192,,,1.41106,-0.0087,,,2.42932,-0.00591,,,-0.47819,0.0032,,,,,1.41817,-0.0032,,,,,,,,,2.53287,
,,4.15745,-0.00674,-0.49266,0.00302,9.82293,0.00236,,,1.43595,0.00261,,,2.47209,0.00281,,,-0.46398,0.01036,,,,,1.44306,7.11E-04,,,,,,,,,2.5756,
,,4.17178,0.00982,-0.47837,3.02E-04,9.9155,-0.01232,,,1.45728,-4.72E-04,,,2.51843,-0.00147,,,-0.44625,,,,,,1.46441,-0.00482,,,,,,,,,2.62189,
,,,,-0.46416,0.00295,10.05635,-0.00337,,,1.4787,0.00135,,,2.56116,,,,-0.43201,,,,,,1.48583,0.00744,,,,,,,,,2.66463,
,,,,-0.44641,,10.15161,6.87E-04,,,1.50006,-0.0013,,,2.60743,,,,-0.41777,,,,,,1.50719,-0.00383,,,,,,,,,2.71088,0.00532
,,,,-0.43221,,10.24424,0.00278,,,1.525,-0.00252,,,2.65017,,,,-0.40352,,,,,,1.53213,0.01471,,,,,,,,,2.75362,0.00572
,,,,-0.41797,,10.33694,-0.00144,,,1.54639,,,,2.69646,0.0178,,,-0.38924,,,,,,1.55352,,,,,,,,,,2.79988,0.00429
,,,,-0.4037,,10.42949,-0.00554,,,1.56777,,,,2.73918,0.00363,,,-0.37498,,,,,,1.5749,,,,,,,,,,2.84262,-0.01672
,,,,-0.38943,,10.52207,-0.00543,,,1.58912,,,,2.78544,0.00835,,,-0.35715,,,,,,1.59625,,,,,,,,,,2.88892,-0.01248
,,,,-0.37517,,10.61469,0.0061,,,1.61403,,,,2.82817,1.12E-04,,,-0.34292,,,,,,1.62116,,,,,,,,,,2.93168,-0.00115
,,,,-0.35735,,10.70714,-0.00735,,,1.63539,,,,2.87447,4.87E-04,,,-0.32868,,,,,,1.64252,,,,,,,,,,2.97787,0.00291
,,,,-0.3431,,10.79971,-0.01681,,,1.65678,,,,2.91723,0.00784,,,-0.3144,,,,,,1.66391,,,,,,,,,,,
,,,,-0.32887,,10.89231,0.01126,,,1.67813,,,,2.96352,-0.00446,,,-0.30012,,,,,,1.68525,,,,,,,,,,,
,,,,-0.31459,,10.98493,0.00337,,,1.70308,,,,,,,,-0.28588,0.00182,,,,,1.71021,,,,,,,,,,,
,,,,-0.30031,,11.07749,-0.00356,,,1.7244,-0.00729,,,,,,,-0.2681,0.00167,,,,,1.73153,0.01336,,,,,,,,,,
,,,,-0.28608,0.00799,11.17012,-0.0085,,,1.74578,0.00328,,,,,,,-0.25382,0.00278,,,,,1.75291,0.00443,,,,,,,,,,
,,,,-0.26829,-0.01029,11.26273,-0.00915,,,1.76714,-0.00906,,,,,,,-0.23958,-0.01034,,,,,1.77427,-0.01049,,,,,,,,,,
,,,,-0.25402,-0.00503,11.37456,0.00748,,,1.79205,-0.003,,,,,,,-0.22535,0.00382,,,,,1.79918,-0.00162,,,,,,,,,,
,,,,-0.23978,-0.01029,11.46711,0.02277,,,1.8134,-6.32E-04,,,,,,,-0.21111,0.00647,,,,,1.82053,0.01301,,,,,,,,,,
,,,,-0.22554,-8.91E-04,11.55962,5.31E-04,,,1.83478,0.00617,,,,,,,-0.19688,-0.00721,,,,,1.84191,0.00365,,,,,,,,,,
,,,,-0.21131,-0.00722,11.65223,-0.00215,,,1.85613,-0.00252,,,,,,,-0.17911,-0.00128,,,,,1.86326,3.51E-04,,,,,,,,,,
,,,,-0.19707,-0.02069,11.7448,0.00423,,,1.88108,-0.01246,,,,,,,-0.16487,0.0028,,,,,1.88821,0.01864,,,,,,,,,,
,,,,-0.17931,0.00726,11.8373,0.00499,,,1.90244,0.00402,,,,,,,-0.15064,-0.00923,,,,,1.90957,-0.00602,,,,,,,,,,
,,,,-0.16507,9.14E-04,11.92984,-0.00588,,,1.92383,0.00598,,,,,,,-0.1364,-0.00435,,,,,1.93097,0.01007,,,,,,,,,,
,,,,-0.15083,0.00289,12.02241,-0.00434,,,1.9452,0.00374,,,,,,,-0.12216,0.00415,,,,,1.95233,0.00382,,,,,,,,,,
,,,,-0.1366,0.00215,12.11506,-0.01412,,,1.97013,-0.00424,,,,,,,-0.10792,-0.01102,,,,,1.97726,0.00659,,,,,,,,,,
,,,,-0.12236,-1.29E-04,12.20766,0.04736,,,1.99148,0.00293,,,,,,,-0.09015,-0.00343,,,,,1.99862,0.00583,,,,,,,,,,
,,,,-0.10811,0.00808,12.30024,-0.00108,,,2.01278,-0.00159,,,,,,,-0.07589,-0.01078,,,,,,,,,,,,,,,,
,,,,-0.09035,0.00717,12.99633,0.00198,,,,,,,,,,,-0.06161,-7.83E-04,,,,,,,,,,,,,,,,
,,,,-0.07609,0.00775,13.08892,-0.00487,,,,,,,,,,,-0.04735,0.00486,,,,,,,,,,,,,,,,
,,,,-0.06181,-0.01296,13.18146,0.01387,,,,,,,,,,,-0.03307,0.00575,,,,,,,,,,,,,,,,
,,,,-0.04753,-0.00171,13.274,0.00364,,,,,,,,,,,-0.01878,-0.00427,,,,,,,,,,,,,,,,
,,,,-0.03326,-0.00982,13.3665,0.00838,,,,,,,,,,,-9.72E-04,0.00517,,,,,,,,,,,,,,,,
,,,,-0.01898,0.01729,13.45898,0.00775,,,,,,,,,,,0.01329,8.58E-04,,,,,,,,,,,,,,,,
,,,,-0.00117,-0.0106,13.55154,0.01458,,,,,,,,,,,0.02757,0.01116,,,,,,,,,,,,,,,,
,,,,0.01309,-0.00347,13.64404,0.02504,,,,,,,,,,,0.04183,0.00479,,,,,,,,,,,,,,,,
,,,,0.02737,0.00189,13.73664,6.87E-04,,,,,,,,,,,0.05609,-0.01166,,,,,,,,,,,,,,,,
,,,,0.04164,-0.00835,13.82926,0.01864,,,,,,,,,,,0.07037,-0.00913,,,,,,,,,,,,,,,,
,,,,0.0559,0.00261,13.92183,0.00191,,,,,,,,,,,0.08818,0.00805,,,,,,,,,,,,,,,,
,,,,0.07017,0.00303,14.01441,0.00284,,,,,,,,,,,0.10241,-0.0077,,,,,,,,,,,,,,,,
,,,,0.08799,0.00301,14.10698,-0.01013,,,,,,,,,,,0.11668,0.00203,,,,,,,,,,,,,,,,
,,,,0.10222,0.01352,14.19951,0.01684,,,,,,,,,,,0.13095,-0.0024,,,,,,,,,,,,,,,,
,,,,0.11649,-0.02019,14.29204,0.00611,,,,,,,,,,,0.14522,0.01153,,,,,,,,,,,,,,,,
,,,,0.13076,-0.01709,14.38451,-0.00249,,,,,,,,,,,0.15949,0.00829,,,,,,,,,,,,,,,,
,,,,0.14503,-7.26E-04,14.47713,-0.00142,,,,,,,,,,,0.17731,0.00104,,,,,,,,,,,,,,,,
,,,,0.15931,-0.02772,14.56968,0.0106,,,,,,,,,,,0.1916,-6.31E-04,,,,,,,,,,,,,,,,
,,,,0.17713,-0.00497,14.66223,-0.0014,,,,,,,,,,,0.20587,0.01246,,,,,,,,,,,,,,,,
,,,,0.1914,-0.00763,14.75469,0.01069,,,,,,,,,,,0.22014,0.00652,,,,,,,,,,,,,,,,
,,,,0.20568,0.0045,14.84712,-0.00346,,,,,,,,,,,0.23441,-0.00354,,,,,,,,,,,,,,,,
,,,,0.21995,8.89E-04,14.93965,-0.01481,,,,,,,,,,,0.24868,-0.00371,,,,,,,,,,,,,,,,
,,,,0.23422,7.62E-04,15.0322,0.00959,,,,,,,,,,,0.26648,0.00278,,,,,,,,,,,,,,,,
,,,,0.2485,0.00646,15.12479,-0.00168,,,,,,,,,,,0.28075,0.00123,,,,,,,,,,,,,,,,
,,,,0.2663,0.01374,15.21609,-0.0065,,,,,,,,,,,0.29502,0.00882,,,,,,,,,,,,,,,,
,,,,0.28057,0.00428,15.30869,0.00464,,,,,,,,,,,0.30929,0.0064,,,,,,,,,,,,,,,,
,,,,0.29484,0.00456,15.40131,-0.0148,,,,,,,,,,,0.33177,0.00595,,,,,,,,,,,,,,,,
,,,,0.30911,-0.0124,15.49392,0.00191,,,,,,,,,,,0.34604,0.00542,,,,,,,,,,,,,,,,
,,,,0.3316,0.00652,15.58652,0.00331,,,,,,,,,,,0.36731,0.01109,,,,,,,,,,,,,,,,
,,,,0.34586,-0.01575,15.67896,-0.0117,,,,,,,,,,,0.38157,0.01436,,,,,,,,,,,,,,,,
,,,,0.36713,0.0032,15.7716,-8.12E-04,,,,,,,,,,,0.40652,0.01228,,,,,,,,,,,,,,,,
,,,,0.38139,0.00345,15.86421,,,,,,,,,,,,0.42076,0.00647,,,,,,,,,,,,,,,,
,,,,0.40633,0.00145,15.95685,0.00214,,,,,,,,,,,0.44205,0.01253,,,,,,,,,,,,,,,,
,,,,0.42058,-0.00987,16.02764,0.00113,,,,,,,,,,,0.45628,0.00944,,,,,,,,,,,,,,,,
,,,,0.44188,-0.00455,16.1203,-0.00256,,,,,,,,,,,0.48117,0.02148,,,,,,,,,,,,,,,,
,,,,0.45611,-0.02076,16.21288,-0.0028,,,,,,,,,,,0.49541,0.01679,,,,,,,,,,,,,,,,
,,,,0.481,-0.01193,16.35304,1.46E-04,,,,,,,,,,,0.51667,-3.68E-04,,,,,,,,,,,,,,,,
,,,,0.49523,0.00955,16.4948,-2.95E-04,,,,,,,,,,,0.53091,0.0175,,,,,,,,,,,,,,,,
,,,,0.51648,-0.017,16.6366,-0.00398,,,,,,,,,,,0.55584,,,,,,,,,,,,,,,,,
,,,,0.53073,0.0047,16.77836,2.52E-04,,,,,,,,,,,0.57006,,,,,,,,,,,,,,,,,
,,,,0.55566,,16.92005,6.29E-04,,,,,,,,,,,0.59131,,,,,,,,,,,,,,,,,
,,,,0.56988,,17.0617,6.12E-04,,,,,,,,,,,0.60554,,,,,,,,,,,,,,,,,
,,,,0.59113,,17.20338,8.58E-04,,,,,,,,,,,0.63044,,,,,,,,,,,,,,,,,
,,,,0.60537,,17.34508,5.78E-04,,,,,,,,,,,0.64466,,,,,,,,,,,,,,,,,
,,,,0.63027,,,,,,,,,,,,,,0.66591,,,,,,,,,,,,,,,,,
,,,,0.64448,,,,,,,,,,,,,,0.68014,,,,,,,,,,,,,,,,,
,,,,0.66573,,,,,,,,,,,,,,0.70506,0.00796,,,,,,,,,,,,,,,,
,,,,0.67995,,,,,,,,,,,,,,0.71927,0.02014,,,,,,,,,,,,,,,,
,,,,0.70488,,,,,,,,,,,,,,0.74059,0.01186,,,,,,,,,,,,,,,,
,,,,0.7191,-0.00209,,,,,,,,,,,,,0.75481,0.00551,,,,,,,,,,,,,,,,
,,,,0.74041,-0.01357,,,,,,,,,,,,,0.77971,0.02772,,,,,,,,,,,,,,,,
,,,,0.75464,0.01649,,,,,,,,,,,,,0.79399,0.01688,,,,,,,,,,,,,,,,
,,,,0.77953,-0.00233,,,,,,,,,,,,,0.81529,0.01624,,,,,,,,,,,,,,,,
,,,,0.7938,-0.00422,,,,,,,,,,,,,0.82955,0.03179,,,,,,,,,,,,,,,,
,,,,0.8151,-0.00608,,,,,,,,,,,,,0.85446,0.02451,,,,,,,,,,,,,,,,
,,,,0.82936,0.00428,,,,,,,,,,,,,0.86872,0.01421,,,,,,,,,,,,,,,,
,,,,0.85427,0.00489,,,,,,,,,,,,,0.89005,0.01822,,,,,,,,,,,,,,,,
,,,,0.86853,-0.00904,,,,,,,,,,,,,0.90431,0.02748,,,,,,,,,,,,,,,,
,,,,0.88986,-0.01024,,,,,,,,,,,,,0.92925,0.00485,,,,,,,,,,,,,,,,
,,,,0.90412,-2.52E-04,,,,,,,,,,,,,0.94351,0.02361,,,,,,,,,,,,,,,,
,,,,0.92906,0.00502,,,,,,,,,,,,,0.96492,0.01833,,,,,,,,,,,,,,,,
,,,,0.94332,0.00237,,,,,,,,,,,,,0.97919,0.03035,,,,,,,,,,,,,,,,
,,,,0.96473,0.01112,,,,,,,,,,,,,1.04209,0.04352,,,,,,,,,,,,,,,,
,,,,0.979,-0.00918,,,,,,,,,,,,,1.08493,0.04317,,,,,,,,,,,,,,,,
,,,,1.02762,-0.00267,,,,,,,,,,,,,1.13127,0.0191,,,,,,,,,,,,,,,,
,,,,1.07046,-0.00528,,,,,,,,,,,,,1.17411,0.01355,,,,,,,,,,,,,,,,
,,,,1.11681,0.00218,,,,,,,,,,,,,1.22043,0.0253,,,,,,,,,,,,,,,,
,,,,1.15965,-0.0054,,,,,,,,,,,,,1.26324,0.02674,,,,,,,,,,,,,,,,
,,,,1.20601,-0.01486,,,,,,,,,,,,,1.34006,0.03852,,,,,,,,,,,,,,,,
,,,,1.24878,-0.00616,,,,,,,,,,,,,1.37569,0.02185,,,,,,,,,,,,,,,,
,,,,1.29514,-0.00439,,,,,,,,,,,,,1.41486,0.03091,,,,,,,,,,,,,,,,
,,,,1.33987,-0.00802,,,,,,,,,,,,,1.45056,0.02504,,,,,,,,,,,,,,,,
,,,,1.37552,-0.01186,,,,,,,,,,,,,1.48972,0.04107,,,,,,,,,,,,,,,,
,,,,1.41468,0.00351,,,,,,,,,,,,,1.52536,0.0258,,,,,,,,,,,,,,,,
,,,,1.45037,-0.00364,,,,,,,,,,,,,1.56456,,,,,,,,,,,,,,,,,
,,,,1.48955,0.00289,,,,,,,,,,,,,1.6002,,,,,,,,,,,,,,,,,
,,,,1.52517,0.01125,,,,,,,,,,,,,1.63939,,,,,,,,,,,,,,,,,
,,,,1.56438,,,,,,,,,,,,,,1.67499,,,,,,,,,,,,,,,,,
,,,,1.60001,,,,,,,,,,,,,,1.71414,0.03682,,,,,,,,,,,,,,,,
,,,,1.63921,,,,,,,,,,,,,,1.74976,0.03301,,,,,,,,,,,,,,,,
,,,,1.67481,,,,,,,,,,,,,,1.78892,0.00654,,,,,,,,,,,,,,,,
,,,,1.71396,0.00733,,,,,,,,,,,,,1.82458,0.01689,,,,,,,,,,,,,,,,
,,,,1.74957,0.01366,,,,,,,,,,,,,1.86376,0.01274,,,,,,,,,,,,,,,,
,,,,1.78875,-0.00612,,,,,,,,,,,,,1.89942,0.01873,,,,,,,,,,,,,,,,
,,,,1.8244,-0.00821,,,,,,,,,,,,,1.93867,0.00478,,,,,,,,,,,,,,,,
,,,,1.86359,-0.00592,,,,,,,,,,,,,1.97431,0.00912,,,,,,,,,,,,,,,,
,,,,1.89924,-0.00397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.93848,0.00237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.97413,-0.01416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
