Sample,Pyruv,Condition,Type,Time,Flux
S1P6_C2,C2,drought,sample,1.15631,57.65512
S2P4_C2,C2,drought,sample,0.10669,57.58605
S2P4_C2,C2,drought,sample,1.25681,56.9701
S3P4_C2,C2,drought,sample,0.84574,55.60852
S1P4_C2,C2,drought,sample,1.44237,55.39398
S2P6_C2,C2,drought,sample,1.48027,55.1333
S1P2_C2,C2,drought,sample,-0.15615,55.05894
S3P4_C2,C2,drought,sample,1.24926,54.83421
S1P2_C2,C2,drought,sample,1.2069,54.73169
S1P2_C2,C2,drought,sample,0.31939,54.60259
S2P5_C1,C1,drought,sample,-0.46431,54.03614
S2P2_C2,C2,drought,sample,0.20841,54.00648
S2P4_C2,C2,drought,sample,1.30296,53.71901
S1P6_C2,C2,drought,sample,0.90022,53.50606
S1P2_C2,C2,drought,sample,-0.12064,53.43302
S1P2W,C2,drought,water,0.26766,53.32185
S3P2_C2,C2,drought,sample,-0.25355,52.93971
S1P2_C2,C2,drought,sample,0.53313,52.7445
S3P2_C2,C2,drought,sample,0.24249,52.18904
S3P6_C2,C2,drought,sample,0.24168,52.03111
S3P6_C2,C2,pre-drought,sample,0.1036,52.02028
S2P6_C2,C2,drought,sample,0.41473,51.9103
S2P7_C1,C1,pre-drought,sample,0.21347,51.84506
S1P2_C2,C2,pre-drought,sample,1.86376,51.45076
S1P2_C2,C2,pre-drought,sample,1.86376,51.45076
S1P4_C2,C2,drought,sample,1.40169,51.36567
S3P4_C2,C2,drought,sample,0.42811,51.27859
S1P6_C2,C2,pre-drought,sample,1.24209,51.14298
S3P6_C2,C2,drought,sample,0.46478,51.04797
S2P2_C2,C2,drought,sample,-0.67022,50.72461
S3P6_C2,C2,drought,sample,1.79649,50.50701
S1P6_C2,C2,drought,sample,1.32267,50.31589
S1P6_C2,C2,drought,sample,1.11361,50.17302
S1P4_C2,C2,drought,sample,0.95091,50.15174
S2P4_C2,C2,drought,sample,1.029,49.83099
S1P2_C2,C2,drought,sample,1.80641,49.65601
S3P6_C2,C2,drought,sample,1.00922,49.5357
S3P2_C2,C2,drought,sample,0.14997,49.15844
S1P6_C2,C2,drought,sample,0.85755,48.93118
S2P6_C2,C2,drought,sample,1.91444,48.78381
S2P8_C2,C2,pre-drought,sample,1.95233,48.69025
S1P6_C2,C2,drought,sample,1.79218,48.42627
S1P2_C2,C2,pre-drought,sample,-0.19688,48.30754
S1P2_C2,C2,pre-drought,sample,-0.19688,48.30754
S1P4_C2,C2,drought,sample,0.91525,48.20168
S1P2_C2,C2,drought,sample,-3.24E-04,48.10579
S3P6_C2,C2,drought,sample,1.19419,47.9039
S1P2_C2,C2,drought,sample,0.42655,47.89607
S3P4_C2,C2,drought,sample,1.50737,47.77974
S2P1_C1,C1,pre-drought,sample,1.92347,47.48416
S3P4_C2,C2,drought,sample,0.92211,47.40454
S3P6_C2,C2,drought,sample,1.29128,47.11453
S2P4_C2,C2,drought,sample,1.1215,47.09531
S1P5_C1,C1,drought,sample,-0.54042,46.72469
S2P4_C2,C2,drought,sample,1.88684,46.55862
S1P4_C2,C2,drought,sample,0.24968,46.54392
S3P6_C2,C2,drought,sample,1.91744,46.33565
S1P6_C2,C2,drought,sample,1.24881,46.18642
S1P2_C2,C2,drought,sample,-0.56874,46.18631
S2P1_C1,C1,pre-drought,sample,16.1203,46.10008
S2P8_C2,C2,pre-drought,sample,1.30795,45.83186
S1P2_C2,C2,drought,sample,0.07078,44.10657
S3P6_C2,C2,drought,sample,-0.00729,44.08195
S2P4_C2,C2,drought,sample,1.73027,44.02047
S2P6_C2,C2,drought,sample,1.87181,43.99256
S3P4_C2,C2,drought,sample,1.02138,43.83791
S1P6_C2,C2,drought,sample,1.47903,43.68173
S1P6_C2,C2,drought,sample,1.7565,43.50897
S2P2_C2,C2,drought,sample,0.18707,43.49964
S3P6_C2,C2,drought,sample,-0.04285,43.38222
S3P2_C2,C2,drought,sample,0.47904,43.37524
S3P4_C2,C2,drought,sample,0.50449,42.48684
S2P6_C2,C2,pre-drought,sample,0.91491,42.30792
S1P4W,C2,drought,water,0.27479,42.12396
S1P2_C2,C2,pre-drought,sample,0.28075,42.08979
S1P2_C2,C2,pre-drought,sample,0.28075,42.08979
S1P4_C2,C2,drought,sample,1.11366,42.0787
S3P6_C2,C2,drought,sample,0.77791,42.05325
S2P4_C2,C2,drought,sample,1.21404,42.00097
S1P2_C2,C2,drought,sample,0.33361,41.81913
S3P4_C2,C2,drought,sample,0.35172,41.72244
S1P2_C2,C2,drought,sample,0.45491,41.6426
S3P1_C1,C1,pre-drought,sample,0.03544,41.59511
S2P3_C1,C1,pre-drought,sample,0.01573,41.57871
S2P4_C2,C2,drought,sample,0.12808,41.56764
S1P4_C2,C2,drought,sample,0.09302,41.48704
S3P2_C2,C2,drought,sample,0.19979,41.40569
S3P2_C2,C2,drought,sample,0.22113,41.38026
S2P1_C1,C1,drought,sample,1.85102,41.37203
S1P2W,C2,drought,water,-0.46223,41.33868
S3P6_C2,C2,drought,sample,0.08515,41.22737
S2P7_C1,C1,pre-drought,sample,2.01278,41.20702
S1P4_C2,C2,drought,sample,0.04328,41.15167
S1P6_C2,C2,pre-drought,sample,0.90126,41.12151
S3P4_C2,C2,drought,sample,1.20648,41.06498
S3P6_C2,C2,pre-drought,sample,2.88892,41.00977
S3P4_C2,C2,drought,sample,-0.18434,40.85604
S1P6_C2,C2,pre-drought,sample,0.19233,40.82929
S1P3_C1,C1,pre-drought,sample,0.23492,40.78611
S3P6_C2,C2,drought,sample,0.82056,40.48957
S2P2_C2,C2,drought,sample,1.20626,40.37118
S1P2_C2,C2,drought,sample,1.92738,40.31153
S2P3_C1,C1,pre-drought,sample,-0.07897,40.19528
S3P6_C2,C2,drought,sample,1.36954,40.13181
S3P6_C2,C2,drought,sample,0.27281,40.13178
S1P4_C2,C2,drought,sample,0.3244,40.02988
S2P6_C2,C2,pre-drought,sample,1.75419,39.86338
S3P2_C2,C2,drought,sample,0.52171,39.74248
S3P1_C1,C1,pre-drought,sample,-0.24753,39.38924
S2P2_C2,C2,drought,sample,0.00208,39.27815
S2P4_C2,C2,drought,sample,1.80853,39.223
S2P1_C1,C1,drought,sample,0.51705,38.95795
S3P2_C2,C2,drought,sample,1.95884,38.89782
S1P1_C1,C1,pre-drought,sample,-0.0067,38.87924
S3P2_C2,C2,pre-drought,sample,1.35771,38.87162
S1P5_C1,C1,drought,sample,-0.51193,38.51199
S2P7_C1,C1,pre-drought,sample,1.88108,38.50206
S1P4_C2,C2,drought,sample,-1.27897,38.47639
S3P6_C2,C2,pre-drought,sample,0.23906,38.41168
S3P4_C2,C2,drought,sample,1.86347,38.35052
S2P4_C2,C2,drought,sample,0.22064,38.34685
S2P2_C2,C2,drought,sample,0.11593,38.17834
S1P3_C1,C1,pre-drought,sample,1.97691,38.1732
S1P2_C2,C2,drought,sample,0.22705,38.14812
S3P6_C2,C2,pre-drought,sample,1.26763,37.91054
S3P4_C2,C2,drought,sample,1.06414,37.90731
S1P4_C2,C2,drought,sample,0.52375,37.76852
S3P6_C2,C2,pre-drought,sample,2.75362,37.75133
S1P2_C2,C2,drought,sample,1.11429,37.48774
S2P2_C2,C2,drought,sample,1.15652,37.44269
S1P2_C2,C2,drought,sample,0.30517,37.43698
S1P4W,C2,drought,water,1.49501,37.43304
S2P8_C2,C2,pre-drought,sample,-0.04801,37.37955
S3P2_C2,C2,drought,sample,0.10719,37.31214
S3P5_C1,C1,drought,sample,1.48863,37.27445
S3P2_C2,C2,drought,sample,0.17837,37.16979
S3P3_C1,C1,pre-drought,sample,1.0287,37.15254
S1P6_C2,C2,drought,sample,1.28704,36.94795
S3P5_C1,C1,drought,sample,-0.28222,36.8568
S1P2W,C2,drought,water,0.36017,36.63293
S1P6_C2,C2,drought,sample,0.74369,36.6137
S3P2_C2,C2,drought,sample,1.45316,36.53097
S2P4_C2,C2,drought,sample,1.45962,36.50615
S1P4_C2,C2,drought,sample,0.83696,36.45636
S1P6_C2,C2,drought,sample,0.38769,36.38963
S1P4_C2,C2,drought,sample,0.36705,36.36206
S1P5_C1,C1,drought,sample,-0.64718,35.54767
S1P6_C2,C2,drought,sample,0.30943,35.35507
S3P6_C2,C2,drought,sample,0.5074,35.27968
S1P2_C2,C2,drought,sample,0.21282,35.16422
S1P2_C2,C2,drought,sample,-0.49047,35.0979
S1P4_C2,C2,pre-drought,sample,0.87376,35.06729
S3P5_C1,C1,pre-drought,sample,1.18507,34.96429
S3P3_C1,C1,pre-drought,sample,1.075,34.95908
S3P6_C2,C2,drought,sample,0.35104,34.91697
S3P4_C2,C2,drought,sample,0.17769,34.86494
S1P5_C1,C1,pre-drought,sample,-0.06181,34.82571
S2P6_C2,C2,drought,sample,0.10683,34.50157
S3P6_C2,C2,drought,sample,0.17762,34.3434
S3P6_C2,C2,drought,sample,1.14444,34.29874
S1P2_C2,C2,pre-drought,sample,0.75481,34.22733
S1P2_C2,C2,pre-drought,sample,0.75481,34.22733
S2P8_C2,C2,pre-drought,sample,0.30966,34.20014
S2P1_C1,C1,pre-drought,sample,11.8373,34.16455
S1P4_C2,C2,drought,sample,1.51875,34.07835
S1P6_C2,C2,drought,sample,0.10655,34.05614
S1P6_C2,C2,drought,sample,0.93578,33.74973
S3P1_C1,C1,drought,sample,-0.05639,33.70229
S3P4_C2,C2,drought,sample,0.31109,33.65692
S1P2W,C2,drought,water,0.05425,33.62636
S1P2_C2,C2,drought,sample,0.34785,33.5141
S2P6_C2,C2,pre-drought,sample,1.09853,33.39597
S1P1_C1,C1,pre-drought,sample,1.83191,33.35899
S1P2_C2,C2,drought,sample,-0.63275,33.31146
S2P7_C1,C1,pre-drought,sample,1.38975,33.28287
S1P5_C1,C1,drought,sample,-0.49065,33.1163
S1P2_C2,C2,pre-drought,sample,-0.17911,33.09867
S1P2_C2,C2,pre-drought,sample,-0.17911,33.09867
S2P6_C2,C2,pre-drought,sample,0.34316,32.92668
S1P2W,C2,drought,water,1.30344,32.92336
S1P4W,C2,drought,water,0.48122,32.90416
S2P6_C2,C2,pre-drought,sample,1.23044,32.88885
S3P4_C2,C2,pre-drought,sample,0.36887,32.88204
S3P4_C2,C2,drought,sample,0.76934,32.86431
S1P2_C2,C2,drought,sample,-0.1064,32.8488
S3P2_C2,C2,pre-drought,sample,0.10272,32.74755
S3P6_C2,C2,drought,sample,-0.12104,32.64871
S1P4W,C2,drought,water,0.50262,32.6153
S1P6_C2,C2,drought,sample,1.06388,32.6116
S1P2_C2,C2,pre-drought,sample,-0.09015,32.56182
S1P2_C2,C2,pre-drought,sample,-0.09015,32.56182
S3P4_C2,C2,drought,sample,1.429,32.37608
S1P2_C2,C2,drought,sample,-0.51176,32.15955
S1P2_C2,C2,pre-drought,sample,0.44205,32.15832
S1P2_C2,C2,pre-drought,sample,0.44205,32.15832
S1P4W,C2,drought,water,0.96501,32.1499
S2P6_C2,C2,pre-drought,sample,0.2566,32.11339
S1P4_C2,C2,drought,sample,0.44538,31.87895
S1P4_C2,C2,drought,sample,1.06392,31.85473
S3P2_C2,C2,drought,sample,0.83484,31.79491
S3P4_C2,C2,drought,sample,0.24182,31.70315
S1P4W,C2,drought,water,0.20363,31.52184
S2P1_C1,C1,drought,sample,1.73009,31.40886
S2P8_C2,C2,pre-drought,sample,1.00028,31.38167
S1P2_C2,C2,pre-drought,sample,-0.12216,31.03846
S1P2_C2,C2,pre-drought,sample,-0.12216,31.03846
S3P2_C2,C2,pre-drought,sample,0.23471,31.02574
S3P5_C1,C1,drought,sample,0.94856,30.98325
S1P6_C2,C2,drought,sample,0.50873,30.9535
S1P4_C2,C2,drought,sample,-1.67046,30.87492
S1P5_C1,C1,pre-drought,sample,0.21995,30.82414
S2P1_C1,C1,pre-drought,sample,1.81303,30.75997
S3P4_C2,C2,drought,sample,0.05682,30.74508
S1P5_C1,C1,pre-drought,sample,0.94332,30.71877
S3P5_C1,C1,drought,sample,1.95865,30.68695
S2P1_C1,C1,drought,sample,1.92932,30.6646
S1P2_C2,C2,drought,sample,0.05657,30.62432
S2P8_C2,C2,pre-drought,sample,0.534,30.54631
S1P2_C2,C2,pre-drought,sample,0.24868,30.51758
S1P2_C2,C2,pre-drought,sample,0.24868,30.51758
S2P2_C2,C2,drought,sample,1.52659,30.4942
S3P4_C2,C2,drought,sample,1.35064,30.48044
S1P2W,C2,drought,water,0.21788,30.45604
S2P8_C2,C2,pre-drought,sample,1.84191,30.44246
S2P1_C1,C1,pre-drought,sample,12.20766,30.37492
S2P8_C2,C2,pre-drought,sample,0.4877,30.27448
S1P2_C2,C2,pre-drought,sample,1.08493,30.13121
S1P2_C2,C2,pre-drought,sample,1.08493,30.13121
S3P3_C1,C1,drought,sample,1.87462,30.12542
S2P1_C1,C1,pre-drought,sample,0.03539,30.11104
S1P2_C2,C2,pre-drought,sample,0.94351,30.08835
S1P2_C2,C2,pre-drought,sample,0.94351,30.08835
S3P2_C2,C2,pre-drought,sample,0.81032,29.84039
S3P3_C1,C1,drought,sample,-0.00747,29.79775
S2P6_C2,C2,pre-drought,sample,0.86568,29.792
S3P2_C2,C2,pre-drought,sample,1.24228,29.59024
S3P3_C1,C1,drought,sample,0.54279,29.47647
S2P1_C1,C1,pre-drought,sample,10.42949,29.43294
S3P3_C1,C1,drought,sample,0.01389,29.2689
S1P4W,C2,drought,water,-0.5049,29.11977
S2P3_C1,C1,pre-drought,sample,1.04954,29.07659
S2P4_C2,C2,drought,sample,-0.18646,29.06526
S2P1_C1,C1,pre-drought,sample,1.18587,29.02389
S1P4W,C2,drought,water,1.43589,28.86291
S3P6_C2,C2,drought,sample,-0.51259,28.66416
S1P2_C2,C2,pre-drought,sample,-0.04735,28.60528
S1P2_C2,C2,pre-drought,sample,-0.04735,28.60528
S2P1_C1,C1,pre-drought,sample,0.49273,28.53035
S2P6_C2,C2,pre-drought,sample,1.79334,28.46004
S2P3_C1,C1,pre-drought,sample,0.83972,28.37232
S1P5_C1,C1,pre-drought,sample,1.24878,28.31638
S1P4_C2,C2,drought,sample,1.78362,28.25878
S1P2W,C2,drought,water,1.36259,28.16801
S3P6_C2,C2,pre-drought,sample,2.79988,28.12507
S1P4_C2,C2,drought,sample,-0.58242,28.03808
S2P4_C2,C2,drought,sample,0.05688,27.92352
S1P2_C2,C2,drought,sample,1.02184,27.91139
S1P5_C1,C1,pre-drought,sample,-0.92795,27.8934
S1P2_C2,C2,pre-drought,sample,-0.74502,27.84691
S1P2_C2,C2,pre-drought,sample,-0.74502,27.84691
S2P4_C2,C2,pre-drought,sample,1.11119,27.7994
S2P5_C1,C1,drought,sample,0.0944,27.74488
S1P4_C2,C2,drought,sample,1.82433,27.7318
S3P6_C2,C2,drought,sample,1.32689,27.58899
S3P4_C2,C2,pre-drought,sample,0.8927,27.51683
S2P7_C1,C1,pre-drought,sample,0.90413,27.51332
S3P4_C2,C2,pre-drought,sample,1.27552,27.45686
S1P2_C2,C2,drought,sample,0.1986,27.45644
S1P4_C2,C2,drought,sample,0.28872,27.44542
S1P4_C2,C2,drought,sample,0.71603,27.28309
S1P2_C2,C2,pre-drought,sample,0.01329,27.25585
S1P2_C2,C2,pre-drought,sample,0.01329,27.25585
S3P2_C2,C2,pre-drought,sample,1.15322,27.18646
S1P2_C2,C2,pre-drought,sample,-0.56709,27.13275
S1P2_C2,C2,pre-drought,sample,-0.56709,27.13275
S2P8_C2,C2,pre-drought,sample,0.15291,26.87258
S1P4W,C2,drought,water,0.31751,26.8659
S3P4_C2,C2,drought,sample,0.88644,26.81267
S1P2_C2,C2,pre-drought,sample,0.97919,26.79949
S1P2_C2,C2,pre-drought,sample,0.97919,26.79949
S2P3_C1,C1,drought,sample,0.30049,26.69611
S1P6_C2,C2,drought,sample,1.83479,26.6688
S3P4_C2,C2,drought,sample,0.01409,26.62962
S3P3_C1,C1,pre-drought,sample,0.01434,26.59652
S1P1_C1,C1,pre-drought,sample,0.29477,26.49699
S2P6_C2,C2,pre-drought,sample,-0.1369,26.49404
S1P5_C1,C1,drought,sample,0.50457,26.42356
S1P4_C2,C2,drought,sample,0.18553,26.2979
S1P5_C1,C1,pre-drought,sample,-0.26829,26.25205
S1P3_C1,C1,pre-drought,sample,0.05667,26.24183
S2P6_C2,C2,drought,sample,1.83617,26.2356
S1P6_C2,C2,pre-drought,sample,0.26002,26.23132
S3P6_C2,C2,pre-drought,sample,0.03595,26.11207
S1P3_C1,C1,pre-drought,sample,1.18484,26.09566
S1P5_C1,C1,drought,sample,-0.55466,26.08964
S1P2_C2,C2,pre-drought,sample,-0.71293,25.98836
S1P2_C2,C2,pre-drought,sample,-0.71293,25.98836
S3P3_C1,C1,pre-drought,sample,1.20686,25.91021
S1P6_C2,C2,pre-drought,sample,0.08181,25.89873
S3P5_C1,C1,drought,sample,1.0994,25.84623
S3P3_C1,C1,drought,sample,0.99479,25.81443
S2P3_C1,C1,drought,sample,1.52279,25.79418
S1P2_C2,C2,pre-drought,sample,-0.94204,25.77177
S1P2_C2,C2,pre-drought,sample,-0.94204,25.77177
S2P1_C1,C1,drought,sample,-0.52832,25.69858
S1P5_C1,C1,pre-drought,sample,0.45611,25.66955
S3P6_C2,C2,drought,sample,0.19896,25.64712
S1P2_C2,C2,pre-drought,sample,0.82955,25.624
S1P2_C2,C2,pre-drought,sample,0.82955,25.624
S3P6_C2,C2,drought,sample,1.10169,25.61915
S1P4W,C2,drought,water,1.92306,25.61883
S1P4_C2,C2,pre-drought,sample,1.9426,25.57956
S2P2_C2,C2,drought,sample,1.29876,25.56605
S1P1_C1,C1,drought,sample,-0.2792,25.48701
S2P8_C2,C2,pre-drought,sample,1.46441,25.37708
S3P4_C2,C2,drought,sample,0.10654,25.33758
S1P2_C2,C2,pre-drought,sample,0.20587,25.28628
S1P2_C2,C2,pre-drought,sample,0.20587,25.28628
S2P7_C1,C1,pre-drought,sample,1.7244,25.24676
S3P6_C2,C2,pre-drought,sample,0.41865,25.22221
S1P5_C1,C1,pre-drought,sample,-0.65606,25.20506
S2P3_C1,C1,pre-drought,sample,1.13868,25.11751
S3P3_C1,C1,drought,sample,-0.69786,25.0966
S1P2_C2,C2,pre-drought,sample,-1.29012,25.02808
S1P2_C2,C2,pre-drought,sample,-1.29012,25.02808
S1P2W,C2,drought,water,0.45272,25.02361
S2P6_C2,C2,drought,sample,0.08544,25.00738
S2P1_C1,C1,drought,sample,0.01392,24.96992
S2P6_C2,C2,pre-drought,sample,1.86811,24.9634
S1P1_C1,C1,pre-drought,sample,-0.55352,24.8981
S2P4_C2,C2,drought,sample,-0.49961,24.88665
S2P4_C2,C2,pre-drought,sample,0.26007,24.72929
S1P3_C1,C1,pre-drought,sample,0.34196,24.68406
S3P1_C1,C1,pre-drought,sample,-0.00731,24.67437
S3P4_C2,C2,drought,sample,1.89916,24.41442
S1P2_C2,C2,drought,sample,0.27674,24.24982
S3P3_C1,C1,drought,sample,0.03523,24.22034
S1P5_C1,C1,pre-drought,sample,1.02762,24.21985
S3P3_C1,C1,drought,sample,0.30825,24.01734
S3P4_C2,C2,drought,sample,0.14929,23.95116
S1P4_C2,C2,pre-drought,sample,0.10404,23.89806
S2P8_C2,C2,pre-drought,sample,1.73153,23.81402
S3P3_C1,C1,pre-drought,sample,1.52027,23.78676
S1P2_C2,C2,drought,sample,0.37672,23.58634
S1P2_C2,C2,pre-drought,sample,0.45628,23.54126
S1P2_C2,C2,pre-drought,sample,0.45628,23.54126
S1P5_C1,C1,drought,sample,-0.60443,23.53904
S2P2_C2,C2,drought,sample,0.09457,23.52521
S3P1_C1,C1,drought,sample,1.8633,23.49527
S1P5_C1,C1,pre-drought,sample,-0.50689,23.45731
S3P1_C1,C1,pre-drought,sample,0.85333,23.4187
S1P5_C1,C1,pre-drought,sample,-0.22554,23.41414
S2P7_C1,C1,pre-drought,sample,-0.15837,23.41159
S3P3_C1,C1,pre-drought,sample,1.47396,23.40978
S1P2_C2,C2,drought,sample,-0.0637,23.38746
S2P1_C1,C1,pre-drought,sample,9.73039,23.38438
S1P1_C1,C1,pre-drought,sample,0.42461,23.31642
S2P4_C2,C2,pre-drought,sample,1.88801,23.29562
S1P2W,C2,drought,water,0.31041,23.28606
S3P5_C1,C1,pre-drought,sample,-0.63999,23.21388
S2P6_C2,C2,drought,sample,0.80649,23.20554
S1P4W,C2,drought,water,0.15391,23.1578
S2P6_C2,C2,drought,sample,1.71528,23.12469
S1P1_C1,C1,drought,sample,1.51855,23.04443
S2P7_C1,C1,pre-drought,sample,0.01391,22.97469
S1P1_C1,C1,pre-drought,sample,0.14666,22.95505
S1P5_C1,C1,drought,sample,0.07061,22.88224
S1P2_C2,C2,pre-drought,sample,1.45056,22.87937
S1P2_C2,C2,pre-drought,sample,1.45056,22.87937
S3P3_C1,C1,pre-drought,sample,-0.5755,22.7973
S3P6_C2,C2,pre-drought,sample,0.86721,22.78918
S2P1_C1,C1,pre-drought,sample,1.73821,22.72791
S3P1_C1,C1,pre-drought,sample,1.54238,22.71062
S3P2_C2,C2,pre-drought,sample,1.73159,22.57226
S2P3_C1,C1,drought,sample,1.40175,22.54439
S1P2_C2,C2,pre-drought,sample,-0.07589,22.44993
S1P2_C2,C2,pre-drought,sample,-0.07589,22.44993
S1P5_C1,C1,drought,sample,0.45475,22.42866
S1P4W,C2,drought,water,0.3673,22.4077
S1P2W,C2,drought,water,0.03288,22.37953
S1P4_C2,C2,pre-drought,sample,-0.00652,22.34373
S3P4_C2,C2,drought,sample,0.22042,22.32223
S2P6_C2,C2,pre-drought,sample,-0.51125,22.27708
S1P2_C2,C2,drought,sample,0.14891,22.26893
S3P4_C2,C2,drought,sample,0.46377,22.24306
S1P5_C1,C1,pre-drought,sample,-0.28608,22.18853
S1P5_C1,C1,drought,sample,-0.26301,22.18472
S3P3_C1,C1,drought,sample,1.03751,22.14436
S2P4_C2,C2,drought,sample,1.85119,22.13246
S3P5_C1,C1,drought,sample,1.00681,22.03342
S2P1_C1,C1,drought,sample,1.80836,22.01359
S1P2_C2,C2,drought,sample,0.29095,21.98349
S1P2_C2,C2,pre-drought,sample,-0.21111,21.94375
S1P2_C2,C2,pre-drought,sample,-0.21111,21.94375
S2P1_C1,C1,pre-drought,sample,11.37456,21.92862
S3P1_C1,C1,drought,sample,0.88627,21.89277
S3P5_C1,C1,pre-drought,sample,0.43609,21.85752
S2P1_C1,C1,pre-drought,sample,0.90243,21.84458
S3P4_C2,C2,pre-drought,sample,1.05462,21.83574
S2P6_C2,C2,drought,sample,0.92758,21.8346
S3P3_C1,C1,drought,sample,0.22015,21.81896
S2P6_C2,C2,drought,sample,1.11366,21.8099
S1P3_C1,C1,pre-drought,sample,0.75157,21.79069
S1P4_C2,C2,drought,sample,1.47804,21.76113
S2P2_C2,C2,drought,sample,-0.51387,21.72415
S1P6_C2,C2,pre-drought,sample,-0.10104,21.58613
S1P2_C2,C2,pre-drought,sample,0.04183,21.53356
S1P2_C2,C2,pre-drought,sample,0.04183,21.53356
S1P6_C2,C2,pre-drought,sample,1.41459,21.52284
S2P8_C2,C2,pre-drought,sample,1.48583,21.496
S1P1_C1,C1,drought,sample,0.05663,21.48142
S1P2W,C2,drought,water,0.38155,21.46437
S1P5_C1,C1,pre-drought,sample,-1.27603,21.42586
S2P1_C1,C1,pre-drought,sample,0.37892,21.39192
S1P3_C1,C1,pre-drought,sample,0.10301,21.39041
S1P1_C1,C1,drought,sample,0.13557,21.3476
S1P2_C2,C2,pre-drought,sample,-0.97057,21.33494
S1P2_C2,C2,pre-drought,sample,-0.97057,21.33494
S1P4_C2,C2,drought,sample,0.20691,21.31681
S2P1_C1,C1,pre-drought,sample,0.01398,21.27361
S1P5_C1,C1,pre-drought,sample,1.71396,21.25816
S1P5_C1,C1,pre-drought,sample,-0.62409,21.21213
S1P3_C1,C1,pre-drought,sample,4.07171,21.17893
S1P5_C1,C1,drought,sample,0.49034,21.1713
S3P6_C2,C2,drought,sample,0.22032,21.13034
S2P8_C2,C2,pre-drought,sample,0.80095,21.12618
S1P2_C2,C2,drought,sample,1.963,21.06301
S1P4_C2,C2,drought,sample,1.1564,20.94502
S1P5_C1,C1,pre-drought,sample,-0.71312,20.94225
S1P3_C1,C1,pre-drought,sample,4.15745,20.87596
S1P4W,C2,drought,water,0.41005,20.87334
S2P1_C1,C1,pre-drought,sample,0.71714,20.86149
S2P7_C1,C1,pre-drought,sample,0.30252,20.78392
S1P2_C2,C2,drought,sample,0.72508,20.74144
S3P5_C1,C1,pre-drought,sample,0.30227,20.69833
S1P5_C1,C1,pre-drought,sample,-0.23978,20.67191
S2P1_C1,C1,drought,sample,1.41677,20.66174
S2P4_C2,C2,drought,sample,1.77289,20.56562
S2P8_C2,C2,pre-drought,sample,1.28657,20.4836
S3P5_C1,C1,drought,sample,0.87028,20.47547
S3P5_C1,C1,pre-drought,sample,0.47529,20.46722
S2P3_C1,C1,pre-drought,sample,1.91535,20.42692
S1P5_C1,C1,pre-drought,sample,-0.56726,20.41861
S1P4_C2,C2,drought,sample,1.90069,20.4091
S1P2_C2,C2,drought,sample,0.10626,20.40516
S2P5_C1,C1,drought,sample,0.93861,20.38733
S2P4_C2,C2,pre-drought,sample,0.30286,20.35537
S2P4_C2,C2,drought,sample,0.08531,20.34507
S2P1_C1,C1,pre-drought,sample,10.24424,20.32272
S2P5_C1,C1,drought,sample,0.35509,20.21216
S3P5_C1,C1,drought,sample,1.23472,20.1952
S2P3_C1,C1,drought,sample,1.83597,20.11431
S3P2_C2,C2,drought,sample,0.12861,20.02758
S3P4_C2,C2,drought,sample,-0.10604,20.00617
S2P6_C2,C2,drought,sample,1.32369,19.98097
S2P1_C1,C1,pre-drought,sample,0.10311,19.97572
S3P6_C2,C2,pre-drought,sample,1.93334,19.96737
S3P3_C1,C1,pre-drought,sample,0.06062,19.94857
S3P4_C2,C2,pre-drought,sample,0.28153,19.89171
S1P5_C1,C1,pre-drought,sample,-0.64183,19.80289
S1P5_C1,C1,pre-drought,sample,0.17713,19.79174
S2P8_C2,C2,pre-drought,sample,0.1101,19.78908
S3P2_C2,C2,pre-drought,sample,0.2561,19.76166
S1P4_C2,C2,pre-drought,sample,1.02135,19.69539
S3P2_C2,C2,pre-drought,sample,1.468,19.6195
S2P5_C1,C1,drought,sample,0.07306,19.57448
S3P2_C2,C2,drought,sample,1.15661,19.47597
S1P1_C1,C1,drought,sample,0.8724,19.47579
S1P2_C2,C2,pre-drought,sample,0.15949,19.44276
S1P2_C2,C2,pre-drought,sample,0.15949,19.44276
S3P4_C2,C2,pre-drought,sample,1.94097,19.36027
S1P5_C1,C1,pre-drought,sample,-0.74522,19.33666
S1P1_C1,C1,drought,sample,0.91507,19.32703
S3P3_C1,C1,pre-drought,sample,0.08201,19.32076
S1P5_C1,C1,pre-drought,sample,-0.58146,19.31684
S1P1_C1,C1,drought,sample,1.78341,19.30054
S2P1_C1,C1,pre-drought,sample,1.22866,19.24276
S1P2_C2,C2,drought,sample,0.18438,19.20987
S1P5_C1,C1,pre-drought,sample,-0.09035,19.17066
S2P3_C1,C1,pre-drought,sample,1.43111,19.14974
S3P3_C1,C1,pre-drought,sample,2.78544,19.09176
S1P6_C2,C2,pre-drought,sample,0.49179,19.02962
S3P6_C2,C2,drought,sample,0.12784,18.9636
S2P3_C1,C1,drought,sample,-0.00734,18.9571
S1P2W,C2,drought,water,0.28903,18.95706
S1P4_C2,C2,drought,sample,0.11439,18.90331
S3P6_C2,C2,pre-drought,sample,0.12501,18.85496
S1P5_C1,C1,drought,sample,0.13454,18.82897
S1P4_C2,C2,drought,sample,0.48106,18.81548
S2P1_C1,C1,pre-drought,sample,10.33694,18.77384
S3P6_C2,C2,pre-drought,sample,0.17134,18.76318
S1P4_C2,C2,pre-drought,sample,0.72416,18.75236
