Sample,Pyruv,Condition,Type,Time,Flux
S3P4_C2,C2,pre-drought,sample,1.89184,18.75147
S3P6_C2,C2,pre-drought,sample,0.14993,18.74027
S1P1_C1,C1,drought,sample,1.04948,18.71793
S3P6_C2,C2,pre-drought,sample,2.11141,18.70037
S3P3_C1,C1,drought,sample,1.91726,18.69233
S1P6_C2,C2,pre-drought,sample,0.52743,18.68942
S2P5_C1,C1,drought,sample,0.02328,18.68402
S3P1_C1,C1,pre-drought,sample,1.50678,18.6577
S1P5_C1,C1,drought,sample,0.76752,18.64135
S2P1_C1,C1,pre-drought,sample,11.07749,18.60495
S2P3_C1,C1,drought,sample,0.77064,18.5829
S1P2_C2,C2,pre-drought,sample,0.92925,18.50364
S1P2_C2,C2,pre-drought,sample,0.92925,18.50364
S1P2_C2,C2,pre-drought,sample,1.41486,18.50245
S1P2_C2,C2,pre-drought,sample,1.41486,18.50245
S2P1_C1,C1,pre-drought,sample,-0.57106,18.49969
S1P1_C1,C1,pre-drought,sample,1.317,18.49173
S3P4_C2,C2,drought,sample,1.47171,18.48263
S3P4_C2,C2,pre-drought,sample,0.34922,18.43068
S2P1_C1,C1,pre-drought,sample,1.00757,18.40237
S3P1_C1,C1,drought,sample,0.84558,18.36741
S2P3_C1,C1,pre-drought,sample,1.31684,18.34739
S1P5_C1,C1,pre-drought,sample,0.15931,18.34733
S1P4_C2,C2,drought,sample,0.40271,18.32192
S1P1_C1,C1,drought,sample,0.03529,18.2962
S3P5_C1,C1,pre-drought,sample,0.51091,18.29532
S1P2_C2,C2,pre-drought,sample,-1.12619,18.28952
S1P2_C2,C2,pre-drought,sample,-1.12619,18.28952
S1P2W,C2,drought,water,0.10405,18.24442
S2P7_C1,C1,pre-drought,sample,1.2581,18.21347
S2P6_C2,C2,drought,sample,1.75792,18.12299
S3P5_C1,C1,pre-drought,sample,1.46782,18.08704
S3P5_C1,C1,pre-drought,sample,1.43225,18.03202
S1P5_C1,C1,drought,sample,0.24111,18.01775
S2P1_C1,C1,drought,sample,1.10708,18.00636
S1P1_C1,C1,pre-drought,sample,0.34973,17.98115
S2P1_C1,C1,drought,sample,0.0353,17.97673
S1P3_C1,C1,pre-drought,sample,4.14313,17.92812
S2P1_C1,C1,pre-drought,sample,9.45264,17.90728
S2P6_C2,C2,drought,sample,0.53581,17.88708
S2P4_C2,C2,pre-drought,sample,0.49292,17.88489
S1P2_C2,C2,pre-drought,sample,-0.1364,17.82298
S1P2_C2,C2,pre-drought,sample,-0.1364,17.82298
S1P5_C1,C1,drought,sample,0.39079,17.8214
S3P1_C1,C1,pre-drought,sample,1.33347,17.79728
S3P6_C2,C2,pre-drought,sample,2.4438,17.74856
S1P5_C1,C1,pre-drought,sample,1.15965,17.69492
S3P6_C2,C2,pre-drought,sample,1.31038,17.68379
S3P3_C1,C1,drought,sample,-0.22802,17.67532
S2P3_C1,C1,pre-drought,sample,1.2741,17.64207
S1P2_C2,C2,drought,sample,1.33664,17.55443
S2P4_C2,C2,pre-drought,sample,1.06484,17.5363
S1P1_C1,C1,drought,sample,1.75632,17.52875
S2P4_C2,C2,pre-drought,sample,0.3791,17.50126
S2P6_C2,C2,drought,sample,0.14959,17.44644
S1P5_C1,C1,pre-drought,sample,0.96473,17.42816
S2P3_C1,C1,drought,sample,0.08524,17.42752
S3P1_C1,C1,pre-drought,sample,0.08177,17.35882
S1P3_C1,C1,pre-drought,sample,0.71596,17.22939
S1P5_C1,C1,pre-drought,sample,-0.07609,17.16517
S3P6_C2,C2,pre-drought,sample,0.71773,17.06438
S3P1_C1,C1,pre-drought,sample,0.77847,17.03967
S1P5_C1,C1,pre-drought,sample,0.86853,16.98482
S2P3_C1,C1,pre-drought,sample,1.185,16.88496
S1P2_C2,C2,pre-drought,sample,0.34604,16.8448
S1P2_C2,C2,pre-drought,sample,0.34604,16.8448
S3P2_C2,C2,pre-drought,sample,1.88122,16.8235
S1P4_C2,C2,pre-drought,sample,0.38561,16.79354
S3P4_C2,C2,drought,sample,0.08517,16.74547
S2P1_C1,C1,pre-drought,sample,13.82926,16.72295
S3P6_C2,C2,pre-drought,sample,2.06867,16.71192
S2P2_C2,C2,drought,sample,0.13729,16.68043
S1P4_C2,C2,drought,sample,-0.50404,16.65073
S2P1_C1,C1,pre-drought,sample,0.75279,16.61619
S1P1_C1,C1,drought,sample,0.74351,16.59868
S2P3_C1,C1,drought,sample,1.48006,16.5873
S2P8_C2,C2,pre-drought,sample,0.17786,16.52173
S3P5_C1,C1,pre-drought,sample,0.10253,16.5049
S1P2_C2,C2,pre-drought,sample,1.17411,16.4863
S1P2_C2,C2,pre-drought,sample,1.17411,16.4863
S2P5_C1,C1,drought,sample,0.13709,16.46466
S3P6_C2,C2,drought,sample,0.01407,16.43542
S1P2_C2,C2,pre-drought,sample,0.08818,16.42189
S1P2_C2,C2,pre-drought,sample,0.08818,16.42189
S2P7_C1,C1,pre-drought,sample,0.0353,16.29992
S2P6_C2,C2,drought,sample,0.30069,16.28439
S3P4_C2,C2,pre-drought,sample,0.17102,16.26776
S2P4_C2,C2,drought,sample,1.33863,16.24672
S2P7_C1,C1,pre-drought,sample,1.92383,16.2413
S1P5_C1,C1,pre-drought,sample,0.82936,16.19784
S1P4_C2,C2,pre-drought,sample,0.17178,16.18861
S2P1_C1,C1,pre-drought,sample,15.0322,16.18512
S1P3_C1,C1,pre-drought,sample,1.00672,16.18394
S2P3_C1,C1,drought,sample,0.8063,16.17745
S1P3_C1,C1,pre-drought,sample,0.37762,16.13739
S2P3_C1,C1,drought,sample,0.72794,16.09318
S1P2_C2,C2,pre-drought,sample,0.29502,16.05334
S1P2_C2,C2,pre-drought,sample,0.29502,16.05334
S2P1_C1,C1,pre-drought,sample,14.75469,16.03037
S1P1_C1,C1,drought,sample,3.13E-04,15.98718
S2P8_C2,C2,pre-drought,sample,0.13154,15.97149
S2P3_C1,C1,pre-drought,sample,0.11501,15.96792
S2P1_C1,C1,pre-drought,sample,-0.19699,15.94734
S1P1_C1,C1,drought,sample,0.02169,15.86846
S1P5_C1,C1,pre-drought,sample,1.78875,15.86187
S2P1_C1,C1,pre-drought,sample,1.39968,15.85465
S1P4W,C2,drought,water,0.13253,15.83483
S2P1_C1,C1,pre-drought,sample,14.47713,15.81578
S2P6_C2,C2,drought,sample,0.12816,15.75958
S1P6_C2,C2,drought,sample,0.0852,15.74555
S1P1_C1,C1,drought,sample,1.85981,15.74549
S3P4_C2,C2,drought,sample,1.15669,15.7125
S3P5_C1,C1,drought,sample,0.22095,15.71084
S3P2_C2,C2,pre-drought,sample,1.9169,15.62305
S2P3_C1,C1,pre-drought,sample,1.87972,15.51476
S2P5_C1,C1,drought,sample,1.37685,15.42012
S1P1_C1,C1,pre-drought,sample,0.17159,15.37205
S2P4_C2,C2,drought,sample,-0.26473,15.34091
S2P8_C2,C2,pre-drought,sample,0.50906,15.33372
S3P3_C1,C1,pre-drought,sample,2.38311,15.32618
S1P5_C1,C1,pre-drought,sample,0.07017,15.27699
S3P1_C1,C1,pre-drought,sample,0.19225,15.26922
S1P1_C1,C1,drought,sample,1.79199,15.26917
S3P2_C2,C2,drought,sample,1.06404,15.19666
S1P3_C1,C1,pre-drought,sample,0.4916,15.18575
S3P5_C1,C1,pre-drought,sample,0.95986,15.18512
S3P3_C1,C1,drought,sample,0.149,15.13004
S3P3_C1,C1,drought,sample,1.48326,15.12495
S1P5_C1,C1,pre-drought,sample,-1.06941,15.10301
S3P5_C1,C1,drought,sample,0.75635,15.09104
S1P5_C1,C1,pre-drought,sample,-1.03736,15.03787
S2P3_C1,C1,pre-drought,sample,-0.22868,15.00834
S2P4_C2,C2,pre-drought,sample,-0.46752,15.00645
S2P1_C1,C1,pre-drought,sample,-0.04726,14.97656
S3P1_C1,C1,pre-drought,sample,1.80303,14.95419
S2P1_C1,C1,pre-drought,sample,13.274,14.89221
S2P6_C2,C2,drought,sample,0.24215,14.85744
S3P4_C2,C2,pre-drought,sample,1.0974,14.79746
S3P5_C1,C1,pre-drought,sample,1.22782,14.77492
S1P5_C1,C1,drought,sample,0.16296,14.72305
S1P2_C2,C2,drought,sample,1.15707,14.71067
S3P6_C2,C2,pre-drought,sample,-0.00682,14.64157
S1P1_C1,C1,drought,sample,0.24948,14.62605
S3P5_C1,C1,drought,sample,0.17817,14.61221
S3P6_C2,C2,drought,sample,1.52612,14.59512
S3P6_C2,C2,pre-drought,sample,-0.54682,14.56135
S3P2_C2,C2,pre-drought,sample,0.28106,14.51137
S1P1_C1,C1,drought,sample,1.52147,14.48104
S3P5_C1,C1,pre-drought,sample,-0.19205,14.44758
S3P5_C1,C1,pre-drought,sample,0.07759,14.43213
S2P7_C1,C1,pre-drought,sample,1.34705,14.38834
S3P3_C1,C1,drought,sample,1.08728,14.30009
S1P6_C2,C2,pre-drought,sample,0.28142,14.29442
S3P1_C1,C1,drought,sample,-0.00745,14.29312
S3P3_C1,C1,pre-drought,sample,1.96519,14.28827
S2P8_C2,C2,pre-drought,sample,0.88991,14.2664
S2P1_C1,C1,pre-drought,sample,-0.27181,14.16773
S1P2_C2,C2,pre-drought,sample,-1.0692,14.15909
S1P2_C2,C2,pre-drought,sample,-1.0692,14.15909
S2P5_C1,C1,drought,sample,0.78206,14.11752
S3P2_C2,C2,pre-drought,sample,0.32579,14.11523
S2P6_C2,C2,pre-drought,sample,-0.03867,14.11307
S1P6_C2,C2,pre-drought,sample,1.52854,14.07364
S2P1_C1,C1,drought,sample,0.36037,14.04901
S3P6_C2,C2,pre-drought,sample,0.45426,13.94077
S2P1_C1,C1,pre-drought,sample,12.02241,13.92564
S2P1_C1,C1,pre-drought,sample,0.08171,13.90864
S2P4_C2,C2,drought,sample,0.03547,13.88433
S2P3_C1,C1,drought,sample,1.00683,13.88422
S1P2_C2,C2,drought,sample,-0.23436,13.86623
S3P2_C2,C2,drought,sample,0.40076,13.84264
S2P1_C1,C1,drought,sample,0.10652,13.76913
S3P6_C2,C2,drought,sample,1.48345,13.73888
S2P4_C2,C2,drought,sample,1.16424,13.71278
S2P5_C1,C1,drought,sample,1.14209,13.68549
S1P4_C2,C2,pre-drought,sample,0.94854,13.62287
S1P1_C1,C1,drought,sample,1.00678,13.59834
S2P7_C1,C1,pre-drought,sample,1.12493,13.53571
S1P2_C2,C2,pre-drought,sample,0.49541,13.52204
S1P2_C2,C2,pre-drought,sample,0.49541,13.52204
S2P6_C2,C2,pre-drought,sample,0.01428,13.50385
S1P5_C1,C1,pre-drought,sample,-0.59567,13.50201
S1P4_C2,C2,drought,sample,-1.54949,13.4939
S3P4_C2,C2,drought,sample,1.31495,13.48452
S1P4_C2,C2,drought,sample,1.0212,13.41487
S1P5_C1,C1,pre-drought,sample,-0.55306,13.40254
S1P2_C2,C2,pre-drought,sample,-0.5955,13.3973
S1P2_C2,C2,pre-drought,sample,-0.5955,13.3973
S3P4_C2,C2,pre-drought,sample,0.14611,13.39144
S3P6_C2,C2,pre-drought,sample,1.48845,13.39131
S1P1_C1,C1,pre-drought,sample,-0.02986,13.3215
S2P1_C1,C1,pre-drought,sample,13.92183,13.31571
S1P2W,C2,drought,water,0.08269,13.27514
S1P1_C1,C1,pre-drought,sample,0.23578,13.27322
S1P3_C1,C1,pre-drought,sample,0.03525,13.21586
S3P5_C1,C1,pre-drought,sample,1.31694,13.19966
S1P3_C1,C1,pre-drought,sample,1.8274,13.18804
S3P2_C2,C2,drought,sample,1.11385,13.16724
S1P4W,C2,drought,water,1.31054,13.1621
S2P8_C2,C2,pre-drought,sample,0.02105,13.15893
S3P3_C1,C1,pre-drought,sample,1.38488,13.1456
S2P4_C2,C2,pre-drought,sample,0.1033,13.10895
S1P2_C2,C2,pre-drought,sample,0.89005,13.09208
S1P2_C2,C2,pre-drought,sample,0.89005,13.09208
S3P4_C2,C2,pre-drought,sample,0.81784,13.07965
S3P6_C2,C2,drought,sample,0.85619,13.05469
S2P5_C1,C1,drought,sample,1.00682,13.02831
S2P7_C1,C1,pre-drought,sample,0.43779,12.99893
S2P7_C1,C1,pre-drought,sample,0.28113,12.99165
S2P8_C2,C2,pre-drought,sample,1.99862,12.9736
S2P1_C1,C1,pre-drought,sample,12.11506,12.97105
S1P6_C2,C2,pre-drought,sample,-0.00735,12.96445
S2P1_C1,C1,pre-drought,sample,15.95685,12.92374
S3P3_C1,C1,pre-drought,sample,-0.00703,12.91152
S3P3_C1,C1,drought,sample,0.50721,12.81114
S1P1_C1,C1,drought,sample,1.44325,12.7564
S2P6_C2,C2,pre-drought,sample,-0.21178,12.7446
S2P7_C1,C1,pre-drought,sample,0.97179,12.72287
S2P3_C1,C1,drought,sample,1.94984,12.66726
S1P4W,C2,drought,water,0.225,12.61192
S1P2_C2,C2,pre-drought,sample,-1.03716,12.6058
S1P2_C2,C2,pre-drought,sample,-1.03716,12.6058
S3P2_C2,C2,drought,sample,0.36513,12.60454
S3P6_C2,C2,pre-drought,sample,1.13229,12.59217
S1P4_C2,C2,drought,sample,1.36601,12.57096
S2P8_C2,C2,pre-drought,sample,0.2206,12.53499
S1P3_C1,C1,pre-drought,sample,0.08161,12.53053
S1P1_C1,C1,drought,sample,0.48086,12.45185
S1P6_C2,C2,drought,sample,1.52164,12.40143
S3P3_C1,C1,pre-drought,sample,0.21394,12.36975
S3P4_C2,C2,pre-drought,sample,0.21381,12.33815
S3P1_C1,C1,pre-drought,sample,-0.54685,12.32773
S2P1_C1,C1,drought,sample,1.30278,12.31873
S3P6_C2,C2,drought,sample,1.44782,12.31178
S2P1_C1,C1,pre-drought,sample,10.15161,12.28683
S2P3_C1,C1,drought,sample,0.84902,12.27674
S1P1_C1,C1,drought,sample,0.3242,12.2626
S2P2_C2,C2,drought,sample,0.07324,12.24162
S2P3_C1,C1,drought,sample,0.88469,12.23439
S3P3_C1,C1,drought,sample,1.95284,12.21047
S2P6_C2,C2,pre-drought,sample,0.12477,12.20623
S3P5_C1,C1,drought,sample,-0.59498,12.17426
S1P5_C1,C1,pre-drought,sample,-0.78801,12.1472
S3P1_C1,C1,pre-drought,sample,0.23503,12.12769
S2P4_C2,C2,drought,sample,0.19921,12.09602
S2P1_C1,C1,pre-drought,sample,-0.64587,12.09052
S2P1_C1,C1,pre-drought,sample,13.18146,12.07713
S1P6_C2,C2,pre-drought,sample,0.14601,12.04593
S3P6_C2,C2,pre-drought,sample,2.17693,12.04249
S1P2_C2,C2,pre-drought,sample,0.10241,12.03844
S1P2_C2,C2,pre-drought,sample,0.10241,12.03844
S3P6_C2,C2,pre-drought,sample,0.08222,12.02329
S1P2_C2,C2,pre-drought,sample,-1.52853,11.98291
S1P2_C2,C2,pre-drought,sample,-1.52853,11.98291
S1P1_C1,C1,drought,sample,1.47885,11.96551
S2P7_C1,C1,pre-drought,sample,1.23319,11.88401
S3P4_C2,C2,pre-drought,sample,1.00166,11.86452
S1P5_C1,C1,pre-drought,sample,-0.00117,11.76019
S1P6_C2,C2,pre-drought,sample,1.06388,11.73457
S1P2_C2,C2,drought,sample,0.04235,11.69592
S1P5_C1,C1,pre-drought,sample,-0.17931,11.66556
S2P3_C1,C1,pre-drought,sample,0.78853,11.60434
S1P1_C1,C1,pre-drought,sample,0.08245,11.59993
S2P7_C1,C1,pre-drought,sample,1.50006,11.58523
S1P2W,C2,drought,water,1.79767,11.57358
S2P1_C1,C1,drought,sample,0.12791,11.57179
S1P1_C1,C1,pre-drought,sample,1.49323,11.5712
S2P7_C1,C1,pre-drought,sample,0.76892,11.54828
S2P5_C1,C1,drought,sample,0.98123,11.50241
S1P5_C1,C1,drought,sample,0.09189,11.50232
S2P3_C1,C1,pre-drought,sample,-0.60287,11.46111
S1P3_C1,C1,pre-drought,sample,1.45353,11.42167
S1P5_C1,C1,pre-drought,sample,0.02737,11.39147
S1P5_C1,C1,pre-drought,sample,-0.77376,11.35446
S1P5_C1,C1,pre-drought,sample,-1.24755,11.3042
S3P1_C1,C1,pre-drought,sample,0.14594,11.29715
S2P1_C1,C1,pre-drought,sample,0.41803,11.2324
S3P3_C1,C1,pre-drought,sample,-0.65035,11.21706
S1P4_C2,C2,drought,sample,-1.07972,11.18431
S3P3_C1,C1,pre-drought,sample,0.19253,11.17293
S3P3_C1,C1,drought,sample,1.79631,11.16009
S3P4_C2,C2,drought,sample,0.12791,11.13604
S2P6_C2,C2,pre-drought,sample,0.07846,11.07905
S1P1_C1,C1,pre-drought,sample,0.90922,11.06222
S3P4_C2,C2,drought,sample,0.38741,11.0591
S2P6_C2,C2,drought,sample,1.7935,11.03157
S2P5_C1,C1,drought,sample,1.19183,10.98263
S1P3_C1,C1,pre-drought,sample,0.19213,10.95585
S1P1_C1,C1,pre-drought,sample,-0.10471,10.93796
S2P1_C1,C1,pre-drought,sample,14.93965,10.88457
S1P6_C2,C2,pre-drought,sample,1.71366,10.85757
S1P2_C2,C2,drought,sample,-0.18462,10.84944
S1P1_C1,C1,drought,sample,1.87028,10.78854
S3P3_C1,C1,pre-drought,sample,2.34043,10.77033
S3P4_C2,C2,drought,sample,1.74241,10.74828
S2P1_C1,C1,pre-drought,sample,11.46711,10.73696
S2P8_C2,C2,pre-drought,sample,1.53213,10.7062
S1P1_C1,C1,drought,sample,0.44519,10.68297
S3P4_C2,C2,pre-drought,sample,1.36922,10.53175
S3P4_C2,C2,drought,sample,0.27543,10.52253
S1P3_C1,C1,pre-drought,sample,0.21353,10.50548
S1P2_C2,C2,pre-drought,sample,-1.11194,10.50079
S1P2_C2,C2,pre-drought,sample,-1.11194,10.50079
S3P2_C2,C2,drought,sample,0.79219,10.48344
S1P4_C2,C2,drought,sample,-1.23634,10.47346
S3P1_C1,C1,pre-drought,sample,-0.62172,10.45113
S3P6_C2,C2,pre-drought,sample,0.49346,10.42014
S3P3_C1,C1,pre-drought,sample,2.29421,10.41336
S1P1_C1,C1,drought,sample,0.50854,10.38646
S2P8_C2,C2,pre-drought,sample,0.8223,10.36863
S1P5_C1,C1,pre-drought,sample,1.52517,10.36538
S1P2_C2,C2,pre-drought,sample,1.78892,10.3587
S1P2_C2,C2,pre-drought,sample,1.78892,10.3587
S2P3_C1,C1,drought,sample,0.92742,10.34405
S3P1_C1,C1,pre-drought,sample,0.40426,10.28474
S1P1_C1,C1,pre-drought,sample,1.38292,10.24035
S2P1_C1,C1,pre-drought,sample,15.21609,10.18207
S3P5_C1,C1,drought,sample,0.47883,10.12584
S3P1_C1,C1,pre-drought,sample,0.51819,10.1011
S3P5_C1,C1,pre-drought,sample,0.9242,10.06843
S1P4_C2,C2,drought,sample,1.24894,10.05191
S2P3_C1,C1,pre-drought,sample,1.54148,10.05006
S2P5_C1,C1,drought,sample,0.22959,10.04871
S1P5_C1,C1,pre-drought,sample,1.45037,10.02178
S1P5_C1,C1,pre-drought,sample,0.77953,10.01292
S1P4_C2,C2,pre-drought,sample,1.15325,10.01041
S1P4_C2,C2,drought,sample,0.75866,9.96604
S3P3_C1,C1,pre-drought,sample,1.29593,9.96481
S1P1_C1,C1,drought,sample,0.46581,9.96167
S2P1_C1,C1,pre-drought,sample,12.30024,9.95584
S1P6_C2,C2,pre-drought,sample,1.379,9.89972
S3P2_C2,C2,drought,sample,0.91312,9.89202
S3P3_C1,C1,drought,sample,1.36935,9.82252
S3P5_C1,C1,drought,sample,1.19193,9.8158
S1P1_C1,C1,drought,sample,0.7791,9.76279
S3P1_C1,C1,pre-drought,sample,1.89168,9.69619
S3P6_C2,C2,pre-drought,sample,0.19274,9.65098
S3P1_C1,C1,pre-drought,sample,1.2611,9.62866
S3P4_C2,C2,pre-drought,sample,0.19242,9.58069
S2P1_C1,C1,drought,sample,-0.68491,9.54357
S1P2_C2,C2,pre-drought,sample,1.97431,9.49987
S1P2_C2,C2,pre-drought,sample,1.97431,9.49987
S2P8_C2,C2,pre-drought,sample,0.7547,9.48771
S1P5_C1,C1,pre-drought,sample,-1.05161,9.46765
S1P2_C2,C2,pre-drought,sample,0.38157,9.46738
S1P2_C2,C2,pre-drought,sample,0.38157,9.46738
S3P6_C2,C2,pre-drought,sample,2.71088,9.37983
S1P2_C2,C2,drought,sample,1.41498,9.37121
S3P5_C1,C1,drought,sample,0.52152,9.31748
S2P8_C2,C2,pre-drought,sample,1.41817,9.26418
S1P2W,C2,drought,water,1.48791,9.21042
S3P6_C2,C2,pre-drought,sample,0.7925,9.17533
S2P5_C1,C1,drought,sample,0.74646,9.16186
S2P1_C1,C1,drought,sample,1.45944,9.15582
S1P6_C2,C2,pre-drought,sample,0.17093,9.14894
S2P1_C1,C1,drought,sample,1.1498,9.1177
S1P1_C1,C1,drought,sample,1.3225,9.11043
S3P1_C1,C1,drought,sample,1.94168,9.10672
S3P6_C2,C2,pre-drought,sample,1.22134,9.07047
S1P2_C2,C2,drought,sample,1.45762,9.06217
S2P1_C1,C1,pre-drought,sample,0.28127,9.0358
S1P5_C1,C1,drought,sample,1.05015,8.99946
S2P1_C1,C1,pre-drought,sample,1.77385,8.97439
S2P3_C1,C1,drought,sample,1.75775,8.92702
S3P6_C2,C2,pre-drought,sample,2.26593,8.91933
S3P4_C2,C2,drought,sample,-0.57593,8.85817
S1P3_C1,C1,pre-drought,sample,1.04944,8.81373
S1P2_C2,C2,drought,sample,-0.526,8.80689
S2P8_C2,C2,pre-drought,sample,0.73332,8.76448
S2P5_C1,C1,drought,sample,1.09935,8.75969
S2P5_C1,C1,drought,sample,0.11575,8.75123
S2P4_C2,C2,pre-drought,sample,0.28146,8.74927
S1P5_C1,C1,drought,sample,0.41215,8.69241
S3P1_C1,C1,pre-drought,sample,1.71602,8.6695
S1P5_C1,C1,pre-drought,sample,-0.52109,8.66107
S3P3_C1,C1,drought,sample,0.74206,8.65289
S1P2_C2,C2,drought,sample,0.1347,8.64957
S3P6_C2,C2,pre-drought,sample,1.35662,8.62551
S3P6_C2,C2,pre-drought,sample,2.93168,8.61202
S3P6_C2,C2,pre-drought,sample,-0.02815,8.60615
S2P8_C2,C2,pre-drought,sample,0.33103,8.59866
S2P7_C1,C1,pre-drought,sample,0.88278,8.56026
S2P4_C2,C2,drought,sample,1.96515,8.55942
S2P1_C1,C1,pre-drought,sample,10.98493,8.53057
S1P1_C1,C1,drought,sample,1.09921,8.53033
S1P2_C2,C2,drought,sample,0.49051,8.42387
S1P1_C1,C1,drought,sample,1.44218,8.41421
S1P2_C2,C2,drought,sample,-0.2486,8.39564
S2P1_C1,C1,pre-drought,sample,12.99633,8.39234
S3P1_C1,C1,drought,sample,1.82059,8.37192
S3P5_C1,C1,pre-drought,sample,1.73138,8.36818
S3P5_C1,C1,pre-drought,sample,0.73531,8.34025
S3P1_C1,C1,pre-drought,sample,0.12455,8.32541
S1P2_C2,C2,pre-drought,sample,-0.73075,8.32249
S1P2_C2,C2,pre-drought,sample,-0.73075,8.32249
S1P2_C2,C2,pre-drought,sample,-0.81991,8.26747
S1P2_C2,C2,pre-drought,sample,-0.81991,8.26747
S1P5_C1,C1,pre-drought,sample,-0.84869,8.24385
S2P7_C1,C1,pre-drought,sample,-0.08367,8.20762
S2P4_C2,C2,pre-drought,sample,0.32426,8.1996
S2P1_C1,C1,pre-drought,sample,13.3665,8.19291
S2P6_C2,C2,pre-drought,sample,-0.28663,8.11262
S3P1_C1,C1,pre-drought,sample,1.94081,8.08479
S1P4W,C2,drought,water,0.29615,8.03317
S1P5_C1,C1,pre-drought,sample,-0.01898,8.00155
S1P2_C2,C2,drought,sample,0.24128,7.93435
S3P1_C1,C1,drought,sample,0.35156,7.91476
S1P2_C2,C2,pre-drought,sample,-1.26161,7.85383
S1P2_C2,C2,pre-drought,sample,-1.26161,7.85383
S3P3_C1,C1,pre-drought,sample,0.14972,7.85332
S2P7_C1,C1,pre-drought,sample,0.74757,7.82401
S3P4_C2,C2,pre-drought,sample,0.74299,7.80699
S2P3_C1,C1,pre-drought,sample,0.0473,7.79276
S2P1_C1,C1,pre-drought,sample,10.79971,7.78183
S3P3_C1,C1,pre-drought,sample,1.16412,7.75819
S3P3_C1,C1,pre-drought,sample,-0.12685,7.75188
S1P4_C2,C2,pre-drought,sample,0.33061,7.74322
S1P1_C1,C1,drought,sample,1.71363,7.73877
S3P6_C2,C2,pre-drought,sample,2.48657,7.72531
S3P4_C2,C2,drought,sample,1.11392,7.69388
S2P8_C2,C2,pre-drought,sample,1.50719,7.68807
S3P1_C1,C1,pre-drought,sample,0.74282,7.68399
S2P6_C2,C2,pre-drought,sample,0.10339,7.67686
S2P6_C2,C2,pre-drought,sample,1.00938,7.67094
S1P4_C2,C2,pre-drought,sample,0.12547,7.6672
S3P3_C1,C1,drought,sample,0.38642,7.58785
S3P2_C2,C2,pre-drought,sample,1.06411,7.56441
S1P5_C1,C1,pre-drought,sample,-0.12236,7.56084
S3P1_C1,C1,pre-drought,sample,0.47899,7.56007
S3P5_C1,C1,pre-drought,sample,1.39316,7.55496
S2P7_C1,C1,pre-drought,sample,0.41285,7.5452
S1P3_C1,C1,pre-drought,sample,1.75262,7.52388
S2P3_C1,C1,drought,sample,0.17779,7.50671
S2P5_C1,C1,drought,sample,2.02438,7.5043
S2P4_C2,C2,pre-drought,sample,1.24311,7.47984
S1P4W,C2,drought,water,0.33888,7.46588
S2P3_C1,C1,pre-drought,sample,1.7302,7.44511
S3P6_C2,C2,pre-drought,sample,1.44567,7.43832
S2P1_C1,C1,drought,sample,1.53781,7.33174
S2P4_C2,C2,drought,sample,-0.57789,7.31901
S3P3_C1,C1,drought,sample,-0.61959,7.26284
S2P8_C2,C2,pre-drought,sample,0.28828,7.26153
S3P2_C2,C2,pre-drought,sample,0.30247,7.25652
S1P2_C2,C2,drought,sample,0.12049,7.21092
S3P1_C1,C1,drought,sample,0.31093,7.20702
S1P2_C2,C2,pre-drought,sample,-1.22959,7.1912
S1P2_C2,C2,pre-drought,sample,-1.22959,7.1912
S1P2W,C2,drought,water,1.11903,7.18236
S1P5_C1,C1,drought,sample,-0.21328,7.17498
S3P5_C1,C1,drought,sample,0.91292,7.16531
S1P5_C1,C1,pre-drought,sample,-0.89146,7.16104
S3P5_C1,C1,drought,sample,1.04956,7.14257
S1P1_C1,C1,drought,sample,-0.51421,7.11356
S3P3_C1,C1,drought,sample,0.429,7.08798
S2P1_C1,C1,pre-drought,sample,0.30267,7.07325
S2P3_C1,C1,pre-drought,sample,0.26822,7.01191
S2P4_C2,C2,pre-drought,sample,1.73838,6.95355
S3P4_C2,C2,drought,sample,0.03544,6.94663
S1P1_C1,C1,drought,sample,0.09284,6.88595
S3P3_C1,C1,pre-drought,sample,2.20523,6.78769
S3P4_C2,C2,pre-drought,sample,0.05701,6.78768
S1P2W,C2,drought,water,0.49549,6.76647
S3P3_C1,C1,pre-drought,sample,0.90263,6.76189
S1P5_C1,C1,pre-drought,sample,0.481,6.74251
S2P1_C1,C1,drought,sample,0.43867,6.70899
S1P2_C2,C2,pre-drought,sample,-1.20104,6.68205
S1P2_C2,C2,pre-drought,sample,-1.20104,6.68205
S2P8_C2,C2,pre-drought,sample,1.79918,6.65448
S3P5_C1,C1,pre-drought,sample,0.88497,6.64413
S1P6_C2,C2,pre-drought,sample,0.41703,6.56526
S1P5_C1,C1,pre-drought,sample,1.74957,6.56514
S2P4_C2,C2,pre-drought,sample,1.77404,6.56406
S2P4_C2,C2,pre-drought,sample,-0.54231,6.51494
S1P1_C1,C1,drought,sample,0.38751,6.51265
S1P5_C1,C1,pre-drought,sample,0.85427,6.50278
S1P5_C1,C1,pre-drought,sample,-1.58571,6.49927
S3P3_C1,C1,pre-drought,sample,2.05422,6.49025
S3P2_C2,C2,pre-drought,sample,1.11045,6.4888
S3P3_C1,C1,drought,sample,-0.07152,6.48282
S1P1_C1,C1,drought,sample,0.90003,6.46993
S2P3_C1,C1,drought,sample,0.53561,6.46975
