"","X3300044942_Site3_PreDrought_6hr","X3300044943_Site3_PreDrought_48hr","X3300044944_Site3_PreDrought_0hr","X3300044945_Site3_Drought_6hr","X3300045458_Site1_PreDrought_48hr","X3300045459_Site1_Drought_6hr","X3300045460_Site1_Drought_48hr","X3300045461_Site2_PreDrought_0hr","X3300045462_Site2_PreDrought_6hr","X3300045463_Site2_PreDrought_48hr","X3300045464_Site2_Drought_0hr","X3300045465_Site2_Drought_48hr","X3300045466_Site2_Pre_drought_0hr","X3300045467_Site2_PreDrought_6hr","X3300045468_Site2_PreDrought_48hr","X3300045469_Site2_Drought_0hr","X3300045470_Site2_Drought_6hr","X3300045471_Site3_Drought_6hr","X3300045472_Site3_Drought_48hr","X3300045473_Site2_Drought_48hr","X3300048051_Site1_Drought_0hr","X3300048052_Site3_PreDrought_0hr","X3300048053_Site3_PreDrought_48hr","X3300048054_Site3_Drought_0hr","X3300048092_Site1_PreDrought_0hr","X3300048093_Site1_PreDrought_6hr","X3300048094_Site1_PreDrought_48hr","X3300048095_Site1_Drought_6hr","X3300048096_Site1_Drought_48hr","X3300048099_Site1_PreDrought_0hr","X3300048100_Site1_PreDrought_6hr","X3300049511_Site2_Drought_6hr","X3300049512_Site3_Drought_0hr","X3300049557_Site3_Drought_48hr","X3300049628_Site1_Drought_0hr"
"KO:K01885",6.42519508103154,6.97303704024825,6.88100370159137,7.18899244575034,6.74320934342206,6.18755636058299,7.48071480638478,6.50298373983643,6.91062370994766,7.23833471194444,6.94186209811977,7.52320287967107,4.62082377085475,6.27719046099759,5.78776945073389,7.40052831021239,5.80598485542592,6.30985624618002,7.51643571788345,6.49950641642839,10.02813602085,2.46316411113114,8.0905130701894,6.24170923410291,7.14057911667893,7.22826856753388,6.97660611097635,7.75837522986991,7.44421178907387,7.01325495168462,7.22621425999772,7.15230518230675,7.98054524067884,14.2740906338987,7.49798235532899
"KO:K01886",7.19394312184341,7.62836268852411,6.88100370159137,4.96847306743988,7.23755859961167,5.05208642705925,2.46316411113114,6.28435078926042,6.95319671114595,12.2976772594018,4.8694762063574,5.65446103803216,4.7920556968499,7.39770923361185,2.46316411113114,6.05087748907773,6.98764273764469,6.56467511744717,7.62416701373215,6.49950641642839,4.46600320418695,2.46316411113114,8.33134623070097,2.46316411113114,7.44334923457236,7.07728311648916,7.49806394788328,7.4993576352572,6.3354819653839,6.01186290318296,6.54567729000931,7.09643847563679,5.23713876880538,4.9297987773826,8.01367981864061
"KO:K01887",6.39575895987863,7.16811665379238,7.03856969196528,7.42418274967761,6.65800997304026,6.21033190881658,7.08371391101978,4.79232363862814,6.20866680473163,6.32393770659614,6.86211035438852,5.89085008314419,7.29891746607769,6.71984806220559,2.46316411113114,7.02264959131447,6.51115003229956,5.67177783154784,7.17542882588365,7.84836502638535,8.41280640588167,8.14284033554528,6.86846619986021,6.75912196745632,7.45997005444157,8.39323926316429,7.27760360954371,7.37082080509647,8.08937325352642,7.27924970448444,7.59017176562332,6.5175718634047,7.3077843433136,8.00744212394237,7.44892789890049
"KO:K01889",8.16483893140483,7.57361635348943,6.40224383645509,6.94378385913064,8.36232564664921,7.0304579180469,6.75863706012047,5.09884639092363,7.55589297165562,7.26576258653198,7.43044596352741,7.4271665671906,6.42984955188731,7.71807725436668,8.10350874688768,6.44530894479384,7.65062492645911,7.44679895448264,7.24783516367468,7.02430172329582,8.02163192110375,2.46316411113114,6.95341510269886,2.46316411113114,7.96573301548166,7.87066588469604,7.7488217709204,7.42660821580439,7.22286044986015,7.88484186104664,8.31644012909968,7.71762243436929,6.82659313183146,7.51282609716196,6.53348000504652
"KO:K01890",7.40684266080793,7.78112604714848,6.8993888927639,6.77367986871396,7.9457800324256,5.93720404919451,5.50690060682235,6.79541620116489,8.31020307872775,6.59567348932767,6.92233536543377,6.59274495912091,5.85548695174532,8.40520186138102,2.46316411113114,5.58431128926595,6.54551547496737,7.1300942976788,8.26097290913873,6.79359909302519,10.5553022016682,7.8907869431359,9.06147670555384,2.46316411113114,7.72580088847614,7.68570193695714,7.92330868260113,6.90465828020907,6.68796784882482,7.92158339062869,7.82937164800387,7.31687309369141,5.96896749023572,6.79384197078487,6.88972285759269
"KO:K01892",6.63200333877019,6.83690873202051,5.80049971101316,3.51047934696488,6.76509995263656,4.63191944712332,4.97824999794648,5.09884639092363,6.44330431520278,5.86964229496209,4.84104049363254,5.61090603170351,2.46316411113114,6.22540218267579,2.46316411113114,5.27633347301223,5.5226110233692,5.77702751581281,7.00353268931795,5.91446417019429,10.119759674976,2.46316411113114,8.26654196352361,2.46316411113114,13.65313883931,6.52856915730031,7.01714722765447,6.26689244923922,6.25948048785705,6.826292018405,6.88350391529938,6.34478217120414,5.71187418611806,6.10574877989918,6.05815489842998
"KO:K01893",6.45403781920498,6.40562245687447,7.10341244002859,6.62586235879709,6.48400647842411,2.46316411113114,6.7055521656619,5.52116467406327,6.01733023270809,5.1624711651187,5.07768475666548,6.15497201418762,7.09490096479022,6.85513929173634,6.19548791361662,6.94875467543641,5.18928311757667,6.24749937745113,5.95113537573129,5.43699205095676,2.46316411113114,6.29594666464591,4.96678684172673,2.46316411113114,6.31869298778095,6.49668826390641,6.89192249522406,5.79490887044466,6.04054932775176,5.9311941141894,6.11911128871422,6.12797702011927,7.14006708381517,6.26855037262645,7.10423390791854
"KO:K01894",4.39603645410948,3.4085707108491,3.72907788817847,2.46316411113114,4.53574741580339,2.46316411113114,2.46316411113114,4.18997028214968,4.44655704130256,5.14530456501973,2.46316411113114,2.46316411113114,2.46316411113114,4.073807367334,2.46316411113114,2.46316411113114,2.46316411113114,4.8610757600752,5.99798207416394,3.68527438551295,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,4.97982492668647,5.52838820448316,4.48994004560386,3.75706436720622,4.05500894537617,4.24823069779713,5.05012463247397,5.07323380671516,4.03659854436199,2.46316411113114,4.37692153194336
"KO:K01895",9.32037890036807,9.59557077632947,9.55961221855819,8.2829997633045,8.91613901382741,8.52078149955311,9.02262928590526,8.8350949207274,9.28012362696417,10.7019198319201,8.29660543864888,9.49701908171404,11.6243206278069,9.11928852131559,8.69298613775386,8.51076190007976,8.14818362007998,8.84342936050371,10.9127709725127,9.98160501874351,8.63239022010963,8.25406092495147,10.7910847017789,9.47215279242974,9.43596887048104,10.1954831996822,9.88264373878506,9.24447979881295,9.03331473720927,8.81000420623684,9.00208512341762,9.0941586372631,8.92794519632466,8.72105366806409,9.15880929576538
"KO:K01896",3.5775071148649,4.09619382049572,4.88804347915512,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,3.17833185742173,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,4.07871554860074,2.46316411113114,2.46316411113114,3.39840113504392,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,4.35003322876293,3.73967786673378,2.46316411113114,4.20577195647457,2.46316411113114,3.38730795221958,2.46316411113114,2.46316411113114,2.46316411113114,4.16672724542217
"KO:K01897",8.10597203395884,8.86849180954664,8.68186034625215,7.83263052778101,8.82682122871467,8.77743527959518,8.81333579397789,7.82513509717919,8.09202226478025,7.95797345378834,7.80524583993292,7.48793557703365,8.8859403137322,9.04544127250763,8.59615665989303,8.49010589189861,7.00623717907361,7.44284515741273,8.50317439903371,8.67696445764492,10.4818559410522,8.25406092495147,9.06147670555384,8.08269276668814,8.97894834317169,8.92902786589303,9.1243383959434,8.51537342544393,8.54943448812229,8.95877949399206,8.85664828589266,11.3707417399972,9.02732716941274,9.15029940470466,9.10784585105126
"KO:K01902",8.11989703913702,8.24291104268996,7.83354107734265,8.31774200755754,7.63476654308096,9.65385007402072,9.6386338553102,7.68962125669946,8.1166825299056,7.79554382540245,9.11281898968583,9.34448897086303,8.96504525928245,8.75512063219517,8.76898977029254,8.07047885405787,7.47505389635945,7.61434015946936,7.97358505189863,8.64704674776473,8.33149478126497,6.95420882240158,8.36268786172322,7.68664246413481,7.78853607250735,7.82019668586098,8.17662419968206,8.08252669822317,8.96113323632105,7.98246843098214,7.96853749383638,8.23489690720133,7.33393070801918,9.26264065842524,7.3145321311148
"KO:K01903",8.37886185613195,8.70841754306814,7.81432196590011,7.89839244969042,8.45257069516958,9.36181239275439,9.32866927614379,7.14581666477738,8.51611319552562,7.96037162234648,9.35010267145214,9.33129524116228,5.6558144542941,8.22275036017812,8.82703445970583,7.07914681667192,7.33018549227852,8.04549233639024,8.94012853783624,8.67060556142681,9.27826718074139,7.19655346031033,8.81190777704697,7.68664246413481,7.95405303567384,8.21919889204963,8.53625109460903,8.21507436851798,8.97065248272956,7.90595157653727,8.51111341563493,8.59295955941462,7.53886448367858,9.2063152883999,7.3682979612491
"KO:K01907",5.12199051741118,6.26470362332903,2.46316411113114,2.46316411113114,6.00124925489276,5.28839579096348,4.09148890334444,3.94523758044685,4.50390209276578,3.41355688809777,4.65636297958461,5.14231182926863,4.42362898219294,4.9407870230483,2.46316411113114,2.46316411113114,2.46316411113114,3.97998198326883,6.1576493031358,5.01269316591264,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,4.65945377174172,4.83062274224724,5.99499882512111,5.77927002774006,5.80335305325917,5.46896025405537,6.14335319892299,4.52011458738049,4.03659854436199,4.21688066651525,5.76701789324795
"KO:K01908",5.94113532216436,6.83690873202051,6.42785191854851,6.69108612478573,6.30847818668742,2.46316411113114,6.40591186895353,5.81259962353028,5.75197466396677,6.19891984172034,2.46316411113114,4.79092961681077,5.52084958637287,4.30980851361349,2.46316411113114,6.18622858909649,4.47640701739424,5.40150059776325,6.10163825865399,3.59917580505199,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,6.60511816364631,7.51212344620315,7.05100931116458,5.64750405523175,5.88690339642635,5.95179487646401,7.06715025058442,5.77112191230565,5.93497397989658,5.3923483002564,7.01067602127959
"KO:K01911",4.9363283207123,4.48758023642865,2.46316411113114,2.46316411113114,4.19826558046897,2.46316411113114,2.46316411113114,2.46316411113114,4.71077781029359,3.88327469675149,2.46316411113114,2.46316411113114,2.46316411113114,4.30980851361349,2.46316411113114,2.46316411113114,2.46316411113114,3.19038047449808,2.46316411113114,2.46316411113114,6.7017550252718,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,3.53986734648406,3.73967786673378,2.46316411113114,3.78330107158851,4.67272857479565,2.46316411113114,5.177171579103,3.70459245941122,4.02882550101718,3.57645853688804
"KO:K01912",6.09602985914678,6.72057319398752,6.20886204112965,4.96847306743988,6.39542267685467,3.88072222791258,2.46316411113114,6.18658403143945,6.11910028460156,5.59812098114497,4.78228965289146,5.99572759985595,5.69807158637439,6.35633386245651,2.46316411113114,5.12009977668029,5.60721277617749,5.60176931904857,7.56874229287819,6.3262059617225,8.24532216834552,2.46316411113114,4.5789358543086,6.24170923410291,7.15426814093664,6.60828454856957,7.49806394788328,7.63897946583761,6.35020894366205,7.11658549424839,6.59908860498372,6.1877864016779,6.58631387121958,6.98100946462694,6.66231038080467
"KO:K01914",4.60847812544724,3.64703457275085,2.46316411113114,2.46316411113114,3.54794331162421,2.46316411113114,4.88286739502053,2.46316411113114,4.62853108275897,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,6.29630804103244,6.64802834089465,2.46316411113114,2.46316411113114,2.46316411113114,3.38730795221958,4.61474228873432,2.46316411113114,4.02882550101718,3.57645853688804
"KO:K01915",13.7422682399274,11.649217645765,11.0951444580476,12.5314599412618,13.8850015869719,10.7674819888346,11.4793210557763,14.5533082377641,14.1596930375395,12.1162381393726,11.198750951727,11.8973102106158,11.4739284965633,14.511274443735,12.1840509175814,9.91802099570332,13.9216964231512,13.5701111943245,11.7544546185436,13.1739328351328,9.44214228914164,10.6806638683481,12.839675686526,10.4101546039969,10.7267921367895,14.1377827231966,12.4757469763651,11.8454321626643,11.358803553665,10.8590281574159,11.4757414223895,14.0063162760955,9.65880727534349,10.8812746404254,9.7505160744831
"KO:K01916",5.6442996258901,5.87298939169693,5.28193209030712,2.46316411113114,4.9482485005051,2.46316411113114,4.09148890334444,5.1526590579512,5.14319003887862,4.74674908487213,5.61158491035528,4.0525059619493,2.46316411113114,6.37545344798621,5.37972283527674,4.58606570763471,6.65969203763402,4.88541727361344,6.87633675459909,6.67970676295223,7.14481617193208,2.46316411113114,6.06932714118863,6.24170923410291,6.21762790347845,5.08119305681174,5.00396726804605,5.00022073812263,4.7208411120205,5.65732898900733,5.05012463247397,5.43241433802724,4.29331754838739,2.46316411113114,5.67151618914295
"KO:K01918",5.32062016794496,6.38874873430396,5.03232741577235,4.89429009006293,6.16725392753676,6.42009278808063,4.26288199094219,5.52116467406327,5.82489336355125,4.96064395994014,6.46284340999358,4.61975531960128,2.46316411113114,5.44354588218621,2.46316411113114,4.4102248133544,3.78094456748309,5.68537143253067,6.87633675459909,6.14133896864107,8.69873486069458,2.46316411113114,4.5789358543086,2.46316411113114,5.15772755723831,5.61491596188907,6.01813790812245,5.36121839780905,6.61679050507076,6.32714788853674,6.06088883483411,6.10746947809549,5.29257424213934,5.99366047366838,5.9200411985907
"KO:K01919",7.10604064503032,6.487129437711,5.54154429089132,2.46316411113114,7.50117969961285,2.46316411113114,4.54737389882383,4.85945160517382,7.43414926418562,6.04378772543209,3.84976826330983,4.70811651796375,4.62082377085475,7.16012739414403,2.46316411113114,3.95916081682657,4.77863750124665,6.20123000974853,6.32584027536282,5.69584810779589,2.46316411113114,7.40389707376177,5.51484049870122,2.46316411113114,5.12963678310074,6.77159471906577,6.82822417475215,6.07613395950915,5.46448242585254,6.57209610375557,7.39643946280386,7.66626181719647,4.59962636842922,6.18947118515733,6.07683427188794
"KO:K01920",5.21242521879588,5.98992834659181,2.46316411113114,5.59537855156017,5.78115507634625,2.46316411113114,4.97824999794648,5.34908718446609,5.8460558313988,4.46295296121484,2.46316411113114,2.46316411113114,2.46316411113114,4.43226978236696,2.46316411113114,5.46053301088659,4.99942383069396,4.73224422805572,6.86800033793287,5.72922575334825,2.46316411113114,2.46316411113114,7.18174224100991,2.46316411113114,5.41108578532692,4.69705974007066,5.69760918421273,6.58567422893379,6.22791003183701,5.28447367341671,6.02651734486516,6.0002516243881,6.09735205875941,6.26855037262645,6.31549556457652
"KO:K01921",7.2855375019456,6.85541344621059,6.97066354277847,6.30287051405804,7.57107275427199,6.5505332398622,6.43885892044138,6.93701121109485,7.07086459538672,6.56439577827439,6.4446728079323,5.61090603170351,7.55921728071347,7.05762825337574,5.66445746516628,7.43338417962958,6.38392709793279,6.67688143510008,6.87633675459909,7.82181905442533,7.79768989592024,2.46316411113114,5.26778612077133,6.96134302674628,6.92588005209085,7.86320726856689,7.92938242795735,7.36044120666025,7.59349785648744,7.16996712619785,6.62792347447266,7.08604353816206,7.22636816761805,7.58380489700484,7.92937645148548
"KO:K01923",7.47219563685929,7.79714153095931,7.6287360068115,6.48577356000839,6.94361763323048,5.69931002247242,6.26596323133936,10.5863056542008,7.20151276232299,7.0163498119639,6.26983013958456,6.35169665679143,7.01440576843301,7.25065406035509,2.46316411113114,6.85475221938163,7.12440921968926,6.98527037042525,7.942218009177,7.08940975368796,10.02813602085,7.40389707376177,7.10958791013086,6.24170923410291,6.84372556798779,6.87428725069198,7.08953272289664,7.07949781056739,6.75577971197477,7.29534941360088,7.15284704230863,7.11189133636678,6.32389102266163,6.01679584059508,6.83615710268052
"KO:K01924",4.66595061582625,5.34731877540843,4.80966739933596,2.46316411113114,6.11689143550638,6.1644112084403,4.66894315012212,5.25435635089363,6.0480253939004,4.01595363683096,6.1173043217104,6.37771257954398,2.46316411113114,5.26795087378304,2.46316411113114,3.81228544227896,4.39842259721464,4.20498605092746,5.19130551229052,6.52802388836836,6.18685878689937,2.46316411113114,2.46316411113114,2.46316411113114,6.99600529969126,5.79475057459033,6.3448685658585,5.40294837665747,6.14578542175857,6.54536094477068,5.58045622589095,6.37078127620599,5.79021439739692,6.80710790764643,4.76331708428807
"KO:K01925",5.01798522473575,5.3114241124989,5.83939114447546,2.46316411113114,5.58400858500345,5.88137127543512,2.46316411113114,5.56106921389251,5.29638979933334,4.46295296121484,5.76701094389965,6.59274495912091,2.46316411113114,5.49748540140721,2.46316411113114,5.1741694362686,4.27152177039429,4.24528420240155,5.74654736925469,6.01230355591021,7.2666055458336,2.46316411113114,6.21462576523447,2.46316411113114,6.24357270035901,5.02733897155582,5.59309936848755,5.53990225961372,5.35045125022522,5.77794442934774,5.13481919061992,6.0655466489699,5.29257424213934,6.14822460802197,5.2744218315313
"KO:K01926",5.72021314704998,5.46612938175428,2.46316411113114,6.02696911206388,5.21588707643894,7.3595029457234,5.15102250878216,4.64694857538316,4.34480127037062,4.17187320572786,7.50664649450921,7.25600067219264,2.46316411113114,5.67921197568738,2.46316411113114,5.80331793232177,5.67140970341732,6.02099969353094,5.39403072234726,6.67121491271776,2.46316411113114,2.46316411113114,5.26778612077133,5.88997424488321,4.88131046820323,6.25873166568452,6.5327447120121,6.71374218533473,7.11524514110264,5.07158423742843,5.15114794100904,4.67420876060554,5.9001463535314,7.23749172801717,5.24121231390779
"KO:K01928",4.84941985077039,5.84839852753105,6.47773302011142,2.46316411113114,5.14947021120232,5.88137127543512,5.22987956535212,6.46184858000768,6.09580064995483,5.59812098114497,5.61158491035528,6.2981997342213,5.96303398445477,6.29739107141029,5.66445746516628,4.58606570763471,3.78094456748309,5.35090434664033,6.25066724870291,5.9288607751989,2.46316411113114,2.46316411113114,5.26778612077133,2.46316411113114,5.64513703673855,5.95427487793989,5.35735937946666,5.33987476318978,6.17920485165376,5.7546316103,5.46882982028777,7.29448467952777,4.40386455888264,5.92190427690148,5.9200411985907
"KO:K01929",4.76520558783374,5.56050122149415,5.03232741577235,2.46316411113114,4.7805066190099,7.37964641196725,5.44263448845571,5.1526590579512,6.72646475612921,4.43376873848986,6.28012558369267,4.86889500776535,4.70921527343311,5.42509337178259,2.46316411113114,4.81197528136306,4.12991923844064,4.3587848253159,5.52878648343642,5.76183249855648,2.46316411113114,6.66252699344787,4.5789358543086,2.46316411113114,5.97565148939369,5.11595245820389,5.63884232768138,5.36121839780905,5.64409061762094,5.97210103449995,5.29000505447645,6.13812115250351,4.1718447265858,6.57855839329779,4.61156382369885
"KO:K01933",6.44099950069953,6.00110957053826,5.58814761561842,6.53400791096245,6.76509995263656,7.31835008763725,6.22872387957194,5.56106921389251,6.3869591691776,4.87912841512638,7.29541967288184,6.67884875095743,5.52084958637287,6.68201876300269,5.37972283527674,6.8053384664966,6.65183136080368,6.37794040949865,6.66154732290367,7.16383726899141,9.3625306249085,2.46316411113114,6.06932714118863,6.75912196745632,6.03639765882187,6.2434198057341,6.65539405082287,6.38465919531106,6.78852068837462,6.93314743217405,6.65058097124092,6.53299029272214,7.2811541680136,7.3504017524373,6.99121096731174
"KO:K01934",5.44763502608511,7.50114296147169,6.80501497668349,11.2940726915354,6.54227295347702,5.41295190231709,6.90704101131148,4.79232363862814,9.37633774737131,6.43197246932035,5.23699816230404,5.14231182926863,5.42306970558077,5.73988052492867,2.46316411113114,6.68296080036663,4.31528045211625,5.33362174587922,8.99272715141549,6.95610434476243,9.77497748489568,2.46316411113114,9.96731018988481,6.24170923410291,5.82865278339998,4.93255753635816,5.82151792945347,5.77927002774006,7.43046823819749,5.82344783459804,5.40273863581687,6.27304617622132,6.91593930774391,6.26855037262645,6.9413627430257
"KO:K01935",4.18207567375511,2.46316411113114,2.46316411113114,4.643341173995,3.6105627528129,2.46316411113114,2.46316411113114,2.46316411113114,4.2569540350694,3.55433902485492,2.46316411113114,3.89784648667798,2.46316411113114,4.12488484542391,2.46316411113114,4.8794745688323,4.2261419067564,4.64847368938121,6.08728450069855,5.19349607825741,5.91445808989997,2.46316411113114,6.06932714118863,2.46316411113114,5.87936440581958,4.28708817498251,4.12742294411815,2.46316411113114,3.88152943253183,4.38469998050028,4.5217352535569,3.49493372618858,3.88325026504695,4.37953479478628,4.71464886498675
"KO:K01937",9.01813052938482,9.17573058492176,9.51569181097733,9.11476348990513,9.40322399550577,8.94548424545823,9.17160052639096,9.36610850400661,8.90381815580995,9.2162457669664,9.33789590209855,9.14025226160885,9.62312900313423,9.31685105144592,9.14487034382042,8.85164271493942,9.05045301098541,8.86867933177194,9.0490049289681,9.13360373678337,9.18877432394327,8.78524710907735,7.97355785346483,8.91454144231793,9.10571899755202,9.11941901627902,8.96943957776385,8.94299497931022,8.87504558283488,9.23373733240009,9.12110751129123,8.93844589778655,9.23907889735825,9.21627034070943,8.88381677952991
"KO:K01938",6.84863560484296,7.473495243039,6.40224383645509,2.46316411113114,7.16540711456964,2.46316411113114,2.46316411113114,7.1196667320663,7.04082104183248,6.23121554300225,4.95134702334234,5.26094002722736,5.08014033962815,6.92153476253969,6.36257268251644,5.27633347301223,6.51115003229956,6.36122093963248,6.11584879572465,4.43429507695974,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,7.25932936724069,7.2702619570757,7.48986421949012,6.12626954011053,4.7208411120205,7.67335192739059,7.12887885105241,6.9493375191477,3.88325026504695,5.62248787286096,6.47851940382244
"KO:K01939",7.62367229519762,7.84106043956682,7.11917633554445,6.73297715975524,7.28372479619035,7.75596528745686,6.53338055399138,7.2215296317254,7.76311309400658,7.62762250522234,7.95348708674092,8.96339607327634,7.28526633383713,7.60157907558894,6.88522797017046,6.85475221938163,6.82255088946745,7.60729346946088,8.23855706760077,7.69799771488011,9.73338658656533,7.58510235463919,8.45282148928399,2.46316411113114,8.21442269732828,7.88055103398607,7.7488217709204,7.74248344974711,7.94226028470813,7.48273095846322,7.9344100300509,7.48839997388982,6.78923782131309,8.21536755179494,8.90473945468077
"KO:K01940",8.5800718646194,7.86556876908818,6.66151223434521,7.33194491206573,8.53749894435649,8.23620422761249,8.30028927008567,7.75897077688218,8.4238213099016,7.88410754548406,8.17283787318899,8.8148895501909,7.36529594390795,8.56506723676073,2.46316411113114,6.90252219416945,8.52597373360004,8.4613774707846,8.06013944765904,8.39009175463049,9.61241336169605,7.19655346031033,6.46720212785895,2.46316411113114,7.63115759531666,8.97240729290187,7.88006027025919,7.61299132851756,8.03594986008158,7.78582370982435,7.73734444471687,8.310413663901,7.44604548445876,8.39705031024216,7.49798235532899
"KO:K01941",3.32820311073749,2.46316411113114,2.46316411113114,2.46316411113114,3.96494066064958,2.46316411113114,2.46316411113114,2.46316411113114,4.00440773454629,3.83523985163358,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,3.19038047449808,2.46316411113114,3.97170833968282,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,5.07166845675786,5.06347661694129,3.73967786673378,5.00022073812263,2.46316411113114,3.81701791795926,2.46316411113114,3.40824813655577,2.46316411113114,2.46316411113114,4.37692153194336
"KO:K01945",6.13225535442851,6.21765491417816,5.28193209030712,5.59537855156017,6.59214790527915,6.65360215214939,4.66894315012212,4.85945160517382,5.9009908024639,4.81457794241869,5.81048749847178,5.96162196470728,2.46316411113114,6.06951357392635,2.46316411113114,5.66115629595863,6.80848593118063,5.33362174587922,6.61244582277158,7.08940975368796,10.6194933507712,2.46316411113114,7.43884156782575,2.46316411113114,5.89587289379873,6.47721338783873,11.7061835189354,6.19831312215314,6.21185901216701,6.29536544178893,5.94600167669791,6.45418245003822,7.14006708381517,7.27612111571904,7.00097644413258
"KO:K01950",5.76724317357432,5.94430218042679,5.44341528547161,5.59537855156017,6.37417719050005,5.41295190231709,5.84081526837549,5.39413607576749,5.81060723936252,5.53431297750509,2.46316411113114,4.31126656677021,4.42362898219294,5.64786993192788,2.46316411113114,4.58606570763471,5.21127088501016,5.9554667676165,6.45416044557484,4.59501808487028,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,6.12291426380799,5.9822868656573,6.14958685473944,6.18655581123901,6.3354819653839,5.73092766789009,5.46882982028777,6.0002516243881,4.68741387948134,5.28078198896715,6.80303158103941
"KO:K01951",7.85778528082312,7.66023878384623,7.40283683274651,8.40433892459266,7.92894548263161,8.09725356918298,6.80982832476851,6.89134643126153,8.19369310745487,7.60019530882088,8.24784381061725,7.99442112726007,5.61225028609329,7.62166152656015,8.45602439417679,7.60660921162179,7.41606716005999,8.19862529651297,7.84380016082321,7.39249341266224,8.21541412574101,6.66252699344787,7.65691101225307,6.52365723062611,7.38651845560048,7.86818396612416,7.88631864559862,8.28802792103341,8.43029075324613,7.22143844027851,7.36601814676985,8.27885799436369,8.14451902135548,8.32985389848132,8.61847421353206
"KO:K01952",8.9025590383145,8.59761146351191,7.88049647921377,7.54647502251812,12.7458062212415,9.02109400186933,7.87790368021554,7.76740938609853,8.57904456103126,7.8637533789816,9.1922638997154,9.03431997898543,7.71999255594674,9.25908990731309,14.0687425811167,7.96213289535216,9.13159538771031,8.73129861704854,8.69645867308374,9.15653556709269,9.75433191875508,6.95420882240158,9.02276674819785,8.08269276668814,8.54795382148663,8.72889812094065,8.82059199431485,9.05010759580213,9.09988846160004,8.4778903894415,8.51573576984222,9.8029874044974,8.20238628887027,9.28646022664205,8.4000836487911
"KO:K01953",8.07098111892647,8.59943846597421,8.48937143682501,9.68223217695255,8.21737516690284,8.95557408361416,8.64073352283768,8.33686488645997,7.72020276663313,8.97321262758414,9.44534568781816,9.95397362818995,8.73862506814711,8.72203863931753,10.5394620321482,10.9127221966212,8.70519549297135,9.98467193392588,10.5268010720003,10.2923106927084,6.18685878689937,10.4664921879047,8.26654196352361,11.9403391675443,7.95795688876797,7.97814668597404,8.25608388303579,8.32849612778489,9.05584912278701,7.59100451175219,7.98641369054551,7.92991904666186,10.1267302626142,10.0665158033535,9.86435796782524
"KO:K01955",8.89543549442687,8.69138782805521,7.87122699979198,7.11181085564195,9.60283620002471,8.99197776551384,8.47658940771655,8.33686488645997,8.66021244406882,8.53878664994497,8.84428272209425,8.52733384958419,8.58570131288385,9.11221348174755,7.08907681953545,8.35383598216721,8.28625411988694,8.70844532520962,9.35458657624132,9.05279027233622,11.1447004264444,8.4536622306169,9.53018926683839,8.24620569156163,8.73697122258686,8.67881237822396,8.91387553684165,8.65131624024074,8.48778130726427,8.57660852164261,8.91145877756571,8.85226498053641,7.95552003137309,9.08388715236837,8.03281930956686
"KO:K01956",8.61807522524841,8.55869981881837,8.03789514483712,7.87990753932667,8.82031775693332,7.28669436947378,8.12986028894012,8.63761096654912,8.3681310174222,8.51288694024308,7.33038216348864,8.06787840584225,8.84934007615473,8.42817727640711,6.00619917393938,7.38940758353992,8.27609027922237,8.75538898210836,8.50048571281202,8.40037687424855,9.42917507145708,8.02231615408813,9.17173827496416,8.9623637809243,8.5112404771327,8.63861748238164,8.61747082667931,7.92954522069389,7.57488119966058,8.28194912567198,9.09354866345783,8.37792248291931,7.6677575506461,8.06368162548174,7.924260458689
"KO:K01958",5.21866326776752,4.2272758544564,4.80966739933596,4.89429009006293,5.6685508421423,8.05406838836002,8.44462856419256,4.29568281684517,4.05944947653103,4.49148301635016,8.18652119093913,8.11484938201437,2.46316411113114,4.54391489778053,2.46316411113114,2.46316411113114,4.80830473865444,3.81991453080295,3.32483505882244,7.20553878231876,2.46316411113114,2.46316411113114,2.46316411113114,2.46316411113114,4.84680448292046,6.01879736862059,6.57997662133035,6.40506676706131,7.67150026981245,6.05054295496347,5.95517653280997,4.34496014841057,2.46316411113114,7.70195013702463,3.43303914491778
