"","p.Weighted","q.Weighted","cor.Weighted","Z.Weighted","p.Standard","q.Standard","cor.Standard","Z.Standard"
"KO:K10805",0.557243375836933,0.95884461872474,0.104285152165835,0.593160148493326,0.047526745259415,0.0604926839065116,0.342296492198835,2.06081084446245
"KO:K10806",0.378481856994664,0.77970079524419,0.155944230014945,0.893079842740449,0.0402701050193055,0.0544936656430904,0.353512441925629,2.13780693173386
"KO:K10823",0.723073110242451,0.999932788867681,0.0630698480516754,0.357488656654884,0.126464912895378,0.120534370734226,0.267285861713106,1.569084728252
"KO:K10843",8.76670995018092e-05,0.000689066958558845,0.621430653889814,4.48689337617032,0.0567372922058731,0.0680157233509398,0.329886951696158,1.97678176991317
"KO:K10848",0.903952964319637,0.999932788867681,0.0214963101521,0.12162959867222,0.645326238281398,0.364290832201775,0.0818640917539184,0.464652841558551
"KO:K10854",0.0415086954973938,0.145168046076174,-0.351488747505233,-2.12383826038532,0.243836227856412,0.190881860174052,-0.205416465052951,-1.18733125458575
"KO:K10855",0.0479205942698118,0.162265007778829,-0.34172817259907,-2.05693642832382,0.106795730131088,0.107195210307911,-0.281490175603518,-1.65945024370771
"KO:K10856",5.39622875774803e-05,0.000449685729812336,-0.635441729163277,-4.6553217810593,0.0250239529766376,0.0385292245902951,-0.383835337556085,-2.35141531463267
"KO:K10907",0.991018668405788,0.999932788867681,0.00200551903446498,0.0113449516878765,0.741056999063182,0.395206876622935,0.0588235294117647,0.333333333333333
"KO:K10914",3.206168663894e-11,2.43605952403711e-09,-0.867362314744858,-9.85888443808201,1.20784358959014e-06,5.14533566343543e-05,-0.725490196078431,-5.96308993378781
"KO:K10924",0.0026320881499482,0.0138766552123119,-0.499520453706841,-3.2618118138084,0.00173999568465422,0.00582275515633219,-0.517079248637603,-3.41735448173524
"KO:K10941",0.708136662577891,0.999932788867681,-0.0666227389100497,-0.37771431532524,0.769826435377084,0.40413309113923,-0.0520953311161299,-0.295096401792814
"KO:K10942",0.5518703374512,0.954686409653304,-0.105701954969612,-0.601309173516965,0.25251390936527,0.196229409916075,-0.201760133263713,-1.16529193793283
"KO:K10943",0.691428103423657,0.999932788867681,-0.0706274889798248,-0.400529629458589,0.537606196382801,0.324164966690659,0.109495004136257,0.623144028864957
"KO:K10944",0.000835518042582084,0.00513909907143742,-0.546069615023388,-3.68734565979103,0.0800173349807405,0.0875873160596976,-0.304437564499484,-1.80797957506731
"KO:K10945",0.0192123602262075,0.0760448374632831,-0.39959974769818,-2.46591347436627,0.216046612775829,0.175562968491177,-0.217750257997936,-1.26206533442895
"KO:K10946",0.275635292028552,0.635251012132561,-0.192406889625992,-1.10914178574549,0.995378354960364,0.465903668090444,-0.00103199174406605,-0.00583782999152669
"KO:K10947",0.935603834800974,0.999932788867681,0.0143941851190304,0.0814342439805508,0.624114863234248,0.356421321108772,-0.0871381015667724,-0.49480967673477
"KO:K10956",0.0458785353360969,0.157466186383858,0.344716557246804,2.07733797050068,0.194469021621479,0.162518200311862,0.228099538821602,1.32526266113121
"KO:K10979",0.0414491107537995,0.145090609007203,0.3515849784068,2.1245017280508,0.697603625039991,0.381309952847788,0.0691434468524252,0.392072737855889
"KO:K11004",0.474586639494665,0.891637496086529,-0.126876495253685,-0.723569350884436,0.146004879101275,0.133060480419146,-0.254716416665659,-1.49004147814228
"KO:K11065",0.307480530883394,0.685945340917186,-0.180323131225838,-1.03706178325367,0.0115062724407116,0.022344334313837,-0.42827657378741,-2.68102064623071
"KO:K11068",1.24061916273455e-05,0.000121706310268262,0.674056471011571,5.16196478940167,2.88736158717828e-05,0.000379491219651875,0.652535004765755,4.871334361202
"KO:K11069",0.901028603118156,0.999932788867681,-0.0221539867164041,-0.125352639158202,0.341623015554798,0.241285790390784,-0.168214654282766,-0.965321233647383
"KO:K11070",0.123931941871452,0.349064873689039,0.269018159349769,1.58004470032686,0.164943966572545,0.145368633448283,0.243655680061642,1.42115574640362
"KO:K11071",4.29102500199008e-08,8.93963542081266e-07,0.783477562846403,7.13208112413059,0.00307022462816864,0.00846299143781834,0.492745217193058,3.20325481174912
"KO:K11072",0.00389610540286611,0.0193308686761923,0.481986093862638,3.11183616598335,0.0183725058021711,0.0312308365760177,0.402196641878958,2.48501945311905
"KO:K11073",0.269485493570419,0.625303166218787,-0.194842810017693,-1.12373432931883,0.148167359255959,0.134841907011924,-0.253402723858195,-1.48182784169515
"KO:K11074",0.633477184892211,0.999932788867681,-0.084801477563548,-0.481443823392599,0.983486384726607,0.463611374308354,0.00368764422188015,0.0208606077264218
"KO:K11075",0.914583983538863,0.999932788867681,-0.0191077240411464,-0.108109347380029,0.620533884348711,0.355131312959046,0.088035627879836,0.499945842133828
"KO:K11076",0.250332410294395,0.592570610806829,-0.202671334181935,-1.17077960030106,0.177558238473862,0.152701707052338,-0.236786191979443,-1.37867194755471
"KO:K11085",0.72729357282306,0.999932788867681,-0.06207032695797,-0.351801143440929,0.202948105251307,0.16785180405257,-0.223942208462332,-1.29982072769692
"KO:K11089",8.08003869501306e-06,8.34937331818016e-05,-0.684349046280169,-5.30924852531607,0.00202093839771078,0.00635267893167144,-0.510835913312694,-3.36140219163371
"KO:K11102",0.263631095292991,0.615033410150715,0.19719570167708,1.13785000156222,0.0519605181435696,0.0640678934166734,0.336104106043265,2.01873199674318
"KO:K11103",0.000194248966404409,0.0014112492216124,0.596902623094387,4.20856727044125,0.0290484170951562,0.0430448003680138,0.374613003095975,2.28556296248457
"KO:K11105",0.705228133173463,0.999932788867681,0.0673174974088121,0.381671052193954,0.421890239485641,0.277752207198915,0.142359653440446,0.813594270281329
"KO:K11106",0.599161008218,0.99002917534995,-0.0934383054242224,-0.53088947859328,0.556544998336122,0.331230343707744,-0.104468945084072,-0.594217063062108
"KO:K11159",0.150992624368483,0.408301758149247,-0.251707237656012,-1.47124004979584,0.0551110760816211,0.0666845514331057,-0.331955208446604,-1.9907048520225
"KO:K11173",0.835144927061804,0.999932788867681,-0.0370642964587537,-0.209811487988518,0.535177889094924,0.322915454079498,-0.110145471889218,-0.62689121485964
"KO:K11175",3.96476350914554e-05,0.000337658430723933,0.643997716744257,4.76192246756987,0.000322658565773182,0.00175743232198086,0.58014601850014,4.02916039749155
"KO:K11177",0.0390510604379319,0.138701062508695,-0.355553876284941,-2.15193281092455,0.0310140916228758,0.045226531923341,-0.370485036119711,-2.25634488449875
"KO:K11178",8.17727219271092e-10,3.10656173987792e-08,-0.835108393580402,-8.5879143132664,9.03200983379815e-05,0.000765508949574534,-0.62054732069313,-4.47651684998857
"KO:K11179",0.959123053285805,0.999932788867681,-0.00913138825664526,-0.0516570861503387,0.581545459611987,0.340033354481184,0.0979538899819581,0.556788500164533
"KO:K11183",0.91212563136876,0.999932788867681,-0.0196597629687992,-0.111233912074363,0.935727120857049,0.451211619590461,0.0143665705306872,0.0812779838108293
"KO:K11189",6.73250182341434e-05,0.000541254036633414,0.629138030656414,4.57863302717538,0.00333279769672323,0.00898200995841008,0.489077685141948,3.17187981942294
"KO:K11209",5.46404363310771e-07,8.08136224362304e-06,-0.740754380082417,-6.23770390037124,8.51506025847382e-05,0.000731955897579403,-0.622291021671827,-4.49702692426366
"KO:K11212",0.967905245642113,0.999932788867681,0.00716841191977382,0.0405517033414082,0.972131177630387,0.461299626059382,0.00622415011191231,0.0352097920311122
"KO:K11215",0.0765129081360443,0.239102837925138,0.307862091035588,1.83043330753838,0.0189930357080812,0.0317512998875582,0.400268654760321,2.47082799405584
"KO:K11251",0.75543387241923,0.999932788867681,0.0554518218834234,0.314166261775973,0.817940623228855,0.418860503271106,0.0409948479909792,0.232096990571378
"KO:K11252",0.296773542812145,0.668214688202824,0.184292660990534,1.0606847532192,0.134824199594196,0.125791482103412,0.261745200363814,1.53413912431043
"KO:K11253",0.249871766174078,0.59239506089584,0.202864417029809,1.17194283881252,0.258772902884413,0.198871654439211,0.199174406604747,1.14973664466126
"KO:K11254",0.0684591242169565,0.218336713037619,0.316220915997975,1.88557269930479,0.0301449678786587,0.0443796386314667,0.372283014063273,2.26905188262562
"KO:K11263",4.04166922152172e-10,1.72104046520842e-08,0.84278798525405,8.85753285906998,0.000139932990937286,0.00104877999521638,0.607260281822878,4.32368800090332
"KO:K11275",0.355592672784448,0.75173028207296,-0.16347494547023,-0.93736384011755,0.0197428575535679,0.0325830671633415,-0.398007694580329,-2.45423534540306
"KO:K11294",0.903235550480791,0.999932788867681,-0.0216576273545643,-0.122542784224885,0.628200103663153,0.357777143571333,-0.0861167718450311,-0.488966512725678
"KO:K11358",0.000970108124607183,0.00581914703227993,-0.540373062578314,-3.63289617451283,0.000115195746045682,0.000912390182186381,-0.613238126507279,-4.39170410036334
"KO:K11381",0.677937266546215,0.999932788867681,-0.0738860231672713,-0.419108015295204,0.930757932328021,0.449340118064794,-0.0154798761609907,-0.0875778968669316
"KO:K11384",0.00102939444922745,0.00614623034014849,0.538082449056977,3.61120194455331,0.0233744202309656,0.0366426717946296,0.387972023642534,2.38121936491184
"KO:K11434",0.991413014967943,0.999932788867681,0.0019174586756837,0.010846804197725,0.751604444342165,0.398255777041514,-0.0563480112072425,-0.319259730129126
"KO:K11443",0.643326542037475,0.999932788867681,-0.0823583023107956,-0.467477032636632,0.63834814436032,0.361374668627294,-0.0835913312693498,-0.474524757176847
"KO:K11472",0.559131335352594,0.96166618929929,-0.103788829020813,-0.590306312737862,0.601629989727034,0.34748103104214,-0.0928100511250178,-0.527288798850201
