"","Label","Pyr","Flux","Condition","Time.h"
"1044","S2P3","C1",-3.04382,"Drought",4.26696
"1045","S2P5","C1",-2.36788,"Drought",3.97248
"1046","S3P1","C1",-7.35301,"Drought",4.26048
"1047","S3P3","C1",0.49181,"Drought",4.25832
"1048","S3P5","C1",-14.68158,"Drought",5.3028
"1049","S2P2","C2",11.31775,"Drought",3.97656
"1050","S2P4","C2",123.30626,"Drought",4.26912
"1051","S2P6","C2",22.77186,"Drought",4.272
"1052","S3P2","C2",144.47572,"Drought",5.30712
"1053","S3P4","C2",115.59778,"Drought",4.26456
"1054","S3P6","C2",29.23396,"Drought",4.26288
"1055","S1P1","C1",-10.57965,"Drought",4.96104
"1056","S2P1","C1",21.65382,"Drought",4.77696
"1057","S2P3","C1",21.23374,"Drought",4.78128
"1058","S2P5","C1",-1.93823,"Drought",4.4856
"1059","S3P1","C1",20.72585,"Drought",4.7736
"1060","S3P3","C1",3.38366,"Drought",4.77048
"1061","S3P5","C1",1.94073,"Drought",5.81496
"1062","S2P2","C2",14.80925,"Drought",4.48968
"1063","S2P4","C2",113.62409,"Drought",4.78104
"1064","S2P6","C2",24.12107,"Drought",4.78536
"1065","S3P2","C2",116.12739,"Drought",5.81976
"1066","S3P4","C2",137.26176,"Drought",4.77744
"1067","S3P6","C2",39.40728,"Drought",4.77504
"1068","S1P1","C1",-3.19778,"Drought",5.4744
"1069","S2P1","C1",2.51201,"Drought",5.2908
"1070","S2P3","C1",-12.41191,"Drought",5.29344
"1071","S2P5","C1",-0.33417,"Drought",4.99824
"1072","S3P1","C1",-3.90998,"Drought",5.286
"1073","S3P3","C1",-9.911,"Drought",5.2836
"1074","S3P5","C1",-5.4537,"Drought",6.87912
"1075","S2P2","C2",14.64661,"Drought",5.00184
"1076","S2P4","C2",130.37285,"Drought",5.29536
"1077","S2P6","C2",8.75564,"Drought",5.298
"1078","S3P2","C2",155.84011,"Drought",6.88392
"1079","S3P4","C2",190.91909,"Drought",5.29008
"1080","S3P6","C2",48.49178,"Drought",5.28768
"1081","S1P1","C1",-0.97753,"Drought",5.98752
"1082","S2P1","C1",-1.25899,"Drought",5.80392
"1083","S2P3","C1",14.85071,"Drought",5.80776
"1084","S2P5","C1",-1.14446,"Drought",5.51016
"1085","S3P1","C1",14.75934,"Drought",5.79936
"1086","S3P3","C1",12.67215,"Drought",5.79576
"1087","S3P5","C1",13.92051,"Drought",7.73328
"1088","S2P2","C2",20.38089,"Drought",5.51424
"1089","S2P4","C2",173.37513,"Drought",5.808
"1090","S2P6","C2",47.99763,"Drought",5.8116
"1091","S3P2","C2",200.32281,"Drought",7.73808
"1092","S3P4","C2",217.3356,"Drought",5.80368
"1093","S3P6","C2",72.15196,"Drought",5.80032
"1094","S1P1","C1",-4.4517,"Drought",6.92448
"1095","S2P1","C1",-8.22872,"Drought",6.77112
"1096","S2P3","C1",-1.73395,"Drought",7.21176
"1097","S2P5","C1",2.92661,"Drought",6.192
"1098","S3P1","C1",4.09699,"Drought",6.60648
"1099","S3P3","C1",-19.66297,"Drought",6.54312
"1100","S3P5","C1",2.13171,"Drought",8.75832
"1101","S1P6","C2",33.02043,"Drought",7.42632
"1102","S2P2","C2",25.22533,"Drought",6.19608
"1103","S2P4","C2",146.89707,"Drought",6.7752
"1104","S2P6","C2",34.06675,"Drought",7.21656
"1105","S3P2","C2",190.31845,"Drought",8.76312
"1106","S3P4","C2",180.62365,"Drought",6.61032
"1107","S3P6","C2",68.2064,"Drought",6.54744
"1108","S1P1","C1",0.51406,"Drought",7.7808
"1109","S1P3","C1",0.13095,"Drought",7.42224
"1110","S2P1","C1",11.38275,"Drought",7.62576
"1111","S2P3","C1",3.90229,"Drought",8.06784
"1112","S2P5","C1",6.3649,"Drought",6.64392
"1113","S3P1","C1",7.93947,"Drought",7.46232
"1114","S3P3","C1",4.16593,"Drought",7.398
"1115","S3P5","C1",-17.92025,"Drought",9.61368
"1116","S2P2","C2",30.4691,"Drought",6.64824
"1117","S2P4","C2",207.72306,"Drought",7.63008
"1118","S2P6","C2",20.90618,"Drought",8.07288
"1119","S3P2","C2",206.24437,"Drought",9.61824
"1120","S3P4","C2",226.89289,"Drought",7.46616
"1121","S3P6","C2",74.21632,"Drought",7.40256
"1122","S1P1","C1",10.49082,"Drought",8.8044
"1123","S2P1","C1",-1.36462,"Drought",8.64888
"1124","S2P3","C1",-6.70179,"Drought",9.09312
"1125","S2P5","C1",-2.04771,"Drought",7.4988
"1126","S3P1","C1",-14.80514,"Drought",8.43744
"1127","S3P3","C1",1.86562,"Drought",8.42064
"1128","S3P5","C1",8.25563,"Drought",10.63656
"1129","S1P6","C2",54.29697,"Drought",9.30456
"1130","S2P2","C2",26.2236,"Drought",7.50336
"1131","S2P4","C2",200.43427,"Drought",8.65296
"1132","S2P6","C2",29.44101,"Drought",9.09768
"1133","S3P2","C2",263.38428,"Drought",10.64136
"1134","S3P4","C2",255.39323,"Drought",8.44128
"1135","S3P6","C2",54.35059,"Drought",8.42496
"1136","S1P1","C1",1.60842,"Drought",9.66024
"1137","S1P3","C1",-4.60487,"Drought",9.30024
"1138","S2P1","C1",15.59162,"Drought",9.50424
"1139","S2P3","C1",0.63232,"Drought",9.94896
"1140","S2P5","C1",-0.31357,"Drought",8.52216
"1141","S3P1","C1",2.86617,"Drought",9.294
"1142","S3P3","C1",14.53898,"Drought",9.27408
"1143","S3P5","C1",7.79597,"Drought",11.49192
"1144","S1P6","C2",75.55612,"Drought",10.32912
"1145","S2P2","C2",28.94577,"Drought",8.52672
"1146","S2P4","C2",226.21701,"Drought",9.50832
"1147","S2P6","C2",-2.77366,"Drought",9.95352
"1148","S3P2","C2",248.45569,"Drought",11.49696
"1149","S3P4","C2",289.03375,"Drought",9.29784
"1150","S3P6","C2",82.88866,"Drought",9.27864
"1151","S1P1","C1",7.92072,"Drought",10.68456
"1152","S1P3","C1",11.70293,"Drought",10.32504
"1153","S2P1","C1",14.29249,"Drought",10.52808
"1154","S2P3","C1",-0.55221,"Drought",10.974
"1155","S2P5","C1",-1.44375,"Drought",9.37704
"1156","S3P1","C1",4.53662,"Drought",10.2708
"1157","S3P3","C1",5.9532,"Drought",10.296
"1158","S3P5","C1",14.11925,"Drought",12.51648
"1159","S1P6","C2",98.94017,"Drought",11.184
"1160","S2P2","C2",40.83699,"Drought",9.38136
"1161","S2P4","C2",203.33643,"Drought",10.53216
"1162","S2P6","C2",20.22366,"Drought",10.97856
"1163","S3P2","C2",284.91658,"Drought",12.52104
"1164","S3P4","C2",265.96544,"Drought",10.27464
"1165","S3P6","C2",91.88092,"Drought",10.30056
"1166","S1P1","C1",-3.92729,"Drought",11.54064
"1167","S1P3","C1",11.46148,"Drought",11.17944
"1168","S2P1","C1",-15.56675,"Drought",11.3844
"1169","S2P3","C1",9.15771,"Drought",11.83008
"1170","S2P5","C1",3.36212,"Drought",10.40136
"1171","S3P1","C1",2.70688,"Drought",11.12664
"1172","S3P3","C1",12.76043,"Drought",11.15016
"1173","S1P6","C2",103.73176,"Drought",12.20952
"1174","S2P2","C2",48.38227,"Drought",10.40544
"1175","S2P4","C2",219.6904,"Drought",11.38872
"1176","S2P6","C2",45.07284,"Drought",11.83464
"1177","S3P4","C2",296.64403,"Drought",11.13048
"1178","S3P6","C2",127.33899,"Drought",11.15472
"1179","S1P1","C1",0.38619,"Drought",12.5652
"1180","S1P3","C1",6.86343,"Drought",12.20496
"1181","S2P1","C1",-0.71567,"Drought",12.4092
"1182","S2P3","C1",6.35145,"Drought",12.85464
"1183","S2P5","C1",7.93684,"Drought",11.256
"1184","S3P1","C1",6.31083,"Drought",12.10392
"1185","S3P3","C1",14.08719,"Drought",12.17304
"1186","S1P4","C2",24.3955,"Drought",0.012504
"1187","S2P2","C2",49.49784,"Drought",11.26056
"1188","S2P4","C2",257.74675,"Drought",12.41328
"1189","S2P6","C2",26.68132,"Drought",12.85944
"1190","S3P4","C2",308.5708,"Drought",12.10776
"1191","S3P6","C2",100.49619,"Drought",12.1776
"1192","S2P5","C1",0.08721,"Drought",12.28056
"1193","S3P1","C1",16.89917,"Drought",12.95976
"1194","S3P3","C1",-2.55987,"Drought",13.02696
"1195","S1P4","C2",-1.62042,"Drought",0.52488
"1196","S2P2","C2",58.42993,"Drought",12.28464
"1197","S1P4","C2",-4.37228,"Drought",1.03872
"1198","S1P4","C2",-2.10281,"Drought",1.55112
"1199","S3P2","C2",321.7242,"Drought",17.13408
"1200","S1P4","C2",21.66916,"Drought",2.23248
"1201","S3P2","C2",366.49595,"Drought",18.1572
"1202","S1P1","C1",9.76921,"Drought",17.17992
"1203","S2P3","C1",8.44742,"Drought",17.47056
"1204","S3P5","C1",-32.09725,"Drought",19.00776
"1205","S1P4","C2",37.84474,"Drought",2.74536
"1206","S1P6","C2",170.57588,"Drought",17.84856
"1207","S2P6","C2",48.45154,"Drought",17.47536
"1208","S3P2","C2",393.9624,"Drought",19.01256
"1209","S1P1","C1",10.72968,"Drought",18.20304
"1210","S1P3","C1",2.9255,"Drought",17.84424
"1211","S2P3","C1",11.19346,"Drought",18.49536
"1212","S3P1","C1",7.39676,"Drought",17.60424
"1213","S3P3","C1",-0.85645,"Drought",17.80944
"1214","S1P4","C2",2.59935,"Drought",3.258
"1215","S1P6","C2",171.09028,"Drought",18.70248
"1216","S2P2","C2",84.25638,"Drought",16.89504
"1217","S2P6","C2",38.88826,"Drought",18.50016
"1218","S3P2","C2",301.93125,"Drought",20.03616
"1219","S3P4","C2",300.32168,"Drought",17.60808
"1220","S3P6","C2",143.73068,"Drought",17.814
"1221","S1P1","C1",4.02212,"Drought",19.0584
"1222","S1P3","C1",-2.12108,"Drought",18.6984
"1223","S2P3","C1",2.48067,"Drought",19.3512
"1224","S2P5","C1",-1.98456,"Drought",17.91504
"1225","S3P1","C1",7.90612,"Drought",18.46032
"1226","S3P3","C1",10.89641,"Drought",18.66528
"1227","S1P4","C2",4.04154,"Drought",3.77064
"1228","S1P6","C2",185.00826,"Drought",19.72584
"1229","S2P2","C2",71.00135,"Drought",17.91888
"1230","S2P6","C2",18.20416,"Drought",19.35576
"1231","S3P2","C2",360.48847,"Drought",20.89128
"1232","S3P4","C2",343.62161,"Drought",18.46416
"1233","S3P6","C2",161.09478,"Drought",18.66984
"1234","S1P1","C1",5.40841,"Drought",20.08224
"1235","S1P3","C1",7.78066,"Drought",19.72128
"1236","S2P3","C1",5.76064,"Drought",20.37648
"1237","S2P5","C1",6.85685,"Drought",18.76944
"1238","S3P1","C1",-3.58786,"Drought",19.4376
"1239","S3P3","C1",-16.35494,"Drought",19.68888
"1240","S3P5","C1",34.92649,"Drought",21.91008
"1241","S1P4","C2",31.73491,"Drought",4.45272
"1242","S1P6","C2",179.13965,"Drought",20.5812
"1243","S2P2","C2",80.6843,"Drought",18.77352
"1244","S2P6","C2",31.49738,"Drought",20.3808
"1245","S3P2","C2",359.89825,"Drought",21.91488
"1246","S3P4","C2",285.56658,"Drought",19.44144
"1247","S3P6","C2",152.82346,"Drought",19.69344
"1248","S1P1","C1",0.34734,"Drought",20.9376
"1249","S1P3","C1",2.48692,"Drought",20.57664
"1250","S2P3","C1",11.58919,"Drought",21.23256
"1251","S2P5","C1",-1.08387,"Drought",19.79352
"1252","S3P1","C1",3.22341,"Drought",20.29392
"1253","S3P3","C1",-9.50398,"Drought",20.54424
"1254","S1P4","C2",40.68603,"Drought",4.96584
"1255","S1P6","C2",130.82446,"Drought",21.60528
"1256","S2P2","C2",96.14358,"Drought",19.79784
"1257","S2P6","C2",15.57237,"Drought",21.23712
"1258","S3P2","C2",312.24866,"Drought",22.77
"1259","S3P4","C2",317.62391,"Drought",20.29776
"1260","S3P6","C2",199.48998,"Drought",20.54856
"1261","S1P1","C1",7.36722,"Drought",21.96168
"1262","S1P3","C1",2.83294,"Drought",21.60072
"1263","S2P3","C1",-13.12655,"Drought",22.25808
"1264","S2P5","C1",9.96031,"Drought",20.64864
"1265","S3P1","C1",14.75421,"Drought",21.27048
"1266","S3P5","C1",-9.82513,"Drought",24.16344
"1267","S1P4","C2",45.60702,"Drought",5.4792
"1268","S1P6","C2",155.30136,"Drought",22.45872
"1269","S2P2","C2",83.67139,"Drought",20.65272
"1270","S2P6","C2",45.49971,"Drought",22.26192
"1271","S3P2","C2",345.87795,"Drought",24.51024
"1272","S3P4","C2",244.20742,"Drought",21.27456
"1273","S1P1","C1",-4.92732,"Drought",22.81752
"1274","S1P3","C1",1.58097,"Drought",22.4544
"1275","S2P3","C1",16.65588,"Drought",23.11296
"1276","S2P5","C1",0.95458,"Drought",21.67248
"1277","S3P1","C1",5.33627,"Drought",22.12632
"1278","S3P5","C1",-2.00699,"Drought",25.18944
"1279","S1P4","C2",60.92634,"Drought",5.99232
"1280","S1P6","C2",184.75551,"Drought",24.50856
"1281","S2P2","C2",118.28672,"Drought",21.67656
"1282","S2P6","C2",41.97193,"Drought",23.11776
"1283","S3P2","C2",290.05253,"Drought",25.53696
"1284","S3P4","C2",304.29928,"Drought",22.13064
"1285","S1P1","C1",5.24727,"Drought",24.16224
"1286","S1P3","C1",9.88211,"Drought",23.47776
"1287","S2P1","C1",-1.81882,"Drought",24.34992
"1288","S2P3","C1",-0.7604,"Drought",24.16392
"1289","S2P5","C1",2.9116,"Drought",22.52664
"1290","S3P1","C1",2.6338,"Drought",23.10384
"1291","S3P3","C1",-1.42333,"Drought",23.87496
"1292","S3P5","C1",11.15184,"Drought",26.3856
"1293","S1P4","C2",54.77107,"Drought",6.92928
"1294","S1P6","C2",174.99819,"Drought",25.53312
"1295","S2P2","C2",122.76738,"Drought",22.53048
"1296","S2P4","C2",317.26591,"Drought",24.696
"1297","S2P6","C2",51.13737,"Drought",24.50952
"1298","S3P2","C2",337.41083,"Drought",26.7324
"1299","S3P4","C2",328.66869,"Drought",23.10768
"1300","S3P6","C2",7.4495,"Drought",24.22128
"1301","S1P1","C1",7.41211,"Drought",25.18776
"1302","S1P3","C1",6.35795,"Drought",24.16272
"1303","S2P1","C1",5.49791,"Drought",25.37616
"1304","S2P3","C1",6.55583,"Drought",25.18872
"1305","S2P5","C1",-2.73968,"Drought",23.54952
"1306","S3P1","C1",-1.30765,"Drought",24.16632
"1307","S3P3","C1",-0.81066,"Drought",24.90024
"1308","S3P5","C1",11.57288,"Drought",27.41184
"1309","S1P4","C2",75.86936,"Drought",7.7856
"1310","S1P6","C2",187.90484,"Drought",26.72664
"1311","S2P2","C2",112.57703,"Drought",24.50952
"1312","S2P4","C2",288.39753,"Drought",25.72224
"1313","S2P6","C2",50.82096,"Drought",25.53384
"1314","S3P2","C2",353.95032,"Drought",27.75864
"1315","S3P4","C2",209.4086,"Drought",24.51312
"1316","S3P6","C2",15.50117,"Drought",25.24704
"1317","S1P1","C1",7.67303,"Drought",26.38128
"1318","S1P3","C1",-0.73551,"Drought",25.18752
"1319","S2P1","C1",14.25332,"Drought",26.56992
"1320","S2P3","C1",-1.29264,"Drought",26.38224
"1321","S2P5","C1",3.53497,"Drought",24.16368
"1322","S3P1","C1",-8.03516,"Drought",25.19328
"1323","S3P3","C1",0.31812,"Drought",26.09472
"1324","S3P5","C1",4.64821,"Drought",28.60632
"1325","S1P4","C2",56.37654,"Drought",8.8092
"1326","S1P6","C2",190.04062,"Drought",27.75144
"1327","S2P2","C2",131.34702,"Drought",25.53552
"1328","S2P4","C2",263.74431,"Drought",26.916
"1329","S2P6","C2",-0.17422,"Drought",26.72784
"1330","S3P2","C2",318.98818,"Drought",28.95336
"1331","S3P4","C2",164.39046,"Drought",25.53936
"1332","S3P6","C2",24.86917,"Drought",26.44056
"1333","S1P1","C1",-2.20648,"Drought",27.40728
"1334","S1P3","C1",1.66079,"Drought",26.38104
"1335","S2P1","C1",-5.66389,"Drought",27.5952
"1336","S2P5","C1",7.55715,"Drought",25.18944
"1337","S3P1","C1",-10.99116,"Drought",26.38872
"1338","S3P3","C1",-1.357,"Drought",27.11976
"1339","S3P5","C1",5.46911,"Drought",29.63328
"1340","S1P4","C2",76.89678,"Drought",9.66504
"1341","S1P6","C2",213.33592,"Drought",28.94592
"1342","S2P2","C2",167.58516,"Drought",26.73048
"1343","S2P4","C2",290.74885,"Drought",27.94176
"1344","S3P2","C2",282.20492,"Drought",29.98032
"1345","S3P4","C2",227.9094,"Drought",26.73408
"1346","S3P6","C2",38.31812,"Drought",27.46656
"1347","S1P1","C1",6.04473,"Drought",28.602
"1348","S1P3","C1",4.0394,"Drought",27.4056
"1349","S1P5","C1",-44.09591,"Drought",0.32976
"1350","S2P1","C1",0.39151,"Drought",28.79016
"1351","S2P5","C1",4.48562,"Drought",26.3844
"1352","S3P1","C1",7.48639,"Drought",27.41424
"1353","S3P3","C1",-0.26124,"Drought",28.31448
"1354","S3P5","C1",-2.24432,"Drought",31.1124
"1355","S1P2","C2",-31.95367,"Drought",0.3336
"1356","S1P4","C2",99.20265,"Drought",10.68912
"1357","S1P6","C2",210.41322,"Drought",29.97144
"1358","S2P2","C2",157.51405,"Drought",27.75648
"1359","S2P4","C2",258.91436,"Drought",29.13696
"1360","S3P2","C2",307.02444,"Drought",31.1172
"1361","S3P4","C2",192.09368,"Drought",27.76056
"1362","S3P6","C2",53.57283,"Drought",28.66056
"1363","S1P1","C1",-1.44761,"Drought",29.62728
"1364","S1P3","C1",2.21928,"Drought",28.60032
"1365","S2P1","C1",-2.70793,"Drought",29.81664
"1366","S2P5","C1",1.67939,"Drought",27.41016
"1367","S3P1","C1",10.19705,"Drought",28.60992
"1368","S3P3","C1",-1.52891,"Drought",29.33952
"1369","S3P5","C1",-6.54892,"Drought",31.96728
"1370","S1P2","C2",29.88908,"Drought",0.67464
"1371","S1P4","C2",104.94688,"Drought",11.54544
"1372","S1P6","C2",184.28551,"Drought",30.88896
"1373","S2P2","C2",165.85858,"Drought",28.95024
"1374","S2P4","C2",281.34614,"Drought",30.16344
"1375","S3P2","C2",259.22552,"Drought",31.97184
"1376","S3P4","C2",273.70482,"Drought",28.95552
"1377","S3P6","C2",66.91612,"Drought",29.6856
"1378","S1P1","C1",-6.1433,"Drought",30.948
"1379","S1P3","C1",7.98272,"Drought",29.62536
"1380","S1P5","C1",-0.9464,"Drought",1.01232
"1381","S2P1","C1",-13.53154,"Drought",31.26672
"1382","S2P5","C1",11.37587,"Drought",28.60392
"1383","S3P1","C1",1.96065,"Drought",29.63664
"1384","S3P3","C1",2.52717,"Drought",30.98616
"1385","S3P5","C1",-18.20202,"Drought",32.99088
"1386","S1P2","C2",-8.57714,"Drought",1.0164
"1387","S1P4","C2",82.33136,"Drought",12.57
"1388","S1P6","C2",169.62259,"Drought",31.74408
"1389","S2P2","C2",165.286,"Drought",29.97552
"1390","S2P4","C2",276.58297,"Drought",31.27104
"1391","S3P2","C2",286.52635,"Drought",32.99544
"1392","S3P4","C2",337.6099,"Drought",29.98224
"1393","S3P6","C2",68.25981,"Drought",30.99072
"1394","S1P1","C1",2.11667,"Drought",31.8036
"1395","S1P3","C1",-4.17803,"Drought",30.88512
"1396","S1P5","C1",4.64233,"Drought",1.35384
"1397","S2P1","C1",8.56957,"Drought",32.12304
"1398","S2P3","C1",-0.28934,"Drought",31.764
"1399","S2P5","C1",5.44414,"Drought",29.6292
"1400","S3P1","C1",10.68986,"Drought",31.55496
"1401","S3P3","C1",-1.35608,"Drought",31.8408
"1402","S3P5","C1",-3.05387,"Drought",33.84648
"1403","S1P2","C2",-12.74853,"Drought",1.35768
"1404","S1P6","C2",175.50368,"Drought",32.76672
"1405","S2P2","C2",193.91871,"Drought",31.17024
"1406","S2P4","C2",308.85746,"Drought",32.12712
"1407","S2P6","C2",42.07021,"Drought",31.76856
"1408","S3P2","C2",222.3032,"Drought",33.85104
"1409","S3P4","C2",364.18609,"Drought",31.5588
"1410","S3P6","C2",61.50438,"Drought",31.84536
"1411","S1P1","C1",6.9982,"Drought",32.7792
"1412","S1P3","C1",8.43597,"Drought",31.74
"1413","S1P5","C1",10.92586,"Drought",1.69464
"1414","S2P1","C1",-7.43051,"Drought",33.14664
"1415","S2P5","C1",2.66782,"Drought",30.82416
"1416","S3P1","C1",2.14683,"Drought",32.41128
"1417","S3P3","C1",0.3319,"Drought",32.8644
"1418","S3P5","C1",-26.32739,"Drought",34.8708
"1419","S1P2","C2",6.08062,"Drought",1.69872
"1420","S1P6","C2",219.05045,"Drought",33.62064
"1421","S2P2","C2",138.57416,"Drought",32.19552
"1422","S2P4","C2",299.60419,"Drought",33.15072
"1423","S3P2","C2",293.64746,"Drought",34.87584
"1424","S3P4","C2",369.5541,"Drought",32.41536
"1425","S3P6","C2",63.4152,"Drought",32.86896
"1426","S1P1","C1",-13.37005,"Drought",33.63576
"1427","S1P3","C1",4.06366,"Drought",32.7624
"1428","S1P5","C1",-15.61308,"Drought",2.20536
"1429","S2P1","C1",5.96591,"Drought",34.00248
"1430","S2P3","C1",2.83458,"Drought",33.642
"1431","S2P5","C1",4.10514,"Drought",31.84968
"1432","S3P1","C1",4.28008,"Drought",33.43608
"1433","S3P3","C1",0.79008,"Drought",33.71928
"1434","S3P5","C1",12.18267,"Drought",35.72712
"1435","S1P2","C2",-19.00394,"Drought",2.2092
"1436","S1P6","C2",194.98862,"Drought",34.64256
"1437","S2P2","C2",111.00801,"Drought",33.39048
"1438","S2P4","C2",312.28998,"Drought",34.00656
"1439","S2P6","C2",67.38505,"Drought",33.64656
"1440","S3P2","C2",276.96956,"Drought",35.73216
"1441","S3P4","C2",288.70323,"Drought",33.43992
"1442","S3P6","C2",67.69381,"Drought",33.7236
"1443","S1P1","C1",-1.59535,"Drought",34.61232
"1444","S1P3","C1",6.17376,"Drought",33.61608
"1445","S1P5","C1",10.08173,"Drought",2.5464
"1446","S2P1","C1",-11.47975,"Drought",35.02656
"1447","S2P3","C1",9.16177,"Drought",34.66656
"1448","S2P5","C1",-0.65864,"Drought",33.0444
"1449","S3P1","C1",0.26038,"Drought",34.29192
"1450","S3P3","C1",-2.04856,"Drought",34.74336
"1451","S3P5","C1",-2.15402,"Drought",36.75192
"1452","S1P2","C2",8.08586,"Drought",2.55024
"1453","S1P6","C2",224.70825,"Drought",35.49672
"1454","S2P2","C2",81.44184,"Drought",34.41672
"1455","S2P4","C2",295.1805,"Drought",35.03088
"1456","S2P6","C2",43.75434,"Drought",34.67136
"1457","S3P2","C2",267.15403,"Drought",36.75672
"1458","S3P4","C2",379.78861,"Drought",34.296
"1459","S3P6","C2",77.28105,"Drought",34.74768
"1460","S1P1","C1",-1.1195,"Drought",35.4684
"1461","S1P3","C1",1.40787,"Drought",34.638
"1462","S1P5","C1",5.16086,"Drought",2.88816
"1463","S2P1","C1",6.42816,"Drought",35.88312
"1464","S2P3","C1",7.01709,"Drought",35.52144
"1465","S2P5","C1",4.38457,"Drought",34.07016
"1466","S3P1","C1",2.96573,"Drought",35.3172
"1467","S3P3","C1",-4.28404,"Drought",35.59824
"1468","S1P2","C2",-7.70135,"Drought",2.89176
"1469","S1P4","C2",121.31678,"Drought",17.18472
"1470","S1P6","C2",227.1053,"Drought",36.51936
"1471","S2P2","C2",91.19785,"Drought",35.61192
"1472","S2P4","C2",267.69188,"Drought",35.8872
"1473","S2P6","C2",46.04099,"Drought",35.52648
"1474","S3P4","C2",362.94567,"Drought",35.32104
"1475","S3P6","C2",97.99103,"Drought",35.6028
"1476","S1P1","C1",1.12547,"Drought",36.4452
"1477","S1P3","C1",3.07813,"Drought",35.4924
"1478","S1P5","C1",1.41992,"Drought",3.22896
"1479","S2P1","C1",-7.85907,"Drought",36.90744
"1480","S2P3","C1",6.01217,"Drought",36.54696
"1481","S2P5","C1",5.27087,"Drought",35.26584
"1482","S3P1","C1",5.24362,"Drought",36.17304
"1483","S3P3","C1",-4.99019,"Drought",36.62256
"1484","S1P2","C2",34.61496,"Drought",3.2328
"1485","S1P4","C2",120.21372,"Drought",18.20784
"1486","S2P2","C2",109.61455,"Drought",36.63816
"1487","S2P6","C2",50.62678,"Drought",36.55176
"1488","S3P4","C2",342.1132,"Drought",36.17688
"1489","S3P6","C2",101.74089,"Drought",36.62688
"1490","S1P3","C1",4.83739,"Drought",36.51528
"1491","S1P5","C1",8.16112,"Drought",3.57
"1492","S2P5","C1",6.57753,"Drought",36.29184
"1493","S1P2","C2",21.43414,"Drought",3.57384
"1494","S1P4","C2",130.05594,"Drought",19.06296
"1495","S1P5","C1",3.7822,"Drought",3.91104
"1496","S1P2","C2",17.59124,"Drought",3.91536
"1497","S1P4","C2",151.23578,"Drought",20.08704
"1498","S1P5","C1",9.49103,"Drought",4.42104
"1499","S1P2","C2",54.08725,"Drought",4.42512
"1500","S1P4","C2",124.34918,"Drought",20.9424
"1501","S1P5","C1",4.86506,"Drought",4.76232
"1502","S1P2","C2",59.11524,"Drought",4.7664
"1503","S1P4","C2",123.23247,"Drought",21.966
"1504","S1P6","C2",222.21292,"Drought",41.13168
"1505","S1P5","C1",-8.34263,"Drought",5.10408
"1506","S2P1","C1",-32.24409,"Drought",41.52216
"1507","S2P3","C1",8.04951,"Drought",41.16192
"1508","S3P3","C1",2.57514,"Drought",41.23296
"1509","S1P2","C2",10.97565,"Drought",5.10768
"1510","S1P4","C2",155.75625,"Drought",22.82184
"1511","S1P6","C2",248.52846,"Drought",42.156
"1512","S2P4","C2",288.85999,"Drought",41.52648
"1513","S2P6","C2",98.42142,"Drought",41.16672
"1514","S3P4","C2",282.1074,"Drought",40.96176
"1515","S3P6","C2",145.19874,"Drought",41.23752
"1516","S1P1","C1",-10.54568,"Drought",41.94576
"1517","S1P3","C1",2.65399,"Drought",41.12712
"1518","S1P5","C1",-0.25293,"Drought",5.44536
"1519","S2P1","C1",-8.08154,"Drought",42.54528
"1520","S2P3","C1",7.3406,"Drought",42.186
"1521","S3P1","C1",5.60979,"Drought",41.81352
"1522","S3P3","C1",-10.27682,"Drought",42.25656
"1523","S1P2","C2",46.26469,"Drought",5.4492
"1524","S1P4","C2",168.34226,"Drought",24.5088
"1525","S1P6","C2",243.3907,"Drought",43.01232
"1526","S2P4","C2",315.40789,"Drought",42.54936
"1527","S2P6","C2",91.47127,"Drought",42.19008
"1528","S3P4","C2",297.04522,"Drought",41.81784
"1529","S3P6","C2",154.395,"Drought",42.26112
"1530","S1P1","C1",2.01021,"Drought",42.80184
"1531","S1P3","C1",9.71303,"Drought",42.15168
"1532","S1P5","C1",-11.83168,"Drought",5.78664
"1533","S2P1","C1",-10.55763,"Drought",43.40064
"1534","S2P3","C1",9.24999,"Drought",43.03992
"1535","S3P1","C1",4.60036,"Drought",42.83832
"1536","S3P3","C1",-5.13054,"Drought",43.11144
"1537","S1P2","C2",163.7586,"Drought",5.79072
"1538","S1P4","C2",156.38834,"Drought",25.53408
"1539","S1P6","C2",239.57213,"Drought",44.03496
"1540","S2P4","C2",282.9324,"Drought",43.40472
"1541","S2P6","C2",68.72991,"Drought",43.044
"1542","S3P4","C2",308.94362,"Drought",42.8424
"1543","S3P6","C2",149.21824,"Drought",43.11576
"1544","S1P1","C1",-1.79496,"Drought",43.77912
"1545","S1P3","C1",3.53902,"Drought",43.00776
"1546","S1P5","C1",8.17725,"Drought",6.12816
"1547","S2P1","C1",-11.73655,"Drought",44.42448
"1548","S2P3","C1",13.21819,"Drought",44.06328
"1549","S3P1","C1",2.91002,"Drought",43.69416
"1550","S3P3","C1",-2.08197,"Drought",44.13576
"1551","S1P2","C2",149.18896,"Drought",6.132
"1552","S1P4","C2",145.59965,"Drought",26.72784
"1553","S1P6","C2",262.52167,"Drought",44.89104
"1554","S2P4","C2",240.19028,"Drought",44.42856
"1555","S2P6","C2",73.25734,"Drought",44.06808
"1556","S3P4","C2",330.10022,"Drought",43.698
"1557","S3P6","C2",136.13936,"Drought",44.14032
