"","Label","Time","Time_Flux"
"2279","S3P5.C1","time",1.88102
"2280","S3P5.C1","Flux",0.00377
"2281","S1P2.C2","time",-0.60971
"2282","S1P2.C2","Flux",-0.00167
"2283","S1P4.C2","time",1.9426
"2284","S1P4.C2","Flux",0.01335
"2285","S2P8.C2","time",1.21897
"2286","S2P8.C2","Flux",-0.00273
"2287","S2P4.C2","time",1.92365
"2288","S2P4.C2","Flux",0.00124
"2289","S3P2.C2","time",1.9169
"2290","S3P2.C2","Flux",0.00995
"2291","S3P6.C2","time",2.11141
"2292","S3P6.C2","Flux",0.00414
"2293","S1P1.C1","time",1.90677
"2294","S1P1.C1","Flux",0.00029
"2295","S1P3.C1","time",1.93772
"2296","S1P3.C1","Flux",-0.00546
"2297","S1P5.C1","time",-0.62409
"2298","S1P5.C1","Flux",0.00982
"2299","S2P1.C1","time",1.84867
"2300","S2P1.C1","Flux",-0.00821
"2301","S2P3.C1","time",1.95451
"2302","S2P3.C1","Flux",0.00111
"2303","S2P7.C1","time",1.23319
"2304","S2P7.C1","Flux",0.00911
"2305","S3P1.C1","time",1.89168
"2306","S3P1.C1","Flux",0.00127
"2307","S3P3.C1","time",2.05422
"2308","S3P3.C1","Flux",0.00204
"2309","S3P5.C1","time",1.91668
"2310","S3P5.C1","Flux",-0.00236
"2311","S1P2.C2","time",-0.5955
"2312","S1P2.C2","Flux",0.00993
"2313","S2P8.C2","time",1.24032
"2314","S2P8.C2","Flux",-0.00776
"2315","S2P4.C2","time",1.96277
"2316","S2P4.C2","Flux",-0.01305
"2317","S3P2.C2","time",1.95606
"2318","S3P2.C2","Flux",-0.01569
"2319","S3P6.C2","time",2.17693
"2320","S3P6.C2","Flux",0.00731
"2321","S1P1.C1","time",1.94243
"2322","S1P1.C1","Flux",0.00163
"2323","S1P3.C1","time",1.97691
"2324","S1P3.C1","Flux",0.01326
"2325","S1P5.C1","time",-0.60988
"2326","S1P5.C1","Flux",0.00312
"2327","S2P1.C1","time",1.88784
"2328","S2P1.C1","Flux",0.00398
"2329","S2P7.C1","time",1.2581
"2330","S2P7.C1","Flux",0.00658
"2331","S3P1.C1","time",1.94081
"2332","S3P1.C1","Flux",0.00545
"2333","S3P3.C1","time",2.09697
"2334","S3P3.C1","Flux",0.0036
"2335","S3P5.C1","time",1.95587
"2336","S3P5.C1","Flux",-0.00254
"2337","S1P2.C2","time",-0.58131
"2338","S1P2.C2","Flux",-0.000651
"2339","S2P8.C2","time",1.26524
"2340","S2P8.C2","Flux",-0.00328
"2341","S3P6.C2","time",2.21968
"2342","S3P6.C2","Flux",-0.00836
"2343","S1P3.C1","time",4.0574
"2344","S1P3.C1","Flux",-0.0071
"2345","S1P5.C1","time",-0.59567
"2346","S1P5.C1","Flux",0.00463
"2347","S2P1.C1","time",1.92347
"2348","S2P1.C1","Flux",0.0238
"2349","S2P7.C1","time",1.27944
"2350","S2P7.C1","Flux",0.02283
"2351","S3P1.C1","time",1.97646
"2352","S3P1.C1","Flux",-0.01632
"2353","S3P3.C1","time",2.16249
"2354","S3P3.C1","Flux",-0.0051
"2355","S1P2.C2","time",-0.56709
"2356","S1P2.C2","Flux",0.01344
"2357","S2P8.C2","time",1.28657
"2358","S2P8.C2","Flux",-0.00502
"2359","S3P6.C2","time",2.26593
"2360","S3P6.C2","Flux",-0.000986
"2361","S1P3.C1","time",4.07171
"2362","S1P3.C1","Flux",0.00776
"2363","S1P5.C1","time",-0.58146
"2364","S1P5.C1","Flux",0.00784
"2365","S2P1.C1","time",1.96259
"2366","S2P1.C1","Flux",-0.000457
"2367","S2P7.C1","time",1.30082
"2368","S2P7.C1","Flux",0.000144
"2369","S3P3.C1","time",2.20523
"2370","S3P3.C1","Flux",0.000213
"2371","S1P2.C2","time",-0.55289
"2372","S1P2.C2","Flux",-0.00931
"2373","S2P8.C2","time",1.30795
"2374","S2P8.C2","Flux",0.01808
"2375","S3P6.C2","time",2.30863
"2376","S3P6.C2","Flux",-0.00553
"2377","S1P3.C1","time",4.08598
"2378","S1P3.C1","Flux",-0.01204
"2379","S1P5.C1","time",-0.56726
"2380","S1P5.C1","Flux",0.0108
"2381","S2P1.C1","time",9.36006
"2382","S2P1.C1","Flux",0.000513
"2383","S2P7.C1","time",1.32218
"2384","S2P7.C1","Flux",-0.00496
"2385","S3P3.C1","time",2.2515
"2386","S3P3.C1","Flux",-0.00903
"2387","S1P2.C2","time",-0.53514
"2388","S1P2.C2","Flux",-0.00219
"2389","S2P8.C2","time",1.32928
"2390","S2P8.C2","Flux",-0.00834
"2391","S3P6.C2","time",2.35485
"2392","S3P6.C2","Flux",-0.00677
"2393","S1P3.C1","time",4.10027
"2394","S1P3.C1","Flux",-0.00619
"2395","S1P5.C1","time",-0.55306
"2396","S1P5.C1","Flux",0.0104
"2397","S2P1.C1","time",9.45264
"2398","S2P1.C1","Flux",0.01187
"2399","S2P7.C1","time",1.34705
"2400","S2P7.C1","Flux",0.00637
"2401","S3P3.C1","time",2.29421
"2402","S3P3.C1","Flux",0.00276
"2403","S1P2.C2","time",-0.52093
"2404","S1P2.C2","Flux",0.00306
"2405","S2P8.C2","time",1.35416
"2406","S2P8.C2","Flux",-0.00182
"2407","S3P6.C2","time",2.39752
"2408","S3P6.C2","Flux",0.00122
"2409","S1P3.C1","time",4.11455
"2410","S1P3.C1","Flux",-0.000498
"2411","S1P5.C1","time",-0.53531
"2412","S1P5.C1","Flux",-0.01513
"2413","S2P1.C1","time",9.54519
"2414","S2P1.C1","Flux",-0.0102
"2415","S2P7.C1","time",1.36839
"2416","S2P7.C1","Flux",0.00481
"2417","S3P3.C1","time",2.34043
"2418","S3P3.C1","Flux",0.00804
"2419","S1P2.C2","time",-0.50672
"2420","S1P2.C2","Flux",0.000268
"2421","S2P8.C2","time",1.3755
"2422","S2P8.C2","Flux",-0.00875
"2423","S3P6.C2","time",2.4438
"2424","S3P6.C2","Flux",0.00686
"2425","S1P3.C1","time",4.12883
"2426","S1P3.C1","Flux",-0.000512
"2427","S1P5.C1","time",-0.52109
"2428","S1P5.C1","Flux",0.00703
"2429","S2P1.C1","time",9.63778
"2430","S2P1.C1","Flux",0.00132
"2431","S2P7.C1","time",1.38975
"2432","S2P7.C1","Flux",0.01485
"2433","S3P3.C1","time",2.38311
"2434","S3P3.C1","Flux",0.00505
"2435","S1P2.C2","time",-0.49245
"2436","S1P2.C2","Flux",0.00135
"2437","S2P8.C2","time",1.39685
"2438","S2P8.C2","Flux",-0.00289
"2439","S3P6.C2","time",2.48657
"2440","S3P6.C2","Flux",0.000447
"2441","S1P3.C1","time",4.14313
"2442","S1P3.C1","Flux",0.00867
"2443","S1P5.C1","time",-0.50689
"2444","S1P5.C1","Flux",0.01526
"2445","S2P1.C1","time",9.73039
"2446","S2P1.C1","Flux",0.01171
"2447","S2P7.C1","time",1.41106
"2448","S2P7.C1","Flux",-0.00632
"2449","S3P3.C1","time",2.42932
"2450","S3P3.C1","Flux",-0.01132
"2451","S1P2.C2","time",-0.47819
"2452","S1P2.C2","Flux",0.00339
"2453","S2P8.C2","time",1.41817
"2454","S2P8.C2","Flux",0.00153
"2455","S3P6.C2","time",2.53287
"2456","S3P6.C2","Flux",-0.0055
"2457","S1P3.C1","time",4.15745
"2458","S1P3.C1","Flux",0.00683
"2459","S1P5.C1","time",-0.49266
"2460","S1P5.C1","Flux",0.00152
"2461","S2P1.C1","time",9.82293
"2462","S2P1.C1","Flux",0.000776
"2463","S2P7.C1","time",1.43595
"2464","S2P7.C1","Flux",0.00366
"2465","S3P3.C1","time",2.47209
"2466","S3P3.C1","Flux",-0.0078
"2467","S1P2.C2","time",-0.46398
"2468","S1P2.C2","Flux",-0.00491
"2469","S2P8.C2","time",1.44306
"2470","S2P8.C2","Flux",-0.02459
"2471","S3P6.C2","time",2.5756
"2472","S3P6.C2","Flux",-0.000556
"2473","S1P3.C1","time",4.17178
"2474","S1P3.C1","Flux",0.00541
"2475","S1P5.C1","time",-0.47837
"2476","S1P5.C1","Flux",-0.0089
"2477","S2P1.C1","time",9.9155
"2478","S2P1.C1","Flux",-0.00875
"2479","S2P7.C1","time",1.45728
"2480","S2P7.C1","Flux",0.00261
"2481","S3P3.C1","time",2.51843
"2482","S3P3.C1","Flux",-0.00455
"2483","S1P2.C2","time",-0.44625
"2484","S1P2.C2","Flux",-0.000931
"2485","S2P8.C2","time",1.46441
"2486","S2P8.C2","Flux",0.00485
"2487","S3P6.C2","time",2.62189
"2488","S3P6.C2","Flux",-0.000334
"2489","S1P5.C1","time",-0.46416
"2490","S1P5.C1","Flux",-0.00298
"2491","S2P1.C1","time",10.05635
"2492","S2P1.C1","Flux",-0.0123
"2493","S2P7.C1","time",1.4787
"2494","S2P7.C1","Flux",-0.00328
"2495","S3P3.C1","time",2.56116
"2496","S3P3.C1","Flux",-0.00224
"2497","S1P2.C2","time",-0.43201
"2498","S1P2.C2","Flux",0.00924
"2499","S2P8.C2","time",1.48583
"2500","S2P8.C2","Flux",0.00491
"2501","S3P6.C2","time",2.66463
"2502","S3P6.C2","Flux",0.00468
"2503","S1P5.C1","time",-0.44641
"2504","S1P5.C1","Flux",-0.01111
"2505","S2P1.C1","time",10.15161
"2506","S2P1.C1","Flux",0.00835
"2507","S2P7.C1","time",1.50006
"2508","S2P7.C1","Flux",0.00747
"2509","S3P3.C1","time",2.60743
"2510","S3P3.C1","Flux",0.00268
"2511","S1P2.C2","time",-0.41777
"2512","S1P2.C2","Flux",-0.00557
"2513","S2P8.C2","time",1.50719
"2514","S2P8.C2","Flux",0.00113
"2515","S3P6.C2","time",2.71088
"2516","S3P6.C2","Flux",0.00357
"2517","S1P5.C1","time",-0.43221
"2518","S1P5.C1","Flux",-0.00716
"2519","S2P1.C1","time",10.24424
"2520","S2P1.C1","Flux",0.00998
"2521","S2P7.C1","time",1.525
"2522","S2P7.C1","Flux",0.000972
"2523","S3P3.C1","time",2.65017
"2524","S3P3.C1","Flux",0.00638
"2525","S1P2.C2","time",-0.40352
"2526","S1P2.C2","Flux",-0.00648
"2527","S2P8.C2","time",1.53213
"2528","S2P8.C2","Flux",0.003
"2529","S3P6.C2","time",2.75362
"2530","S3P6.C2","Flux",0.011
"2531","S1P5.C1","time",-0.41797
"2532","S1P5.C1","Flux",0.014
"2533","S2P1.C1","time",10.33694
"2534","S2P1.C1","Flux",0.01378
"2535","S2P7.C1","time",1.54639
"2536","S2P7.C1","Flux",-0.00502
"2537","S3P3.C1","time",2.69646
"2538","S3P3.C1","Flux",-0.00394
"2539","S1P2.C2","time",-0.38924
"2540","S1P2.C2","Flux",-0.00202
"2541","S2P8.C2","time",1.55352
"2542","S2P8.C2","Flux",0.00741
"2543","S3P6.C2","time",2.79988
"2544","S3P6.C2","Flux",0.00842
"2545","S1P5.C1","time",-0.4037
"2546","S1P5.C1","Flux",-0.00189
"2547","S2P1.C1","time",10.42949
"2548","S2P1.C1","Flux",0.02034
"2549","S2P7.C1","time",1.56777
"2550","S2P7.C1","Flux",0.00544
"2551","S3P3.C1","time",2.73918
"2552","S3P3.C1","Flux",-0.00857
"2553","S1P2.C2","time",-0.37498
"2554","S1P2.C2","Flux",0.01533
"2555","S2P8.C2","time",1.5749
"2556","S2P8.C2","Flux",-0.01824
"2557","S3P6.C2","time",2.84262
"2558","S3P6.C2","Flux",-0.00967
"2559","S1P5.C1","time",-0.38943
"2560","S1P5.C1","Flux",0.00936
"2561","S2P1.C1","time",10.52207
"2562","S2P1.C1","Flux",-0.00425
"2563","S2P7.C1","time",1.58912
"2564","S2P7.C1","Flux",-0.00232
"2565","S3P3.C1","time",2.78544
"2566","S3P3.C1","Flux",0.00795
"2567","S1P2.C2","time",-0.35715
"2568","S1P2.C2","Flux",0.0202
"2569","S2P8.C2","time",1.59625
"2570","S2P8.C2","Flux",-0.00634
"2571","S3P6.C2","time",2.88892
"2572","S3P6.C2","Flux",0.01483
"2573","S1P5.C1","time",-0.37517
"2574","S1P5.C1","Flux",-0.0246
"2575","S2P1.C1","time",10.61469
"2576","S2P1.C1","Flux",0.00372
"2577","S2P7.C1","time",1.61403
"2578","S2P7.C1","Flux",-0.00187
"2579","S3P3.C1","time",2.82817
"2580","S3P3.C1","Flux",-0.00242
"2581","S1P2.C2","time",-0.34292
"2582","S1P2.C2","Flux",-0.00362
"2583","S2P8.C2","time",1.62116
"2584","S2P8.C2","Flux",-0.0015
"2585","S3P6.C2","time",2.93168
"2586","S3P6.C2","Flux",0.00309
"2587","S1P5.C1","time",-0.35735
"2588","S1P5.C1","Flux",0.00543
"2589","S2P1.C1","time",10.70714
"2590","S2P1.C1","Flux",-0.00148
"2591","S2P7.C1","time",1.63539
"2592","S2P7.C1","Flux",0.00374
"2593","S3P3.C1","time",2.87447
"2594","S3P3.C1","Flux",-0.01384
"2595","S1P2.C2","time",-0.32868
"2596","S1P2.C2","Flux",-0.00697
"2597","S2P8.C2","time",1.64252
"2598","S2P8.C2","Flux",0.00919
"2599","S3P6.C2","time",2.97787
"2600","S3P6.C2","Flux",-0.00341
"2601","S1P5.C1","time",-0.3431
"2602","S1P5.C1","Flux",-0.00315
"2603","S2P1.C1","time",10.79971
"2604","S2P1.C1","Flux",0.00208
"2605","S2P7.C1","time",1.65678
"2606","S2P7.C1","Flux",0.00311
"2607","S3P3.C1","time",2.91723
"2608","S3P3.C1","Flux",-0.01805
"2609","S1P2.C2","time",-0.3144
"2610","S1P2.C2","Flux",-0.00858
"2611","S2P8.C2","time",1.66391
"2612","S2P8.C2","Flux",-0.00941
"2613","S1P5.C1","time",-0.32887
"2614","S1P5.C1","Flux",-0.00699
"2615","S2P1.C1","time",10.89231
"2616","S2P1.C1","Flux",-0.0025
"2617","S2P7.C1","time",1.67813
"2618","S2P7.C1","Flux",-0.00301
"2619","S3P3.C1","time",2.96352
"2620","S3P3.C1","Flux",0.000486
"2621","S1P2.C2","time",-0.30012
"2622","S1P2.C2","Flux",0.00385
"2623","S2P8.C2","time",1.68525
"2624","S2P8.C2","Flux",-0.000266
"2625","S1P5.C1","time",-0.31459
"2626","S1P5.C1","Flux",-0.00984
"2627","S2P1.C1","time",10.98493
"2628","S2P1.C1","Flux",0.00696
"2629","S2P7.C1","time",1.70308
"2630","S2P7.C1","Flux",0.00733
"2631","S1P2.C2","time",-0.28588
"2632","S1P2.C2","Flux",-0.000385
"2633","S2P8.C2","time",1.71021
"2634","S2P8.C2","Flux",-0.00824
"2635","S1P5.C1","time",-0.30031
"2636","S1P5.C1","Flux",0.00417
"2637","S2P1.C1","time",11.07749
"2638","S2P1.C1","Flux",0.00329
"2639","S2P7.C1","time",1.7244
"2640","S2P7.C1","Flux",0.01001
"2641","S1P2.C2","time",-0.2681
"2642","S1P2.C2","Flux",0.00416
"2643","S2P8.C2","time",1.73153
"2644","S2P8.C2","Flux",0.00648
"2645","S1P5.C1","time",-0.28608
"2646","S1P5.C1","Flux",0.00804
"2647","S2P1.C1","time",11.17012
"2648","S2P1.C1","Flux",-0.01522
"2649","S2P7.C1","time",1.74578
"2650","S2P7.C1","Flux",-0.01102
"2651","S1P2.C2","time",-0.25382
"2652","S1P2.C2","Flux",-0.00963
"2653","S2P8.C2","time",1.75291
"2654","S2P8.C2","Flux",-0.00824
"2655","S1P5.C1","time",-0.26829
"2656","S1P5.C1","Flux",0.00949
"2657","S2P1.C1","time",11.26273
"2658","S2P1.C1","Flux",-0.00782
"2659","S2P7.C1","time",1.76714
"2660","S2P7.C1","Flux",-0.00305
"2661","S1P2.C2","time",-0.23958
"2662","S1P2.C2","Flux",-0.0109
"2663","S2P8.C2","time",1.77427
"2664","S2P8.C2","Flux",-0.0037
"2665","S1P5.C1","time",-0.25402
"2666","S1P5.C1","Flux",-0.00744
"2667","S2P1.C1","time",11.37456
"2668","S2P1.C1","Flux",0.01686
"2669","S2P7.C1","time",1.79205
"2670","S2P7.C1","Flux",-0.00236
"2671","S1P2.C2","time",-0.22535
"2672","S1P2.C2","Flux",0.00144
"2673","S2P8.C2","time",1.79918
"2674","S2P8.C2","Flux",0.000691
"2675","S1P5.C1","time",-0.23978
"2676","S1P5.C1","Flux",0.00598
"2677","S2P1.C1","time",11.46711
"2678","S2P1.C1","Flux",0.0023
"2679","S2P7.C1","time",1.8134
"2680","S2P7.C1","Flux",-0.000591
"2681","S1P2.C2","time",-0.21111
"2682","S1P2.C2","Flux",0.0106
"2683","S2P8.C2","time",1.82053
"2684","S2P8.C2","Flux",-0.00843
"2685","S1P5.C1","time",-0.22554
"2686","S1P5.C1","Flux",0.00427
"2687","S2P1.C1","time",11.55962
"2688","S2P1.C1","Flux",0.00886
"2689","S2P7.C1","time",1.83478
"2690","S2P7.C1","Flux",-0.00381
"2691","S1P2.C2","time",-0.19688
"2692","S1P2.C2","Flux",0.01736
"2693","S2P8.C2","time",1.84191
"2694","S2P8.C2","Flux",0.01233
"2695","S1P5.C1","time",-0.21131
"2696","S1P5.C1","Flux",-0.00527
"2697","S2P1.C1","time",11.65223
"2698","S2P1.C1","Flux",0.00906
"2699","S2P7.C1","time",1.85613
"2700","S2P7.C1","Flux",-0.000648
"2701","S1P2.C2","time",-0.17911
"2702","S1P2.C2","Flux",0.01058
"2703","S2P8.C2","time",1.86326
"2704","S2P8.C2","Flux",-0.01451
"2705","S1P5.C1","time",-0.19707
"2706","S1P5.C1","Flux",-0.00792
"2707","S2P1.C1","time",11.7448
"2708","S2P1.C1","Flux",-0.00672
"2709","S2P7.C1","time",1.88108
"2710","S2P7.C1","Flux",0.0109
"2711","S1P2.C2","time",-0.16487
"2712","S1P2.C2","Flux",0.000357
"2713","S2P8.C2","time",1.88821
"2714","S2P8.C2","Flux",-0.0168
"2715","S1P5.C1","time",-0.17931
"2716","S1P5.C1","Flux",0.00441
"2717","S2P1.C1","time",11.8373
"2718","S2P1.C1","Flux",0.01537
"2719","S2P7.C1","time",1.90244
"2720","S2P7.C1","Flux",-0.000452
"2721","S1P2.C2","time",-0.15064
"2722","S1P2.C2","Flux",-0.01188
"2723","S2P8.C2","time",1.90957
"2724","S2P8.C2","Flux",0.0186
"2725","S1P5.C1","time",-0.16507
"2726","S1P5.C1","Flux",-0.0133
"2727","S2P1.C1","time",11.92984
"2728","S2P1.C1","Flux",-0.00908
"2729","S2P7.C1","time",1.92383
"2730","S2P7.C1","Flux",0.0036
"2731","S1P2.C2","time",-0.1364
"2732","S1P2.C2","Flux",0.00132
"2733","S2P8.C2","time",1.93097
"2734","S2P8.C2","Flux",0.000552
"2735","S1P5.C1","time",-0.15083
"2736","S1P5.C1","Flux",0.0198
"2737","S2P1.C1","time",12.02241
"2738","S2P1.C1","Flux",0.0094
"2739","S2P7.C1","time",1.9452
"2740","S2P7.C1","Flux",-0.0064
"2741","S1P2.C2","time",-0.12216
"2742","S1P2.C2","Flux",0.01023
"2743","S2P8.C2","time",1.95233
"2744","S2P8.C2","Flux",0.01652
"2745","S1P5.C1","time",-0.1366
"2746","S1P5.C1","Flux",-0.00373
"2747","S2P1.C1","time",12.11506
"2748","S2P1.C1","Flux",0.01204
"2749","S2P7.C1","time",1.97013
"2750","S2P7.C1","Flux",-0.00318
"2751","S1P2.C2","time",-0.10792
"2752","S1P2.C2","Flux",-0.00476
"2753","S2P8.C2","time",1.97726
"2754","S2P8.C2","Flux",-0.00165
"2755","S1P5.C1","time",-0.12236
"2756","S1P5.C1","Flux",0.00291
"2757","S2P1.C1","time",12.20766
"2758","S2P1.C1","Flux",0.0162
"2759","S2P7.C1","time",1.99148
"2760","S2P7.C1","Flux",0.00112
"2761","S1P2.C2","time",-0.09015
"2762","S1P2.C2","Flux",0.00984
"2763","S2P8.C2","time",1.99862
"2764","S2P8.C2","Flux",0.00134
"2765","S1P5.C1","time",-0.10811
"2766","S1P5.C1","Flux",0.00664
"2767","S2P1.C1","time",12.30024
"2768","S2P1.C1","Flux",0.00791
"2769","S2P7.C1","time",2.01278
"2770","S2P7.C1","Flux",0.01119
"2771","S1P2.C2","time",-0.07589
"2772","S1P2.C2","Flux",0.00842
"2773","S1P5.C1","time",-0.09035
"2774","S1P5.C1","Flux",0.00348
"2775","S2P1.C1","time",12.99633
"2776","S2P1.C1","Flux",0.00442
"2777","S1P2.C2","time",-0.06161
"2778","S1P2.C2","Flux",-0.01429
"2779","S1P5.C1","time",-0.07609
"2780","S1P5.C1","Flux",0.00757
"2781","S2P1.C1","time",13.08892
"2782","S2P1.C1","Flux",-0.00981
"2783","S1P2.C2","time",-0.04735
"2784","S1P2.C2","Flux",0.00928
"2785","S1P5.C1","time",-0.06181
"2786","S1P5.C1","Flux",0.01398
"2787","S2P1.C1","time",13.18146
"2788","S2P1.C1","Flux",0.01465
"2789","S1P2.C2","time",-0.03307
"2790","S1P2.C2","Flux",0.00235
"2791","S1P5.C1","time",-0.04753
"2792","S1P5.C1","Flux",0.00134
"2793","S2P1.C1","time",13.274
"2794","S2P1.C1","Flux",0.00906
"2795","S1P2.C2","time",-0.01878
"2796","S1P2.C2","Flux",0.00429
"2797","S1P5.C1","time",-0.03326
"2798","S1P5.C1","Flux",-0.00233
"2799","S2P1.C1","time",13.3665
"2800","S2P1.C1","Flux",0.00756
"2801","S1P2.C2","time",-0.000972
"2802","S1P2.C2","Flux",-0.00405
"2803","S1P5.C1","time",-0.01898
"2804","S1P5.C1","Flux",0.00719
"2805","S2P1.C1","time",13.45898
"2806","S2P1.C1","Flux",-0.0082
"2807","S1P2.C2","time",0.01329
"2808","S1P2.C2","Flux",0.00496
"2809","S1P5.C1","time",-0.00117
"2810","S1P5.C1","Flux",0.00361
"2811","S2P1.C1","time",13.55154
"2812","S2P1.C1","Flux",0.0013
"2813","S1P2.C2","time",0.02757
"2814","S1P2.C2","Flux",0.00301
"2815","S1P5.C1","time",0.01309
"2816","S1P5.C1","Flux",-0.000151
"2817","S2P1.C1","time",13.64404
"2818","S2P1.C1","Flux",0.00172
"2819","S1P2.C2","time",0.04183
"2820","S1P2.C2","Flux",0.00883
"2821","S1P5.C1","time",0.02737
"2822","S1P5.C1","Flux",0.00535
"2823","S2P1.C1","time",13.73664
"2824","S2P1.C1","Flux",-0.00224
"2825","S1P2.C2","time",0.05609
"2826","S1P2.C2","Flux",0.00553
"2827","S1P5.C1","time",0.04164
"2828","S1P5.C1","Flux",4.06e-06
"2829","S2P1.C1","time",13.82926
"2830","S2P1.C1","Flux",0.01106
"2831","S1P2.C2","time",0.07037
"2832","S1P2.C2","Flux",-0.00228
"2833","S1P5.C1","time",0.0559
"2834","S1P5.C1","Flux",-0.00726
"2835","S2P1.C1","time",13.92183
"2836","S2P1.C1","Flux",0.00512
"2837","S1P2.C2","time",0.08818
"2838","S1P2.C2","Flux",0.00528
"2839","S1P5.C1","time",0.07017
"2840","S1P5.C1","Flux",0.00831
"2841","S2P1.C1","time",14.01441
"2842","S2P1.C1","Flux",-0.0014
"2843","S1P2.C2","time",0.10241
"2844","S1P2.C2","Flux",0.00226
"2845","S1P5.C1","time",0.08799
"2846","S1P5.C1","Flux",-0.00267
"2847","S2P1.C1","time",14.10698
"2848","S2P1.C1","Flux",-0.01298
"2849","S1P2.C2","time",0.11668
"2850","S1P2.C2","Flux",-0.01545
"2851","S1P5.C1","time",0.10222
"2852","S1P5.C1","Flux",-0.00617
"2853","S2P1.C1","time",14.19951
"2854","S2P1.C1","Flux",-0.00316
"2855","S1P2.C2","time",0.13095
"2856","S1P2.C2","Flux",-0.000995
"2857","S1P5.C1","time",0.11649
"2858","S1P5.C1","Flux",-0.00225
"2859","S2P1.C1","time",14.29204
"2860","S2P1.C1","Flux",0.00169
"2861","S1P2.C2","time",0.14522
"2862","S1P2.C2","Flux",-0.00317
"2863","S1P5.C1","time",0.13076
"2864","S1P5.C1","Flux",-0.00768
"2865","S2P1.C1","time",14.38451
"2866","S2P1.C1","Flux",0.00118
"2867","S1P2.C2","time",0.15949
"2868","S1P2.C2","Flux",0.00861
"2869","S1P5.C1","time",0.14503
"2870","S1P5.C1","Flux",-0.00906
"2871","S2P1.C1","time",14.47713
"2872","S2P1.C1","Flux",0.01161
"2873","S1P2.C2","time",0.17731
"2874","S1P2.C2","Flux",0.000121
"2875","S1P5.C1","time",0.15931
"2876","S1P5.C1","Flux",0.01148
"2877","S2P1.C1","time",14.56968
"2878","S2P1.C1","Flux",0.00764
"2879","S1P2.C2","time",0.1916
"2880","S1P2.C2","Flux",0.00012
"2881","S1P5.C1","time",0.17713
"2882","S1P5.C1","Flux",0.00959
"2883","S2P1.C1","time",14.66223
"2884","S2P1.C1","Flux",5.13e-05
"2885","S1P2.C2","time",0.20587
"2886","S1P2.C2","Flux",0.00939
"2887","S1P5.C1","time",0.1914
"2888","S1P5.C1","Flux",0.00107
"2889","S2P1.C1","time",14.75469
"2890","S2P1.C1","Flux",0.00612
"2891","S1P2.C2","time",0.22014
"2892","S1P2.C2","Flux",0.000396
"2893","S1P5.C1","time",0.20568
"2894","S1P5.C1","Flux",-0.00866
"2895","S2P1.C1","time",14.84712
"2896","S2P1.C1","Flux",-0.00104
"2897","S1P2.C2","time",0.23441
"2898","S1P2.C2","Flux",-0.00545
"2899","S1P5.C1","time",0.21995
"2900","S1P5.C1","Flux",0.01576
"2901","S2P1.C1","time",14.93965
"2902","S2P1.C1","Flux",0.00797
"2903","S1P2.C2","time",0.24868
"2904","S1P2.C2","Flux",0.0172
"2905","S1P5.C1","time",0.23422
"2906","S1P5.C1","Flux",0.00153
"2907","S2P1.C1","time",15.0322
"2908","S2P1.C1","Flux",0.00471
"2909","S1P2.C2","time",0.26648
"2910","S1P2.C2","Flux",-0.00309
"2911","S1P5.C1","time",0.2485
"2912","S1P5.C1","Flux",0.00191
"2913","S2P1.C1","time",15.12479
"2914","S2P1.C1","Flux",0.00564
"2915","S1P2.C2","time",0.28075
"2916","S1P2.C2","Flux",0.019
"2917","S1P5.C1","time",0.2663
"2918","S1P5.C1","Flux",-0.01234
"2919","S2P1.C1","time",15.21609
"2920","S2P1.C1","Flux",0.000881
"2921","S1P2.C2","time",0.29502
"2922","S1P2.C2","Flux",0.00825
"2923","S1P5.C1","time",0.28057
"2924","S1P5.C1","Flux",0.00752
"2925","S2P1.C1","time",15.30869
"2926","S2P1.C1","Flux",0.00154
"2927","S1P2.C2","time",0.30929
"2928","S1P2.C2","Flux",-0.000791
"2929","S1P5.C1","time",0.29484
"2930","S1P5.C1","Flux",-0.00172
"2931","S2P1.C1","time",15.40131
"2932","S2P1.C1","Flux",-0.01012
"2933","S1P2.C2","time",0.33177
"2934","S1P2.C2","Flux",0.000321
"2935","S1P5.C1","time",0.30911
"2936","S1P5.C1","Flux",-0.00249
"2937","S2P1.C1","time",15.49392
"2938","S2P1.C1","Flux",0.000299
"2939","S1P2.C2","time",0.34604
"2940","S1P2.C2","Flux",0.0055
"2941","S1P5.C1","time",0.3316
"2942","S1P5.C1","Flux",0.0021
"2943","S2P1.C1","time",15.58652
"2944","S2P1.C1","Flux",-0.00495
"2945","S1P2.C2","time",0.36731
"2946","S1P2.C2","Flux",-0.00134
"2947","S1P5.C1","time",0.34586
"2948","S1P5.C1","Flux",-0.000409
"2949","S2P1.C1","time",15.67896
"2950","S2P1.C1","Flux",-0.00179
"2951","S1P2.C2","time",0.38157
"2952","S1P2.C2","Flux",0.00601
"2953","S1P5.C1","time",0.36713
"2954","S1P5.C1","Flux",-0.00563
"2955","S2P1.C1","time",15.7716
"2956","S2P1.C1","Flux",-0.00121
"2957","S1P2.C2","time",0.40652
"2958","S1P2.C2","Flux",0.00327
"2959","S1P5.C1","time",0.38139
"2960","S1P5.C1","Flux",-0.015
"2961","S2P1.C1","time",15.86421
"2962","S1P2.C2","time",0.42076
"2963","S1P2.C2","Flux",-0.00362
"2964","S1P5.C1","time",0.40633
"2965","S1P5.C1","Flux",0.00347
