"","Label","Pyr","Flux","Time","Condition"
"1394","S2P1","C1",-2.34745,14.66223,"Pre-Drought"
"1395","S1P2","C2",-2.60718,0.20587,"Pre-Drought"
"1396","S1P5","C1",2.96094,0.1914,"Pre-Drought"
"1397","S2P1","C1",-5.16993,14.75469,"Pre-Drought"
"1398","S1P2","C2",-7.31031,0.22014,"Pre-Drought"
"1399","S1P5","C1",16.60906,0.20568,"Pre-Drought"
"1400","S2P1","C1",-5.11533,14.84712,"Pre-Drought"
"1401","S1P2","C2",3.08751,0.23441,"Pre-Drought"
"1402","S1P5","C1",2.05554,0.21995,"Pre-Drought"
"1403","S2P1","C1",-8.35227,14.93965,"Pre-Drought"
"1404","S1P2","C2",2.90552,0.24868,"Pre-Drought"
"1405","S1P5","C1",-18.20399,0.23422,"Pre-Drought"
"1406","S2P1","C1",-5.78395,15.0322,"Pre-Drought"
"1407","S1P2","C2",4.56759,0.26648,"Pre-Drought"
"1408","S1P5","C1",-24.58445,0.2485,"Pre-Drought"
"1409","S2P1","C1",-29.56446,15.12479,"Pre-Drought"
"1410","S1P2","C2",-0.24481,0.28075,"Pre-Drought"
"1411","S1P5","C1",-8.02792,0.2663,"Pre-Drought"
"1412","S2P1","C1",-1.49625,15.21609,"Pre-Drought"
"1413","S1P2","C2",21.85036,0.29502,"Pre-Drought"
"1414","S1P5","C1",16.50818,0.28057,"Pre-Drought"
"1415","S2P1","C1",0.77092,15.30869,"Pre-Drought"
"1416","S1P2","C2",-0.7503,0.30929,"Pre-Drought"
"1417","S1P5","C1",-3.23081,0.29484,"Pre-Drought"
"1418","S2P1","C1",-20.27281,15.40131,"Pre-Drought"
"1419","S1P2","C2",-3.28863,0.33177,"Pre-Drought"
"1420","S1P5","C1",8.27593,0.30911,"Pre-Drought"
"1421","S2P1","C1",28.13932,15.49392,"Pre-Drought"
"1422","S1P2","C2",-15.42964,0.34604,"Pre-Drought"
"1423","S1P5","C1",-13.18456,0.3316,"Pre-Drought"
"1424","S2P1","C1",-0.32636,15.58652,"Pre-Drought"
"1425","S1P2","C2",-8.79278,0.36731,"Pre-Drought"
"1426","S1P5","C1",-12.24317,0.34586,"Pre-Drought"
"1427","S2P1","C1",-6.57323,15.67896,"Pre-Drought"
"1428","S1P2","C2",-4.97811,0.38157,"Pre-Drought"
"1429","S1P5","C1",-3.75501,0.36713,"Pre-Drought"
"1430","S2P1","C1",15.429,15.7716,"Pre-Drought"
"1431","S1P2","C2",-3.57404,0.40652,"Pre-Drought"
"1432","S1P5","C1",-0.87889,0.38139,"Pre-Drought"
"1433","S1P2","C2",8.94108,0.42076,"Pre-Drought"
