"","Label","Pyr","Flux","Time","Condition"
"62","S3P3","C1",-0.01523,-0.27639,"Pre-Drought"
"63","S3P5","C1",0.00452,-0.26672,"Pre-Drought"
"64","S1P2","C2",-0.0171,-1.51431,"Pre-Drought"
"65","S1P4","C2",0.0023,-0.22564,"Pre-Drought"
"66","S1P6","C2",-0.0057,-0.18968,"Pre-Drought"
"67","S2P8","C2",-0.00677,-0.19753,"Pre-Drought"
"68","S2P4","C2",0.0015,-0.24313,"Pre-Drought"
"69","S2P6","C2",0.00334,-0.21178,"Pre-Drought"
"70","S3P2","C2",-0.0051,-0.23808,"Pre-Drought"
"71","S3P4","C2",0.00131,-0.21884,"Pre-Drought"
"72","S3P6","C2",0.00257,-0.24769,"Pre-Drought"
"73","S1P1","C1",0.00412,-0.17954,"Pre-Drought"
"74","S1P3","C1",-0.00977,-0.1298,"Pre-Drought"
"75","S1P5","C1",-0.01256,-1.49675,"Pre-Drought"
"76","S2P1","C1",-0.00295,-0.19699,"Pre-Drought"
"77","S2P3","C1",-0.01716,-0.15382,"Pre-Drought"
"78","S2P7","C1",-0.00749,-0.15837,"Pre-Drought"
"79","S3P1","C1",0.0127,-0.24753,"Pre-Drought"
"80","S3P3","C1",-0.00777,-0.20163,"Pre-Drought"
"81","S3P5","C1",0.01732,-0.19205,"Pre-Drought"
"82","S1P2","C2",-0.000326,-1.49659,"Pre-Drought"
"83","S1P4","C2",0.00487,-0.15082,"Pre-Drought"
"84","S1P6","C2",-0.0047,-0.10104,"Pre-Drought"
"85","S2P8","C2",0.00255,-0.12279,"Pre-Drought"
"86","S2P4","C2",0.0069,-0.16826,"Pre-Drought"
"87","S2P6","C2",0.01164,-0.1369,"Pre-Drought"
"88","S3P2","C2",-0.00661,-0.16334,"Pre-Drought"
"89","S3P4","C2",0.00662,-0.14403,"Pre-Drought"
"90","S3P6","C2",0.00186,-0.17293,"Pre-Drought"
"91","S1P1","C1",0.01187,-0.10471,"Pre-Drought"
"92","S1P3","C1",0.00132,-0.04495,"Pre-Drought"
"93","S1P5","C1",-0.01202,-1.48253,"Pre-Drought"
"94","S2P1","C1",0.00985,-0.12216,"Pre-Drought"
"95","S2P3","C1",-0.01397,-0.07897,"Pre-Drought"
"96","S2P7","C1",0.00227,-0.08367,"Pre-Drought"
"97","S3P1","C1",-0.00732,-0.1727,"Pre-Drought"
"98","S3P3","C1",-0.01763,-0.12685,"Pre-Drought"
"99","S3P5","C1",-0.00212,-0.11728,"Pre-Drought"
"100","S1P2","C2",-0.00864,-1.48236,"Pre-Drought"
"101","S1P4","C2",-0.000735,-0.07598,"Pre-Drought"
"102","S1P6","C2",0.01102,-0.00735,"Pre-Drought"
"103","S2P8","C2",-0.00376,-0.04801,"Pre-Drought"
"104","S2P4","C2",0.01416,-0.09343,"Pre-Drought"
"105","S2P6","C2",-0.02382,-0.06207,"Pre-Drought"
"106","S3P2","C2",0.00125,-0.08854,"Pre-Drought"
"107","S3P4","C2",-0.0077,-0.06925,"Pre-Drought"
"108","S3P6","C2",0.0028,-0.09814,"Pre-Drought"
"109","S1P1","C1",-0.00404,-0.02986,"Pre-Drought"
"110","S1P3","C1",0.00198,-0.00755,"Pre-Drought"
"111","S1P5","C1",-0.00177,-1.46832,"Pre-Drought"
"112","S2P1","C1",0.00922,-0.04726,"Pre-Drought"
"113","S2P3","C1",-0.00183,-0.02704,"Pre-Drought"
"114","S2P7","C1",-0.01536,-0.00747,"Pre-Drought"
"115","S3P1","C1",0.00505,-0.09791,"Pre-Drought"
"116","S3P3","C1",-0.00842,-0.05207,"Pre-Drought"
"117","S3P5","C1",-0.00388,-0.04241,"Pre-Drought"
"118","S1P2","C2",0.00446,-1.46814,"Pre-Drought"
"119","S1P4","C2",0.00741,-0.00652,"Pre-Drought"
"120","S1P6","C2",0.00419,0.01405,"Pre-Drought"
"121","S2P8","C2",-0.00679,-0.000324,"Pre-Drought"
"122","S2P4","C2",-0.000286,-0.00723,"Pre-Drought"
"123","S2P6","C2",-0.0054,-0.03867,"Pre-Drought"
"124","S3P2","C2",0.00317,-0.01366,"Pre-Drought"
"125","S3P4","C2",-0.00382,-0.00716,"Pre-Drought"
"126","S3P6","C2",0.00782,-0.02815,"Pre-Drought"
"127","S1P1","C1",-0.02583,-0.0067,"Pre-Drought"
"128","S1P3","C1",0.00745,0.01385,"Pre-Drought"
"129","S2P1","C1",-0.00292,-0.00742,"Pre-Drought"
"130","S2P3","C1",-0.00545,-0.00565,"Pre-Drought"
"131","S2P7","C1",-0.004,0.01391,"Pre-Drought"
"132","S3P1","C1",0.01038,-0.02315,"Pre-Drought"
"133","S3P3","C1",-0.00136,-0.02834,"Pre-Drought"
"134","S3P5","C1",-0.00508,0.01333,"Pre-Drought"
"135","S1P4","C2",-0.00684,0.01488,"Pre-Drought"
"136","S1P6","C2",1.39e-05,0.03545,"Pre-Drought"
"137","S2P8","C2",-0.00749,0.02105,"Pre-Drought"
"138","S2P4","C2",-0.00246,0.01417,"Pre-Drought"
"139","S3P2","C2",0.0015,0.01354,"Pre-Drought"
"140","S3P4","C2",-0.00488,0.01422,"Pre-Drought"
"141","S3P6","C2",-0.0028,-0.00682,"Pre-Drought"
"142","S1P1","C1",0.01114,0.01469,"Pre-Drought"
"143","S1P3","C1",0.00876,0.03525,"Pre-Drought"
"144","S2P1","C1",0.02082,0.01398,"Pre-Drought"
"145","S2P3","C1",-0.00451,0.01573,"Pre-Drought"
"146","S2P7","C1",-0.000324,0.0353,"Pre-Drought"
"147","S3P1","C1",-0.00454,-0.00731,"Pre-Drought"
"148","S3P3","C1",-0.0024,-0.00703,"Pre-Drought"
"149","S3P5","C1",0.01305,0.03475,"Pre-Drought"
"150","S1P4","C2",-0.01218,0.0363,"Pre-Drought"
"151","S1P6","C2",-0.00387,0.05686,"Pre-Drought"
"152","S2P8","C2",-0.00082,0.04244,"Pre-Drought"
"153","S2P4","C2",-0.00539,0.03558,"Pre-Drought"
"154","S2P6","C2",-0.00163,0.01428,"Pre-Drought"
"155","S3P2","C2",0.00152,0.03495,"Pre-Drought"
"156","S3P4","C2",0.00151,0.03561,"Pre-Drought"
"157","S3P6","C2",0.01021,0.01455,"Pre-Drought"
"158","S1P1","C1",0.01453,0.0361,"Pre-Drought"
"159","S1P3","C1",-0.00396,0.05667,"Pre-Drought"
"160","S2P1","C1",0.00076,0.03539,"Pre-Drought"
"161","S2P3","C1",-0.00761,0.02591,"Pre-Drought"
"162","S2P7","C1",-0.01169,0.05667,"Pre-Drought"
"163","S3P1","C1",0.00451,0.01405,"Pre-Drought"
"164","S3P3","C1",-0.01034,0.01434,"Pre-Drought"
"165","S3P5","C1",0.00395,0.05618,"Pre-Drought"
"166","S1P4","C2",0.01912,0.0577,"Pre-Drought"
"167","S1P6","C2",0.00122,0.08181,"Pre-Drought"
"168","S2P8","C2",0.00124,0.06381,"Pre-Drought"
"169","S2P4","C2",-0.00121,0.05697,"Pre-Drought"
"170","S2P6","C2",0.000404,0.03568,"Pre-Drought"
"171","S3P2","C2",0.00151,0.05638,"Pre-Drought"
"172","S3P6","C2",0.00275,0.03595,"Pre-Drought"
"173","S1P1","C1",-0.00759,0.0575,"Pre-Drought"
"174","S1P3","C1",-0.00043,0.08161,"Pre-Drought"
"175","S2P1","C1",-0.00282,0.05678,"Pre-Drought"
"176","S2P3","C1",-0.00323,0.0473,"Pre-Drought"
"177","S2P7","C1",-0.0031,0.0816,"Pre-Drought"
"178","S3P1","C1",-0.0031,0.03544,"Pre-Drought"
"179","S3P3","C1",-0.0056,0.03574,"Pre-Drought"
"180","S3P5","C1",-0.00557,0.07759,"Pre-Drought"
"181","S1P4","C2",0.00156,0.08265,"Pre-Drought"
"182","S1P6","C2",-0.00801,0.10321,"Pre-Drought"
"183","S2P8","C2",0.00449,0.08874,"Pre-Drought"
"184","S2P4","C2",0.01133,0.0819,"Pre-Drought"
"185","S2P6","C2",-0.01173,0.05706,"Pre-Drought"
"186","S3P2","C2",-0.00576,0.0778,"Pre-Drought"
"187","S3P4","C2",-0.01579,0.08193,"Pre-Drought"
"188","S3P6","C2",-0.00144,0.06083,"Pre-Drought"
"189","S1P1","C1",-0.00186,0.08245,"Pre-Drought"
"190","S1P3","C1",-0.00833,0.10301,"Pre-Drought"
"191","S2P1","C1",-0.0168,0.08171,"Pre-Drought"
"192","S2P3","C1",0.00462,0.06868,"Pre-Drought"
"193","S2P7","C1",0.01024,0.10296,"Pre-Drought"
"194","S3P3","C1",-0.01317,0.06062,"Pre-Drought"
"195","S3P5","C1",0.01337,0.10253,"Pre-Drought"
"196","S1P4","C2",0.01076,0.10404,"Pre-Drought"
"197","S1P6","C2",-0.01322,0.12461,"Pre-Drought"
"198","S2P8","C2",-0.00103,0.1101,"Pre-Drought"
"199","S2P4","C2",1.55e-05,0.1033,"Pre-Drought"
"200","S2P6","C2",-0.00271,0.07846,"Pre-Drought"
"201","S3P2","C2",0.00487,0.10272,"Pre-Drought"
"202","S3P4","C2",0.00487,0.10334,"Pre-Drought"
"203","S3P6","C2",0.00621,0.08222,"Pre-Drought"
"204","S1P1","C1",-0.00536,0.10384,"Pre-Drought"
"205","S1P3","C1",-0.00406,0.12441,"Pre-Drought"
"206","S2P1","C1",-0.0065,0.10311,"Pre-Drought"
"207","S2P3","C1",0.01234,0.09008,"Pre-Drought"
"208","S2P7","C1",-0.01184,0.1244,"Pre-Drought"
"209","S3P1","C1",-0.01914,0.08177,"Pre-Drought"
"210","S3P3","C1",-0.00191,0.08201,"Pre-Drought"
"211","S3P5","C1",0.00726,0.12394,"Pre-Drought"
"212","S1P4","C2",-0.00524,0.12547,"Pre-Drought"
"213","S1P6","C2",-9.49e-05,0.14601,"Pre-Drought"
"214","S2P8","C2",0.00927,0.13154,"Pre-Drought"
"215","S2P4","C2",-0.00144,0.12471,"Pre-Drought"
"216","S2P6","C2",0.00914,0.10339,"Pre-Drought"
"217","S3P2","C2",-0.00343,0.12414,"Pre-Drought"
"218","S3P4","C2",-0.00161,0.12472,"Pre-Drought"
"219","S3P6","C2",0.00176,0.1036,"Pre-Drought"
"220","S1P1","C1",0.0036,0.12527,"Pre-Drought"
"221","S1P3","C1",-0.00339,0.14581,"Pre-Drought"
"222","S2P1","C1",0.01884,0.12453,"Pre-Drought"
"223","S2P3","C1",0.00451,0.11501,"Pre-Drought"
"224","S2P7","C1",-0.01348,0.14576,"Pre-Drought"
"225","S3P1","C1",-0.00268,0.10317,"Pre-Drought"
"226","S3P3","C1",0.01422,0.10339,"Pre-Drought"
"227","S3P5","C1",0.00872,0.14536,"Pre-Drought"
"228","S1P4","C2",-0.00091,0.14685,"Pre-Drought"
"229","S1P6","C2",-0.00546,0.17093,"Pre-Drought"
"230","S2P8","C2",-0.00532,0.15291,"Pre-Drought"
"231","S2P4","C2",-0.00364,0.14608,"Pre-Drought"
"232","S2P6","C2",0.00222,0.12477,"Pre-Drought"
"233","S3P2","C2",-0.000489,0.14557,"Pre-Drought"
"234","S3P4","C2",0.01686,0.14611,"Pre-Drought"
"235","S3P6","C2",0.000888,0.12501,"Pre-Drought"
"236","S1P1","C1",-0.00546,0.14666,"Pre-Drought"
"237","S1P3","C1",-0.00335,0.17073,"Pre-Drought"
"238","S2P1","C1",-0.01367,0.1459,"Pre-Drought"
"239","S2P3","C1",0.0099,0.13639,"Pre-Drought"
"240","S2P7","C1",-0.00292,0.17072,"Pre-Drought"
"241","S3P1","C1",0.00864,0.12455,"Pre-Drought"
"242","S3P3","C1",-0.00986,0.1248,"Pre-Drought"
"243","S3P5","C1",-0.01404,0.16678,"Pre-Drought"
"244","S1P4","C2",0.00501,0.17178,"Pre-Drought"
"245","S1P6","C2",0.01304,0.19233,"Pre-Drought"
"246","S2P8","C2",0.00885,0.17786,"Pre-Drought"
"247","S2P4","C2",0.00497,0.171,"Pre-Drought"
"248","S2P6","C2",0.01079,0.14615,"Pre-Drought"
"249","S3P2","C2",-0.0059,0.16698,"Pre-Drought"
"250","S3P4","C2",-0.000753,0.17102,"Pre-Drought"
"251","S3P6","C2",-0.000459,0.14993,"Pre-Drought"
"252","S1P1","C1",0.01632,0.17159,"Pre-Drought"
"253","S1P3","C1",-0.00176,0.19213,"Pre-Drought"
"254","S2P1","C1",-0.004,0.17081,"Pre-Drought"
"255","S2P3","C1",0.00192,0.15777,"Pre-Drought"
"256","S2P7","C1",0.00289,0.19207,"Pre-Drought"
"257","S3P1","C1",-0.00179,0.14594,"Pre-Drought"
"258","S3P3","C1",0.00771,0.14972,"Pre-Drought"
"259","S3P5","C1",-0.0073,0.19174,"Pre-Drought"
"260","S1P4","C2",-0.00439,0.19318,"Pre-Drought"
"261","S1P6","C2",-0.00547,0.21373,"Pre-Drought"
"262","S2P8","C2",-0.0025,0.19921,"Pre-Drought"
"263","S2P4","C2",-0.00968,0.19236,"Pre-Drought"
"264","S2P6","C2",0.00276,0.16755,"Pre-Drought"
"265","S3P2","C2",-0.00454,0.19192,"Pre-Drought"
"266","S3P4","C2",0.01941,0.19242,"Pre-Drought"
"267","S3P6","C2",0.00701,0.17134,"Pre-Drought"
"268","S1P1","C1",-0.00392,0.193,"Pre-Drought"
"269","S1P3","C1",0.01122,0.21353,"Pre-Drought"
"270","S2P1","C1",-0.00163,0.19218,"Pre-Drought"
"271","S2P3","C1",-0.00905,0.17917,"Pre-Drought"
"272","S2P7","C1",-0.01318,0.21347,"Pre-Drought"
"273","S3P1","C1",-0.00546,0.17086,"Pre-Drought"
"274","S3P3","C1",-0.00387,0.17113,"Pre-Drought"
"275","S3P5","C1",-0.0053,0.21314,"Pre-Drought"
"276","S1P4","C2",0.00374,0.21457,"Pre-Drought"
"277","S1P6","C2",-0.00092,0.23512,"Pre-Drought"
"278","S2P8","C2",0.00969,0.2206,"Pre-Drought"
"279","S2P4","C2",-0.00633,0.21375,"Pre-Drought"
"280","S2P6","C2",0.00056,0.19243,"Pre-Drought"
"281","S3P2","C2",0.01305,0.2133,"Pre-Drought"
"282","S3P4","C2",0.01075,0.21381,"Pre-Drought"
"283","S3P6","C2",0.01254,0.19274,"Pre-Drought"
"284","S1P1","C1",-0.00213,0.21438,"Pre-Drought"
"285","S1P3","C1",-0.00713,0.23492,"Pre-Drought"
"286","S2P1","C1",0.00316,0.21356,"Pre-Drought"
"287","S2P3","C1",-0.000187,0.20405,"Pre-Drought"
"288","S2P7","C1",-0.01091,0.23481,"Pre-Drought"
"289","S3P1","C1",-0.00226,0.19225,"Pre-Drought"
"290","S3P3","C1",-0.01492,0.19253,"Pre-Drought"
"291","S3P5","C1",-0.00485,0.23451,"Pre-Drought"
"292","S1P4","C2",-0.01297,0.23598,"Pre-Drought"
"293","S1P6","C2",0.00466,0.26002,"Pre-Drought"
"294","S2P8","C2",0.00327,0.24196,"Pre-Drought"
"295","S2P4","C2",0.00103,0.23514,"Pre-Drought"
"296","S2P6","C2",0.01019,0.21383,"Pre-Drought"
"297","S3P2","C2",-0.00766,0.23471,"Pre-Drought"
"298","S3P4","C2",0.00966,0.23521,"Pre-Drought"
"299","S3P6","C2",-0.00977,0.21414,"Pre-Drought"
"300","S1P1","C1",0.00677,0.23578,"Pre-Drought"
"301","S1P3","C1",-0.00363,0.25983,"Pre-Drought"
"302","S2P1","C1",-0.00427,0.23495,"Pre-Drought"
"303","S2P3","C1",0.00476,0.22545,"Pre-Drought"
"304","S2P7","C1",0.00263,0.25977,"Pre-Drought"
"305","S3P1","C1",0.00663,0.21363,"Pre-Drought"
"306","S3P3","C1",-0.0146,0.21394,"Pre-Drought"
"307","S3P5","C1",-0.006,0.2559,"Pre-Drought"
"308","S1P2","C2",-0.000589,-1.29012,"Pre-Drought"
"309","S1P4","C2",-0.000485,0.26093,"Pre-Drought"
"310","S1P6","C2",0.00537,0.28142,"Pre-Drought"
"311","S2P8","C2",0.00057,0.26691,"Pre-Drought"
"312","S2P4","C2",0.00864,0.26007,"Pre-Drought"
"313","S2P6","C2",-0.00997,0.2352,"Pre-Drought"
"314","S3P2","C2",0.00363,0.2561,"Pre-Drought"
"315","S3P4","C2",0.00801,0.26014,"Pre-Drought"
"316","S3P6","C2",-0.00286,0.23906,"Pre-Drought"
"317","S1P1","C1",-0.00171,0.26072,"Pre-Drought"
"318","S1P3","C1",-0.02035,0.28123,"Pre-Drought"
"319","S1P5","C1",0.03257,-1.27603,"Pre-Drought"
"320","S2P1","C1",-0.00579,0.25988,"Pre-Drought"
"321","S2P3","C1",-0.00721,0.24683,"Pre-Drought"
"322","S2P7","C1",0.00252,0.28113,"Pre-Drought"
"323","S3P1","C1",-0.01156,0.23503,"Pre-Drought"
"324","S3P3","C1",-0.00393,0.23885,"Pre-Drought"
"325","S3P5","C1",-0.00811,0.28087,"Pre-Drought"
"326","S1P2","C2",-0.00325,-1.27587,"Pre-Drought"
"327","S1P4","C2",0.01549,0.29495,"Pre-Drought"
"328","S1P6","C2",0.01277,0.30277,"Pre-Drought"
"329","S2P8","C2",0.000591,0.28828,"Pre-Drought"
"330","S2P4","C2",0.00526,0.28146,"Pre-Drought"
"331","S2P6","C2",0.01142,0.2566,"Pre-Drought"
"332","S3P2","C2",0.00566,0.28106,"Pre-Drought"
"333","S3P4","C2",0.00463,0.28153,"Pre-Drought"
"334","S3P6","C2",0.00476,0.34396,"Pre-Drought"
"335","S1P1","C1",0.00341,0.28212,"Pre-Drought"
"336","S1P3","C1",0.00591,0.3026,"Pre-Drought"
"337","S1P5","C1",0.00241,-1.26178,"Pre-Drought"
"338","S2P1","C1",0.000995,0.28127,"Pre-Drought"
"339","S2P3","C1",0.00165,0.26822,"Pre-Drought"
"340","S2P7","C1",-0.00497,0.30252,"Pre-Drought"
"341","S3P1","C1",-0.02431,0.25998,"Pre-Drought"
"342","S3P3","C1",-0.00621,0.26025,"Pre-Drought"
"343","S3P5","C1",-0.01141,0.30227,"Pre-Drought"
"344","S1P2","C2",0.00606,-1.26161,"Pre-Drought"
"345","S1P4","C2",-0.000558,0.33061,"Pre-Drought"
"346","S1P6","C2",-0.00573,0.32416,"Pre-Drought"
"347","S2P8","C2",0.01601,0.30966,"Pre-Drought"
"348","S2P4","C2",0.00293,0.30286,"Pre-Drought"
"349","S2P6","C2",0.00966,0.28152,"Pre-Drought"
"350","S3P2","C2",-0.00151,0.30247,"Pre-Drought"
"351","S3P4","C2",0.00882,0.30292,"Pre-Drought"
"352","S3P6","C2",0.02704,0.37954,"Pre-Drought"
"353","S1P1","C1",0.00186,0.29477,"Pre-Drought"
"354","S1P3","C1",0.00753,0.32397,"Pre-Drought"
"355","S1P5","C1",0.01175,-1.24755,"Pre-Drought"
"356","S2P1","C1",0.00328,0.30267,"Pre-Drought"
"357","S2P3","C1",-0.01256,0.29314,"Pre-Drought"
"358","S2P7","C1",-0.00336,0.32389,"Pre-Drought"
"359","S3P1","C1",-0.0089,0.28135,"Pre-Drought"
"360","S3P3","C1",-0.00932,0.34375,"Pre-Drought"
"361","S3P5","C1",1.65e-05,0.32558,"Pre-Drought"
"362","S1P2","C2",-0.000842,-1.24737,"Pre-Drought"
"363","S1P4","C2",0.00466,0.34993,"Pre-Drought"
"364","S1P6","C2",0.0016,0.34215,"Pre-Drought"
"365","S2P8","C2",0.00176,0.33103,"Pre-Drought"
"366","S2P4","C2",0.0115,0.32426,"Pre-Drought"
"367","S2P6","C2",0.01124,0.30757,"Pre-Drought"
"368","S3P2","C2",0.00557,0.32579,"Pre-Drought"
"369","S3P4","C2",0.004,0.32431,"Pre-Drought"
"370","S3P6","C2",0.01746,0.41865,"Pre-Drought"
"371","S1P1","C1",0.00684,0.33043,"Pre-Drought"
"372","S1P3","C1",0.01114,0.34196,"Pre-Drought"
"373","S1P5","C1",0.000285,-1.22977,"Pre-Drought"
"374","S2P1","C1",0.00693,0.32407,"Pre-Drought"
"375","S2P3","C1",0.00135,0.3192,"Pre-Drought"
"376","S2P7","C1",-0.00492,0.3488,"Pre-Drought"
"377","S3P1","C1",0.00722,0.30275,"Pre-Drought"
"378","S3P3","C1",-0.00448,0.37933,"Pre-Drought"
"379","S3P5","C1",-0.00361,0.36125,"Pre-Drought"
"380","S1P2","C2",0.00207,-1.22959,"Pre-Drought"
"381","S1P4","C2",0.01462,0.38561,"Pre-Drought"
"382","S1P6","C2",0.009,0.37781,"Pre-Drought"
"383","S2P8","C2",-0.00412,0.35594,"Pre-Drought"
"384","S2P4","C2",0.01197,0.34347,"Pre-Drought"
"385","S2P6","C2",-0.00598,0.34316,"Pre-Drought"
"386","S3P2","C2",0.01589,0.36145,"Pre-Drought"
"387","S3P4","C2",0.04809,0.34922,"Pre-Drought"
"388","S3P6","C2",0.01596,0.45426,"Pre-Drought"
"389","S1P1","C1",-0.00931,0.34973,"Pre-Drought"
"390","S1P3","C1",0.00895,0.37762,"Pre-Drought"
"391","S1P5","C1",0.02094,-1.21551,"Pre-Drought"
"392","S2P1","C1",0.00816,0.34326,"Pre-Drought"
"393","S2P3","C1",0.00102,0.3548,"Pre-Drought"
"394","S2P7","C1",0.0065,0.37016,"Pre-Drought"
"395","S3P1","C1",0.0034,0.32414,"Pre-Drought"
"396","S3P3","C1",-0.00112,0.41844,"Pre-Drought"
"397","S3P5","C1",0.00596,0.40043,"Pre-Drought"
"398","S1P2","C2",0.01177,-1.21531,"Pre-Drought"
"399","S1P4","C2",0.00975,0.4248,"Pre-Drought"
"400","S1P6","C2",-0.01198,0.41703,"Pre-Drought"
"401","S2P8","C2",0.0107,0.37727,"Pre-Drought"
"402","S2P4","C2",0.00634,0.3791,"Pre-Drought"
"403","S2P6","C2",-0.0208,0.39405,"Pre-Drought"
"404","S3P2","C2",0.00817,0.4006,"Pre-Drought"
"405","S3P4","C2",0.02486,0.36887,"Pre-Drought"
"406","S3P6","C2",0.01065,0.49346,"Pre-Drought"
"407","S1P1","C1",-0.000353,0.38542,"Pre-Drought"
"408","S1P3","C1",-0.00662,0.41683,"Pre-Drought"
"409","S1P5","C1",0.01324,-1.20125,"Pre-Drought"
"410","S2P1","C1",0.00345,0.37892,"Pre-Drought"
"411","S2P3","C1",-0.00091,0.40569,"Pre-Drought"
"412","S2P7","C1",0.00403,0.3915,"Pre-Drought"
"413","S3P1","C1",-0.01176,0.34906,"Pre-Drought"
"414","S3P3","C1",-0.00434,0.45405,"Pre-Drought"
"415","S3P5","C1",-0.00472,0.43609,"Pre-Drought"
"416","S1P2","C2",0.000834,-1.20104,"Pre-Drought"
"417","S1P4","C2",-0.01005,0.46047,"Pre-Drought"
"418","S1P6","C2",0.00713,0.45263,"Pre-Drought"
"419","S2P8","C2",0.00726,0.39861,"Pre-Drought"
"420","S2P4","C2",0.00216,0.41819,"Pre-Drought"
"421","S2P6","C2",0.00799,0.42963,"Pre-Drought"
"422","S3P2","C2",0.00158,0.4363,"Pre-Drought"
"423","S3P4","C2",0.02415,0.40442,"Pre-Drought"
"424","S1P1","C1",-0.0023,0.42461,"Pre-Drought"
"425","S1P3","C1",0.01311,0.45247,"Pre-Drought"
"426","S1P5","C1",-0.01819,-1.18696,"Pre-Drought"
"427","S2P1","C1",0.00113,0.41803,"Pre-Drought"
"428","S2P3","C1",0.01152,0.44126,"Pre-Drought"
"429","S2P7","C1",0.000784,0.41285,"Pre-Drought"
"430","S3P1","C1",-0.00646,0.36872,"Pre-Drought"
"431","S3P3","C1",0.01034,0.49325,"Pre-Drought"
"432","S3P5","C1",0.000924,0.47529,"Pre-Drought"
"433","S1P2","C2",-0.00308,-1.18678,"Pre-Drought"
"434","S1P4","C2",-0.00759,0.49965,"Pre-Drought"
"435","S1P6","C2",0.00978,0.49179,"Pre-Drought"
"436","S2P8","C2",0.00224,0.41995,"Pre-Drought"
"437","S2P4","C2",-0.00764,0.45376,"Pre-Drought"
"438","S2P6","C2",0.00836,0.48088,"Pre-Drought"
