S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
1.93617,0.01573,1.91291,,0.30501,-0.0082,1.96498,0.00103,1.94984,0.00893,1.97457,0.00479,1.94168,0.01322,1.95284,-0.00123,,,0.30517,0.12325,1.24894,0.11625,,,,,1.96515,0.32595,1.95,0.04387,,,1.94185,0.59861,1.95302,0.17015,1.54704,,1.55414,
1.97689,-0.00108,1.94851,,0.31922,-2.17E-04,,,,,2.02438,0.00133,1.97733,0.0202,,,,,0.31939,0.10403,1.2897,0.10074,,,,,,,,,,,,,,,1.61324,0.00202,1.62037,0.00249
,,,,0.33345,,,,,,,,,,,,,,0.33361,0.12228,1.32536,0.09412,,,,,,,,,,,,,,,1.67236,0.00518,1.67948,0.00129
,,,,0.34767,-0.00111,,,,,,,,,,,,,0.34785,0.12025,1.36601,0.10596,,,,,,,,,,,,,,,1.7315,0.00814,1.73862,
,,,,0.37656,-0.00226,,,,,,,,,,,,,0.37672,0.16715,1.40169,0.10116,,,,,,,,,,,,,,,1.79767,-0.0082,1.80479,
,,,,0.39079,0.00406,,,,,,,,,,,,,0.39096,0.19966,1.44237,0.10458,,,,,,,,,,,,,,,1.85679,0.00622,1.8639,-0.00313
,,,,0.41215,-0.00707,,,,,,,,,,,,,0.41231,0.16641,1.47804,0.07316,,,,,,,,,,,,,,,1.91595,0.00849,1.92306,-0.00124
,,,,0.42638,,,,,,,,,,,,,,0.42655,0.17907,1.51875,0.08484,,,,,,,,,,,,,,,,,,
,,,,0.45475,,,,,,,,,,,,,,0.45491,0.18368,1.55442,0.07425,,,,,,,,,,,,,,,,,,
,,,,0.46897,-0.00432,,,,,,,,,,,,,0.46914,0.16848,1.59515,0.00238,,,,,,,,,,,,,,,,,,
,,,,0.49034,,,,,,,,,,,,,,0.49051,0.21324,1.63087,,,,,,,,,,,,,,,,,,,
,,,,0.50457,,,,,,,,,,,,,,0.50473,0.19917,1.67155,0.0853,,,,,,,,,,,,,,,,,,
,,,,0.53296,-0.00217,,,,,,,,,,,,,0.53313,0.1939,1.70721,0.06782,,,,,,,,,,,,,,,,,,
,,,,0.54719,,,,,,,,,,,,,,0.54735,0.19885,1.74793,0.06522,,,,,,,,,,,,,,,,,,
,,,,0.56853,,,,,,,,,,,,,,0.56869,0.21743,1.78362,0.08297,,,,,,,,,,,,,,,,,,
,,,,0.58275,7.85E-04,,,,,,,,,,,,,0.58292,0.22364,1.82433,0.05768,,,,,,,,,,,,,,,,,,
,,,,0.61113,,,,,,,,,,,,,,0.61131,0.24218,1.86,,,,,,,,,,,,,,,,,,,
,,,,0.62537,-0.00545,,,,,,,,,,,,,0.62553,0.21203,1.90069,0.07456,,,,,,,,,,,,,,,,,,
,,,,0.64671,,,,,,,,,,,,,,0.64687,0.20111,1.93635,0.07324,,,,,,,,,,,,,,,,,,
,,,,0.66094,,,,,,,,,,,,,,0.66111,0.21967,,,,,,,,,,,,,,,,,,,,
,,,,0.68932,,,,,,,,,,,,,,0.68948,0.1903,,,,,,,,,,,,,,,,,,,,
,,,,0.70354,,,,,,,,,,,,,,0.70372,0.2435,,,,,,,,,,,,,,,,,,,,
,,,,0.72491,,,,,,,,,,,,,,0.72508,0.23753,,,,,,,,,,,,,,,,,,,,
,,,,0.73914,,,,,,,,,,,,,,0.73931,0.22517,,,,,,,,,,,,,,,,,,,,
,,,,0.76752,0.00554,,,,,,,,,,,,,0.7677,,,,,,,,,,,,,,,,,,,,,
,,,,0.78176,,,,,,,,,,,,,,0.78192,,,,,,,,,,,,,,,,,,,,,
,,,,0.80313,,,,,,,,,,,,,,0.80329,,,,,,,,,,,,,,,,,,,,,
,,,,0.81735,,,,,,,,,,,,,,0.81752,,,,,,,,,,,,,,,,,,,,,
,,,,0.84576,,,,,,,,,,,,,,0.84594,,,,,,,,,,,,,,,,,,,,,
,,,,0.86001,,,,,,,,,,,,,,0.86019,,,,,,,,,,,,,,,,,,,,,
,,,,0.88138,,,,,,,,,,,,,,0.88155,,,,,,,,,,,,,,,,,,,,,
,,,,0.89563,,,,,,,,,,,,,,0.89579,,,,,,,,,,,,,,,,,,,,,
,,,,0.95986,,,,,,,,,,,,,,0.96002,,,,,,,,,,,,,,,,,,,,,
,,,,0.97407,,,,,,,,,,,,,,0.97424,,,,,,,,,,,,,,,,,,,,,
,,,,1.00744,,,,,,,,,,,,,,1.02184,0.21501,,,,,,,,,,,,,,,,,,,,
,,,,1.05015,,,,,,,,,,,,,,1.06456,0.23733,,,,,,,,,,,,,,,,,,,,
,,,,1.09988,0.01321,,,,,,,,,,,,,1.11429,0.27997,,,,,,,,,,,,,,,,,,,,
,,,,1.14266,0.00106,,,,,,,,,,,,,1.15707,0.25869,,,,,,,,,,,,,,,,,,,,
,,,,1.19242,0.00266,,,,,,,,,,,,,1.2069,0.28095,,,,,,,,,,,,,,,,,,,,
,,,,1.23519,0.00632,,,,,,,,,,,,,1.24959,0.29071,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.30104,0.1778,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.33664,0.16878,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.37934,0.18417,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,0.18271,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,0.18063,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,0.17082,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,0.12722,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,0.11506,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,0.09795,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,0.10113,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,0.09467,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,0.09754,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,0.10926,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,0.08922,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,0.11045,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,0.10618,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,0.08485,,,,,,,,,,,,,,,,,,,,
