S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
,,,,0.45475,0.01126,,,,,,,,,,,,,0.45491,-0.00604,1.55442,0.00794,,,,,,,,,,,,,,,,,,
,,,,0.46897,0.01208,,,,,,,,,,,,,0.46914,-0.00238,1.59515,,,,,,,,,,,,,,,,,,,
,,,,0.49034,0.02127,,,,,,,,,,,,,0.49051,0.02206,1.63087,,,,,,,,,,,,,,,,,,,
,,,,0.50457,0.01128,,,,,,,,,,,,,0.50473,0.00838,1.67155,,,,,,,,,,,,,,,,,,,
,,,,0.53296,0.00777,,,,,,,,,,,,,0.53313,-2.50E-04,1.70721,,,,,,,,,,,,,,,,,,,
,,,,0.54719,0.02329,,,,,,,,,,,,,0.54735,,1.74793,0.01384,,,,,,,,,,,,,,,,,,
,,,,0.56853,-0.00844,,,,,,,,,,,,,0.56869,0.00784,1.78362,,,,,,,,,,,,,,,,,,,
,,,,0.58275,0.01131,,,,,,,,,,,,,0.58292,9.50E-04,1.82433,0.00629,,,,,,,,,,,,,,,,,,
,,,,0.61113,0.00752,,,,,,,,,,,,,0.61131,0.00956,1.86,0.00157,,,,,,,,,,,,,,,,,,
,,,,0.62537,0.01692,,,,,,,,,,,,,0.62553,0.00583,1.90069,,,,,,,,,,,,,,,,,,,
,,,,0.64671,,,,,,,,,,,,,,0.64687,,1.93635,0.00566,,,,,,,,,,,,,,,,,,
,,,,0.66094,0.01957,,,,,,,,,,,,,0.66111,-0.0072,,,,,,,,,,,,,,,,,,,,
,,,,0.68932,,,,,,,,,,,,,,0.68948,,,,,,,,,,,,,,,,,,,,,
,,,,0.70354,,,,,,,,,,,,,,0.70372,0.00783,,,,,,,,,,,,,,,,,,,,
,,,,0.72491,0.01166,,,,,,,,,,,,,0.72508,,,,,,,,,,,,,,,,,,,,,
,,,,0.73914,0.01604,,,,,,,,,,,,,0.73931,0.00383,,,,,,,,,,,,,,,,,,,,
,,,,0.76752,0.02837,,,,,,,,,,,,,0.7677,-0.01369,,,,,,,,,,,,,,,,,,,,
,,,,0.78176,,,,,,,,,,,,,,0.78192,,,,,,,,,,,,,,,,,,,,,
,,,,0.80313,,,,,,,,,,,,,,0.80329,,,,,,,,,,,,,,,,,,,,,
,,,,0.81735,,,,,,,,,,,,,,0.81752,,,,,,,,,,,,,,,,,,,,,
,,,,0.84576,,,,,,,,,,,,,,0.84594,,,,,,,,,,,,,,,,,,,,,
,,,,0.86001,,,,,,,,,,,,,,0.86019,,,,,,,,,,,,,,,,,,,,,
,,,,0.88138,,,,,,,,,,,,,,0.88155,,,,,,,,,,,,,,,,,,,,,
,,,,0.89563,,,,,,,,,,,,,,0.89579,,,,,,,,,,,,,,,,,,,,,
,,,,0.95986,,,,,,,,,,,,,,0.96002,,,,,,,,,,,,,,,,,,,,,
,,,,0.97407,,,,,,,,,,,,,,0.97424,,,,,,,,,,,,,,,,,,,,,
,,,,1.00744,,,,,,,,,,,,,,1.02184,-0.00906,,,,,,,,,,,,,,,,,,,,
,,,,1.05015,0.00661,,,,,,,,,,,,,1.06456,,,,,,,,,,,,,,,,,,,,,
,,,,1.09988,0.00231,,,,,,,,,,,,,1.11429,-8.14E-04,,,,,,,,,,,,,,,,,,,,
,,,,1.14266,0.0155,,,,,,,,,,,,,1.15707,0.00272,,,,,,,,,,,,,,,,,,,,
,,,,1.19242,0.0155,,,,,,,,,,,,,1.2069,0.00741,,,,,,,,,,,,,,,,,,,,
,,,,1.23519,0.0155,,,,,,,,,,,,,1.24959,0.00473,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.30104,0.00157,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.33664,0.00432,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.37934,-9.89E-04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,0.00596,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,0.01557,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,-0.0042,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,0.00903,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,0.00668,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,-0.00241,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,1.74E-04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,-0.00121,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,-0.01333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,0.00703,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,0.00512,,,,,,,,,,,,,,,,,,,,
