S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
0.87356,-0.00242,0.90111,0.00242,-1.00883,-0.01375,0.86679,0.01041,0.96218,0.0028,0.67991,-0.01259,0.81766,0.02316,0.94181,0.01222,0.9242,-0.02028,-0.99909,0.01108,0.94854,0.01403,0.94044,0.01502,0.68704,0.00625,0.90262,0.00687,1.00938,0.01039,0.9244,0.00299,0.8927,0.02309,1.04316,0.01176
0.90922,-0.00297,0.94025,-0.00262,-0.99928,-2.61E-04,0.90243,-0.00317,1.00672,-0.01392,0.70483,0.00443,0.85333,0.00916,0.98595,0.00173,0.95986,0.01702,-0.98481,0.01293,1.02135,0.01248,1.02112,0.0086,0.71196,0.00556,0.94181,-0.00332,1.0522,0.00716,0.96006,-0.00404,0.92836,-5.37E-04,1.08949,0.00627
0.94838,-0.01531,0.97589,0.00772,-0.98501,-0.01234,0.94162,0.00906,1.04954,1.69E-04,0.72618,-0.00929,0.89252,0.00746,1.0287,0.00756,1.00684,1.31E-04,-0.97057,0.00147,1.06413,-0.00913,1.06388,0.00838,0.73332,-0.0078,1.02203,0.00365,1.09853,0.00144,1.02131,-0.00703,1.00166,0.02193,1.13229,0.01059
1.0069,0.01116,1.00672,0.00892,-0.97076,0.00776,0.97728,-0.00426,1.09588,-0.00646,0.74757,-0.0041,0.92818,0.00377,1.075,3.58E-04,1.04965,-0.01334,-0.9563,-0.01065,1.11046,-0.0099,1.11016,0.01763,0.7547,0.01062,1.06484,0.01508,1.14133,4.29E-04,1.06411,0.00874,1.05462,0.01931,1.17856,-9.74E-04
1.04969,,1.04944,0.01029,-0.95649,-0.01108,1.00757,-0.00564,1.13868,-0.00992,0.76892,0.004,0.98723,0.0077,1.1178,0.01036,1.09597,0.01305,-0.94204,-0.04659,1.15325,-0.00384,1.15297,-0.00201,0.77605,0.01512,1.11119,0.00657,1.18765,0.01462,1.11045,4.95E-04,1.0974,0.01193,1.22134,0.01184
1.09602,-0.00104,1.09572,0.00203,-0.94223,-0.0068,1.05038,-0.00768,1.185,0.00718,0.79382,0.00356,1.04019,-0.00126,1.16412,0.01064,1.13878,2.31E-04,-0.89126,0.01352,1.19955,-0.00337,1.19931,0.02022,0.80095,0.02009,1.15398,0.00158,1.23044,-0.00536,1.15322,0.00968,1.14369,0.00677,1.26763,0.01539
1.13878,,1.13851,0.01639,-0.92795,-0.00477,1.09672,-9.55E-04,1.2278,0.00114,0.81517,0.01146,1.08296,-0.01036,1.20686,0.0012,1.18507,0.00668,-0.87701,-0.00859,1.24234,0.00403,1.24209,0.00773,0.8223,-0.00617,1.20032,0.02119,1.27672,-0.00332,1.1995,-0.01077,1.18647,-0.00763,1.31038,0.01446
1.18509,0.00915,1.18484,0.00149,-0.89146,-0.01681,1.13954,-1.56E-04,1.2741,-0.0093,0.83655,-0.00467,1.12927,-0.00124,1.25317,-0.00619,1.22782,0.00455,-0.86273,0.01312,1.28867,-0.01353,1.379,0.01213,0.84368,-0.00234,1.24311,-0.00827,1.34462,-0.00834,1.24228,-0.00441,1.23275,-0.00199,1.35662,0.00592
1.22788,-4.50E-04,1.22764,0.0042,-0.87721,0.00152,1.18587,0.00288,1.31684,-0.00503,0.85791,0.00235,1.17205,-0.00208,1.29593,0.00408,1.27414,-0.00301,-0.84848,-5.80E-04,1.33145,-0.0104,1.41459,0.01175,0.86502,-0.00283,1.30921,1.13E-04,1.38025,0.00849,1.2886,0.00664,1.27552,0.01847,1.39934,0.00514
1.2742,-0.0133,1.27396,-0.00637,-0.86294,0.00498,1.22866,0.00118,1.35624,-0.01503,0.88278,0.01784,1.21833,0.02212,1.3422,0.00399,1.31694,-0.00279,-0.83419,0.0109,1.38308,-0.02447,1.45369,-0.01672,0.88991,0.0064,1.36419,0.00484,1.41949,-0.00369,1.35771,0.00493,1.33362,0.01437,1.44567,0.00201
1.317,0.01692,1.37884,-0.00254,-0.84869,0.00207,1.275,-0.00786,1.3919,0.01499,0.90413,-0.00402,1.2611,-0.00395,1.38488,-8.20E-04,1.35753,0.00103,-0.81991,0.00468,1.41868,0.01761,1.48934,-0.00673,0.91127,2.19E-04,1.39985,0.00241,1.45508,0.0124,1.39333,-0.0057,1.36922,0.00902,1.48845,0.00123
