S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
,,,,1.23439,-0.41782,,,,,,,,,,,,,1.30104,266.22784,,,,,,,,,,,,,,,,,,,,
,,,,1.28688,-0.41782,,,,,,,,,,,,,1.33664,261.30805,,,,,,,,,,,,,,,,,,,,
,,,,1.3225,-0.41782,,,,,,,,,,,,,1.37934,280.94336,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,271.2084,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,303.61609,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,300.65673,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,267.67942,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,238.29567,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,258.98501,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,301.48027,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,250.17791,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,306.74278,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,263.45676,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,219.19211,,,,,,,,,,,,,,,,,,,,
