S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
1.707,-12.15418,1.67797,22.59721,0.21267,-30.13187,1.73009,31.56946,1.71508,-34.01597,1.69704,,1.70659,12.76038,1.71804,13.63119,1.80201,,0.21282,29.84945,0.95091,43.64556,1.7565,86.93899,1.76119,,1.73027,23.42725,1.71528,25.57932,1.80221,,1.70674,-4.66777,1.71823,,1.17814,22.63716,1.18524,-64.34755
1.74774,-6.73872,1.71363,27.23395,0.22689,-18.93446,1.77272,7.92929,1.75775,14.05684,1.74682,,1.74223,6.00137,1.76069,5.09694,1.84465,,0.22705,28.75536,1.0212,73.34482,1.79218,41.8416,1.80396,,1.77289,7.82937,1.75792,42.33352,1.84486,,1.74241,37.61751,1.76088,9.00032,1.24434,4.21209,1.25145,-6.78893
1.78341,16.49217,1.75632,37.82248,0.24111,-0.56786,1.80836,16.62839,1.79333,-3.38256,1.78954,,1.78493,5.96742,1.79631,-22.4211,1.8803,,0.24128,-10.6933,1.06392,15.8118,1.83479,120.78985,1.85368,,1.80853,26.68678,1.7935,10.50782,1.8805,,1.7851,40.49614,1.79649,10.80094,1.30344,12.57116,1.31054,-21.76073
1.82413,10.61745,1.79199,8.87897,0.25534,-13.66447,1.85102,-27.9295,1.83597,-0.41907,1.83927,,1.82059,-12.5945,1.83899,35.61763,1.92297,,0.2555,30.17128,1.11366,75.60176,1.87046,,1.89645,,1.85119,8.56069,1.83617,83.06643,1.92317,,1.82075,59.59739,1.83918,53.80934,1.36259,-4.99933,1.3697,50.99686
1.85981,19.85721,1.83464,7.57412,0.27657,-18.46042,1.88667,41.68958,1.87161,22.25967,1.88201,,1.8633,-0.37781,1.87462,,1.95865,21.79431,0.27674,16.35592,1.1564,62.17844,1.91308,,1.94625,,1.88684,95.69206,1.87181,14.98226,1.95884,-22.36697,1.86347,33.02574,1.87481,-8.75361,1.42877,20.79807,1.43589,46.44355
1.9005,-2.28682,1.87028,13.20346,0.29079,-16.30346,1.92932,-0.68665,1.91428,-10.18286,1.93183,,1.89898,-13.24936,1.91726,,,,0.29095,76.31205,1.20617,41.41707,1.94868,,1.989,28.01083,1.92949,23.81001,1.91444,,,,1.89916,45.36004,1.91744,,1.48791,31.44233,1.49501,12.3812
1.93617,-10.55577,1.91291,,0.30501,-4.36214,1.96498,9.52679,1.94984,-39.74262,1.97457,-26.30599,1.94168,11.62285,1.95284,10.0543,,,0.30517,42.77274,1.24894,22.47446,,,,,1.96515,-0.47523,1.95,-44.47677,,,1.94185,6.83461,1.95302,20.10848,1.54704,-8.50848,1.55414,
1.97689,-22.40106,1.94851,,0.31922,-16.84109,,,,,2.02438,27.94098,1.97733,-18.58469,,,,,0.31939,35.77315,1.2897,18.01555,,,,,,,,,,,,,,,1.61324,,1.62037,
,,,,0.33345,8.08615,,,,,,,,,,,,,0.33361,26.30229,1.32536,19.95921,,,,,,,,,,,,,,,1.67236,,1.67948,-29.17901
,,,,0.34767,-5.924,,,,,,,,,,,,,0.34785,68.36108,1.36601,-2.39687,,,,,,,,,,,,,,,1.7315,726.46322,1.73862,-18.49101
,,,,0.37656,-33.42269,,,,,,,,,,,,,0.37672,37.14728,1.40169,-0.93298,,,,,,,,,,,,,,,1.79767,4.09246,1.80479,-2.09642
,,,,0.39079,-0.27099,,,,,,,,,,,,,0.39096,41.88092,1.44237,37.26125,,,,,,,,,,,,,,,1.85679,,1.8639,
,,,,0.41215,2.8196,,,,,,,,,,,,,0.41231,-5.54732,1.47804,59.96049,,,,,,,,,,,,,,,1.91595,14.69309,1.92306,25.61883
,,,,0.42638,0.2735,,,,,,,,,,,,,0.42655,16.11857,1.51875,11.00654,,,,,,,,,,,,,,,,,,
,,,,0.45475,-2.50553,,,,,,,,,,,,,0.45491,-23.90184,1.55442,26.71055,,,,,,,,,,,,,,,,,,
,,,,0.46897,-6.59423,,,,,,,,,,,,,0.46914,-15.10803,1.59515,,,,,,,,,,,,,,,,,,,
,,,,0.49034,10.29036,,,,,,,,,,,,,0.49051,84.48212,1.63087,,,,,,,,,,,,,,,,,,,
,,,,0.50457,-0.0403,,,,,,,,,,,,,0.50473,,1.67155,53.78821,,,,,,,,,,,,,,,,,,
,,,,0.53296,-9.25607,,,,,,,,,,,,,0.53313,,1.70721,11.93735,,,,,,,,,,,,,,,,,,
,,,,0.54719,,,,,,,,,,,,,,0.54735,,1.74793,45.48613,,,,,,,,,,,,,,,,,,
,,,,0.56853,,,,,,,,,,,,,,0.56869,,1.78362,8.43514,,,,,,,,,,,,,,,,,,
,,,,0.58275,,,,,,,,,,,,,,0.58292,,1.82433,31.30574,,,,,,,,,,,,,,,,,,
,,,,0.61113,,,,,,,,,,,,,,0.61131,,1.86,5.99017,,,,,,,,,,,,,,,,,,
,,,,0.62537,,,,,,,,,,,,,,0.62553,,1.90069,-1.81342,,,,,,,,,,,,,,,,,,
,,,,0.64671,,,,,,,,,,,,,,0.64687,,1.93635,27.31726,,,,,,,,,,,,,,,,,,
,,,,0.66094,,,,,,,,,,,,,,0.66111,,,,,,,,,,,,,,,,,,,,,
,,,,0.68932,,,,,,,,,,,,,,0.68948,,,,,,,,,,,,,,,,,,,,,
,,,,0.70354,,,,,,,,,,,,,,0.70372,,,,,,,,,,,,,,,,,,,,,
,,,,0.72491,-2.77182,,,,,,,,,,,,,0.72508,,,,,,,,,,,,,,,,,,,,,
,,,,0.73914,16.47331,,,,,,,,,,,,,0.73931,,,,,,,,,,,,,,,,,,,,,
,,,,0.76752,50.36955,,,,,,,,,,,,,0.7677,,,,,,,,,,,,,,,,,,,,,
,,,,0.78176,,,,,,,,,,,,,,0.78192,,,,,,,,,,,,,,,,,,,,,
,,,,0.80313,,,,,,,,,,,,,,0.80329,,,,,,,,,,,,,,,,,,,,,
,,,,0.81735,,,,,,,,,,,,,,0.81752,,,,,,,,,,,,,,,,,,,,,
,,,,0.84576,,,,,,,,,,,,,,0.84594,,,,,,,,,,,,,,,,,,,,,
,,,,0.86001,,,,,,,,,,,,,,0.86019,,,,,,,,,,,,,,,,,,,,,
,,,,0.88138,,,,,,,,,,,,,,0.88155,,,,,,,,,,,,,,,,,,,,,
,,,,0.89563,,,,,,,,,,,,,,0.89579,,,,,,,,,,,,,,,,,,,,,
,,,,0.95986,,,,,,,,,,,,,,0.96002,,,,,,,,,,,,,,,,,,,,,
,,,,0.97407,,,,,,,,,,,,,,0.97424,,,,,,,,,,,,,,,,,,,,,
,,,,1.00744,,,,,,,,,,,,,,1.02184,,,,,,,,,,,,,,,,,,,,,
,,,,1.05015,-8.57563,,,,,,,,,,,,,1.06456,,,,,,,,,,,,,,,,,,,,,
,,,,1.09988,-13.77139,,,,,,,,,,,,,1.11429,3.05791,,,,,,,,,,,,,,,,,,,,
,,,,1.14266,6.59023,,,,,,,,,,,,,1.15707,8.33842,,,,,,,,,,,,,,,,,,,,
,,,,1.19242,6.59023,,,,,,,,,,,,,1.2069,22.48659,,,,,,,,,,,,,,,,,,,,
,,,,1.23519,6.59023,,,,,,,,,,,,,1.24959,21.18765,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.30104,6.63453,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.33664,18.23611,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.37934,-5.8141,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,17.91902,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,62.1789,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,-12.72615,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,-11.23914,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,40.79261,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,36.84219,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,-15.1874,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,-6.28255,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,-4.43361,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,-17.22182,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,-32.16883,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,43.35073,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,18.78134,,,,,,,,,,,,,,,,,,,,
