S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
,,,,0.34767,123.25816,,,,,,,,,,,,,0.34785,52.54415,1.36601,35.5379,,,,,,,,,,,,,,,1.7315,87.23385,1.73862,56.28305
,,,,0.37656,-35.07414,,,,,,,,,,,,,0.37672,-44.36346,1.40169,22.23129,,,,,,,,,,,,,,,1.79767,81.77925,1.80479,6.98058
,,,,0.39079,-2.57463,,,,,,,,,,,,,0.39096,36.72303,1.44237,34.75192,,,,,,,,,,,,,,,1.85679,154.83644,1.8639,-113.77544
,,,,0.41215,112.57902,,,,,,,,,,,,,0.41231,-45.67088,1.47804,-33.67127,,,,,,,,,,,,,,,1.91595,152.27633,1.92306,-107.29508
,,,,0.42638,7.33947,,,,,,,,,,,,,0.42655,-4.69569,1.51875,-25.20377,,,,,,,,,,,,,,,,,,
,,,,0.45475,70.76337,,,,,,,,,,,,,0.45491,-52.1672,1.55442,82.52367,,,,,,,,,,,,,,,,,,
,,,,0.46897,131.18098,,,,,,,,,,,,,0.46914,19.20246,1.59515,,,,,,,,,,,,,,,,,,,
,,,,0.49034,66.57568,,,,,,,,,,,,,0.49051,-50.21892,1.63087,,,,,,,,,,,,,,,,,,,
,,,,0.50457,98.99964,,,,,,,,,,,,,0.50473,-41.49579,1.67155,44.77939,,,,,,,,,,,,,,,,,,
,,,,0.53296,,,,,,,,,,,,,,0.53313,73.58903,1.70721,-77.07263,,,,,,,,,,,,,,,,,,
,,,,0.54719,,,,,,,,,,,,,,0.54735,-45.02393,1.74793,-30.31385,,,,,,,,,,,,,,,,,,
,,,,0.56853,,,,,,,,,,,,,,0.56869,,1.78362,-27.3302,,,,,,,,,,,,,,,,,,
,,,,0.58275,,,,,,,,,,,,,,0.58292,,1.82433,,,,,,,,,,,,,,,,,,,
,,,,0.61113,,,,,,,,,,,,,,0.61131,,1.86,20.77564,,,,,,,,,,,,,,,,,,
,,,,0.62537,,,,,,,,,,,,,,0.62553,,1.90069,22.50342,,,,,,,,,,,,,,,,,,
,,,,0.64671,,,,,,,,,,,,,,0.64687,,1.93635,-10.59316,,,,,,,,,,,,,,,,,,
,,,,0.66094,,,,,,,,,,,,,,0.66111,,,,,,,,,,,,,,,,,,,,,
,,,,0.68932,,,,,,,,,,,,,,0.68948,,,,,,,,,,,,,,,,,,,,,
,,,,0.70354,141.88195,,,,,,,,,,,,,0.70372,,,,,,,,,,,,,,,,,,,,,
,,,,0.72491,124.91014,,,,,,,,,,,,,0.72508,,,,,,,,,,,,,,,,,,,,,
,,,,0.73914,,,,,,,,,,,,,,0.73931,28.90791,,,,,,,,,,,,,,,,,,,,
,,,,0.76752,,,,,,,,,,,,,,0.7677,,,,,,,,,,,,,,,,,,,,,
,,,,0.78176,,,,,,,,,,,,,,0.78192,,,,,,,,,,,,,,,,,,,,,
,,,,0.80313,,,,,,,,,,,,,,0.80329,,,,,,,,,,,,,,,,,,,,,
,,,,0.81735,,,,,,,,,,,,,,0.81752,,,,,,,,,,,,,,,,,,,,,
,,,,0.84576,,,,,,,,,,,,,,0.84594,,,,,,,,,,,,,,,,,,,,,
,,,,0.86001,,,,,,,,,,,,,,0.86019,,,,,,,,,,,,,,,,,,,,,
,,,,0.88138,,,,,,,,,,,,,,0.88155,,,,,,,,,,,,,,,,,,,,,
,,,,0.89563,,,,,,,,,,,,,,0.89579,,,,,,,,,,,,,,,,,,,,,
,,,,0.95986,,,,,,,,,,,,,,0.96002,,,,,,,,,,,,,,,,,,,,,
,,,,0.97407,,,,,,,,,,,,,,0.97424,,,,,,,,,,,,,,,,,,,,,
,,,,1.00744,,,,,,,,,,,,,,1.02184,158.42552,,,,,,,,,,,,,,,,,,,,
,,,,1.05015,250.40079,,,,,,,,,,,,,1.06456,111.52497,,,,,,,,,,,,,,,,,,,,
,,,,1.09988,70.0092,,,,,,,,,,,,,1.11429,138.47517,,,,,,,,,,,,,,,,,,,,
,,,,1.14266,106.19165,,,,,,,,,,,,,1.15707,68.32699,,,,,,,,,,,,,,,,,,,,
,,,,1.19242,76.91951,,,,,,,,,,,,,1.2069,17.49501,,,,,,,,,,,,,,,,,,,,
,,,,1.23519,97.05967,,,,,,,,,,,,,1.24959,12.59042,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.30104,102.93021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.33664,13.95362,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.37934,51.86261,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,77.73231,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,80.5143,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,59.69393,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,18.85577,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,-155.14632,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,207.9114,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,274.84178,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,-154.09619,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,240.45678,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,189.52649,,,,,,,,,,,,,,,,,,,,
