S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
1.4576,-0.00553,1.48914,-2.15E-04,-0.80229,-0.01226,1.39968,0.01615,1.50587,-0.00923,0.97179,0.0017,1.36906,-8.11E-04,1.52027,0.01487,1.46782,0.00869,-0.77356,-0.01061,1.53264,0.00595,1.60333,-9.75E-04,0.97892,-0.00283,1.5139,-0.00472,1.56904,-0.03094,1.50716,-0.01088,1.50694,-0.00988,1.62366,0.00234
1.49323,0.00819,1.52836,-0.01024,-0.78801,0.01922,1.43889,-0.01741,1.54148,0.01216,0.99315,0.00101,1.41993,3.57E-04,1.56302,-0.00547,1.50699,-0.01444,-0.75931,0.00684,1.56832,-0.01369,1.63896,-9.60E-04,1.00028,0.01074,1.54956,0.00609,1.60466,,1.54281,0.00696,1.54256,0.00994,1.66639,-0.00194
1.53244,-0.00707,1.564,0.00752,-0.77376,0.00345,1.47455,-0.0112,1.58066,-0.00462,1.01453,-0.00237,1.45553,0.00677,1.60925,,1.54264,-0.02229,-0.74502,0.02,1.60757,-0.00261,1.67806,-0.00527,1.02166,-0.02559,1.58872,,1.64381,-0.00178,1.58196,0.00333,1.59373,0.00555,1.71267,-0.00326
1.56813,0.00177,1.60315,0.01844,-0.75949,-0.00292,1.51373,-0.00126,1.61631,0.00134,1.03588,0.00419,1.50678,0.0113,1.65194,0.01019,1.58177,0.01413,-0.73075,0.00891,1.64316,0.01935,1.71366,0.0069,1.04301,-0.0023,1.62437,0.01064,1.6794,-0.01508,1.61762,0.00219,1.62934,-0.00325,1.75541,-0.01072
1.60741,-0.0018,1.6388,,-0.74522,0.01439,1.54939,-0.00361,1.65544,0.00217,1.06082,0.00235,1.54238,0.01072,1.69822,3.10E-04,1.61743,0.00224,-0.71293,0.0177,1.6824,0.00938,1.75278,-0.00842,1.06796,-0.00473,1.66355,-0.01622,1.71858,-0.00455,1.65676,0.00494,1.68057,-0.00423,1.80166,-0.01231
1.64296,0.01147,1.67789,-0.01558,-0.73095,-0.00393,1.58854,0.00384,1.69103,0.00155,1.08219,-0.01112,1.59356,-0.01588,1.74096,-0.00621,1.65657,0.00669,-0.69867,-0.00776,1.71804,-0.00477,1.7884,-0.00226,1.08932,-0.01123,1.69921,0.00484,1.75419,0.01531,1.69242,0.00246,1.71619,0.00158,1.84438,-0.01933
1.6822,0.01325,1.71348,-0.00643,-0.71312,0.08809,1.6242,-0.007,1.7302,0.00765,1.10358,-0.0105,1.62918,0.02383,1.78721,-0.01278,1.69222,0.00424,-0.68439,0.00347,1.75726,-0.00378,1.82757,-4.31E-04,1.11071,-0.01159,1.73838,0.00269,1.79334,0.01707,1.73159,0.01365,1.76736,0.00302,1.89063,-0.00111
1.71785,0.00163,1.75262,0.01381,-0.69888,-0.0071,1.66338,0.00995,1.76581,-0.00957,1.12493,0.0097,1.68041,-2.39E-04,1.82994,-0.01526,1.73138,0.00696,-0.6701,0.00357,1.79291,-0.00279,1.86315,-0.00379,1.13206,-0.00939,1.77404,0.00634,1.82895,0.00122,1.76723,-0.00841,1.80319,-3.10E-04,1.93334,0.00231
1.75706,0.00292,1.78823,-0.01911,-0.68461,0.00458,1.69904,0.02437,1.80497,0.00321,1.14985,0.00259,1.71602,0.00277,1.87617,-0.00728,1.76704,-0.00708,-0.65588,-0.00542,1.83211,0.00228,1.90225,-0.00903,1.15698,-0.00104,1.81322,-0.00278,1.86811,0.01481,1.80638,-3.77E-04,1.85612,-0.00541,1.97963,0.00242
1.79271,0.00328,1.8274,0.00818,-0.6703,0.00508,1.73821,0.01115,1.84057,-0.00104,1.1691,-0.00243,1.7672,-0.00907,1.9189,-6.63E-04,1.80619,0.00519,-0.64166,-0.00817,1.86778,0.00694,1.93792,-0.00626,1.17623,-0.01284,1.84884,-0.00498,1.90374,-0.0042,1.84204,-0.00631,1.89184,0.00584,2.02236,0.00377
1.83191,0.01541,1.863,0.00674,-0.65606,0.0197,1.77385,0.00403,1.87972,0.00649,1.19045,-0.007,1.80303,0.00568,1.96519,0.00717,1.84185,-0.00543,-0.62392,0.00415,1.90696,0.00754,,,1.19758,-0.01555,1.88801,0.01419,1.94289,-0.00452,1.88122,0.0103,1.94097,0.00889,2.06867,0.00479
1.86758,-0.00648,1.90208,-9.28E-04,-0.64183,0.01154,1.81303,0.01549,1.91535,0.00662,1.21184,0.00186,1.85595,6.19E-04,2.00792,-0.0037,1.88102,0.00531,-0.60971,-3.27E-04,1.9426,0.01446,,,1.21897,-0.00154,1.92365,0.00279,,,1.9169,0.01082,,,2.11141,0.0051
1.90677,0.00195,1.93772,-0.00448,-0.62409,0.01109,1.84867,-0.00683,1.95451,0.00222,1.23319,0.01011,1.89168,0.00232,2.05422,0.00272,1.91668,-8.98E-04,-0.5955,0.01131,,,,,1.24032,-0.00673,1.96277,-0.01105,,,1.95606,-0.01434,,,2.17693,0.00825
1.94243,0.00309,1.97691,0.01417,-0.60988,0.00454,1.88784,0.00555,,,1.2581,0.00739,1.94081,0.00618,2.09697,0.00462,1.95587,-0.00167,-0.58131,8.73E-04,,,,,1.26524,-0.00217,,,,,,,,,2.21968,-0.00756
