S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
0.94838,-4.58927,0.97589,-14.52547,-0.98501,-3.30338,0.94162,-18.88937,1.04954,29.07659,0.72618,-11.8115,0.89252,-4.04077,1.0287,37.15254,1.00684,-7.03289,-0.97057,21.33494,1.06413,-4.57898,1.06388,11.73457,0.73332,8.76448,1.02203,-15.26048,1.09853,33.39597,1.02131,-5.52708,1.00166,11.86452,1.13229,12.59217
1.0069,3.0045,1.00672,16.18394,-0.97076,-2.01155,0.97728,0.8031,1.09588,-5.07339,0.74757,7.82401,0.92818,-12.61981,1.075,34.95908,1.04965,-2.55805,-0.9563,-4.89947,1.11046,-9.93211,1.11016,-5.41278,0.7547,9.48771,1.06484,17.5363,1.14133,-9.50074,1.06411,7.56441,1.05462,21.83574,1.17856,-17.33894
1.04969,-10.68354,1.04944,8.81373,-0.95649,-14.65801,1.00757,18.40237,1.13868,25.11751,0.76892,11.54828,0.98723,-9.61203,1.1178,3.94944,1.09597,-12.1115,-0.94204,25.77177,1.15325,10.01041,1.15297,-13.23546,0.77605,5.44453,1.11119,27.7994,1.18765,4.61383,1.11045,6.4888,1.0974,14.79746,1.22134,9.07047
1.09602,-4.41077,1.09572,3.23177,-0.94223,6.3086,1.05038,-1.13637,1.185,16.88496,0.79382,-4.20672,1.04019,-0.69032,1.16412,7.75819,1.13878,-3.68697,-0.89126,-36.89512,1.19955,-18.51621,1.19931,0.52297,0.80095,21.12618,1.15398,-23.27039,1.23044,32.88885,1.15322,27.18646,1.14369,4.32945,1.26763,37.91054
1.13878,-28.10595,1.13851,3.26666,-0.92795,27.8934,1.09672,-20.31434,1.2278,-14.45595,0.81517,-8.26581,1.08296,3.74914,1.20686,25.91021,1.18507,34.96429,-0.87701,0.91909,1.24234,-1.57395,1.24209,,0.8223,10.36863,1.20032,-23.82235,1.27672,6.34132,1.1995,-47.3856,1.18647,-41.64991,1.31038,17.68379
1.18509,5.12267,1.18484,26.09566,-0.89146,7.16104,1.13954,-4.30509,1.2741,17.64207,0.83655,-15.92466,1.12927,-3.99419,1.25317,-28.94422,1.22782,14.77492,-0.86273,-6.8078,1.28867,5.30231,1.379,9.89972,0.84368,-20.47234,1.24311,7.47984,1.34462,-12.755,1.24228,29.59024,1.23275,3.34874,1.35662,8.62551
1.22788,-2.36017,1.22764,-46.25507,-0.87721,1.11591,1.18587,29.02389,1.31684,18.34739,0.85791,-8.09174,1.17205,-0.00154,1.29593,9.96481,1.27414,5.48568,-0.84848,-10.43661,1.33145,3.91908,1.41459,21.52284,0.86502,3.06265,1.30921,-14.80263,1.38025,1.79149,1.2886,3.24957,1.27552,27.45686,1.39934,-17.45963
1.2742,-2.00477,1.27396,-34.81365,-0.86294,-4.16801,1.22866,19.24276,1.35624,-5.01095,0.88278,8.56026,1.21833,1.13606,1.3422,-24.24207,1.31694,13.19966,-0.83419,-6.47754,1.38308,0.29681,1.45369,-27.4343,0.88991,14.2664,1.36419,-22.41766,1.41949,3.58359,1.35771,38.87162,1.33362,4.1206,1.44567,7.43832
1.317,18.49173,1.37884,-14.13529,-0.84869,8.24385,1.275,-49.14278,1.3919,2.76225,0.90413,27.51332,1.2611,9.62866,1.38488,13.1456,1.35753,2.29339,-0.81991,8.26747,1.41868,-2.69896,1.48934,-31.55995,0.91127,2.24044,1.39985,-22.8458,1.45508,5.16021,1.39333,-1.8287,1.36922,10.53175,1.48845,13.39131
1.38292,10.24035,1.41443,0.83785,-0.8344,-35.33072,1.30904,-29.29374,1.43111,19.14974,0.92551,-33.04067,1.30742,-22.97151,1.43122,-0.28041,1.39316,7.55496,-0.80208,-0.57141,1.4578,-3.78801,1.52854,14.07364,0.93264,-20.79495,1.43906,2.28801,1.49424,-6.96124,1.43242,-16.40809,1.42009,-19.67194,1.53472,13.07684
1.4185,3.29713,1.45353,11.42167,-0.8201,-15.73569,1.36402,-2.58387,1.46671,-23.73526,0.94686,-22.93075,1.33347,17.79728,1.47396,23.40978,1.43225,18.03202,-0.78781,-1.13405,1.49343,4.6803,1.56419,-25.5422,0.95399,-35.93658,1.47472,,1.52986,-25.51907,1.468,19.6195,1.45569,-30.9866,1.57744,
