S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P5.C1_time,S2P5.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P2.C2_time,S2P2.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2,S1P2.W_time,S1P2.W,S1P4.W_time,S1P4.W
,,,,0.56853,0.01359,,,,,,,,,,,,,0.56869,,1.78362,,,,,,,,,,,,,,,,,,,
,,,,0.58275,0.00719,,,,,,,,,,,,,0.58292,,1.82433,,,,,,,,,,,,,,,,,,,
,,,,0.61113,0.01671,,,,,,,,,,,,,0.61131,,1.86,,,,,,,,,,,,,,,,,,,
,,,,0.62537,,,,,,,,,,,,,,0.62553,,1.90069,9.76E-04,,,,,,,,,,,,,,,,,,
,,,,0.64671,,,,,,,,,,,,,,0.64687,-0.00107,1.93635,-0.00146,,,,,,,,,,,,,,,,,,
,,,,0.66094,0.00392,,,,,,,,,,,,,0.66111,,,,,,,,,,,,,,,,,,,,,
,,,,0.68932,,,,,,,,,,,,,,0.68948,,,,,,,,,,,,,,,,,,,,,
,,,,0.70354,,,,,,,,,,,,,,0.70372,,,,,,,,,,,,,,,,,,,,,
,,,,0.72491,0.00986,,,,,,,,,,,,,0.72508,,,,,,,,,,,,,,,,,,,,,
,,,,0.73914,,,,,,,,,,,,,,0.73931,0.00296,,,,,,,,,,,,,,,,,,,,
,,,,0.76752,,,,,,,,,,,,,,0.7677,,,,,,,,,,,,,,,,,,,,,
,,,,0.78176,,,,,,,,,,,,,,0.78192,,,,,,,,,,,,,,,,,,,,,
,,,,0.80313,,,,,,,,,,,,,,0.80329,,,,,,,,,,,,,,,,,,,,,
,,,,0.81735,,,,,,,,,,,,,,0.81752,,,,,,,,,,,,,,,,,,,,,
,,,,0.84576,,,,,,,,,,,,,,0.84594,,,,,,,,,,,,,,,,,,,,,
,,,,0.86001,,,,,,,,,,,,,,0.86019,,,,,,,,,,,,,,,,,,,,,
,,,,0.88138,,,,,,,,,,,,,,0.88155,,,,,,,,,,,,,,,,,,,,,
,,,,0.89563,,,,,,,,,,,,,,0.89579,,,,,,,,,,,,,,,,,,,,,
,,,,0.95986,,,,,,,,,,,,,,0.96002,,,,,,,,,,,,,,,,,,,,,
,,,,0.97407,,,,,,,,,,,,,,0.97424,,,,,,,,,,,,,,,,,,,,,
,,,,1.00744,,,,,,,,,,,,,,1.02184,-8.65E-04,,,,,,,,,,,,,,,,,,,,
,,,,1.05015,0.0297,,,,,,,,,,,,,1.06456,0.00914,,,,,,,,,,,,,,,,,,,,
,,,,1.09988,0.01162,,,,,,,,,,,,,1.11429,-0.00881,,,,,,,,,,,,,,,,,,,,
,,,,1.14266,0.013,,,,,,,,,,,,,1.15707,0.00501,,,,,,,,,,,,,,,,,,,,
,,,,1.19242,0.01878,,,,,,,,,,,,,1.2069,-9.16E-04,,,,,,,,,,,,,,,,,,,,
,,,,1.23519,0.02119,,,,,,,,,,,,,1.24959,0.00329,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.30104,0.01528,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.33664,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.37934,0.00181,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.41498,0.00336,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.45762,0.00648,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.49326,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.53593,7.89E-04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.57156,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.61428,-0.01001,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64987,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.6925,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.72814,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.77076,0.00505,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.80641,-5.23E-04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.84905,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.88469,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.92738,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.963,0.0076,,,,,,,,,,,,,,,,,,,,
