S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
,,4.0574,3.9194,-0.59567,-5.65995,1.92347,-2.93002,,,1.27944,8.62845,1.97646,-15.97848,2.16249,-11.22581,,,-0.56709,-8.38246,,,,,1.28657,41.17331,,,,,,,,,2.26593,-11.71267
,,4.07171,3.16557,-0.58146,7.96757,1.96259,-11.88034,,,1.30082,32.53724,,,2.20523,-15.5102,,,-0.55289,-0.24362,,,,,1.30795,23.4686,,,,,,,,,2.30863,21.80256
,,4.08598,-6.70718,-0.56726,10.01215,9.36006,-8.00688,,,1.32218,-30.31102,,,2.2515,44.85245,,,-0.53514,10.91817,,,,,1.32928,23.54353,,,,,,,,,2.35485,31.93158
,,4.10027,-3.1072,-0.55306,2.14822,9.45264,11.61552,,,1.34705,-9.54491,,,2.29421,7.53494,,,-0.52093,0.11379,,,,,1.35416,29.7299,,,,,,,,,2.39752,10.7008
,,4.11455,-13.02903,-0.53531,-5.12833,9.54519,,,,1.36839,23.97176,,,2.34043,28.33724,,,-0.50672,2.54885,,,,,1.3755,13.2882,,,,,,,,,2.4438,12.03543
,,4.12883,13.33273,-0.52109,25.701,9.63778,,,,1.38975,1.70852,,,2.38311,-5.41538,,,-0.49245,-5.68648,,,,,1.39685,18.70731,,,,,,,,,2.48657,2.02913
,,4.14313,8.89529,-0.50689,19.52645,9.73039,8.32291,,,1.41106,-21.53441,,,2.42932,-2.26298,,,-0.47819,-0.64755,,,,,1.41817,19.68022,,,,,,,,,2.53287,
,,4.15745,-14.52908,-0.49266,6.49018,9.82293,10.28076,,,1.43595,7.1748,,,2.47209,10.54537,,,-0.46398,15.86911,,,,,1.44306,19.36919,,,,,,,,,2.5756,
,,4.17178,8.05426,-0.47837,2.27016,9.9155,-30.32654,,,1.45728,1.84967,,,2.51843,4.32471,,,-0.44625,,,,,,1.46441,14.25713,,,,,,,,,2.62189,
,,,,-0.46416,5.82737,10.05635,-2.0586,,,1.4787,-2.36333,,,2.56116,,,,-0.43201,,,,,,1.48583,24.28083,,,,,,,,,2.66463,
,,,,-0.44641,,10.15161,8.23941,,,1.50006,-4.65997,,,2.60743,,,,-0.41777,,,,,,1.50719,4.74711,,,,,,,,,2.71088,20.47756
,,,,-0.43221,,10.24424,13.34535,,,1.525,-7.44498,,,2.65017,,,,-0.40352,,,,,,1.53213,36.46444,,,,,,,,,2.75362,19.05817
,,,,-0.41797,,10.33694,1.06004,,,1.54639,,,,2.69646,33.99208,,,-0.38924,,,,,,1.55352,,,,,,,,,,2.79988,3.177
,,,,-0.4037,,10.42949,-3.14356,,,1.56777,,,,2.73918,2.17567,,,-0.37498,,,,,,1.5749,,,,,,,,,,2.84262,-42.88727
,,,,-0.38943,,10.52207,-0.33249,,,1.58912,,,,2.78544,20.54186,,,-0.35715,,,,,,1.59625,,,,,,,,,,2.88892,-23.84778
,,,,-0.37517,,10.61469,,,,1.61403,,,,2.82817,-0.96513,,,-0.34292,,,,,,1.62116,,,,,,,,,,2.93168,-0.89904
,,,,-0.35735,,10.70714,,,,1.63539,,,,2.87447,1.13484,,,-0.32868,,,,,,1.64252,,,,,,,,,,2.97787,1.6017
,,,,-0.3431,,10.79971,-15.08797,,,1.65678,,,,2.91723,3.9564,,,-0.3144,,,,,,1.66391,,,,,,,,,,,
,,,,-0.32887,,10.89231,18.37933,,,1.67813,,,,2.96352,-13.96867,,,-0.30012,,,,,,1.68525,,,,,,,,,,,
,,,,-0.31459,,10.98493,13.47056,,,1.70308,,,,,,,,-0.28588,-5.62458,,,,,1.71021,,,,,,,,,,,
,,,,-0.30031,,11.07749,8.38976,,,1.7244,-18.63064,,,,,,,-0.2681,-0.51391,,,,,1.73153,35.86403,,,,,,,,,,
,,,,-0.28608,16.69133,11.17012,1.89752,,,1.74578,13.28756,,,,,,,-0.25382,6.5045,,,,,1.75291,12.7118,,,,,,,,,,
,,,,-0.26829,-4.26315,11.26273,-3.84436,,,1.76714,-21.69911,,,,,,,-0.23958,-19.31525,,,,,1.77427,-14.37073,,,,,,,,,,
,,,,-0.25402,-4.25379,11.37456,-5.04923,,,1.79205,-8.01641,,,,,,,-0.22535,15.57616,,,,,1.79918,5.13866,,,,,,,,,,
,,,,-0.23978,-11.00857,11.46711,10.27756,,,1.8134,-10.10601,,,,,,,-0.21111,9.01149,,,,,1.82053,37.53948,,,,,,,,,,
,,,,-0.22554,11.86121,11.55962,,,,1.83478,18.38988,,,,,,,-0.19688,-15.82284,,,,,1.84191,15.40157,,,,,,,,,,
,,,,-0.21131,-9.90198,11.65223,,,,1.85613,-7.74036,,,,,,,-0.17911,-11.88734,,,,,1.86326,8.72758,,,,,,,,,,
,,,,-0.19707,-5.97406,11.7448,-4.42959,,,1.88108,-34.08837,,,,,,,-0.16487,2.64124,,,,,1.88821,56.55374,,,,,,,,,,
,,,,-0.17931,28.42054,11.8373,-2.70701,,,1.90244,4.96568,,,,,,,-0.15064,-28.22539,,,,,1.90957,-17.41805,,,,,,,,,,
,,,,-0.16507,0.9141,11.92984,-25.7263,,,1.92383,21.1891,,,,,,,-0.1364,-13.50759,,,,,1.93097,29.14117,,,,,,,,,,
,,,,-0.15083,15.25615,12.02241,-16.83815,,,1.9452,17.86995,,,,,,,-0.12216,0.13536,,,,,1.95233,12.7201,,,,,,,,,,
,,,,-0.1366,19.72184,12.11506,-22.04718,,,1.97013,-13.15173,,,,,,,-0.10792,-27.78968,,,,,1.97726,16.22518,,,,,,,,,,
,,,,-0.12236,4.7397,12.20766,16.45286,,,1.99148,9.55185,,,,,,,-0.09015,-6.14629,,,,,1.99862,12.13641,,,,,,,,,,
,,,,-0.10811,25.1378,12.30024,-18.59545,,,2.01278,-2.3269,,,,,,,-0.07589,-25.14299,,,,,,,,,,,,,,,,
,,,,-0.09035,24.88271,12.99633,-12.89983,,,,,,,,,,,-0.06161,-0.64031,,,,,,,,,,,,,,,,
,,,,-0.07609,19.05072,13.08892,-20.46755,,,,,,,,,,,-0.04735,13.4554,,,,,,,,,,,,,,,,
,,,,-0.06181,-17.28148,13.18146,4.61225,,,,,,,,,,,-0.03307,13.15272,,,,,,,,,,,,,,,,
,,,,-0.04753,3.11333,13.274,-23.49207,,,,,,,,,,,-0.01878,-1.96762,,,,,,,,,,,,,,,,
,,,,-0.03326,-3.51438,13.3665,-5.38633,,,,,,,,,,,-9.72E-04,2.58829,,,,,,,,,,,,,,,,
,,,,-0.01898,32.64553,13.45898,-8.41557,,,,,,,,,,,0.01329,-11.51301,,,,,,,,,,,,,,,,
,,,,-0.00117,0.54778,13.55154,,,,,,,,,,,,0.02757,6.91597,,,,,,,,,,,,,,,,
,,,,0.01309,5.28132,13.64404,,,,,,,,,,,,0.04183,3.40282,,,,,,,,,,,,,,,,
,,,,0.02737,19.26583,13.73664,-18.64014,,,,,,,,,,,0.05609,-21.94261,,,,,,,,,,,,,,,,
,,,,0.04164,0.54815,13.82926,1.85295,,,,,,,,,,,0.07037,-12.36244,,,,,,,,,,,,,,,,
,,,,0.0559,20.39896,13.92183,-21.83267,,,,,,,,,,,0.08818,11.73407,,,,,,,,,,,,,,,,
,,,,0.07017,16.29699,14.01441,-12.42586,,,,,,,,,,,0.10241,-10.57448,,,,,,,,,,,,,,,,
,,,,0.08799,9.52598,14.10698,-38.2169,,,,,,,,,,,0.11668,-5.63779,,,,,,,,,,,,,,,,
,,,,0.10222,31.65326,14.19951,-2.53244,,,,,,,,,,,0.13095,-1.83969,,,,,,,,,,,,,,,,
,,,,0.11649,-9.38997,14.29204,-24.18444,,,,,,,,,,,0.14522,17.10797,,,,,,,,,,,,,,,,
,,,,0.13076,-7.92971,14.38451,-18.86364,,,,,,,,,,,0.15949,9.03845,,,,,,,,,,,,,,,,
,,,,0.14503,8.17993,14.47713,-19.10435,,,,,,,,,,,0.17731,3.12634,,,,,,,,,,,,,,,,
,,,,0.15931,-23.5962,14.56968,,,,,,,,,,,,0.1916,-5.37169,,,,,,,,,,,,,,,,
,,,,0.17713,5.26945,14.66223,,,,,,,,,,,,0.20587,15.56759,,,,,,,,,,,,,,,,
,,,,0.1914,2.66002,14.75469,-1.08812,,,,,,,,,,,0.22014,8.7299,,,,,,,,,,,,,,,,
,,,,0.20568,21.83866,14.84712,-20.20278,,,,,,,,,,,0.23441,-11.74174,,,,,,,,,,,,,,,,
,,,,0.21995,12.25764,14.93965,-45.49588,,,,,,,,,,,0.24868,-7.49423,,,,,,,,,,,,,,,,
,,,,0.23422,10.4121,15.0322,-8.39849,,,,,,,,,,,0.26648,1.14877,,,,,,,,,,,,,,,,
,,,,0.2485,18.86889,15.12479,-30.62951,,,,,,,,,,,0.28075,0.32678,,,,,,,,,,,,,,,,
,,,,0.2663,29.24854,15.21609,-7.0537,,,,,,,,,,,0.29502,8.49352,,,,,,,,,,,,,,,,
,,,,0.28057,14.4507,15.30869,11.90592,,,,,,,,,,,0.30929,2.75259,,,,,,,,,,,,,,,,
,,,,0.29484,18.54463,15.40131,-11.41438,,,,,,,,,,,0.33177,9.31429,,,,,,,,,,,,,,,,
,,,,0.30911,-5.02376,15.49392,7.70415,,,,,,,,,,,0.34604,4.56395,,,,,,,,,,,,,,,,
,,,,0.3316,23.28536,15.58652,,,,,,,,,,,,0.36731,11.92198,,,,,,,,,,,,,,,,
,,,,0.34586,-11.4449,15.67896,,,,,,,,,,,,0.38157,11.5923,,,,,,,,,,,,,,,,
,,,,0.36713,13.22694,15.7716,3.64125,,,,,,,,,,,0.40652,12.83713,,,,,,,,,,,,,,,,
,,,,0.38139,11.61202,15.86421,,,,,,,,,,,,0.42076,2.76701,,,,,,,,,,,,,,,,
,,,,0.40633,12.8698,15.95685,10.96212,,,,,,,,,,,0.44205,9.30953,,,,,,,,,,,,,,,,
,,,,0.42058,-1.11767,16.02764,24.18285,,,,,,,,,,,0.45628,3.0864,,,,,,,,,,,,,,,,
,,,,0.44188,4.97984,16.1203,29.34953,,,,,,,,,,,0.48117,12.92182,,,,,,,,,,,,,,,,
,,,,0.45611,-7.4481,16.21288,1.65964,,,,,,,,,,,0.49541,12.87117,,,,,,,,,,,,,,,,
,,,,0.481,2.08637,16.35304,-0.40036,,,,,,,,,,,0.51667,0.50708,,,,,,,,,,,,,,,,
,,,,0.49523,11.02296,16.4948,-0.11507,,,,,,,,,,,0.53091,13.90243,,,,,,,,,,,,,,,,
,,,,0.51648,-4.1155,16.6366,,,,,,,,,,,,0.55584,,,,,,,,,,,,,,,,,
,,,,0.53073,15.44655,16.77836,0.67965,,,,,,,,,,,0.57006,,,,,,,,,,,,,,,,,
,,,,0.55566,,16.92005,0.98624,,,,,,,,,,,0.59131,,,,,,,,,,,,,,,,,
,,,,0.56988,,17.0617,2.10978,,,,,,,,,,,0.60554,,,,,,,,,,,,,,,,,
,,,,0.59113,,17.20338,1.94839,,,,,,,,,,,0.63044,,,,,,,,,,,,,,,,,
,,,,0.60537,,17.34508,0.21062,,,,,,,,,,,0.64466,,,,,,,,,,,,,,,,,
,,,,0.63027,,,,,,,,,,,,,,0.66591,,,,,,,,,,,,,,,,,
,,,,0.64448,,,,,,,,,,,,,,0.68014,,,,,,,,,,,,,,,,,
,,,,0.66573,,,,,,,,,,,,,,0.70506,6.64743,,,,,,,,,,,,,,,,
,,,,0.67995,,,,,,,,,,,,,,0.71927,16.745,,,,,,,,,,,,,,,,
,,,,0.70488,,,,,,,,,,,,,,0.74059,8.19985,,,,,,,,,,,,,,,,
,,,,0.7191,6.2673,,,,,,,,,,,,,0.75481,5.21326,,,,,,,,,,,,,,,,
,,,,0.74041,-3.16501,,,,,,,,,,,,,0.77971,35.42159,,,,,,,,,,,,,,,,
,,,,0.75464,16.22463,,,,,,,,,,,,,0.79399,24.8269,,,,,,,,,,,,,,,,
,,,,0.77953,8.57014,,,,,,,,,,,,,0.81529,33.58063,,,,,,,,,,,,,,,,
,,,,0.7938,5.54447,,,,,,,,,,,,,0.82955,49.18859,,,,,,,,,,,,,,,,
,,,,0.8151,2.66446,,,,,,,,,,,,,0.85446,48.65627,,,,,,,,,,,,,,,,
,,,,0.82936,17.89087,,,,,,,,,,,,,0.86872,27.16021,,,,,,,,,,,,,,,,
,,,,0.85427,20.64416,,,,,,,,,,,,,0.89005,28.72879,,,,,,,,,,,,,,,,
,,,,0.86853,-1.78931,,,,,,,,,,,,,0.90431,56.02315,,,,,,,,,,,,,,,,
,,,,0.88986,-19.43114,,,,,,,,,,,,,0.92925,6.7465,,,,,,,,,,,,,,,,
,,,,0.90412,16.11622,,,,,,,,,,,,,0.94351,40.3331,,,,,,,,,,,,,,,,
,,,,0.92906,25.36976,,,,,,,,,,,,,0.96492,29.0296,,,,,,,,,,,,,,,,
,,,,0.94332,18.49159,,,,,,,,,,,,,0.97919,62.18626,,,,,,,,,,,,,,,,
,,,,0.96473,32.89343,,,,,,,,,,,,,1.04209,75.2328,,,,,,,,,,,,,,,,
,,,,0.979,-0.7818,,,,,,,,,,,,,1.08493,52.00984,,,,,,,,,,,,,,,,
,,,,1.02762,23.58843,,,,,,,,,,,,,1.13127,24.59353,,,,,,,,,,,,,,,,
,,,,1.07046,5.44467,,,,,,,,,,,,,1.17411,14.38125,,,,,,,,,,,,,,,,
,,,,1.11681,16.06449,,,,,,,,,,,,,1.22043,37.91325,,,,,,,,,,,,,,,,
,,,,1.15965,9.52586,,,,,,,,,,,,,1.26324,36.35133,,,,,,,,,,,,,,,,
,,,,1.20601,-6.19123,,,,,,,,,,,,,1.34006,37.14223,,,,,,,,,,,,,,,,
,,,,1.24878,6.65178,,,,,,,,,,,,,1.37569,17.55647,,,,,,,,,,,,,,,,
,,,,1.29514,-3.76205,,,,,,,,,,,,,1.41486,28.37748,,,,,,,,,,,,,,,,
,,,,1.33987,2.26117,,,,,,,,,,,,,1.45056,22.6105,,,,,,,,,,,,,,,,
,,,,1.37552,-1.22481,,,,,,,,,,,,,1.48972,33.26375,,,,,,,,,,,,,,,,
,,,,1.41468,8.43996,,,,,,,,,,,,,1.52536,21.30648,,,,,,,,,,,,,,,,
,,,,1.45037,5.55969,,,,,,,,,,,,,1.56456,,,,,,,,,,,,,,,,,
,,,,1.48955,9.8231,,,,,,,,,,,,,1.6002,,,,,,,,,,,,,,,,,
,,,,1.52517,11.66778,,,,,,,,,,,,,1.63939,,,,,,,,,,,,,,,,,
,,,,1.56438,,,,,,,,,,,,,,1.67499,,,,,,,,,,,,,,,,,
,,,,1.60001,,,,,,,,,,,,,,1.71414,33.56877,,,,,,,,,,,,,,,,
,,,,1.63921,,,,,,,,,,,,,,1.74976,29.6634,,,,,,,,,,,,,,,,
,,,,1.67481,,,,,,,,,,,,,,1.78892,7.86866,,,,,,,,,,,,,,,,
,,,,1.71396,10.71595,,,,,,,,,,,,,1.82458,23.0935,,,,,,,,,,,,,,,,
,,,,1.74957,16.01322,,,,,,,,,,,,,1.86376,19.22552,,,,,,,,,,,,,,,,
,,,,1.78875,0.9059,,,,,,,,,,,,,1.89942,29.65719,,,,,,,,,,,,,,,,
,,,,1.8244,-1.42744,,,,,,,,,,,,,1.93867,2.36008,,,,,,,,,,,,,,,,
,,,,1.86359,1.68394,,,,,,,,,,,,,1.97431,19.36205,,,,,,,,,,,,,,,,
,,,,1.89924,9.30157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.93848,8.45023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.97413,-14.88575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
